advice,prev_eps,eps,est_price,rev_yoy,gm,status,prev_eps_yoy,om,name,price,expansion,pe,date,symbol,prev_year,prev_rev_yoy,eps_yoy
❌ 暫避觀望,0.31,0.32,22.65,-4.54,58.07%,🏰 高護城河,-36.73,-3.25%,遠見,42.3499984741,-52.99,28.046356605364238,2025-12,3040.TW,2025,-4.45,-57.53
❌ 暫避觀望,0.12,0.17,6.75,-7.13,33.04%,🌑 雙重衰退,-61.29,0.80%,神隆,19.9500007629,-53.339999999999996,44.33333502866667,2025-12,1789.TW,2025,-9.05,-60.47
❌ 暫避觀望,0.37,1.5,12.450000000000001,2.05,41.30%,📉 獲利侵蝕,-83.26,7.58%,耀登,155.0,-53.54,186.7469879518072,2025-12,3138.TW,2025,-2.54,-51.49
⚪ 數據不足,-0.9,-1.07,-40.95,7.0,-2.18%,📉 獲利侵蝕,-16.88,-18.01%,新昕纖,10.0,-53.58,0.0,2025-12,4406.TWO,2025,23.84,-46.58
⚪ 數據不足,-1.1,0.12,-31.5,-40.0,20.64%,🔄 轉虧為盈,-241.03,-8.17%,威盛,75.5999984741,-53.75,0.0,2025-12,2388.TW,2025,-37.6,-93.75
❌ 暫避觀望,0.65,1.63,49.5,-1.73,N/A,🌑 雙重衰退,-75.56,N/A,保勝光學,58.7999992371,-53.86000000000001,17.818181587,2025-12,6517.TWO,2025,-6.15,-55.59
⚪ 中性觀察,3.12,3.74,126.3,0.02,18.01%,📉 獲利侵蝕,-42.65,2.40%,力致,93.1999969482,-53.910000000000004,11.06888324800475,2025-12,3483.TWO,2025,3.35,-53.89
❌ 暫避觀望,26.59,33.5,1277.7,27.91,N/A,📉 獲利侵蝕,-14.35,N/A,印能科技,3670.0,-54.22,43.08523127494717,2025-12,7734.TWO,2025,42.88,-26.31
⚪ 中性觀察,1.72,2.61,96.15,-20.24,23.17%,🌑 雙重衰退,-79.28,15.06%,冠德,29.4500007629,-54.31,4.594383894368175,2025-12,2520.TW,2025,-26.92,-74.55
❌ 暫避觀望,-0.04,0.21,0.7499999999999998,-23.26,18.12%,🔄 轉虧為盈,-105.0,2.42%,昶和,12.5,-54.39999999999999,250.00000000000006,2025-12,1468.TW,2025,-23.09,-77.66
❌ 暫避觀望,0.44,0.95,24.599999999999998,-0.23,N/A,🌑 雙重衰退,-72.67,N/A,中光電,73.1999969482,-54.53,44.634144480609756,2025-12,5371.TWO,2025,-5.04,-54.76
❌ 暫避觀望,1.11,0.95,40.5,1.81,15.30%,📉 獲利侵蝕,-27.92,3.04%,台肥,46.7999992371,-54.550000000000004,17.333333050777778,2025-12,1722.TW,2025,2.1,-52.74
❌ 暫避觀望,3.03,7.74,172.34999999999997,35.16,N/A,📉 獲利侵蝕,-54.3,N/A,愛普*,925.0,-55.629999999999995,80.50478677110532,2025-12,6531.TW,2025,28.02,-20.47
❌ 暫避觀望,0.38,0.67,19.8,-0.85,19.47%,🌑 雙重衰退,-70.99,0.28%,同致,55.0999984741,-55.64,41.74242308643939,2025-12,3552.TWO,2025,-1.51,-56.49
⚪ 中性觀察,1.53,2.62,82.05000000000001,19.24,N/A,📉 獲利侵蝕,-54.6,N/A,鑫傳,50.9000015259,-55.64999999999999,9.30530192429616,2025-12,6856.TWO,2025,29.13,-36.41
❌ 暫避觀望,0.09,0.28,9.899999999999999,-16.5,5.49%,🌑 雙重衰退,-89.16,3.23%,威致,17.1000003815,-55.66,25.909091487121213,2025-12,2028.TW,2025,-19.32,-72.16
⚪ 中性觀察,4.17,5.24,213.75,26.29,N/A,📉 獲利侵蝕,10.24,N/A,迅得,174.0,-56.14,12.210526315789474,2025-12,6438.TW,2025,26.46,-29.85
❌ 暫避觀望,0.22,0.78,18.9,-9.88,8.73%,🌑 雙重衰退,-87.21,4.51%,漢翔,49.5,-56.21,39.285714285714285,2025-12,2634.TW,2025,-12.58,-66.09
❌ 暫避觀望,1.53,2.67,90.44999999999999,-9.88,36.51%,🌑 雙重衰退,-74.8,9.03%,德微,242.0,-56.57999999999999,40.13266998341626,2025-12,3675.TWO,2025,-11.4,-66.46
⚪ 中性觀察,4.7,6.3,220.35,59.7,5.79%,⚠️ 獲利稀釋,10.59,2.48%,捷迅,67.4000015259,-56.59,4.5881553114976175,2025-12,2643.TWO,2025,70.71,3.11
❌ 暫避觀望,0.71,0.68,40.35,-12.33,8.85%,🌑 雙重衰退,-59.32,-4.89%,燿華,61.4000015259,-56.870000000000005,22.825279377657992,2025-12,2367.TW,2025,-10.77,-69.2
❌ 暫避觀望,1.23,1.63,69.45,-19.54,11.53%,🌑 雙重衰退,-77.26,-3.62%,新日興,215.0,-56.970000000000006,46.436285097192226,2025-12,3376.TW,2025,-16.36,-76.51
⚪ 數據不足,0.23,0.44,0.0,-9.94,14.01%,🌑 雙重衰退,-86.86,6.58%,精剛,0.0,-56.980000000000004,0.0,2025-12,1584.TWO,2025,-12.67,-66.92
❌ 暫避觀望,0.36,0.66,19.950000000000003,-22.51,19.95%,🌑 雙重衰退,-87.84,4.03%,健椿,47.25,-57.36999999999999,35.526315789473685,2025-12,4561.TWO,2025,-25.07,-79.88
❌ 暫避觀望,0.12,0.35,8.700000000000001,-14.5,N/A,🌑 雙重衰退,-91.61,N/A,北基,20.6000003815,-57.59,35.51724203706896,2025-12,8927.TWO,2025,-27.61,-72.09
⚪ 數據不足,-1.85,-3.09,-98.85,-79.25,N/A,🌑 雙重衰退,-124.6,N/A,康全電訊,20.8999996185,-58.02000000000001,0.0,2025-12,8089.TWO,2025,-78.07,-137.27
⚪ 數據不足,-4.41,-6.25,-227.10000000000002,-24.55,7.55%,🌑 雙重衰退,-155.56,-10.37%,山隆,14.0500001907,-58.05,0.0,2025-12,2616.TW,2025,-30.68,-82.6
⚪ 中性觀察,1.25,1.23,56.85,11.63,N/A,📉 獲利侵蝕,-37.5,N/A,全達,23.4500007629,-58.150000000000006,6.187335293641161,2025-12,8068.TWO,2025,2.91,-46.52
⚪ 中性觀察,0.61,0.95,32.1,-6.01,16.15%,🌑 雙重衰退,-70.24,1.41%,謚源,30.5,-58.410000000000004,14.25233644859813,2025-12,2235.TWO,2025,-2.97,-64.42
⚪ 數據不足,-3.04,-4.55,-157.95,-14.95,N/A,🌑 雙重衰退,-82.04,N/A,大洋-KY,5.3000001907,-58.709999999999994,0.0,2025-12,5907.TW,2025,-14.73,-73.66
⚪ 數據不足,-1.05,-1.53,-54.0,7.24,15.11%,📉 獲利侵蝕,-52.17,-12.99%,三顧,44.7000007629,-58.730000000000004,0.0,2025-12,3224.TWO,2025,6.79,-51.49
⚪ 中性觀察,2.68,3.93,143.55,23.56,N/A,📉 獲利侵蝕,-49.41,N/A,潤泰新,23.6000003815,-58.78,2.4660397472831765,2025-12,9945.TW,2025,9.27,-35.22
⚪ 中性觀察,2.9,1.85,112.65,51.84,N/A,📉 獲利侵蝕,160.91,N/A,智通*,91.5,-58.910000000000004,12.183754993342209,2025-12,8932.TWO,2025,63.13,-7.07
⚪ 中性觀察,1.01,2.36,75.75,2.72,44.04%,📉 獲利侵蝕,-78.46,12.46%,寒舍,34.75,-58.94,6.881188118811881,2025-12,2739.TW,2025,1.51,-56.22
⚪ 數據不足,8.09,12.98,0.0,21.02,N/A,📉 獲利侵蝕,-22.06,N/A,矽科宏晟,335.0,-59.14,0.0,2025-12,6725.TWO,2025,20.53,-38.12
⚪ 中性觀察,2.95,3.0,158.39999999999998,-14.3,N/A,🌑 雙重衰退,-62.28,N/A,永道-KY,101.5,-59.17,9.611742424242426,2025-12,6863.TW,2025,-10.3,-73.47
⚪ 數據不足,2.18,3.63,0.0,7.87,N/A,📉 獲利侵蝕,-56.66,N/A,松川精密,0.0,-59.239999999999995,0.0,2025-12,7788.TW,2025,8.42,-51.37
⚪ 數據不足,-2.81,0.87,-76.05000000000001,8.08,32.33%,🔄 轉虧為盈,-300.0,20.25%,晶豪科,196.5,-59.489999999999995,0.0,2025-12,3006.TW,2025,-5.44,-51.41
⚪ 中性觀察,0.77,0.93,39.75000000000001,-15.65,30.14%,🌑 雙重衰退,-76.11,7.44%,裕隆,27.7000007629,-59.49,10.452830476566037,2025-12,2201.TW,2025,-17.2,-75.14
⚪ 數據不足,-0.47,0.3,-9.6,-18.09,22.74%,🔄 轉虧為盈,-204.44,4.80%,先益,22.9500007629,-59.69,0.0,2025-12,3531.TWO,2025,-15.43,-77.78
⚪ 中性觀察,3.46,4.18,187.95,-2.85,N/A,🌑 雙重衰退,-60.02,N/A,威宏-KY,50.5999984741,-60.14,4.038307938874701,2025-12,8442.TW,2025,-6.65,-62.99
⚪ 數據不足,1.53,3.0,0.0,12.79,N/A,📉 獲利侵蝕,-58.08,N/A,君曜,47.7000007629,-60.19,0.0,2025-12,7770.TWO,2025,17.51,-47.4
❌ 暫避觀望,0.05,0.54,9.3,7.08,38.56%,📉 獲利侵蝕,-94.05,-3.65%,晶宏,56.0999984741,-61.39,90.48386850661288,2025-12,3141.TWO,2025,9.9,-54.31
❌ 暫避觀望,0.25,0.26,11.25,-16.46,15.11%,🌑 雙重衰退,-79.34,5.94%,炎洲,13.1499996185,-62.71,17.53333282466667,2025-12,4306.TW,2025,-23.85,-79.17
⚪ 數據不足,-0.31,-0.35,-14.849999999999998,-69.02,-74.40%,🌑 雙重衰退,-122.4,-413.94%,斐成,11.8000001907,-63.019999999999996,0.0,2025-12,3313.TWO,2025,-78.14,-132.04
⚪ 數據不足,-1.12,-1.84,-61.349999999999994,-22.39,-19.76%,🌑 雙重衰退,-45.45,-36.39%,三晃,30.0,-63.47,0.0,2025-12,1721.TW,2025,-23.51,-85.86
❌ 暫避觀望,0.05,0.38,4.6499999999999995,5.25,N/A,📉 獲利侵蝕,-88.1,N/A,立��,69.1999969482,-63.49,223.2257966070968,2025-12,8111.TWO,2025,7.39,-58.24
⚪ 數據不足,-2.11,-2.38,-79.20000000000002,15.52,51.08%,🏰 高護城河,-125.84,-5.91%,翔耀,23.2999992371,-63.89,0.0,2025-12,2438.TW,2025,26.64,-48.37
❌ 暫避觀望,2.61,3.61,114.3,105.62,N/A,⚠️ 獲利稀釋,99.24,N/A,宏碩系統,169.0,-64.05000000000001,22.178477690288712,2025-12,6895.TWO,2025,121.07,41.57
⚪ 中性觀察,0.71,3.17,63.75,-3.48,N/A,🌑 雙重衰退,-89.32,N/A,弘帆,54.0,-64.07,12.705882352941176,2025-12,8433.TWO,2025,-7.78,-67.55
⚪ 數據不足,-0.56,-0.64,-31.200000000000003,-10.15,71.52%,🏰 高護城河,43.62,6.07%,點晶,15.1000003815,-64.14,0.0,2025-12,3288.TWO,2025,-7.45,-74.29
⚪ 中性觀察,0.39,0.52,23.849999999999998,17.01,N/A,📉 獲利侵蝕,-40.91,N/A,振發,17.8999996185,-64.48,11.25786139528302,2025-12,5426.TWO,2025,30.86,-47.47
❌ 暫避觀望,-0.69,1.69,14.399999999999999,20.34,N/A,🔄 轉虧為盈,-116.01,N/A,M31,646.0,-64.75,672.9166666666667,2025-12,6643.TWO,2025,7.33,-44.41
⚪ 中性觀察,6.43,9.04,320.7,108.39,5.62%,⚠️ 獲利稀釋,44.39,3.53%,緯創,146.0,-65.2,6.828811973807297,2025-12,3231.TW,2025,94.87,43.19
⚪ 中性觀察,6.7,14.54,396.44999999999993,1985.02,N/A,⚠️ 獲利稀釋,209.22,N/A,宇瞻,248.0,-65.57999999999993,9.383276579644345,2026-03,8271.TW,2025,41.93,1919.44
❌ 暫避觀望,0.06,0.26,5.55,-23.91,15.09%,🌑 雙重衰退,-97.63,1.25%,永裕,19.25,-65.97,52.027027027027025,2025-12,1323.TW,2025,-28.19,-89.88
❌ 暫避觀望,0.39,0.52,0.7500000000000007,-2.19,37.12%,🌑 雙重衰退,-78.8,5.53%,志信,13.5,-66.10000000000001,269.9999999999998,2025-12,2611.TW,2025,-1.45,-68.29
⚪ 數據不足,-0.94,-1.37,-50.24999999999999,-24.07,-7.37%,🌑 雙重衰退,-141.03,-10.27%,台苯,8.8800001144,-66.21000000000001,0.0,2025-12,1310.TW,2025,-19.92,-90.28
❌ 暫避觀望,0.37,0.5,21.45,-7.24,31.63%,🌑 雙重衰退,-78.11,-1.96%,通嘉,61.7000007629,-66.27000000000001,43.14685368034965,2025-12,3588.TW,2025,-9.27,-73.51
❌ 暫避觀望,0.04,0.27,8.55,9.13,N/A,📉 獲利侵蝕,-90.7,N/A,系統電,63.7999992371,-66.51,111.92982322298245,2025-12,5309.TWO,2025,7.47,-57.38
❌ 暫避觀望,0.47,1.97,57.74999999999999,2.09,89.44%,🏰 高護城河,-86.34,20.17%,宇峻,68.0999984741,-66.53,17.688311291974028,2025-12,3546.TWO,2025,-4.51,-64.44
⚪ 數據不足,-1.36,-1.79,-69.9,18.86,12.27%,📉 獲利侵蝕,-43.16,-16.22%,譁裕,15.0,-66.78999999999999,0.0,2025-12,3419.TW,2025,27.6,-47.93
⚪ 數據不足,-1.51,-1.88,-90.6,11.46,N/A,📉 獲利侵蝕,-93.42,N/A,康控-KY,9.4499998093,-66.92,0.0,2025-12,4943.TW,2025,6.89,-55.46
❌ 暫避觀望,2.69,4.2,136.2,127.87,48.92%,⚠️ 獲利稀釋,174.49,38.48%,台特化,308.0,-66.95,33.920704845814974,2025-12,4772.TWO,2025,81.35,60.92
⚪ 數據不足,-1.58,-1.92,-79.35,-9.18,11.17%,🌑 雙重衰退,-112.5,-4.33%,加百裕,34.5499992371,-67.00999999999999,0.0,2025-12,3323.TWO,2025,-6.05,-76.19
⚪ 中性觀察,1.49,1.02,54.14999999999999,12.31,N/A,📉 獲利侵蝕,-18.99,N/A,長華*,48.4500007629,-67.1,13.421052842908589,2025-12,8070.TW,2025,11.79,-54.79
⚪ 數據不足,-12.5,-17.51,-585.7500000000001,11.11,N/A,📉 獲利侵蝕,-126.04,N/A,神盾,126.5,-67.17,0.0,2025-12,6462.TWO,2025,16.32,-56.06
⚪ 中性觀察,1.33,1.44,65.4,3.42,N/A,📉 獲利侵蝕,-57.66,N/A,廣積,44.4500007629,-67.28,10.194954303417429,2025-12,8050.TWO,2025,15.23,-63.86
❌ 暫避觀望,0.98,0.67,43.8,-2.5,N/A,🌑 雙重衰退,-42.6,N/A,聚鼎,87.0,-67.46,29.794520547945208,2025-12,6224.TW,2025,0.32,-69.96
❌ 暫避觀望,-0.01,0.29,4.199999999999999,-17.82,33.55%,🔄 轉虧為盈,-100.71,3.21%,泓瀚,62.4000015259,-67.61000000000001,222.85714830678575,2025-12,4741.TWO,2025,-19.51,-85.43
⚪ 數據不足,0.14,0.12,-1.5,22.25,N/A,📉 獲利侵蝕,-58.82,N/A,萬旭,31.7000007629,-67.7,0.0,2025-12,6134.TWO,2025,18.87,-45.45
⚪ 中性觀察,1.33,1.34,79.64999999999999,-9.64,19.80%,🌑 雙重衰退,-77.02,-4.97%,世德,44.5999984741,-67.86,8.399246416967985,2025-12,2066.TWO,2025,-7.86,-77.5
❌ 暫避觀望,0.57,0.9,33.0,-11.81,28.02%,🌑 雙重衰退,-86.03,12.04%,旭富,47.2999992371,-68.06,21.499999653227274,2025-12,4119.TW,2025,-11.91,-79.87
❌ 暫避觀望,1.4,2.06,56.699999999999996,97.77,N/A,⚠️ 獲利稀釋,53.85,N/A,巨有科技,204.0,-68.21,53.96825396825397,2025-12,8227.TWO,2025,93.9,29.56
❌ 暫避觀望,0.3,0.47,26.25,-5.05,17.99%,🌑 雙重衰退,-77.78,0.82%,哲固,29.0499992371,-68.60000000000001,16.599999564057143,2025-12,3434.TWO,2025,-2.33,-73.65
⚪ 數據不足,-2.42,-3.19,-115.05,30.97,N/A,📉 獲利侵蝕,-129.13,N/A,安國,107.0,-68.69,0.0,2025-12,8054.TWO,2025,26.01,-37.72
⚪ 數據不足,-0.37,0.05,-11.850000000000001,-26.42,N/A,🔄 轉虧為盈,-144.58,N/A,高僑,62.0,-68.82,0.0,2025-12,6234.TWO,2025,-31.56,-95.24
⚪ 數據不足,-0.93,-1.07,-43.35,-22.22,3.28%,🌑 雙重衰退,-55.0,-4.04%,台達化,17.3999996185,-68.85,0.0,2025-12,1309.TW,2025,-17.56,-91.07
❌ 暫避觀望,-0.01,0.7,6.449999999999999,5.45,N/A,🔄 轉虧為盈,-100.61,N/A,南茂,98.0999984741,-69.55,228.13953133511632,2025-12,8150.TW,2025,0.67,-64.1
⚪ 數據不足,-2.11,-2.97,-113.39999999999999,-59.86,N/A,🌑 雙重衰退,-35.26,N/A,國邑*,35.7000007629,-70.36999999999999,0.0,2025-12,6875.TWO,2025,-61.06,-130.23
⚪ 數據不足,-1.1,-1.29,-49.05,-37.56,-3.67%,🌑 雙重衰退,-92.98,-6.17%,中鴻,18.2000007629,-70.5,0.0,2025-12,2014.TW,2025,-36.55,-108.06
❌ 暫避觀望,0.27,0.27,16.200000000000003,-4.08,N/A,🌑 雙重衰退,-73.79,N/A,惠光,24.5499992371,-70.69,22.731480775092592,2025-12,6508.TWO,2025,-1.96,-74.77
⚪ 中性觀察,0.2,0.43,12.9,-9.62,24.70%,🌑 雙重衰退,-91.88,-7.54%,加捷生醫,11.5,-70.75,13.372093023255815,2025-12,4109.TWO,2025,-13.54,-80.37
⚪ 中性觀察,0.77,0.57,52.5,-10.32,13.69%,🌑 雙重衰退,-69.8,-4.13%,台南,20.7000007629,-70.81,5.914285932257143,2025-12,1473.TW,2025,-5.85,-81.13
⚪ 數據不足,-6.21,-15.61,-423.0,-6.55,-76.10%,🌑 雙重衰退,10.0,-2289.99%,浩鼎,34.7999992371,-71.13000000000001,0.0,2025-12,4174.TWO,2025,-26.19,-77.68
❌ 暫避觀望,-0.34,0.24,11.999999999999998,-24.52,15.90%,🔄 轉虧為盈,-107.89,4.48%,龍鋒,41.0499992371,-71.16000000000001,51.31249904637501,2025-12,3226.TWO,2025,-23.4,-95.68
❌ 暫避觀望,0.5,0.99,28.5,-3.28,21.28%,🌑 雙重衰退,-82.94,6.05%,健和興,55.7000007629,-71.2,29.315789875210527,2025-12,3003.TW,2025,-3.86,-74.48
❌ 暫避觀望,0.04,0.22,4.3500000000000005,-8.96,N/A,🌑 雙重衰退,-94.81,N/A,南良,12.8000001907,-71.57,44.13793169206896,2025-12,5450.TWO,2025,-8.5,-80.53
❌ 暫避觀望,0.25,0.2,10.05,-9.36,13.55%,🌑 雙重衰退,-73.26,2.02%,春雨,15.1000003815,-71.69,22.537314002238805,2025-12,2012.TW,2025,-3.32,-81.05
⚪ 中性觀察,0.48,1.16,54.900000000000006,-5.35,N/A,🌑 雙重衰退,-88.89,N/A,關中,44.2000007629,-71.73,12.076502940683058,2025-12,8941.TWO,2025,-4.94,-77.08
❌ 暫避觀望,0.28,0.14,11.550000000000002,-5.05,N/A,🌑 雙重衰退,-46.15,N/A,茂迪,30.2999992371,-72.0,39.35064835987012,2025-12,6244.TWO,2025,-5.87,-77.05
⚪ 數據不足,0.73,2.23,0.0,-1.8,10.77%,🌑 雙重衰退,-87.97,1.84%,兆利,0.0,-72.66,0.0,2025-12,3548.TWO,2025,8.05,-74.46
❌ 暫避觀望,3.23,4.13,158.55,25.19,15.14%,📉 獲利侵蝕,-51.13,0.74%,六方科-KY,175.5,-72.85,16.603595080416273,2025-12,4569.TW,2025,28.81,-47.66
⚪ 數據不足,-2.47,-0.76,-87.75,-41.94,N/A,🌑 雙重衰退,-255.35,N/A,富旺,12.8999996185,-73.02,0.0,2025-12,6219.TWO,2025,-99.58,-114.96
⚪ 數據不足,-0.11,-0.13,-5.1,28.81,15.04%,📉 獲利侵蝕,63.33,-80.56%,郡都開發,13.5,-73.25,0.0,2025-12,4402.TWO,2025,17.54,-44.44
⚪ 數據不足,-0.88,-0.16,-31.049999999999997,123.75,N/A,⚠️ 獲利稀釋,-41.94,N/A,欣普羅,38.7000007629,-73.75,0.0,2025-12,6560.TWO,2025,137.08,50.0
⚪ 中性觀察,1.3,1.91,63.75,73.85,60.04%,🏰 高護城河,-27.12,25.42%,台新新光金,24.0,-74.55,5.647058823529412,2025-12,2887.TW,2025,35.48,-0.7
❌ 暫避觀望,0.32,0.02,8.700000000000001,-10.18,-37.47%,🌑 雙重衰退,-58.97,-176.58%,統懋,32.5,-75.53,56.03448275862068,2025-12,2434.TW,2025,-8.66,-85.71
⚪ 數據不足,-0.09,0.53,0.0,1.33,25.17%,🔄 轉虧為盈,-105.39,7.11%,萬在,0.0,-75.73,0.0,2025-12,4543.TWO,2025,-3.85,-74.4
❌ 暫避觀望,0.58,0.57,19.499999999999996,6.19,N/A,📉 獲利侵蝕,-48.15,N/A,金利食安,20.0,-75.92,15.384615384615387,2025-12,7743.TWO,2025,17.91,-69.73
⚪ 數據不足,-1.08,-1.64,-58.05,-8.3,2.22%,🌑 雙重衰退,-74.19,-15.74%,旭品,12.8999996185,-75.97,0.0,2025-12,3325.TWO,2025,-11.73,-84.27
⚪ 數據不足,3.76,4.85,0.0,108.17,N/A,⚠️ 獲利稀釋,39.62,N/A,漢達,70.6999969482,-76.53,0.0,2025-12,6620.TWO,2025,122.44,31.64
⚪ 中性觀察,4.94,6.1,530.25,-15.8,57.83%,🏰 高護城河,-91.36,50.09%,材料*-KY,41.9500007629,-76.96000000000001,1.186704406305516,2025-12,4763.TW,2025,-6.43,-92.76
❌ 暫避觀望,0.64,0.51,26.999999999999996,-1.9,N/A,🌑 雙重衰退,-62.57,N/A,弘凱,40.3499984741,-77.69,22.416665818944445,2025-12,5244.TW,2025,-2.61,-79.59
❌ 暫避觀望,0.81,0.92,25.05,237.84,N/A,⚠️ 獲利稀釋,164.8,N/A,長園科,45.3499984741,-77.71000000000001,27.155687709041914,2025-12,8038.TWO,2025,372.94,160.13
⚪ 數據不足,-1.1,-1.39,-51.45,-17.19,N/A,🌑 雙重衰退,-266.67,N/A,愛地雅,5.8600001335,-78.58,0.0,2025-12,8933.TWO,2025,0.33,-95.77
⚪ 中性觀察,8.22,11.51,765.1500000000001,9.26,37.30%,📉 獲利侵蝕,-73.12,24.28%,國巨*,371.5,-78.71000000000001,7.282885708684571,2025-12,2327.TW,2025,5.78,-69.45
❌ 暫避觀望,0.01,0.14,7.95,-11.54,N/A,🌑 雙重衰退,-99.59,N/A,伍豐,23.7000007629,-78.74000000000001,44.71698257150943,2025-12,8076.TWO,2025,-17.3,-90.28
❌ 暫避觀望,0.68,0.69,37.35,1.31,20.31%,📉 獲利侵蝕,-73.93,4.98%,愛山林,52.0,-78.94,20.88353413654618,2025-12,2540.TW,2025,25.99,-77.63
⚪ 數據不足,-2.09,-2.75,0.0,-43.59,-25.13%,🌑 雙重衰退,-44.76,-116.55%,駿吉-KY,0.0,-79.17,0.0,2025-12,1591.TWO,2025,-47.7,-122.76
❌ 暫避觀望,-0.28,0.12,0.5999999999999993,-7.88,0.84%,🔄 轉虧為盈,-128.57,-27.07%,佳和,13.1000003815,-79.33,327.5000095375004,2025-12,1449.TW,2025,-18.87,-87.21
⚪ 數據不足,-0.54,0.33,-10.649999999999999,-4.81,N/A,🔄 轉虧為盈,-131.03,N/A,美達科技,135.0,-79.7,0.0,2025-12,6735.TWO,2025,-23.64,-84.51
❌ 暫避觀望,0.04,0.44,10.649999999999999,-2.15,N/A,🌑 雙重衰退,-97.71,N/A,加高,43.0999984741,-79.82,60.70422320295775,2025-12,8182.TWO,2025,-3.51,-81.97
⚪ 數據不足,-0.64,0.26,-46.050000000000004,45.18,N/A,🔄 轉虧為盈,-672.73,N/A,訊芯-KY,490.0,-80.18,0.0,2025-12,6451.TW,2025,56.34,-35.0
⚪ 中性觀察,10.47,1.29,355.95,-7.53,N/A,🌑 雙重衰退,40.9,N/A,可寧衛*,28.3999996185,-80.26,1.1967972869152972,2025-12,8422.TW,2025,-2.24,-87.79
⚪ 中性觀察,2.73,1.98,113.39999999999999,10.44,22.10%,📉 獲利侵蝕,-45.51,9.53%,聯德控股-KY,91.4000015259,-80.72,12.089947291785714,2025-12,4912.TW,2025,2.6,-70.28
⚪ 數據不足,-0.45,-0.25,-20.55,-35.66,14.16%,🌑 雙重衰退,-140.91,-1.55%,正文,38.7000007629,-80.9,0.0,2025-12,4906.TW,2025,-33.96,-116.56
⚪ 數據不足,-3.56,-4.88,-190.34999999999997,-20.15,5.40%,🌑 雙重衰退,-394.25,-14.81%,光罩,54.2999992371,-80.94,0.0,2025-12,2338.TW,2025,-17.29,-101.09
❌ 暫避觀望,0.11,0.48,9.899999999999999,10.3,N/A,📉 獲利侵蝕,-90.83,N/A,今展科,43.5999984741,-81.64,66.06060374863637,2025-12,6432.TWO,2025,10.79,-71.34
⚪ 數據不足,-0.13,-0.25,-5.1000000000000005,-10.01,N/A,🌑 雙重衰退,31.58,N/A,亞矽,25.0499992371,-82.3,0.0,2025-12,6113.TWO,2025,-14.19,-92.31
⚪ 中性觀察,1.17,1.72,65.7,21.35,15.03%,📉 獲利侵蝕,-73.56,0.14%,堤維西,34.1500015259,-82.68,7.7968040013470326,2025-12,1522.TW,2025,6.94,-61.33
⚪ 數據不足,-0.29,0.08,0.0,3.55,19.34%,🔄 轉虧為盈,-182.86,7.12%,聯嘉投控,24.2000007629,-83.55,0.0,2025-12,3717.TW,2025,0.43,-80.0
⚪ 數據不足,0.21,0.35,0.0,28.45,N/A,📉 獲利侵蝕,-25.0,N/A,嘉雨思-創,92.5999984741,-83.71,0.0,2025-12,6921.TW,2025,51.06,-55.26
❌ 暫避觀望,0.68,0.67,32.400000000000006,19.58,N/A,📉 獲利侵蝕,-4.23,N/A,達亞,145.0,-83.75,67.12962962962962,2025-12,6762.TWO,2025,32.38,-64.17
⚪ 中性觀察,0.62,0.11,19.95,-6.07,N/A,🌑 雙重衰退,-51.97,N/A,禾昌,18.5499992371,-85.13,13.94736784744361,2025-12,6158.TWO,2025,-6.12,-91.2
❌ 暫避觀望,0.1,0.03,3.4499999999999997,-8.17,37.93%,🌑 雙重衰退,-76.74,11.05%,中電,11.8999996185,-85.83,51.739128776086964,2025-12,1611.TW,2025,-5.31,-94.0
⚪ 數據不足,-1.16,-2.24,-55.95,1.1,5.62%,📉 獲利侵蝕,-43.75,-16.08%,州巧,39.0,-86.05999999999999,0.0,2025-12,3543.TW,2025,2.18,-84.96
❌ 暫避觀望,0.7,1.09,54.150000000000006,31.54,N/A,📉 獲利侵蝕,-59.52,N/A,奈米醫材,68.0999984741,-86.35,18.86426550529086,2025-12,6612.TWO,2025,37.74,-54.81
❌ 暫避觀望,0.03,0.04,0.44999999999999996,-5.46,11.85%,🌑 雙重衰退,-93.18,-0.08%,中華化,78.1999969482,-86.54,2606.66656494,2025-12,1727.TW,2025,-6.15,-92.0
⚪ 數據不足,-2.62,-3.69,-130.50000000000003,-9.04,-2.65%,🌑 雙重衰退,-154.37,-25.24%,富采,71.4000015259,-86.69999999999999,0.0,2025-12,3714.TW,2025,-10.09,-95.74
⚪ 數據不足,-0.09,0.07,-2.25,-5.25,11.81%,🔄 轉虧為盈,-110.98,4.89%,嘉晶,118.5,-87.14,0.0,2025-12,3016.TW,2025,-9.76,-92.39
⚪ 數據不足,-0.55,-1.13,-27.9,-8.18,0.24%,🌑 雙重衰退,-13.64,-22.36%,新晶投控,14.1000003815,-88.05000000000001,0.0,2025-12,3713.TWO,2025,-14.16,-96.23
⚪ 中性觀察,3.67,0.97,138.45000000000002,73.94,54.20%,🏰 高護城河,7.31,26.68%,亞信,109.5,-88.1,11.863488624052003,2026-03,3169.TWO,2025,9.02,-14.16
⚪ 數據不足,-0.62,-1.02,-36.9,-4.04,22.32%,🌑 雙重衰退,-63.16,6.52%,元創精密,29.2999992371,-88.41,0.0,2025-12,3685.TWO,2025,-11.44,-92.45
⚪ 數據不足,0.43,0.05,-2.850000000000001,-8.56,19.24%,🌑 雙重衰退,-80.0,-16.80%,單井,31.6000003815,-88.42999999999999,0.0,2025-12,3490.TWO,2025,-4.45,-96.99
