Combination,Impact_Score
V_MA20 + LendingSellVolK,0.850913
V_MA20 + LendingRepayVolK,0.850913
V_MA20 + LendingTotalVolK,0.850913
V_MA20 + DirSupHoldPercent,0.850913
V_MA20 + TotalSellVolK,0.850913
V_MA20 + Foreign_Consecutive_BuyDays,0.850913
V_MA20 + MainHoldPercent,0.850913
V_MA20 + TotalDifferenceVolK,0.850913
V_MA20 + TotalOverbuyVolK,0.850913
V_MA20 + TotalOversellVolK,0.850913
V_MA20 + TradeVolumeRate,0.850913
V_MA20 + BIAS_Accel,0.850913
V_MA20 + BB_Pos,0.850913
V_MA20 + Foreign_Hold_Increasing,0.850913
V_MA20 + Foreign_VolumeK,0.850913
V_MA20 + DealerBuyVolK,0.850913
V_MA20 + ATR_20,0.850913
V_MA20 + MA_60,0.850913
V_MA20 + TotalDiffVolK,0.850913
V_MA20 + TotalBuyVolK,0.850913
V_MA20 + InvestmentTrustSellVolK,0.850913
V_MA20 + InvestmentTrustDiffVolK,0.850913
V_MA20 + Foreign_LayoutScore,0.850913
V_MA20 + InvestmentTrustBuyVolK,0.850913
V_MA20 + ForeignSellVolK,0.850913
V_MA20 + ForeignHoldPercent,0.850913
V_MA20 + ForeignDiffVolK,0.850913
V_MA20 + ForeignBuyVolK,0.850913
V_MA20 + DealerSellVolK,0.850913
V_MA20 + DealerDiffVolK,0.850913
V_MA20 + ChangePercent,0.850913
CCI + ShortTotalVolK,0.84855
CCI + ShortRepayVolK,0.84855
CCI + BB_Pos,0.84855
CCI + Foreign_LayoutScore,0.84855
CCI + Foreign_Consecutive_BuyDays,0.84855
CCI + BIAS_Accel,0.84855
CCI + TradeVolumeRate,0.84855
CCI + TotalOversellVolK,0.84855
CCI + TotalOverbuyVolK,0.84855
CCI + TotalDifferenceVolK,0.84855
CCI + MainHoldPercent,0.84855
CCI + MainHolderCount,0.84855
CCI + DirSupHoldPercent,0.84855
CCI + LendingTotalVolK,0.84855
CCI + LendingRepayVolK,0.84855
CCI + LendingSellVolK,0.84855
CCI + ShortUsageRatio,0.84855
CCI + Foreign_Hold_Increasing,0.84855
CCI + DayTradingVolK,0.84855
CCI + ShortFinancingPercent,0.84855
CCI + FinancingBuyVolK,0.84855
CCI + ShortLimitVolK,0.84855
CCI + FinancingSellVolK,0.84855
CCI + TotalSellVolK,0.84855
CCI + FinancingTotalVolK,0.84855
CCI + FinancingLimitVolK,0.84855
CCI + FinancingUsageRatio,0.84855
CCI + ShortBuyVolK,0.84855
CCI + ShortSellVolK,0.84855
CCI + FinancingPaybackVolK,0.84855
CCI + Foreign_VolumeK,0.84855
CCI + TotalBuyVolK,0.84855
CCI + InvestmentTrustSellVolK,0.84855
CCI + AMA,0.84855
CCI + DMA,0.84855
CCI + MA_Long,0.84855
CCI + MA_Short,0.84855
CCI + Golden_Cross,0.84855
CCI + Bias_Divergence,0.84855
CCI + Strong_Trend,0.84855
CCI + Short_Term_Rebound,0.84855
CCI + Bullish_Align,0.84855
CCI + BIAS_20,0.84855
CCI + BIAS_6,0.84855
CCI + BIAS_Short_Col,0.84855
CCI + Vol_Spike,0.84855
CCI + Vol_Ratio,0.84855
CCI + Vol_MA6,0.84855
CCI + ADX_5,0.84855
CCI + ADX,0.84855
CCI + -DI,0.84855
CCI + +DI,0.84855
CCI + DMA_Golden_Cross,0.84855
CCI + DMA_Death_Cross,0.84855
CCI + DMA_Bullish,0.84855
CCI + DealerBuyVolK,0.84855
CCI + InvestmentTrustDiffVolK,0.84855
CCI + InvestmentTrustBuyVolK,0.84855
CCI + ForeignSellVolK,0.84855
CCI + ForeignHoldPercent,0.84855
CCI + ForeignDiffVolK,0.84855
CCI + ForeignBuyVolK,0.84855
CCI + DealerSellVolK,0.84855
CCI + DealerDiffVolK,0.84855
CCI + ChangePercent,0.84855
CCI + DMA_Diff,0.84855
CCI + ATR_20,0.84855
CCI + MA_60,0.84855
CCI + V_MA20,0.84855
CCI + Bias_Ratio,0.84855
CCI + MA20,0.84855
CCI + High_120,0.84855
CCI + MA200,0.84855
CCI + DMA_Momentum_Up,0.84855
CCI + TotalDiffVolK,0.84855
MACD_Signal + DayTradingVolK,0.845348
DEA + DMA_Diff,0.845348
MACD_Signal + BIAS_Accel,0.845348
MACD_Signal + BB_Pos,0.845348
MACD_Signal + TradeVolumeRate,0.845348
MACD_Signal + Foreign_Hold_Increasing,0.845348
MACD_Signal + DealerSellVolK,0.845348
MACD_Signal + ShortUsageRatio,0.845348
MACD_Signal + LendingSellVolK,0.845348
MACD_Signal + LendingRepayVolK,0.845348
MACD_Signal + LendingTotalVolK,0.845348
MACD_Signal + DirSupHoldPercent,0.845348
MACD_Signal + MainHolderCount,0.845348
MACD_Signal + MainHoldPercent,0.845348
MACD_Signal + TotalDifferenceVolK,0.845348
MACD_Signal + ForeignBuyVolK,0.845348
MACD_Signal + DealerDiffVolK,0.845348
MACD_Signal + ShortTotalVolK,0.845348
MACD_Signal + DealerBuyVolK,0.845348
MACD_Signal + ChangePercent,0.845348
MACD_Signal + ATR_20,0.845348
MACD_Signal + MA_60,0.845348
MACD_Signal + V_MA20,0.845348
MACD_Signal + Bias_Ratio,0.845348
MACD_Signal + MA20,0.845348
MACD_Signal + High_120,0.845348
MACD_Signal + MA200,0.845348
MACD_Signal + ShortLimitVolK,0.845348
MACD_Signal + ShortRepayVolK,0.845348
MACD_Signal + DMA_Diff,0.845348
MACD_Signal + ForeignSellVolK,0.845348
MACD_Signal + Foreign_Consecutive_BuyDays,0.845348
MACD_Signal + Foreign_LayoutScore,0.845348
MACD_Signal + Foreign_VolumeK,0.845348
MACD_Signal + TotalSellVolK,0.845348
MACD_Signal + TotalDiffVolK,0.845348
MACD_Signal + TotalBuyVolK,0.845348
MACD_Signal + InvestmentTrustSellVolK,0.845348
MACD_Signal + InvestmentTrustDiffVolK,0.845348
MACD_Signal + InvestmentTrustBuyVolK,0.845348
MACD_Signal + ForeignHoldPercent,0.845348
MACD_Signal + ShortSellVolK,0.845348
MACD_Signal + ForeignDiffVolK,0.845348
MACD_Signal + ShortFinancingPercent,0.845348
MACD_Signal + FinancingBuyVolK,0.845348
MACD_Signal + FinancingSellVolK,0.845348
MACD_Signal + FinancingPaybackVolK,0.845348
MACD_Signal + FinancingTotalVolK,0.845348
MACD_Signal + FinancingLimitVolK,0.845348
MACD_Signal + FinancingUsageRatio,0.845348
MACD_Signal + ShortBuyVolK,0.845348
MACD_Signal + DMA_Momentum_Up,0.845348
MACD_Signal + DMA_Bullish,0.845348
MACD_Signal + TotalOversellVolK,0.845348
MACD_Signal + MACD_Bearish_Strong,0.845348
MACD_Signal + TotalOverbuyVolK,0.845348
MACD_Signal + KDJ_K,0.845348
MACD_Signal + Williams,0.845348
MACD_Signal + BOLL,0.845348
MACD_Signal + Lower_Band,0.845348
MACD_Signal + Upper_Band,0.845348
MACD_Signal + SMA,0.845348
MACD_Signal + RSI,0.845348
MACD_Signal + MACD_Momentum_Ratio,0.845348
MACD_Signal + MACD_Bullish_Strong,0.845348
MACD_Signal + OBV,0.845348
MACD_Signal + MACD_Momentum_Down,0.845348
MACD_Signal + MACD_Momentum_Up,0.845348
MACD_Signal + MACD_Diff,0.845348
MACD_Signal + MACD_Bearish_Zone,0.845348
MACD_Signal + MACD_Bullish_Zone,0.845348
MACD_Signal + MACD_Death_Cross,0.845348
MACD_Signal + MACD_Golden_Cross,0.845348
MACD_Signal + MACD_OSC,0.845348
MACD_Signal + MACD_Hist,0.845348
MACD_Signal + KDJ_J,0.845348
MACD_Signal + OBV_MA,0.845348
MACD_Signal + DMA_Death_Cross,0.845348
MACD_Signal + Bullish_Align,0.845348
MACD_Signal + DMA_Golden_Cross,0.845348
MACD_Signal + AMA,0.845348
MACD_Signal + DMA,0.845348
MACD_Signal + MA_Long,0.845348
MACD_Signal + MA_Short,0.845348
MACD_Signal + Golden_Cross,0.845348
MACD_Signal + Bias_Divergence,0.845348
MACD_Signal + Strong_Trend,0.845348
MACD_Signal + Short_Term_Rebound,0.845348
MACD_Signal + BIAS_20,0.845348
MACD_Signal + CCI,0.845348
MACD_Signal + BIAS_6,0.845348
MACD_Signal + BIAS_Short_Col,0.845348
MACD_Signal + Vol_Spike,0.845348
MACD_Signal + Vol_Ratio,0.845348
MACD_Signal + Vol_MA6,0.845348
MACD_Signal + ADX_5,0.845348
MACD_Signal + ADX,0.845348
MACD_Signal + -DI,0.845348
MACD_Signal + +DI,0.845348
MACD_Signal + KDJ_D,0.845348
DEA + DMA_Momentum_Up,0.845348
DEA + MainHoldPercent,0.845348
DEA + Foreign_Hold_Increasing,0.845348
DEA + Foreign_LayoutScore,0.845348
DEA + Foreign_VolumeK,0.845348
DEA + TotalSellVolK,0.845348
DEA + TotalDiffVolK,0.845348
DEA + TotalBuyVolK,0.845348
DEA + InvestmentTrustSellVolK,0.845348
DEA + InvestmentTrustDiffVolK,0.845348
DEA + InvestmentTrustBuyVolK,0.845348
DEA + ForeignSellVolK,0.845348
DEA + ForeignHoldPercent,0.845348
DEA + ForeignDiffVolK,0.845348
DEA + ForeignBuyVolK,0.845348
DEA + DealerSellVolK,0.845348
DEA + DealerDiffVolK,0.845348
DEA + DealerBuyVolK,0.845348
DEA + ChangePercent,0.845348
DEA + ATR_20,0.845348
DEA + MA_60,0.845348
DEA + V_MA20,0.845348
DEA + Bias_Ratio,0.845348
DEA + MA20,0.845348
DEA + Foreign_Consecutive_BuyDays,0.845348
DEA + DayTradingVolK,0.845348
DEA + BB_Pos,0.845348
DEA + ShortFinancingPercent,0.845348
DEA + TradeVolumeRate,0.845348
DEA + TotalOversellVolK,0.845348
DEA + TotalOverbuyVolK,0.845348
DEA + TotalDifferenceVolK,0.845348
DEA + MainHolderCount,0.845348
DEA + DirSupHoldPercent,0.845348
DEA + LendingTotalVolK,0.845348
DEA + LendingRepayVolK,0.845348
DEA + LendingSellVolK,0.845348
DEA + ShortUsageRatio,0.845348
DEA + ShortLimitVolK,0.845348
DEA + ShortTotalVolK,0.845348
DEA + ShortRepayVolK,0.845348
DEA + ShortSellVolK,0.845348
DEA + ShortBuyVolK,0.845348
DEA + FinancingUsageRatio,0.845348
DEA + FinancingLimitVolK,0.845348
DEA + FinancingTotalVolK,0.845348
DEA + FinancingPaybackVolK,0.845348
DEA + FinancingSellVolK,0.845348
DEA + FinancingBuyVolK,0.845348
DEA + High_120,0.845348
DEA + MACD,0.845348
DEA + MACD_Signal,0.845348
DEA + MACD_Hist,0.845348
DEA + -DI,0.845348
DEA + ADX,0.845348
DEA + ADX_5,0.845348
DEA + Vol_MA6,0.845348
DEA + Vol_Ratio,0.845348
DEA + Vol_Spike,0.845348
DEA + BIAS_Short_Col,0.845348
DEA + BIAS_6,0.845348
DEA + BIAS_20,0.845348
DEA + Bullish_Align,0.845348
DEA + Short_Term_Rebound,0.845348
DEA + Strong_Trend,0.845348
DEA + Bias_Divergence,0.845348
DEA + Golden_Cross,0.845348
DEA + MA_Short,0.845348
DEA + MA_Long,0.845348
DEA + DMA,0.845348
DEA + AMA,0.845348
DEA + DMA_Golden_Cross,0.845348
DEA + DMA_Death_Cross,0.845348
DEA + DMA_Bullish,0.845348
DEA + +DI,0.845348
DEA + CCI,0.845348
DEA + OBV_MA,0.845348
DEA + MACD_Bearish_Strong,0.845348
DEA + MACD_OSC,0.845348
DEA + MACD_Golden_Cross,0.845348
DEA + MACD_Death_Cross,0.845348
DEA + MACD_Bullish_Zone,0.845348
DEA + MACD_Bearish_Zone,0.845348
DEA + MACD_Diff,0.845348
DEA + MACD_Momentum_Up,0.845348
DEA + MACD_Momentum_Down,0.845348
DEA + MACD_Bullish_Strong,0.845348
DEA + MACD_Momentum_Ratio,0.845348
DEA + OBV,0.845348
DEA + RSI,0.845348
DEA + SMA,0.845348
DEA + Upper_Band,0.845348
DEA + Lower_Band,0.845348
DEA + BOLL,0.845348
DEA + Williams,0.845348
DEA + KDJ_K,0.845348
DEA + KDJ_D,0.845348
DEA + KDJ_J,0.845348
DEA + BIAS_Accel,0.845348
DEA + MA200,0.845348
MACD_Momentum_Ratio + ADX,0.836918
MACD_Momentum_Ratio + LendingRepayVolK,0.836918
MACD_Momentum_Ratio + ForeignBuyVolK,0.836918
MACD_Momentum_Ratio + DealerSellVolK,0.836918
MACD_Momentum_Ratio + DealerDiffVolK,0.836918
MACD_Momentum_Ratio + DealerBuyVolK,0.836918
MACD_Momentum_Ratio + ChangePercent,0.836918
MACD_Momentum_Ratio + ATR_20,0.836918
MACD_Momentum_Ratio + MA_60,0.836918
MACD_Momentum_Ratio + V_MA20,0.836918
MACD_Momentum_Ratio + Bias_Ratio,0.836918
MACD_Momentum_Ratio + MA20,0.836918
MACD_Momentum_Ratio + LendingTotalVolK,0.836918
MACD_Momentum_Ratio + ForeignHoldPercent,0.836918
MACD_Momentum_Ratio + DirSupHoldPercent,0.836918
MACD_Momentum_Ratio + MainHolderCount,0.836918
MACD_Momentum_Ratio + MainHoldPercent,0.836918
MACD_Momentum_Ratio + TotalDifferenceVolK,0.836918
MACD_Momentum_Ratio + TotalOverbuyVolK,0.836918
MACD_Momentum_Ratio + TotalOversellVolK,0.836918
MACD_Momentum_Ratio + TradeVolumeRate,0.836918
MACD_Momentum_Ratio + BIAS_Accel,0.836918
MACD_Momentum_Ratio + BB_Pos,0.836918
MACD_Momentum_Ratio + -DI,0.836918
MACD_Momentum_Ratio + ForeignDiffVolK,0.836918
MACD_Momentum_Ratio + ForeignSellVolK,0.836918
MACD_Momentum_Ratio + High_120,0.836918
MACD_Momentum_Ratio + FinancingBuyVolK,0.836918
MACD_Momentum_Ratio + ShortLimitVolK,0.836918
MACD_Momentum_Ratio + ShortTotalVolK,0.836918
MACD_Momentum_Ratio + ShortRepayVolK,0.836918
MACD_Momentum_Ratio + ShortSellVolK,0.836918
MACD_Momentum_Ratio + ShortBuyVolK,0.836918
MACD_Momentum_Ratio + FinancingUsageRatio,0.836918
MACD_Momentum_Ratio + FinancingLimitVolK,0.836918
MACD_Momentum_Ratio + FinancingTotalVolK,0.836918
MACD_Momentum_Ratio + FinancingPaybackVolK,0.836918
MACD_Momentum_Ratio + FinancingSellVolK,0.836918
MACD_Momentum_Ratio + ShortFinancingPercent,0.836918
MACD_Momentum_Ratio + InvestmentTrustBuyVolK,0.836918
MACD_Momentum_Ratio + DayTradingVolK,0.836918
MACD_Momentum_Ratio + Foreign_Hold_Increasing,0.836918
MACD_Momentum_Ratio + Foreign_Consecutive_BuyDays,0.836918
MACD_Momentum_Ratio + Foreign_LayoutScore,0.836918
MACD_Momentum_Ratio + Foreign_VolumeK,0.836918
MACD_Momentum_Ratio + TotalSellVolK,0.836918
MACD_Momentum_Ratio + TotalDiffVolK,0.836918
MACD_Momentum_Ratio + TotalBuyVolK,0.836918
MACD_Momentum_Ratio + InvestmentTrustSellVolK,0.836918
MACD_Momentum_Ratio + InvestmentTrustDiffVolK,0.836918
MACD_Momentum_Ratio + LendingSellVolK,0.836918
MACD_Momentum_Ratio + ShortUsageRatio,0.836918
MACD_Momentum_Ratio + BIAS_6,0.836918
MACD_Momentum_Ratio + AMA,0.836918
MACD_Momentum_Ratio + MA_Long,0.836918
MACD_Momentum_Ratio + MA_Short,0.836918
MACD_Momentum_Ratio + Golden_Cross,0.836918
MACD_Momentum_Ratio + Bias_Divergence,0.836918
MACD_Momentum_Ratio + Strong_Trend,0.836918
MACD_Momentum_Ratio + Short_Term_Rebound,0.836918
MACD_Momentum_Ratio + Bullish_Align,0.836918
MACD_Momentum_Ratio + BIAS_20,0.836918
MACD_Momentum_Ratio + BIAS_Short_Col,0.836918
MACD_Momentum_Ratio + Vol_Spike,0.836918
MACD_Momentum_Ratio + Vol_Ratio,0.836918
MACD_Momentum_Ratio + Vol_MA6,0.836918
MACD_Momentum_Ratio + ADX_5,0.836918
MACD_Momentum_Ratio + RSI,0.836918
MACD_Momentum_Ratio + SMA,0.836918
MACD_Momentum_Ratio + Upper_Band,0.836918
MACD_Momentum_Ratio + Lower_Band,0.836918
MACD_Momentum_Ratio + BOLL,0.836918
MACD_Momentum_Ratio + Williams,0.836918
MACD_Momentum_Ratio + DMA,0.836918
MACD_Momentum_Ratio + DMA_Golden_Cross,0.836918
MACD_Momentum_Ratio + DMA_Bullish,0.836918
MACD_Momentum_Ratio + DMA_Diff,0.836918
MACD_Momentum_Ratio + +DI,0.836918
MACD_Momentum_Ratio + CCI,0.836918
MACD_Momentum_Ratio + OBV_MA,0.836918
MACD_Momentum_Ratio + OBV,0.836918
MACD_Momentum_Ratio + KDJ_J,0.836918
MACD_Momentum_Ratio + KDJ_D,0.836918
MACD_Momentum_Ratio + DMA_Momentum_Up,0.836918
MACD_Momentum_Ratio + MA200,0.836918
MACD_Momentum_Ratio + DMA_Death_Cross,0.836918
MACD_Momentum_Ratio + KDJ_K,0.836918
AMA + ATR_20,0.834134
AMA + DMA_Golden_Cross,0.834134
AMA + DMA_Bullish,0.834134
AMA + DMA_Death_Cross,0.834134
AMA + V_MA20,0.834134
AMA + DMA_Diff,0.834134
AMA + DMA_Momentum_Up,0.834134
AMA + MA200,0.834134
AMA + High_120,0.834134
AMA + MA20,0.834134
AMA + Bias_Ratio,0.834134
AMA + MA_60,0.834134
AMA + DealerDiffVolK,0.834134
AMA + ChangePercent,0.834134
AMA + DealerBuyVolK,0.834134
AMA + ForeignBuyVolK,0.834134
AMA + ForeignDiffVolK,0.834134
AMA + ForeignHoldPercent,0.834134
AMA + ForeignSellVolK,0.834134
AMA + InvestmentTrustBuyVolK,0.834134
AMA + InvestmentTrustDiffVolK,0.834134
AMA + TotalBuyVolK,0.834134
AMA + TotalDiffVolK,0.834134
AMA + TotalSellVolK,0.834134
AMA + Foreign_VolumeK,0.834134
AMA + Foreign_LayoutScore,0.834134
AMA + Foreign_Consecutive_BuyDays,0.834134
AMA + Foreign_Hold_Increasing,0.834134
AMA + DayTradingVolK,0.834134
AMA + ShortFinancingPercent,0.834134
AMA + FinancingBuyVolK,0.834134
AMA + FinancingPaybackVolK,0.834134
AMA + InvestmentTrustSellVolK,0.834134
AMA + FinancingSellVolK,0.834134
AMA + DealerSellVolK,0.834134
AMA + TradeVolumeRate,0.834134
AMA + ShortLimitVolK,0.834134
AMA + ShortUsageRatio,0.834134
AMA + LendingSellVolK,0.834134
AMA + LendingRepayVolK,0.834134
AMA + LendingTotalVolK,0.834134
AMA + DirSupHoldPercent,0.834134
AMA + MainHoldPercent,0.834134
AMA + TotalDifferenceVolK,0.834134
AMA + TotalOverbuyVolK,0.834134
AMA + TotalOversellVolK,0.834134
AMA + MainHolderCount,0.834134
AMA + BIAS_Accel,0.834134
AMA + ShortSellVolK,0.834134
AMA + BB_Pos,0.834134
AMA + FinancingLimitVolK,0.834134
AMA + FinancingUsageRatio,0.834134
AMA + ShortBuyVolK,0.834134
AMA + FinancingTotalVolK,0.834134
AMA + ShortRepayVolK,0.834134
AMA + ShortTotalVolK,0.834134
DMA + ShortRepayVolK,0.833491
DMA + ForeignDiffVolK,0.833491
DMA + ForeignHoldPercent,0.833491
DMA + ForeignSellVolK,0.833491
DMA + InvestmentTrustBuyVolK,0.833491
DMA + InvestmentTrustDiffVolK,0.833491
DMA + InvestmentTrustSellVolK,0.833491
DMA + TotalBuyVolK,0.833491
DMA + TotalDiffVolK,0.833491
DMA + TotalSellVolK,0.833491
DMA + Foreign_VolumeK,0.833491
DMA + ShortUsageRatio,0.833491
DMA + ShortLimitVolK,0.833491
DMA + ShortTotalVolK,0.833491
DMA + Foreign_Hold_Increasing,0.833491
DMA + ShortSellVolK,0.833491
DMA + ShortBuyVolK,0.833491
DMA + FinancingUsageRatio,0.833491
DMA + FinancingLimitVolK,0.833491
DMA + FinancingTotalVolK,0.833491
DMA + FinancingPaybackVolK,0.833491
DMA + FinancingSellVolK,0.833491
DMA + FinancingBuyVolK,0.833491
DMA + ShortFinancingPercent,0.833491
DMA + DayTradingVolK,0.833491
DMA + DealerSellVolK,0.833491
DMA + Foreign_Consecutive_BuyDays,0.833491
DMA + Foreign_LayoutScore,0.833491
DMA + ForeignBuyVolK,0.833491
DMA + ChangePercent,0.833491
DMA + DealerDiffVolK,0.833491
DMA + LendingRepayVolK,0.833491
DMA + AMA,0.833491
DMA + DMA_Golden_Cross,0.833491
DMA + BB_Pos,0.833491
DMA + BIAS_Accel,0.833491
DMA + TradeVolumeRate,0.833491
DMA + DealerBuyVolK,0.833491
DMA + TotalOverbuyVolK,0.833491
DMA + TotalDifferenceVolK,0.833491
DMA + MainHoldPercent,0.833491
DMA + MainHolderCount,0.833491
DMA + DirSupHoldPercent,0.833491
DMA + LendingTotalVolK,0.833491
DMA + TotalOversellVolK,0.833491
DMA + LendingSellVolK,0.833491
DMA + MA20,0.833491
DMA + DMA_Death_Cross,0.833491
DMA + ATR_20,0.833491
DMA + V_MA20,0.833491
DMA + Bias_Ratio,0.833491
DMA + MA_60,0.833491
DMA + High_120,0.833491
DMA + MA200,0.833491
DMA + DMA_Momentum_Up,0.833491
DMA + DMA_Diff,0.833491
DMA + DMA_Bullish,0.833491
DMA_Diff + LendingTotalVolK,0.830676
DMA_Diff + ShortSellVolK,0.830676
DMA_Diff + ShortRepayVolK,0.830676
DMA_Diff + ShortTotalVolK,0.830676
DMA_Diff + ShortLimitVolK,0.830676
DMA_Diff + ShortUsageRatio,0.830676
DMA_Diff + LendingSellVolK,0.830676
DMA_Diff + LendingRepayVolK,0.830676
DMA_Diff + TradeVolumeRate,0.830676
DMA_Diff + DirSupHoldPercent,0.830676
DMA_Diff + MainHolderCount,0.830676
DMA_Diff + MainHoldPercent,0.830676
DMA_Diff + TotalDifferenceVolK,0.830676
DMA_Diff + TotalOverbuyVolK,0.830676
DMA_Diff + BIAS_Accel,0.830676
DMA_Diff + BB_Pos,0.830676
DMA_Diff + FinancingUsageRatio,0.830676
DMA_Diff + ShortBuyVolK,0.830676
DMA_Diff + TotalOversellVolK,0.830676
DMA_Diff + FinancingLimitVolK,0.830676
DMA_Diff + ATR_20,0.830676
DMA_Diff + ForeignDiffVolK,0.830676
DMA_Diff + ForeignBuyVolK,0.830676
DMA_Diff + DealerSellVolK,0.830676
DMA_Diff + DealerDiffVolK,0.830676
DMA_Diff + DealerBuyVolK,0.830676
DMA_Diff + ChangePercent,0.830676
DMA_Diff + MA_60,0.830676
DMA_Diff + ForeignSellVolK,0.830676
DMA_Diff + V_MA20,0.830676
DMA_Diff + Bias_Ratio,0.830676
DMA_Diff + MA20,0.830676
DMA_Diff + High_120,0.830676
DMA_Diff + MA200,0.830676
DMA_Diff + DMA_Momentum_Up,0.830676
DMA_Diff + ForeignHoldPercent,0.830676
DMA_Diff + FinancingTotalVolK,0.830676
DMA_Diff + TotalDiffVolK,0.830676
DMA_Diff + Foreign_Consecutive_BuyDays,0.830676
DMA_Diff + FinancingPaybackVolK,0.830676
DMA_Diff + FinancingSellVolK,0.830676
DMA_Diff + FinancingBuyVolK,0.830676
DMA_Diff + ShortFinancingPercent,0.830676
DMA_Diff + InvestmentTrustBuyVolK,0.830676
DMA_Diff + InvestmentTrustDiffVolK,0.830676
DMA_Diff + InvestmentTrustSellVolK,0.830676
DMA_Diff + DayTradingVolK,0.830676
DMA_Diff + TotalBuyVolK,0.830676
DMA_Diff + Foreign_Hold_Increasing,0.830676
DMA_Diff + TotalSellVolK,0.830676
DMA_Diff + Foreign_VolumeK,0.830676
DMA_Diff + Foreign_LayoutScore,0.830676
RSI + TotalOverbuyVolK,0.827266
RSI + TotalOversellVolK,0.827266
RSI + TotalDifferenceVolK,0.827266
RSI + BB_Pos,0.827266
RSI + BIAS_Accel,0.827266
RSI + TradeVolumeRate,0.827266
RSI + Golden_Cross,0.827266
RSI + MA_Short,0.827266
RSI + Vol_Spike,0.827266
RSI + Bias_Divergence,0.827266
RSI + Strong_Trend,0.827266
RSI + SMA,0.827266
RSI + Upper_Band,0.827266
RSI + Lower_Band,0.827266
RSI + BOLL,0.827266
RSI + Williams,0.827266
RSI + KDJ_K,0.827266
RSI + KDJ_D,0.827266
RSI + KDJ_J,0.827266
RSI + OBV,0.827266
RSI + OBV_MA,0.827266
RSI + CCI,0.827266
RSI + +DI,0.827266
RSI + -DI,0.827266
RSI + ADX,0.827266
RSI + ADX_5,0.827266
RSI + Vol_MA6,0.827266
RSI + Vol_Ratio,0.827266
RSI + MainHolderCount,0.827266
RSI + BIAS_Short_Col,0.827266
RSI + BIAS_6,0.827266
RSI + BIAS_20,0.827266
RSI + Bullish_Align,0.827266
RSI + Short_Term_Rebound,0.827266
RSI + MainHoldPercent,0.827266
RSI + ShortLimitVolK,0.827266
RSI + DirSupHoldPercent,0.827266
RSI + Bias_Ratio,0.827266
RSI + ForeignHoldPercent,0.827266
RSI + LendingTotalVolK,0.827266
RSI + ForeignBuyVolK,0.827266
RSI + DealerSellVolK,0.827266
RSI + DealerDiffVolK,0.827266
RSI + DealerBuyVolK,0.827266
RSI + ChangePercent,0.827266
RSI + ATR_20,0.827266
RSI + MA_60,0.827266
RSI + V_MA20,0.827266
RSI + MA20,0.827266
RSI + InvestmentTrustBuyVolK,0.827266
RSI + High_120,0.827266
RSI + MA200,0.827266
RSI + DMA_Momentum_Up,0.827266
RSI + DMA_Diff,0.827266
RSI + DMA_Bullish,0.827266
RSI + DMA_Death_Cross,0.827266
RSI + DMA_Golden_Cross,0.827266
RSI + AMA,0.827266
RSI + DMA,0.827266
RSI + MA_Long,0.827266
RSI + ForeignSellVolK,0.827266
RSI + ForeignDiffVolK,0.827266
RSI + InvestmentTrustDiffVolK,0.827266
RSI + FinancingPaybackVolK,0.827266
RSI + LendingRepayVolK,0.827266
RSI + LendingSellVolK,0.827266
RSI + ShortUsageRatio,0.827266
RSI + ShortTotalVolK,0.827266
RSI + ShortRepayVolK,0.827266
RSI + ShortSellVolK,0.827266
RSI + ShortBuyVolK,0.827266
RSI + FinancingUsageRatio,0.827266
RSI + InvestmentTrustSellVolK,0.827266
RSI + FinancingTotalVolK,0.827266
RSI + FinancingLimitVolK,0.827266
RSI + TotalSellVolK,0.827266
RSI + FinancingBuyVolK,0.827266
RSI + ShortFinancingPercent,0.827266
RSI + DayTradingVolK,0.827266
RSI + Foreign_Hold_Increasing,0.827266
RSI + Foreign_Consecutive_BuyDays,0.827266
RSI + Foreign_LayoutScore,0.827266
RSI + Foreign_VolumeK,0.827266
RSI + FinancingSellVolK,0.827266
RSI + TotalDiffVolK,0.827266
RSI + TotalBuyVolK,0.827266
TotalDiffVolK + TradeVolumeRate,0.82562
TotalDiffVolK + TotalOverbuyVolK,0.82562
TotalDiffVolK + TotalOversellVolK,0.82562
TotalDiffVolK + Foreign_VolumeK,0.82562
TotalDiffVolK + BIAS_Accel,0.82562
TotalDiffVolK + BB_Pos,0.82562
TotalDiffVolK + MainHoldPercent,0.82562
TotalDiffVolK + TotalDifferenceVolK,0.82562
TotalDiffVolK + TotalSellVolK,0.82562
TotalDiffVolK + MainHolderCount,0.82562
TotalDiffVolK + FinancingUsageRatio,0.82562
TotalDiffVolK + DayTradingVolK,0.82562
TotalDiffVolK + ShortFinancingPercent,0.82562
TotalDiffVolK + FinancingBuyVolK,0.82562
TotalDiffVolK + FinancingSellVolK,0.82562
TotalDiffVolK + FinancingPaybackVolK,0.82562
TotalDiffVolK + FinancingTotalVolK,0.82562
TotalDiffVolK + FinancingLimitVolK,0.82562
TotalDiffVolK + ShortBuyVolK,0.82562
TotalDiffVolK + Foreign_LayoutScore,0.82562
TotalDiffVolK + ShortSellVolK,0.82562
TotalDiffVolK + ShortRepayVolK,0.82562
TotalDiffVolK + ShortTotalVolK,0.82562
TotalDiffVolK + ShortLimitVolK,0.82562
TotalDiffVolK + ShortUsageRatio,0.82562
TotalDiffVolK + LendingSellVolK,0.82562
