eps,price,prev_year,est_price,expansion,eps_yoy,pe,name,gm,om,rev_yoy,date,advice,prev_eps,prev_eps_yoy,symbol,prev_rev_yoy,status
-1.4,48.8499984741,2025,-48.3,-49.54,9.68,0.0,銘旺科,4.20%,-24.63%,59.22,2025-12,⚪ 數據不足,-0.92,12.38,2429.TW,58.99,⚠️ 獲利稀釋
1.42,69.9000015259,2025,85.5,-49.96,-56.6,12.263158162438595,巧新,18.31%,3.31%,-6.64,2025-12,⚪ 中性觀察,1.47,-43.08,1563.TW,-3.8,🌑 雙重衰退
1.66,202.0,2025,52.95,-50.01,-55.26,57.22379603399433,順德,15.80%,6.85%,-5.25,2025-12,❌ 暫避觀望,0.86,-70.95,2351.TW,-5.13,🌑 雙重衰退
3.95,245.5,2025,144.0,-50.08,-30.21,25.572916666666668,千附精密,N/A,N/A,19.87,2025-12,❌ 暫避觀望,2.64,-28.46,6829.TWO,22.3,📉 獲利侵蝕
6.55,96.1999969482,2025,242.85000000000002,-50.33,5.17,5.941939280308832,精成科,N/A,N/A,55.5,2025-12,⚪ 中性觀察,5.02,-3.64,6191.TW,46.06,⚠️ 獲利稀釋
3.15,164.0,2025,115.05,-50.43000000000001,-34.24,21.38200782268579,奇鈦科,23.03%,7.70%,16.19,2025-12,❌ 暫避觀望,2.14,-40.56,3430.TWO,13.27,📉 獲利侵蝕
3.39,72.8000030518,2025,166.64999999999998,-50.760000000000005,34.17,6.552655540216023,佳穎,21.56%,5.55%,84.93,2025-12,⚪ 中性觀察,2.93,35.64,3310.TWO,112.7,⚠️ 獲利稀釋
2.08,129.0,2025,65.55,-51.54,-1.42,29.51945080091533,和椿,N/A,N/A,50.12,2025-12,❌ 暫避觀望,1.27,-16.45,6215.TW,62.54,📉 獲利侵蝕
10.13,301.5,2025,339.75,-51.77,-8.89,13.311258278145695,鼎炫-KY,N/A,N/A,42.88,2025-12,⚪ 中性觀察,6.34,-5.22,8499.TW,19.9,📉 獲利侵蝕
3.59,90.1999969482,2025,107.25,-51.9,-65.19,12.615384188559439,泓德能源,N/A,N/A,-13.29,2025-12,⚪ 中性觀察,1.57,-69.8,6873.TW,-9.92,🌑 雙重衰退
1.58,350.5,2025,48.45,-52.14,-52.84,108.51393188854489,台勝科,11.65%,9.15%,-0.7,2025-12,❌ 暫避觀望,0.8,-65.81,3532.TW,-2.57,🌑 雙重衰退
-0.92,69.0,2025,-27.0,-52.21,-38.46,0.0,共信-KY,N/A,N/A,13.75,2025-12,⚪ 數據不足,-0.54,-8.33,6617.TWO,23.46,📉 獲利侵蝕
3.5,79.0999984741,2025,154.64999999999998,-52.230000000000004,-71.93,7.67216280059166,中傑-KY,N/A,N/A,-19.7,2025-12,⚪ 中性觀察,2.94,-68.98,6965.TW,-17.34,🌑 雙重衰退
1.74,55.0999984741,2025,43.35,-52.28,-33.61,19.065743416643596,弘憶股,5.61%,2.63%,18.67,2025-12,❌ 暫避觀望,0.57,-64.81,3312.TW,20.74,📉 獲利侵蝕
1.06,54.2000007629,2025,27.900000000000006,-52.769999999999996,-24.29,29.139785356397844,聯一光,25.59%,8.79%,28.48,2025-12,❌ 暫避觀望,0.62,-36.73,3441.TWO,27.75,📉 獲利侵蝕
-1.63,22.0499992371,2025,-50.099999999999994,-52.839999999999996,-54.29,0.0,佑全,N/A,N/A,-1.45,2025-12,⚪ 數據不足,-1.01,-244.83,6929.TWO,-2.05,🌑 雙重衰退
0.1,26.2000007629,2025,7.199999999999999,-52.910000000000004,-56.52,54.58333492270834,健亞,34.00%,-5.47%,-3.61,2025-12,❌ 暫避觀望,0.14,-51.85,4130.TWO,-5.0,🌑 雙重衰退
1.15,126.0,2025,76.50000000000001,-52.989999999999995,-87.49,24.705882352941174,倉和,N/A,N/A,-34.5,2025-12,❌ 暫避觀望,1.47,-81.86,6538.TWO,-37.03,🌑 雙重衰退
0.32,41.6500015259,2025,22.65,-52.99,-57.53,27.582782467483444,遠見,58.07%,-3.25%,-4.54,2025-12,❌ 暫避觀望,0.31,-36.73,3040.TW,-4.45,🏰 高護城河
0.17,19.7000007629,2025,6.75,-53.339999999999996,-60.47,43.77777947311111,神隆,33.04%,0.80%,-7.13,2025-12,❌ 暫避觀望,0.12,-61.29,1789.TW,-9.05,🌑 雙重衰退
1.5,167.0,2025,12.450000000000001,-53.54,-51.49,201.2048192771084,耀登,41.30%,7.58%,2.05,2025-12,❌ 暫避觀望,0.37,-83.26,3138.TW,-2.54,📉 獲利侵蝕
-1.07,9.8000001907,2025,-40.95,-53.58,-46.58,0.0,新昕纖,-2.18%,-18.01%,7.0,2025-12,⚪ 數據不足,-0.9,-16.88,4406.TWO,23.84,📉 獲利侵蝕
0.12,74.8000030518,2025,-31.5,-53.75,-93.75,0.0,威盛,20.64%,-8.17%,-40.0,2025-12,⚪ 數據不足,-1.1,-241.03,2388.TW,-37.6,🔄 轉虧為盈
1.63,60.5,2025,49.5,-53.86000000000001,-55.59,18.333333333333336,保勝光學,N/A,N/A,-1.73,2025-12,❌ 暫避觀望,0.65,-75.56,6517.TWO,-6.15,🌑 雙重衰退
3.74,103.0,2025,126.3,-53.910000000000004,-53.89,12.232779097387173,力致,18.01%,2.40%,0.02,2025-12,⚪ 中性觀察,3.12,-42.65,3483.TWO,3.35,📉 獲利侵蝕
33.5,3415.0,2025,1277.7,-54.22,-26.31,40.09157079126555,印能科技,N/A,N/A,27.91,2025-12,❌ 暫避觀望,26.59,-14.35,7734.TWO,42.88,📉 獲利侵蝕
2.61,30.8999996185,2025,96.15,-54.31,-74.55,4.820592764196568,冠德,23.17%,15.06%,-20.24,2025-12,⚪ 中性觀察,1.72,-79.28,2520.TW,-26.92,🌑 雙重衰退
0.21,12.1000003815,2025,0.7499999999999998,-54.39999999999999,-77.66,242.00000763000003,昶和,18.12%,2.42%,-23.26,2025-12,❌ 暫避觀望,-0.04,-105.0,1468.TW,-23.09,🔄 轉虧為盈
0.95,73.9000015259,2025,24.599999999999998,-54.53,-54.76,45.06097654018293,中光電,N/A,N/A,-0.23,2025-12,❌ 暫避觀望,0.44,-72.67,5371.TWO,-5.04,🌑 雙重衰退
0.95,47.0499992371,2025,40.5,-54.550000000000004,-52.74,17.42592564337037,台肥,15.30%,3.04%,1.81,2025-12,❌ 暫避觀望,1.11,-27.92,1722.TW,2.1,📉 獲利侵蝕
7.74,1125.0,2025,172.34999999999997,-55.629999999999995,-20.47,97.91122715404701,愛普*,N/A,N/A,35.16,2025-12,❌ 暫避觀望,3.03,-54.3,6531.TW,28.02,📉 獲利侵蝕
0.67,54.5,2025,19.8,-55.64,-56.49,41.28787878787879,同致,19.47%,0.28%,-0.85,2025-12,❌ 暫避觀望,0.38,-70.99,3552.TWO,-1.51,🌑 雙重衰退
2.62,49.2999992371,2025,82.05000000000001,-55.64999999999999,-36.41,9.01279693548446,鑫傳,N/A,N/A,19.24,2025-12,⚪ 中性觀察,1.53,-54.6,6856.TWO,29.13,📉 獲利侵蝕
0.28,17.1000003815,2025,9.899999999999999,-55.66,-72.16,25.909091487121213,威致,5.49%,3.23%,-16.5,2025-12,❌ 暫避觀望,0.09,-89.16,2028.TW,-19.32,🌑 雙重衰退
5.24,172.5,2025,213.75,-56.14,-29.85,12.105263157894736,迅得,N/A,N/A,26.29,2025-12,⚪ 中性觀察,4.17,10.24,6438.TW,26.46,📉 獲利侵蝕
0.78,47.75,2025,18.9,-56.21,-66.09,37.8968253968254,漢翔,8.73%,4.51%,-9.88,2025-12,❌ 暫避觀望,0.22,-87.21,2634.TW,-12.58,🌑 雙重衰退
2.67,372.0,2025,90.44999999999999,-56.57999999999999,-66.46,61.69154228855722,德微,36.51%,9.03%,-9.88,2025-12,❌ 暫避觀望,1.53,-74.8,3675.TWO,-11.4,🌑 雙重衰退
6.3,66.9000015259,2025,220.35,-56.59,3.11,4.55411855179714,捷迅,5.79%,2.48%,59.7,2025-12,⚪ 中性觀察,4.7,10.59,2643.TWO,70.71,⚠️ 獲利稀釋
0.68,67.4000015259,2025,40.35,-56.870000000000005,-69.2,25.055762649033454,燿華,8.85%,-4.89%,-12.33,2025-12,❌ 暫避觀望,0.71,-59.32,2367.TW,-10.77,🌑 雙重衰退
1.63,215.0,2025,69.45,-56.970000000000006,-76.51,46.436285097192226,新日興,11.53%,-3.62%,-19.54,2025-12,❌ 暫避觀望,1.23,-77.26,3376.TW,-16.36,🌑 雙重衰退
0.44,0.0,2025,0.0,-56.980000000000004,-66.92,0.0,精剛,14.01%,6.58%,-9.94,2025-12,⚪ 數據不足,0.23,-86.86,1584.TWO,-12.67,🌑 雙重衰退
0.66,56.7999992371,2025,19.950000000000003,-57.36999999999999,-79.88,42.70676634368421,健椿,19.95%,4.03%,-22.51,2025-12,❌ 暫避觀望,0.36,-87.84,4561.TWO,-25.07,🌑 雙重衰退
0.35,18.8999996185,2025,8.700000000000001,-57.59,-72.09,32.5862062387931,北基,N/A,N/A,-14.5,2025-12,❌ 暫避觀望,0.12,-91.61,8927.TWO,-27.61,🌑 雙重衰退
-3.09,20.4500007629,2025,-98.85,-58.02000000000001,-137.27,0.0,康全電訊,N/A,N/A,-79.25,2025-12,⚪ 數據不足,-1.85,-124.6,8089.TWO,-78.07,🌑 雙重衰退
-6.25,13.6499996185,2025,-227.10000000000002,-58.05,-82.6,0.0,山隆,7.55%,-10.37%,-24.55,2025-12,⚪ 數據不足,-4.41,-155.56,2616.TW,-30.68,🌑 雙重衰退
1.23,20.0,2025,56.85,-58.150000000000006,-46.52,5.277044854881266,全達,N/A,N/A,11.63,2025-12,⚪ 中性觀察,1.25,-37.5,8068.TWO,2.91,📉 獲利侵蝕
0.95,30.5,2025,32.1,-58.410000000000004,-64.42,14.25233644859813,謚源,16.15%,1.41%,-6.01,2025-12,⚪ 中性觀察,0.61,-70.24,2235.TWO,-2.97,🌑 雙重衰退
-4.55,5.0700001717,2025,-157.95,-58.709999999999994,-73.66,0.0,大洋-KY,N/A,N/A,-14.95,2025-12,⚪ 數據不足,-3.04,-82.04,5907.TW,-14.73,🌑 雙重衰退
-1.53,38.6500015259,2025,-54.0,-58.730000000000004,-51.49,0.0,三顧,15.11%,-12.99%,7.24,2025-12,⚪ 數據不足,-1.05,-52.17,3224.TWO,6.79,📉 獲利侵蝕
3.93,23.7000007629,2025,143.55,-58.78,-35.22,2.4764891079310343,潤泰新,N/A,N/A,23.56,2025-12,⚪ 中性觀察,2.68,-49.41,9945.TW,9.27,📉 獲利侵蝕
1.85,103.5,2025,112.65,-58.910000000000004,-7.07,13.781624500665778,智通*,N/A,N/A,51.84,2025-12,⚪ 中性觀察,2.9,160.91,8932.TWO,63.13,📉 獲利侵蝕
2.36,35.3499984741,2025,75.75,-58.94,-56.22,6.999999697841584,寒舍,44.04%,12.46%,2.72,2025-12,⚪ 中性觀察,1.01,-78.46,2739.TW,1.51,📉 獲利侵蝕
12.98,325.5,2025,0.0,-59.14,-38.12,0.0,矽科宏晟,N/A,N/A,21.02,2025-12,⚪ 數據不足,8.09,-22.06,6725.TWO,20.53,📉 獲利侵蝕
3.0,110.5,2025,158.39999999999998,-59.17,-73.47,10.464015151515152,永道-KY,N/A,N/A,-14.3,2025-12,⚪ 中性觀察,2.95,-62.28,6863.TW,-10.3,🌑 雙重衰退
3.63,0.0,2025,0.0,-59.239999999999995,-51.37,0.0,松川精密,N/A,N/A,7.87,2025-12,⚪ 數據不足,2.18,-56.66,7788.TW,8.42,📉 獲利侵蝕
0.87,250.0,2025,-76.05000000000001,-59.489999999999995,-51.41,0.0,晶豪科,32.33%,20.25%,8.08,2025-12,⚪ 數據不足,-2.81,-300.0,3006.TW,-5.44,🔄 轉虧為盈
0.93,27.8500003815,2025,39.75000000000001,-59.49,-75.14,10.509434106226413,裕隆,30.14%,7.44%,-15.65,2025-12,⚪ 中性觀察,0.77,-76.11,2201.TW,-17.2,🌑 雙重衰退
0.3,23.7000007629,2025,-9.6,-59.69,-77.78,0.0,先益,22.74%,4.80%,-18.09,2025-12,⚪ 數據不足,-0.47,-204.44,3531.TWO,-15.43,🔄 轉虧為盈
4.18,39.5499992371,2025,187.95,-60.14,-62.99,3.156424520119713,威宏-KY,N/A,N/A,-2.85,2025-12,⚪ 中性觀察,3.46,-60.02,8442.TW,-6.65,🌑 雙重衰退
3.0,44.0499992371,2025,0.0,-60.19,-47.4,0.0,君曜,N/A,N/A,12.79,2025-12,⚪ 數據不足,1.53,-58.08,7770.TWO,17.51,📉 獲利侵蝕
0.54,78.0,2025,9.3,-61.39,-54.31,125.8064516129032,晶宏,38.56%,-3.65%,7.08,2025-12,❌ 暫避觀望,0.05,-94.05,3141.TWO,9.9,📉 獲利侵蝕
0.26,14.25,2025,11.25,-62.71,-79.17,19.0,炎洲,15.11%,5.94%,-16.46,2025-12,❌ 暫避觀望,0.25,-79.34,4306.TW,-23.85,🌑 雙重衰退
-0.35,11.1499996185,2025,-14.849999999999998,-63.019999999999996,-132.04,0.0,斐成,-74.40%,-413.94%,-69.02,2025-12,⚪ 數據不足,-0.31,-122.4,3313.TWO,-78.14,🌑 雙重衰退
-1.84,28.1000003815,2025,-61.349999999999994,-63.47,-85.86,0.0,三晃,-19.76%,-36.39%,-22.39,2025-12,⚪ 數據不足,-1.12,-45.45,1721.TW,-23.51,🌑 雙重衰退
0.38,66.0,2025,4.6499999999999995,-63.49,-58.24,212.90322580645164,立��,N/A,N/A,5.25,2025-12,❌ 暫避觀望,0.05,-88.1,8111.TWO,7.39,📉 獲利侵蝕
-2.38,26.9500007629,2025,-79.20000000000002,-63.89,-48.37,0.0,翔耀,51.08%,-5.91%,15.52,2025-12,⚪ 數據不足,-2.11,-125.84,2438.TW,26.64,🏰 高護城河
3.61,146.5,2025,114.3,-64.05000000000001,41.57,19.2257217847769,宏碩系統,N/A,N/A,105.62,2025-12,❌ 暫避觀望,2.61,99.24,6895.TWO,121.07,⚠️ 獲利稀釋
3.17,52.0,2025,63.75,-64.07,-67.55,12.235294117647058,弘帆,N/A,N/A,-3.48,2025-12,⚪ 中性觀察,0.71,-89.32,8433.TWO,-7.78,🌑 雙重衰退
-0.64,18.25,2025,-31.200000000000003,-64.14,-74.29,0.0,點晶,71.52%,6.07%,-10.15,2025-12,⚪ 數據不足,-0.56,43.62,3288.TWO,-7.45,🏰 高護城河
0.52,20.5,2025,23.849999999999998,-64.48,-47.47,12.893081761006291,振發,N/A,N/A,17.01,2025-12,⚪ 中性觀察,0.39,-40.91,5426.TWO,30.86,📉 獲利侵蝕
1.69,576.0,2025,14.399999999999999,-64.75,-44.41,600.0,M31,N/A,N/A,20.34,2025-12,❌ 暫避觀望,-0.69,-116.01,6643.TWO,7.33,🔄 轉虧為盈
9.04,174.0,2025,320.7,-65.2,43.19,8.13844714686623,緯創,5.62%,3.53%,108.39,2025-12,⚪ 中性觀察,6.43,44.39,3231.TW,94.87,⚠️ 獲利稀釋
14.54,248.5,2025,396.44999999999993,-65.57999999999993,1919.44,9.402194475974273,宇瞻,N/A,N/A,1985.02,2026-03,⚪ 中性觀察,6.7,209.22,8271.TW,41.93,⚠️ 獲利稀釋
0.26,20.9500007629,2025,5.55,-65.97,-89.88,56.62162368351351,永裕,15.09%,1.25%,-23.91,2025-12,❌ 暫避觀望,0.06,-97.63,1323.TW,-28.19,🌑 雙重衰退
0.52,13.6499996185,2025,0.7500000000000007,-66.10000000000001,-68.29,272.99999236999975,志信,37.12%,5.53%,-2.19,2025-12,❌ 暫避觀望,0.39,-78.8,2611.TW,-1.45,🌑 雙重衰退
-1.37,8.3299999237,2025,-50.24999999999999,-66.21000000000001,-90.28,0.0,台苯,-7.37%,-10.27%,-24.07,2025-12,⚪ 數據不足,-0.94,-141.03,1310.TW,-19.92,🌑 雙重衰退
0.5,63.5999984741,2025,21.45,-66.27000000000001,-73.51,44.47552340846154,通嘉,31.63%,-1.96%,-7.24,2025-12,❌ 暫避觀望,0.37,-78.11,3588.TW,-9.27,🌑 雙重衰退
0.27,75.9000015259,2025,8.55,-66.51,-57.38,133.15789741385962,系統電,N/A,N/A,9.13,2025-12,❌ 暫避觀望,0.04,-90.7,5309.TWO,7.47,📉 獲利侵蝕
1.97,81.6999969482,2025,57.74999999999999,-66.53,-64.44,21.2207784281039,宇峻,89.44%,20.17%,2.09,2025-12,❌ 暫避觀望,0.47,-86.34,3546.TWO,-4.51,🏰 高護城河
-1.79,14.25,2025,-69.9,-66.78999999999999,-47.93,0.0,譁裕,12.27%,-16.22%,18.86,2025-12,⚪ 數據不足,-1.36,-43.16,3419.TW,27.6,📉 獲利侵蝕
-1.88,9.2899999619,2025,-90.6,-66.92,-55.46,0.0,康控-KY,N/A,N/A,11.46,2025-12,⚪ 數據不足,-1.51,-93.42,4943.TW,6.89,📉 獲利侵蝕
4.2,303.0,2025,136.2,-66.95,60.92,33.370044052863435,台特化,48.92%,38.48%,127.87,2025-12,❌ 暫避觀望,2.69,174.49,4772.TWO,81.35,⚠️ 獲利稀釋
-1.92,39.5999984741,2025,-79.35,-67.00999999999999,-76.19,0.0,加百裕,11.17%,-4.33%,-9.18,2025-12,⚪ 數據不足,-1.58,-112.5,3323.TWO,-6.05,🌑 雙重衰退
1.02,52.7999992371,2025,54.14999999999999,-67.1,-54.79,14.626038569833797,長華*,N/A,N/A,12.31,2025-12,⚪ 中性觀察,1.49,-18.99,8070.TW,11.79,📉 獲利侵蝕
-17.51,123.0,2025,-585.7500000000001,-67.17,-56.06,0.0,神盾,N/A,N/A,11.11,2025-12,⚪ 數據不足,-12.5,-126.04,6462.TWO,16.32,📉 獲利侵蝕
1.44,58.7000007629,2025,65.4,-67.28,-63.86,13.463302927270641,廣積,N/A,N/A,3.42,2025-12,⚪ 中性觀察,1.33,-57.66,8050.TWO,15.23,📉 獲利侵蝕
0.67,88.0999984741,2025,43.8,-67.46,-69.96,30.17123235414384,聚鼎,N/A,N/A,-2.5,2025-12,❌ 暫避觀望,0.98,-42.6,6224.TW,0.32,🌑 雙重衰退
0.29,59.2999992371,2025,4.199999999999999,-67.61000000000001,-85.43,211.78571156107145,泓瀚,33.55%,3.21%,-17.82,2025-12,❌ 暫避觀望,-0.01,-100.71,4741.TWO,-19.51,🔄 轉虧為盈
0.12,39.7999992371,2025,-1.5,-67.7,-45.45,0.0,萬旭,N/A,N/A,22.25,2025-12,⚪ 數據不足,0.14,-58.82,6134.TWO,18.87,📉 獲利侵蝕
1.34,58.4000015259,2025,79.64999999999999,-67.86,-77.5,10.998117048192091,世德,19.80%,-4.97%,-9.64,2025-12,⚪ 中性觀察,1.33,-77.02,2066.TWO,-7.86,🌑 雙重衰退
0.9,41.9000015259,2025,33.0,-68.06,-79.87,19.045455239045452,旭富,28.02%,12.04%,-11.81,2025-12,❌ 暫避觀望,0.57,-86.03,4119.TW,-11.91,🌑 雙重衰退
2.06,219.0,2025,56.699999999999996,-68.21,29.56,57.93650793650794,巨有科技,N/A,N/A,97.77,2025-12,❌ 暫避觀望,1.4,53.85,8227.TWO,93.9,⚠️ 獲利稀釋
0.47,30.1499996185,2025,26.25,-68.60000000000001,-73.65,17.228571210571427,哲固,17.99%,0.82%,-5.05,2025-12,❌ 暫避觀望,0.3,-77.78,3434.TWO,-2.33,🌑 雙重衰退
-3.19,102.0,2025,-115.05,-68.69,-37.72,0.0,安國,N/A,N/A,30.97,2025-12,⚪ 數據不足,-2.42,-129.13,8054.TWO,26.01,📉 獲利侵蝕
0.05,49.2999992371,2025,-11.850000000000001,-68.82,-95.24,0.0,高僑,N/A,N/A,-26.42,2025-12,⚪ 數據不足,-0.37,-144.58,6234.TWO,-31.56,🔄 轉虧為盈
-1.07,16.2000007629,2025,-43.35,-68.85,-91.07,0.0,台達化,3.28%,-4.04%,-22.22,2025-12,⚪ 數據不足,-0.93,-55.0,1309.TW,-17.56,🌑 雙重衰退
0.7,106.5,2025,6.449999999999999,-69.55,-64.1,247.6744186046512,南茂,N/A,N/A,5.45,2025-12,❌ 暫避觀望,-0.01,-100.61,8150.TW,0.67,🔄 轉虧為盈
-2.97,35.5999984741,2025,-113.39999999999999,-70.36999999999999,-130.23,0.0,國邑*,N/A,N/A,-59.86,2025-12,⚪ 數據不足,-2.11,-35.26,6875.TWO,-61.06,🌑 雙重衰退
-1.29,18.5,2025,-49.05,-70.5,-108.06,0.0,中鴻,-3.67%,-6.17%,-37.56,2025-12,⚪ 數據不足,-1.1,-92.98,2014.TW,-36.55,🌑 雙重衰退
0.27,23.1499996185,2025,16.200000000000003,-70.69,-74.77,21.435184831944444,惠光,N/A,N/A,-4.08,2025-12,❌ 暫避觀望,0.27,-73.79,6508.TWO,-1.96,🌑 雙重衰退
0.43,11.5,2025,12.9,-70.75,-80.37,13.372093023255815,加捷生醫,24.70%,-7.54%,-9.62,2025-12,⚪ 中性觀察,0.2,-91.88,4109.TWO,-13.54,🌑 雙重衰退
0.57,21.2000007629,2025,52.5,-70.81,-81.13,6.057143075114285,台南,13.69%,-4.13%,-10.32,2025-12,⚪ 中性觀察,0.77,-69.8,1473.TW,-5.85,🌑 雙重衰退
-15.61,28.5499992371,2025,-423.0,-71.13000000000001,-77.68,0.0,浩鼎,-76.10%,-2289.99%,-6.55,2025-12,⚪ 數據不足,-6.21,10.0,4174.TWO,-26.19,🌑 雙重衰退
0.24,45.25,2025,11.999999999999998,-71.16000000000001,-95.68,56.56250000000001,龍鋒,15.90%,4.48%,-24.52,2025-12,❌ 暫避觀望,-0.34,-107.89,3226.TWO,-23.4,🔄 轉虧為盈
0.99,62.0999984741,2025,28.5,-71.2,-74.48,32.68420972321053,健和興,21.28%,6.05%,-3.28,2025-12,❌ 暫避觀望,0.5,-82.94,3003.TW,-3.86,🌑 雙重衰退
0.22,12.8000001907,2025,4.3500000000000005,-71.57,-80.53,44.13793169206896,南良,N/A,N/A,-8.96,2025-12,❌ 暫避觀望,0.04,-94.81,5450.TWO,-8.5,🌑 雙重衰退
0.2,14.5,2025,10.05,-71.69,-81.05,21.641791044776117,春雨,13.55%,2.02%,-9.36,2025-12,❌ 暫避觀望,0.25,-73.26,2012.TW,-3.32,🌑 雙重衰退
1.16,43.5999984741,2025,54.900000000000006,-71.73,-77.08,11.91256788909836,關中,N/A,N/A,-5.35,2025-12,⚪ 中性觀察,0.48,-88.89,8941.TWO,-4.94,🌑 雙重衰退
0.14,30.6000003815,2025,11.550000000000002,-72.0,-77.05,39.74026023571428,茂迪,N/A,N/A,-5.05,2025-12,❌ 暫避觀望,0.28,-46.15,6244.TWO,-5.87,🌑 雙重衰退
2.23,0.0,2025,0.0,-72.66,-74.46,0.0,兆利,10.77%,1.84%,-1.8,2025-12,⚪ 數據不足,0.73,-87.97,3548.TWO,8.05,🌑 雙重衰退
4.13,170.5,2025,158.55,-72.85,-47.66,16.130558183538316,六方科-KY,15.14%,0.74%,25.19,2025-12,❌ 暫避觀望,3.23,-51.13,4569.TW,28.81,📉 獲利侵蝕
-0.76,12.1000003815,2025,-87.75,-73.02,-114.96,0.0,富旺,N/A,N/A,-41.94,2025-12,⚪ 數據不足,-2.47,-255.35,6219.TWO,-99.58,🌑 雙重衰退
-0.13,12.1000003815,2025,-5.1,-73.25,-44.44,0.0,郡都開發,15.04%,-80.56%,28.81,2025-12,⚪ 數據不足,-0.11,63.33,4402.TWO,17.54,📉 獲利侵蝕
-0.16,38.0,2025,-31.049999999999997,-73.75,50.0,0.0,欣普羅,N/A,N/A,123.75,2025-12,⚪ 數據不足,-0.88,-41.94,6560.TWO,137.08,⚠️ 獲利稀釋
1.91,24.6000003815,2025,63.75,-74.55,-0.7,5.788235383882353,台新新光金,60.04%,25.42%,73.85,2025-12,⚪ 中性觀察,1.3,-27.12,2887.TW,35.48,🏰 高護城河
0.02,37.1500015259,2025,8.700000000000001,-75.53,-85.71,64.0517267687931,統懋,-37.47%,-176.58%,-10.18,2025-12,❌ 暫避觀望,0.32,-58.97,2434.TW,-8.66,🌑 雙重衰退
0.53,0.0,2025,0.0,-75.73,-74.4,0.0,萬在,25.17%,7.11%,1.33,2025-12,⚪ 數據不足,-0.09,-105.39,4543.TWO,-3.85,🔄 轉虧為盈
0.57,19.0499992371,2025,19.499999999999996,-75.92,-69.73,14.653845567000001,金利食安,N/A,N/A,6.19,2025-12,⚪ 中性觀察,0.58,-48.15,7743.TWO,17.91,📉 獲利侵蝕
-1.64,12.1000003815,2025,-58.05,-75.97,-84.27,0.0,旭品,2.22%,-15.74%,-8.3,2025-12,⚪ 數據不足,-1.08,-74.19,3325.TWO,-11.73,🌑 雙重衰退
4.85,72.0999984741,2025,0.0,-76.53,31.64,0.0,漢達,N/A,N/A,108.17,2025-12,⚪ 數據不足,3.76,39.62,6620.TWO,122.44,⚠️ 獲利稀釋
6.1,42.5999984741,2025,530.25,-76.96000000000001,-92.76,1.205091894599717,材料*-KY,57.83%,50.09%,-15.8,2025-12,⚪ 中性觀察,4.94,-91.36,4763.TW,-6.43,🏰 高護城河
0.51,38.6500015259,2025,26.999999999999996,-77.69,-79.59,21.472223069944448,弘凱,N/A,N/A,-1.9,2025-12,❌ 暫避觀望,0.64,-62.57,5244.TW,-2.61,🌑 雙重衰退
0.92,41.5499992371,2025,25.05,-77.71000000000001,160.13,24.880239064131736,長園科,N/A,N/A,237.84,2025-12,❌ 暫避觀望,0.81,164.8,8038.TWO,372.94,⚠️ 獲利稀釋
-1.39,4.5999999046,2025,-51.45,-78.58,-95.77,0.0,愛地雅,N/A,N/A,-17.19,2025-12,⚪ 數據不足,-1.1,-266.67,8933.TWO,0.33,🌑 雙重衰退
11.51,790.0,2025,765.1500000000001,-78.71000000000001,-69.45,15.487159380513623,國巨*,37.30%,24.28%,9.26,2025-12,❌ 暫避觀望,8.22,-73.12,2327.TW,5.78,📉 獲利侵蝕
0.14,24.8999996185,2025,7.95,-78.74000000000001,-90.28,46.981131355660374,伍豐,N/A,N/A,-11.54,2025-12,❌ 暫避觀望,0.01,-99.59,8076.TWO,-17.3,🌑 雙重衰退
0.69,54.2000007629,2025,37.35,-78.94,-77.63,21.767068579477908,愛山林,20.31%,4.98%,1.31,2025-12,❌ 暫避觀望,0.68,-73.93,2540.TW,25.99,📉 獲利侵蝕
-2.75,0.0,2025,0.0,-79.17,-122.76,0.0,駿吉-KY,-25.13%,-116.55%,-43.59,2025-12,⚪ 數據不足,-2.09,-44.76,1591.TWO,-47.7,🌑 雙重衰退
0.12,14.0500001907,2025,0.5999999999999993,-79.33,-87.21,351.25000476750046,佳和,0.84%,-27.07%,-7.88,2025-12,❌ 暫避觀望,-0.28,-128.57,1449.TW,-18.87,🔄 轉虧為盈
0.33,104.0,2025,-10.649999999999999,-79.7,-84.51,0.0,美達科技,N/A,N/A,-4.81,2025-12,⚪ 數據不足,-0.54,-131.03,6735.TWO,-23.64,🔄 轉虧為盈
0.44,44.3499984741,2025,10.649999999999999,-79.82,-81.97,62.46478658323944,加高,N/A,N/A,-2.15,2025-12,❌ 暫避觀望,0.04,-97.71,8182.TWO,-3.51,🌑 雙重衰退
0.26,627.0,2025,-46.050000000000004,-80.18,-35.0,0.0,訊芯-KY,N/A,N/A,45.18,2025-12,⚪ 數據不足,-0.64,-672.73,6451.TW,56.34,🔄 轉虧為盈
1.29,27.7000007629,2025,355.95,-80.26,-87.79,1.167298810067425,可寧衛*,N/A,N/A,-7.53,2025-12,⚪ 中性觀察,10.47,40.9,8422.TW,-2.24,🌑 雙重衰退
1.98,113.5,2025,113.39999999999999,-80.72,-70.28,15.013227513227514,聯德控股-KY,22.10%,9.53%,10.44,2025-12,❌ 暫避觀望,2.73,-45.51,4912.TW,2.6,📉 獲利侵蝕
-0.25,53.4000015259,2025,-20.55,-80.9,-116.56,0.0,正文,14.16%,-1.55%,-35.66,2025-12,⚪ 數據不足,-0.45,-140.91,4906.TW,-33.96,🌑 雙重衰退
