股號,名稱,收盤價,隔日勝率%,累積獲利%,交易次數,目前ATR,目前狀態,專家分析原因
6134.TWO,萬旭,31.50,50.00,-17.87,3,1.45,持股中,📈 趨勢續強。目前防禦位設於 30.95，與現價緩衝空間為 1.7%。
4534.TWO,慶騰,25.90,60.00,24.80,20,1.45,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 15.15，建議耐心等待突破。
6655.TW,科定,140.00,100.00,5.43,1,2.75,持股中,📈 趨勢續強。目前防禦位設於 126.04，與現價緩衝空間為 10.0%。
6283.TW,淳安,23.30,0.00,-3.15,5,0.87,持股中,📈 趨勢續強。目前防禦位設於 19.25，與現價緩衝空間為 17.4%。
2458.TW,義隆,140.00,50.00,10.45,15,4.79,持股中,📈 趨勢續強。目前防禦位設於 138.00，與現價緩衝空間為 1.4%。
1597.TW,直得,115.50,50.00,31.80,3,7.82,持股中,📈 趨勢續強。目前防禦位設於 113.00，與現價緩衝空間為 2.2%。
4113.TWO,聯上,15.55,100.00,-6.07,2,0.46,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 18.10，建議耐心等待突破。
4131.TWO,浩泰,35.30,0.00,-3.20,1,1.45,持股中,📈 趨勢續強。目前防禦位設於 32.47，與現價緩衝空間為 8.0%。
2432.TW,倚天酷��-創,29.60,57.14,-1.22,13,0.65,持股中,📈 趨勢續強。目前防禦位設於 26.42，與現價緩衝空間為 10.7%。
6462.TWO,神盾,143.50,0.00,9.73,5,7.19,持股中,📈 趨勢續強。目前防禦位設於 105.50，與現價緩衝空間為 26.5%。
3687.TWO,歐買尬,69.40,33.33,-17.57,5,1.67,持股中,📈 趨勢續強。目前防禦位設於 68.50，與現價緩衝空間為 1.3%。
6899.TWO,創為精密,55.00,0.00,3.03,3,1.61,建議買入,🚀 今日收盤 55.00 突破關鍵高點 51.30，啟動波段漲勢。
3147.TWO,大綜,173.50,50.00,1.44,7,4.96,持股中,📈 趨勢續強。目前防禦位設於 154.32，與現價緩衝空間為 11.1%。
4523.TWO,永彰,30.80,52.38,-29.07,41,0.57,建議買入,🚀 今日收盤 30.80 突破關鍵高點 28.65，啟動波段漲勢。
00665L.TW,富邦�琤肭磪囓�2,10.16,50.00,-9.00,3,0.30,持股中,📈 趨勢續強。目前防禦位設於 8.88，與現價緩衝空間為 12.6%。
2328.TW,廣宇,47.30,50.00,-7.30,3,1.33,持股中,📈 趨勢續強。目前防禦位設於 42.85，與現價緩衝空間為 9.4%。
9926.TW,新海,49.75,66.67,-1.18,6,0.42,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 50.10，建議耐心等待突破。
6691.TW,洋基工程,684.00,100.00,10.37,3,23.64,持股中,📈 趨勢續強。目前防禦位設於 584.00，與現價緩衝空間為 14.6%。
1439.TW,雋揚,27.10,50.00,-8.57,3,0.77,持股中,📈 趨勢續強。目前防禦位設於 26.50，與現價緩衝空間為 2.2%。
4915.TW,致伸,74.90,0.00,1.43,1,1.40,持股中,📈 趨勢續強。目前防禦位設於 73.60，與現價緩衝空間為 1.7%。
0052.TW,富邦科技,50.25,0.00,1.12,3,1.02,持股中,📈 趨勢續強。目前防禦位設於 49.80，與現價緩衝空間為 0.9%。
00670L.TW,富邦NASDAQ正2,172.60,0.00,-3.12,5,4.40,持股中,📈 趨勢續強。目前防禦位設於 135.79，與現價緩衝空間為 21.3%。
6901.TW,鑽石投資,14.35,50.00,-8.95,3,0.45,持股中,📈 趨勢續強。目前防禦位設於 13.64，與現價緩衝空間為 5.0%。
2241.TW,艾姆勒,31.95,66.67,-12.92,5,1.08,持股中,📈 趨勢續強。目前防禦位設於 26.50，與現價緩衝空間為 17.0%。
1447.TW,力鵬,5.21,80.00,-3.50,9,0.11,持股中,📈 趨勢續強。目前防禦位設於 4.96，與現價緩衝空間為 4.9%。
1213.TW,大飲,9.17,0.00,-9.09,4,0.35,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 9.49，建議耐心等待突破。
4702.TWO,中美實,9.98,100.00,-2.06,2,0.10,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 10.05，建議耐心等待突破。
5234.TW,達興材料,453.00,66.67,7.80,11,23.43,持股中,📈 趨勢續強。目前防禦位設於 337.38，與現價緩衝空間為 25.5%。
00653L.TW,富邦印度正2,48.42,0.00,-16.54,5,1.36,持股中,📈 趨勢續強。目前防禦位設於 48.03，與現價緩衝空間為 0.8%。
3515.TW,華擎,231.00,50.00,-0.99,3,6.57,持股中,📈 趨勢續強。目前防禦位設於 204.79，與現價緩衝空間為 11.3%。
2740.TWO,天蔥,39.90,44.44,14.59,17,2.07,持股中,📈 趨勢續強。目前防禦位設於 33.62，與現價緩衝空間為 15.7%。
6967.TWO,汎瑋材料,74.80,40.00,-13.52,9,3.00,持股中,📈 趨勢續強。目前防禦位設於 65.01，與現價緩衝空間為 13.1%。
1805.TW,寶徠,10.65,100.00,-0.60,1,0.28,持股中,📈 趨勢續強。目前防禦位設於 10.60，與現價緩衝空間為 0.5%。
2634.TW,漢翔,50.00,66.67,-12.12,5,1.34,持股中,📈 趨勢續強。目前防禦位設於 45.63，與現價緩衝空間為 8.7%。
2237.TWO,華德動能,31.60,0.00,-13.04,7,1.23,建議買入,🚀 今日收盤 31.60 突破關鍵高點 31.10，啟動波段漲勢。
5487.TWO,通泰,28.90,0.00,-7.04,3,0.64,持股中,📈 趨勢續強。目前防禦位設於 26.69，與現價緩衝空間為 7.7%。
00936.TW,台新永續高息中小,18.87,100.00,-4.01,5,0.27,持股中,📈 趨勢續強。目前防禦位設於 17.62，與現價緩衝空間為 6.6%。
4549.TWO,桓達,103.00,50.00,-1.86,3,4.34,持股中,📈 趨勢續強。目前防禦位設於 99.20，與現價緩衝空間為 3.7%。
6834.TW,天二科技,37.65,0.00,-7.72,5,1.91,持股中,📈 趨勢續強。目前防禦位設於 37.55，與現價緩衝空間為 0.3%。
2363.TW,矽統,59.70,40.00,-11.31,9,2.62,持股中,📈 趨勢續強。目前防禦位設於 44.99，與現價緩衝空間為 24.6%。
00996A.TW,主動兆豐台灣豐收,12.69,0.00,0.00,0,0.39,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
6692.TWO,進能服,32.40,100.00,1.28,1,0.87,持股中,📈 趨勢續強。目前防禦位設於 31.95，與現價緩衝空間為 1.4%。
8096.TWO,擎亞,96.00,40.00,30.94,9,6.16,建議買入,🚀 今日收盤 96.00 突破關鍵高點 58.40，啟動波段漲勢。
6117.TW,迎廣,86.30,50.00,2.58,3,2.79,持股中,📈 趨勢續強。目前防禦位設於 72.30，與現價緩衝空間為 16.2%。
6510.TWO,精測,4200.00,0.00,19.80,1,267.86,持股中,📈 趨勢續強。目前防禦位設於 2832.86，與現價緩衝空間為 32.6%。
3645.TW,達邁,113.50,66.67,79.52,29,8.42,持股中,📈 趨勢續強。目前防禦位設於 77.40，與現價緩衝空間為 31.8%。
2414.TW,精技,46.55,75.00,0.19,7,0.77,持股中,📈 趨勢續強。目前防禦位設於 42.95，與現價緩衝空間為 7.7%。
7749.TW,意騰-KY,445.00,33.33,-13.40,5,17.11,持股中,📈 趨勢續強。目前防禦位設於 339.39，與現價緩衝空間為 23.7%。
2705.TW,六福,17.05,100.00,2.72,1,0.44,持股中,📈 趨勢續強。目前防禦位設於 16.10，與現價緩衝空間為 5.6%。
2355.TW,敬鵬,55.00,75.00,45.15,15,3.01,建議買入,🚀 今日收盤 55.00 突破關鍵高點 32.35，啟動波段漲勢。
1465.TW,偉全,12.65,0.00,2.65,1,0.29,持股中,📈 趨勢續強。目前防禦位設於 11.81，與現價緩衝空間為 6.7%。
1598.TW,岱宇,20.15,25.00,-24.89,7,0.62,持股中,📈 趨勢續強。目前防禦位設於 18.76，與現價緩衝空間為 6.9%。
00893.TW,國泰智能電動車,38.93,66.67,3.06,5,0.63,持股中,📈 趨勢續強。目前防禦位設於 32.23，與現價緩衝空間為 17.2%。
6907.TWO,雅特力-KY,127.50,100.00,-0.60,1,9.30,持股中,📈 趨勢續強。目前防禦位設於 116.00，與現價緩衝空間為 9.0%。
2480.TW,敦陽科,140.50,60.00,-8.22,9,2.21,持股中,📈 趨勢續強。目前防禦位設於 136.11，與現價緩衝空間為 3.1%。
5450.TWO,南良,14.00,0.00,-5.33,1,0.30,持股中,📈 趨勢續強。目前防禦位設於 13.75，與現價緩衝空間為 1.8%。
2233.TW,宇隆,260.50,100.00,5.91,1,12.64,持股中,📈 趨勢續強。目前防禦位設於 217.18，與現價緩衝空間為 16.6%。
7828.TWO,創新服務,1560.00,0.00,0.00,0,115.36,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
4304.TWO,勝昱,28.60,50.00,-7.36,3,1.64,持股中,📈 趨勢續強。目前防禦位設於 27.70，與現價緩衝空間為 3.1%。
2527.TW,宏璟,34.85,100.00,5.29,5,1.67,持股中,📈 趨勢續強。目前防禦位設於 34.70，與現價緩衝空間為 0.4%。
4108.TW,懷特,12.70,0.00,-6.01,3,0.37,持股中,📈 趨勢續強。目前防禦位設於 12.10，與現價緩衝空間為 4.7%。
9950.TWO,萬國通,11.60,50.00,5.77,3,0.54,持股中,📈 趨勢續強。目前防禦位設於 10.60，與現價緩衝空間為 8.6%。
2330.TW,台積電,2050.00,50.00,-2.62,3,50.00,持股中,📈 趨勢續強。目前防禦位設於 2045.00，與現價緩衝空間為 0.2%。
2385.TW,群光,125.00,50.00,-6.41,7,2.54,持股中,📈 趨勢續強。目前防禦位設於 122.50，與現價緩衝空間為 2.0%。
1529.TW,樂事綠能,23.55,25.00,-10.87,8,0.88,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 24.95，建議耐心等待突破。
00746B.TWO,富邦A級公司債,35.65,66.67,-3.28,6,0.19,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 35.30，建議耐心等待突破。
1413.TW,宏洲,9.75,0.00,-5.54,3,0.16,持股中,📈 趨勢續強。目前防禦位設於 9.70，與現價緩衝空間為 0.5%。
3004.TW,豐達科,116.00,0.00,-2.82,3,5.83,持股中,📈 趨勢續強。目前防禦位設於 112.50，與現價緩衝空間為 3.0%。
3296.TW,勝德,20.80,100.00,-4.42,2,0.42,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 22.10，建議耐心等待突破。
3230.TWO,錦明,39.50,41.18,-16.33,34,2.51,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 36.50，建議耐心等待突破。
6170.TWO,統振,51.90,50.00,-5.62,15,0.61,建議買入,🚀 今日收盤 51.90 突破關鍵高點 51.70，啟動波段漲勢。
6727.TWO,亞泰金屬,463.50,50.00,126.04,3,28.43,持股中,📈 趨勢續強。目前防禦位設於 376.00，與現價緩衝空間為 18.9%。
3363.TWO,上詮,956.00,0.00,81.89,3,63.86,持股中,📈 趨勢續強。目前防禦位設於 596.00，與現價緩衝空間為 37.7%。
6121.TWO,新普,373.50,40.00,-2.38,9,7.11,持股中,📈 趨勢續強。目前防禦位設於 345.50，與現價緩衝空間為 7.5%。
6442.TW,光聖,2240.00,66.67,19.02,11,175.00,持股中,📈 趨勢續強。目前防禦位設於 2190.00，與現價緩衝空間為 2.2%。
8162.TW,微矽電子-創,47.85,75.00,20.18,7,2.31,持股中,📈 趨勢續強。目前防禦位設於 38.85，與現價緩衝空間為 18.8%。
8081.TW,致新,251.00,100.00,5.05,1,5.57,持股中,📈 趨勢續強。目前防禦位設於 227.21，與現價緩衝空間為 9.5%。
7747.TWO,昕奇雲端,133.00,0.00,8.44,3,4.00,持股中,📈 趨勢續強。目前防禦位設於 112.75，與現價緩衝空間為 15.2%。
1727.TW,中華化,64.90,57.14,12.81,13,3.40,持股中,📈 趨勢續強。目前防禦位設於 58.00，與現價緩衝空間為 10.6%。
00886.TWO,永豐美國科技,37.51,33.33,-0.24,5,0.58,持股中,📈 趨勢續強。目前防禦位設於 37.50，與現價緩衝空間為 0.0%。
4943.TW,康控-KY,10.60,0.00,-10.03,3,0.53,持股中,📈 趨勢續強。目前防禦位設於 9.72，與現價緩衝空間為 8.3%。
1587.TW,吉茂,35.95,0.00,-13.10,3,1.23,持股中,📈 趨勢續強。目前防禦位設於 33.10，與現價緩衝空間為 7.9%。
2017.TW,官田鋼,9.02,33.33,-12.25,18,0.20,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 9.15，建議耐心等待突破。
2645.TW,長榮航太,165.50,50.00,-3.21,3,4.82,持股中,📈 趨勢續強。目前防禦位設於 143.04，與現價緩衝空間為 13.6%。
6534.TW,正瀚-創,100.00,0.00,18.61,3,4.08,持股中,📈 趨勢續強。目前防禦位設於 97.10，與現價緩衝空間為 2.9%。
6229.TWO,研通,26.85,33.33,-3.78,5,1.11,持股中,📈 趨勢續強。目前防禦位設於 21.93，與現價緩衝空間為 18.3%。
009816.TW,凱基台灣TOP50,12.42,0.00,2.91,3,0.25,持股中,📈 趨勢續強。目前防禦位設於 10.77，與現價緩衝空間為 13.3%。
2912.TW,統一超,238.50,33.33,3.56,11,3.96,持股中,📈 趨勢續強。目前防禦位設於 223.00，與現價緩衝空間為 6.5%。
6197.TW,佳必琪,187.50,40.00,18.85,9,8.50,持股中,📈 趨勢續強。目前防禦位設於 184.50，與現價緩衝空間為 1.6%。
6679.TWO,鈺太,285.00,71.43,39.87,13,13.39,持股中,📈 趨勢續強。目前防禦位設於 251.00，與現價緩衝空間為 11.9%。
6944.TW,兆聯實業,944.00,100.00,32.67,3,46.21,持股中,📈 趨勢續強。目前防禦位設於 912.00，與現價緩衝空間為 3.4%。
9110.TW,越南控-DR,3.10,0.00,-10.11,2,0.11,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 3.10，建議耐心等待突破。
4950.TWO,金耘國際,16.20,33.33,-19.39,6,1.01,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 15.65，建議耐心等待突破。
9914.TW,美利達,61.50,33.33,-11.48,12,1.85,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 62.60，建議耐心等待突破。
6697.TWO,東捷資訊,44.55,37.50,-9.76,16,0.94,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 44.55，建議耐心等待突破。
6523.TWO,達爾膚,103.50,0.00,-5.41,4,1.89,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 116.99，建議耐心等待突破。
3024.TW,憶聲,13.95,33.33,24.58,5,0.43,持股中,📈 趨勢續強。目前防禦位設於 9.95，與現價緩衝空間為 28.7%。
2605.TW,新興,34.40,0.00,0.00,0,1.79,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
2712.TW,遠雄來,17.85,0.00,19.89,1,0.58,持股中,📈 趨勢續強。目前防禦位設於 14.24，與現價緩衝空間為 20.2%。
3652.TW,精聯,29.40,0.00,4.37,1,0.47,持股中,📈 趨勢續強。目前防禦位設於 26.46，與現價緩衝空間為 10.0%。
3162.TWO,精確,76.30,100.00,13.54,1,4.22,持股中,📈 趨勢續強。目前防禦位設於 61.00，與現價緩衝空間為 20.1%。
6874.TWO,倍力,88.70,0.00,15.60,13,3.84,持股中,📈 趨勢續強。目前防禦位設於 83.52，與現價緩衝空間為 5.8%。
4935.TW,茂林-KY,39.95,0.00,0.79,3,1.16,持股中,📈 趨勢續強。目前防禦位設於 35.24，與現價緩衝空間為 11.8%。
7703.TWO,銳澤,226.50,75.00,-14.52,7,10.93,持股中,📈 趨勢續強。目前防禦位設於 220.00，與現價緩衝空間為 2.9%。
3491.TWO,昇達科,1720.00,66.67,-4.96,5,110.71,持股中,📈 趨勢續強。目前防禦位設於 1670.00，與現價緩衝空間為 2.9%。
00857B.TWO,永豐20年美公債,23.36,37.50,-10.65,31,0.14,建議買入,🚀 今日收盤 23.36 突破關鍵高點 23.32，啟動波段漲勢。
1436.TW,華友聯,51.80,100.00,-6.04,1,0.94,持股中,📈 趨勢續強。目前防禦位設於 51.56，與現價緩衝空間為 0.5%。
5864.TWO,致和證,25.15,100.00,0.40,1,0.73,持股中,📈 趨勢續強。目前防禦位設於 22.69，與現價緩衝空間為 9.8%。
1215.TW,卜蜂,141.00,50.00,-6.22,4,3.21,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 143.50，建議耐心等待突破。
5016.TWO,松和,27.15,33.33,4.98,6,2.05,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 24.70，建議耐心等待突破。
6785.TWO,昱展新藥,166.00,0.00,-38.90,5,8.21,持股中,📈 趨勢續強。目前防禦位設於 159.00，與現價緩衝空間為 4.2%。
1708.TW,東鹼,39.15,50.00,0.40,12,1.59,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 32.85，建議耐心等待突破。
6603.TWO,富強鑫,26.75,0.00,20.05,1,1.15,持股中,📈 趨勢續強。目前防禦位設於 20.17，與現價緩衝空間為 24.6%。
3483.TWO,力致,92.70,50.00,0.29,3,3.48,持股中,📈 趨勢續強。目前防禦位設於 75.16，與現價緩衝空間為 18.9%。
2915.TW,潤泰全,44.55,0.00,-13.02,6,0.85,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 47.80，建議耐心等待突破。
6417.TWO,韋僑,121.00,100.00,9.34,1,4.04,持股中,📈 趨勢續強。目前防禦位設於 103.64，與現價緩衝空間為 14.3%。
7730.TW,暉盛-創,180.00,100.00,76.28,1,10.54,持股中,📈 趨勢續強。目前防禦位設於 172.50，與現價緩衝空間為 4.2%。
6208.TWO,日揚,82.50,66.67,75.06,5,4.56,持股中,📈 趨勢續強。目前防禦位設於 47.70，與現價緩衝空間為 42.2%。
6274.TWO,台燿,973.00,100.00,83.60,1,51.34,持股中,📈 趨勢續強。目前防禦位設於 952.00，與現價緩衝空間為 2.2%。
8210.TW,勤誠,1045.00,50.00,-12.48,7,45.64,持股中,📈 趨勢續強。目前防禦位設於 841.36，與現價緩衝空間為 19.5%。
2613.TW,中櫃,22.90,50.00,-3.41,4,0.45,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 23.25，建議耐心等待突破。
2547.TW,日勝生,10.60,40.00,-7.52,10,0.19,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 10.75，建議耐心等待突破。
8183.TWO,精星,37.55,100.00,8.48,3,1.38,持股中,📈 趨勢續強。目前防禦位設於 31.21，與現價緩衝空間為 16.9%。
00656R.TW,國泰中國A50反1,5.85,50.00,-23.09,28,0.08,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 5.93，建議耐心等待突破。
8277.TWO,商丞,7.31,33.33,-16.79,6,0.22,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 7.60，建議耐心等待突破。
2399.TW,映泰,40.20,100.00,74.50,1,3.04,持股中,📈 趨勢續強。目前防禦位設於 34.80，與現價緩衝空間為 13.4%。
5392.TWO,能率,39.60,50.00,-11.93,3,1.47,持股中,📈 趨勢續強。目前防禦位設於 34.64，與現價緩衝空間為 12.5%。
1468.TW,昶和,12.40,0.00,4.46,1,0.54,持股中,📈 趨勢續強。目前防禦位設於 12.00，與現價緩衝空間為 3.2%。
4105.TWO,東洋,73.10,66.67,-3.77,11,0.89,持股中,📈 趨勢續強。目前防禦位設於 72.25，與現價緩衝空間為 1.2%。
4767.TWO,誠泰科技,27.05,100.00,-2.84,3,0.61,持股中,📈 趨勢續強。目前防禦位設於 24.85，與現價緩衝空間為 8.1%。
2820.TW,華票,17.00,100.00,-2.05,3,0.16,持股中,📈 趨勢續強。目前防禦位設於 16.95，與現價緩衝空間為 0.3%。
3042.TW,晶技,167.00,50.00,83.65,11,9.08,持股中,📈 趨勢續強。目前防禦位設於 90.50，與現價緩衝空間為 45.8%。
1563.TW,巧新,43.90,0.00,-1.27,1,1.18,持股中,📈 趨勢續強。目前防禦位設於 42.25，與現價緩衝空間為 3.8%。
4934.TW,太極,17.40,55.56,-6.06,17,0.74,持股中,📈 趨勢續強。目前防禦位設於 17.35，與現價緩衝空間為 0.3%。
6227.TWO,茂綸,95.40,50.00,5.87,3,3.56,持股中,📈 趨勢續強。目前防禦位設於 92.50，與現價緩衝空間為 3.0%。
3228.TWO,金麗科,183.50,100.00,4.90,5,8.00,持股中,📈 趨勢續強。目前防禦位設於 117.57，與現價緩衝空間為 35.9%。
00772B.TWO,中信高評級公司債,33.94,33.33,-3.94,11,0.18,建議買入,🚀 今日收盤 33.94 突破關鍵高點 33.43，啟動波段漲勢。
2424.TW,隴華,25.15,0.00,-7.97,2,1.45,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 25.15，建議耐心等待突破。
6270.TWO,倍微,31.25,50.00,-0.66,11,1.23,持股中,📈 趨勢續強。目前防禦位設於 24.90，與現價緩衝空間為 20.3%。
8927.TWO,北基,23.30,100.00,-4.73,3,0.67,持股中,📈 趨勢續強。目前防禦位設於 22.11，與現價緩衝空間為 5.1%。
6271.TW,同欣電,185.00,60.00,18.95,19,8.64,持股中,📈 趨勢續強。目前防禦位設於 183.50，與現價緩衝空間為 0.8%。
2441.TW,超豐,96.50,50.00,-26.37,11,5.24,持股中,📈 趨勢續強。目前防禦位設於 90.20，與現價緩衝空間為 6.5%。
00992A.TW,主動群益科技創新,17.06,0.00,0.00,0,0.54,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
8464.TW,億豐,372.00,50.00,-14.98,7,13.04,持股中,📈 趨勢續強。目前防禦位設於 369.00，與現價緩衝空間為 0.8%。
2442.TW,新美齊,18.60,66.67,1.50,6,0.47,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 20.70，建議耐心等待突破。
3257.TW,虹冠電,56.80,50.00,-0.91,3,1.30,持股中,📈 趨勢續強。目前防禦位設於 50.69，與現價緩衝空間為 10.8%。
5244.TW,弘凱,44.30,33.33,-1.36,5,2.59,持股中,📈 趨勢續強。目前防禦位設於 37.00，與現價緩衝空間為 16.5%。
00915.TW,凱基優選高股息30,25.06,100.00,-0.24,3,0.31,持股中,📈 趨勢續強。目前防禦位設於 22.71，與現價緩衝空間為 9.4%。
8940.TW,新天地,17.10,0.00,0.00,0,0.56,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 18.20，建議耐心等待突破。
8021.TW,尖點,445.50,75.00,63.81,7,26.39,持股中,📈 趨勢續強。目前防禦位設於 250.00，與現價緩衝空間為 43.9%。
3272.TWO,東碩,19.55,33.33,-12.65,5,0.96,持股中,📈 趨勢續強。目前防禦位設於 16.43，與現價緩衝空間為 16.0%。
6929.TWO,佑全,29.30,0.00,0.00,0,1.25,觀望中,DMA 趨勢尚在整理階段，目前無明確轉強訊號。
4745.TWO,合富-KY,17.95,0.00,-5.79,2,0.44,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 19.50，建議耐心等待突破。
5381.TWO,合正,24.35,14.29,10.96,14,0.58,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 26.47，建議耐心等待突破。
8121.TWO,越峰,28.45,33.33,-9.28,5,1.31,持股中,📈 趨勢續強。目前防禦位設於 22.53，與現價緩衝空間為 20.8%。
7780.TW,大研生醫*,19.80,50.00,-1.63,8,0.79,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 19.50，建議耐心等待突破。
00780B.TWO,國泰A級金融債,37.60,0.00,-10.69,18,0.09,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 37.87，建議耐心等待突破。
4128.TWO,中天,16.35,100.00,-6.33,2,0.58,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 17.30，建議耐心等待突破。
3630.TWO,新鉅科,30.75,50.00,-9.18,3,1.10,持股中,📈 趨勢續強。目前防禦位設於 26.50，與現價緩衝空間為 13.8%。
00671R.TW,富邦NASDAQ反1,2.71,33.33,-14.92,12,0.06,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 2.85，建議耐心等待突破。
6565.TWO,物聯,28.30,50.00,52.30,3,3.41,持股中,📈 趨勢續強。目前防禦位設於 18.30，與現價緩衝空間為 35.3%。
8040.TWO,九暘,71.90,0.00,47.06,1,3.41,持股中,📈 趨勢續強。目前防禦位設於 45.75，與現價緩衝空間為 36.4%。
8067.TWO,志旭,12.85,16.67,-29.80,12,0.51,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 13.90，建議耐心等待突破。
8070.TW,長華*,49.45,100.00,12.61,1,1.66,持股中,📈 趨勢續強。目前防禦位設於 48.50，與現價緩衝空間為 1.9%。
1905.TW,華紙,14.25,50.00,26.59,3,0.82,持股中,📈 趨勢續強。目前防禦位設於 14.15，與現價緩衝空間為 0.7%。
1456.TW,怡華,13.85,50.00,-0.85,3,0.64,持股中,📈 趨勢續強。目前防禦位設於 13.75，與現價緩衝空間為 0.7%。
6662.TWO,樂斯科,29.65,0.00,-7.34,3,1.05,持股中,📈 趨勢續強。目前防禦位設於 29.50，與現價緩衝空間為 0.5%。
1402.TW,遠東新,25.95,42.86,-13.21,14,0.45,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 26.40，建議耐心等待突破。
1313.TW,聯成,11.70,28.57,-6.42,13,0.59,建議買入,🚀 今日收盤 11.70 突破關鍵高點 10.45，啟動波段漲勢。
3349.TWO,寶德,27.75,66.67,-10.76,5,1.02,持股中,📈 趨勢續強。目前防禦位設於 27.30，與現價緩衝空間為 1.6%。
3450.TW,聯鈞,363.50,33.33,-19.37,5,23.61,持股中,📈 趨勢續強。目前防禦位設於 252.43，與現價緩衝空間為 30.6%。
6629.TWO,泰金-KY,125.00,50.00,11.53,3,5.14,持股中,📈 趨勢續強。目前防禦位設於 110.50，與現價緩衝空間為 11.6%。
3003.TW,健和興,56.10,57.14,-0.65,13,1.60,持股中,📈 趨勢續強。目前防禦位設於 49.45，與現價緩衝空間為 11.9%。
00688L.TW,國泰20年美債正2,7.09,11.11,-15.31,17,0.10,持股中,📈 趨勢續強。目前防禦位設於 7.09，與現價緩衝空間為 0.0%。
4555.TW,氣立,40.80,100.00,10.07,3,1.58,持股中,📈 趨勢續強。目前防禦位設於 35.05，與現價緩衝空間為 14.1%。
6584.TWO,南俊國際,805.00,83.33,107.96,11,59.29,持股中,📈 趨勢續強。目前防禦位設於 568.00，與現價緩衝空間為 29.4%。
2444.TW,兆勁,14.15,33.33,3.34,11,0.53,持股中,📈 趨勢續強。目前防禦位設於 11.69，與現價緩衝空間為 17.4%。
2323.TW,中環,10.75,33.33,-20.78,6,0.29,觀望中,⚠️ 已出現低位金叉，但收盤價尚未站上關鍵高點 11.10，建議耐心等待突破。
2368.TW,金像電,1250.00,40.00,51.30,9,71.50,持股中,📈 趨勢續強。目前防禦位設於 1225.00，與現價緩衝空間為 2.0%。
1476.TW,儒鴻,342.50,33.33,-17.63,5,10.39,持股中,📈 趨勢續強。目前防禦位設於 304.54，與現價緩衝空間為 11.1%。
3058.TW,立德,9.18,0.00,-23.32,5,0.19,持股中,📈 趨勢續強。目前防禦位設於 8.76，與現價緩衝空間為 4.6%。
9933.TW,中鼎,37.00,44.44,0.28,17,1.59,持股中,📈 趨勢續強。目前防禦位設於 35.90，與現價緩衝空間為 3.0%。
6277.TW,宏正,72.20,0.00,14.19,3,2.45,持股中,📈 趨勢續強。目前防禦位設於 68.00，與現價緩衝空間為 5.8%。
5245.TWO,智晶,26.10,0.00,-21.63,3,1.18,持股中,📈 趨勢續強。目前防禦位設於 22.29，與現價緩衝空間為 14.6%。
