eps,prev_eps_yoy,prev_rev_yoy,name,symbol,pe,price,expansion,est_price,eps_yoy,rev_yoy,om,advice,prev_eps,gm,date,status,prev_year
-0.55,-720.83,-3.34,馬光-KY,4139.TWO,0.0,40.0,-852.1500000000001,-38.7,-83.33,768.82,N/A,⚪ 數據不足,-1.55,N/A,2026-03,📉 獲利侵蝕,2025
1.77,30.86,34.73,零壹,3029.TW,7.095006090133983,116.5,-855.0999999999999,246.3,16.45,871.55,6.54%,⚪ 中性觀察,6.53,14.31%,2026-03,⚠️ 獲利稀釋,2025
0.3,30.21,19.94,華經,2468.TW,13.953900168120565,39.3499984741,-857.3199999999999,42.300000000000004,11.11,868.43,4.34%,⚪ 中性觀察,1.25,11.41%,2026-03,⚠️ 獲利稀釋,2025
0.57,40.61,0.73,春源,2010.TW,3.7651121307599307,21.7999992371,-859.9100000000001,86.85,1.79,861.7,7.04%,⚪ 中性觀察,2.32,10.75%,2026-03,⚠️ 獲利稀釋,2025
0.05,-122.06,-21.01,有益,9962.TWO,0.0,9.9799995422,-861.09,-7.199999999999999,-58.33,802.76,N/A,⚪ 數據不足,-0.15,N/A,2026-03,🔄 轉虧為盈,2025
0.46,14.97,27.37,欣雄,8908.TWO,7.604562737642586,40.0,-861.1999999999999,78.89999999999999,-11.54,849.66,N/A,⚪ 中性觀察,2.16,N/A,2026-03,📉 獲利侵蝕,2025
0.48,328.87,164.5,富威電力,6994.TW,3.236994219653179,28.0,-864.17,129.75,6.98,871.15,N/A,⚪ 中性觀察,6.34,N/A,2026-03,⚠️ 獲利稀釋,2025
5.08,65.55,-15.01,帆宣,6196.TW,13.353877760657422,520.0,-864.61,584.0999999999999,14.77,879.38,N/A,⚪ 中性觀察,15.5,N/A,2026-03,⚠️ 獲利稀釋,2025
0.99,-255.07,-31.12,晶彩科,3535.TW,0.0,82.5999984741,-866.69,-52.5,306.25,1172.94,12.45%,⚪ 數據不足,-1.07,35.79%,2026-03,🔄 轉虧為盈,2025
-0.2,-275.59,-66.93,天宇,8171.TWO,0.0,19.7999992371,-868.8,-204.45,90.34,959.14,N/A,⚪ 數據不足,-5.17,N/A,2026-03,⚠️ 獲利稀釋,2025
3.66,-29.4,64.32,大綜,3147.TWO,10.254083484573503,226.0,-873.74,330.59999999999997,3.39,877.13,5.75%,⚪ 中性觀察,8.43,13.87%,2026-03,⚠️ 獲利稀釋,2025
-0.62,-128.03,-6.83,大東,1441.TW,0.0,8.75,-874.6500000000001,-18.6,-210.71,663.94,-10.66%,⚪ 數據不足,-0.45,-0.79%,2026-03,📉 獲利侵蝕,2025
-0.54,-272.92,-0.19,鑫禾,4999.TW,0.0,17.8999996185,-876.63,-70.94999999999999,-253.33,623.3,N/A,⚪ 數據不足,-1.68,N/A,2026-03,📉 獲利侵蝕,2025
-0.08,57.14,27.54,東典光電,6588.TWO,0.0,107.0,-880.8199999999999,-84.9,88.57,969.39,N/A,⚪ 數據不足,-1.77,N/A,2026-03,⚠️ 獲利稀釋,2025
-0.64,-15.66,6.3,建舜電,3322.TWO,0.0,10.6499996185,-885.46,-46.5,-250.0,635.46,-5.35%,⚪ 數據不足,-0.96,12.86%,2026-03,📉 獲利侵蝕,2025
0.42,48.0,8.31,潤泰材,8463.TW,4.194831089761431,21.1000003815,-885.47,75.45,180.0,1065.47,N/A,⚪ 中性觀察,1.85,N/A,2026-03,⚠️ 獲利稀釋,2025
0.74,6.89,21.07,欣新網,2949.TWO,7.395833509942129,63.9000015259,-889.79,129.60000000000002,-28.43,861.36,2.34%,⚪ 中性觀察,3.63,11.53%,2026-03,📉 獲利侵蝕,2025
0.94,1.86,25.77,光菱,8032.TWO,6.855158578789683,34.5499992371,-892.9699999999999,75.6,91.84,984.81,N/A,⚪ 中性觀察,2.19,N/A,2026-03,⚠️ 獲利稀釋,2025
-0.18,48.0,52.32,友勁,6142.TW,0.0,8.779999733,-893.91,-12.75,-260.0,633.91,N/A,⚪ 數據不足,-0.26,N/A,2026-03,📉 獲利侵蝕,2025
-0.01,-37.72,30.97,安國,8054.TWO,0.0,82.5,-894.01,-104.69999999999999,98.48,992.49,N/A,⚪ 數據不足,-3.19,N/A,2026-03,⚠️ 獲利稀釋,2025
2.24,81.45,79.14,鑫龍騰,3188.TWO,2.4712643279519333,23.6499996185,-897.18,143.55,918.18,1815.36,N/A,⚪ 中性觀察,4.05,N/A,2026-03,⚠️ 獲利稀釋,2025
0.09,49.25,4.89,亞航,2630.TW,19.031621156482213,48.1500015259,-899.3100000000001,37.95,-35.71,863.6,2.16%,❌ 暫避觀望,1.0,8.38%,2026-03,📉 獲利侵蝕,2025
-0.73,-5.88,-34.5,今皓,3011.TW,0.0,9.3800001144,-906.12,-82.64999999999999,-14.75,891.37,-45.08%,⚪ 數據不足,-2.55,10.61%,2026-03,📉 獲利侵蝕,2025
-0.35,-603.33,-20.15,澤米,6742.TW,0.0,45.5,-907.51,-68.55000000000001,-277.78,629.73,N/A,⚪ 數據不足,-1.52,N/A,2026-03,📉 獲利侵蝕,2025
-0.18,-138.3,-7.45,旭軟,3390.TWO,0.0,21.5,-908.52,-33.9,-357.14,551.38,1.24%,⚪ 數據不足,-0.55,17.06%,2026-03,📉 獲利侵蝕,2025
0.33,33.33,9.99,慧友,5484.TW,0.0,39.4500007629,-913.7,-30.749999999999996,151.56,1065.26,N/A,⚪ 數據不足,-0.6,N/A,2026-03,🔄 轉虧為盈,2025
-0.64,-283.87,-4.0,明基材,8215.TW,0.0,24.9500007629,-918.29,-26.1,-526.67,391.62,N/A,⚪ 數據不足,-1.14,N/A,2026-03,📉 獲利侵蝕,2025
0.26,1.06,25.63,倚天酷��-創,2432.TW,7.5833331214166675,27.2999992371,-921.62,53.99999999999999,8.33,929.95,7.25%,⚪ 中性觀察,1.88,14.91%,2026-03,⚠️ 獲利稀釋,2025
-0.67,-95.34,-8.52,麗清,3346.TW,0.0,19.3999996185,-925.02,-26.999999999999996,-368.0,557.02,N/A,⚪ 數據不足,0.11,N/A,2026-03,📉 獲利侵蝕,2025
-0.07,-128.95,14.75,淳安,6283.TW,0.0,18.2999992371,-926.05,-14.7,53.33,979.38,N/A,⚪ 數據不足,-0.22,N/A,2026-03,⚠️ 獲利稀釋,2025
1.03,-37.71,6.01,美律,2439.TW,6.669542972545298,77.3000030518,-928.82,173.85,-26.62,902.2,3.86%,⚪ 中性觀察,5.36,11.63%,2026-03,📉 獲利侵蝕,2025
0.36,-12.28,0.57,松和,5016.TWO,7.005730877621776,24.4500007629,-933.5999999999999,52.35,-14.29,919.31,N/A,⚪ 中性觀察,1.5,N/A,2026-03,📉 獲利侵蝕,2025
0.42,9.24,14.56,安倉,5548.TWO,4.720930055139536,20.2999992371,-937.93,64.49999999999999,5.0,942.93,N/A,⚪ 中性觀察,2.03,N/A,2026-03,⚠️ 獲利稀釋,2025
0.3,-17.45,3.73,志超,8213.TW,5.89766579427289,32.8499984741,-942.04,83.55000000000001,-53.13,888.91,N/A,⚪ 中性觀察,2.27,N/A,2026-03,📉 獲利侵蝕,2025
0.06,-82.78,-40.09,天剛,5310.TWO,11.363636363636363,25.0,-942.09,33.0,-88.24,853.85,N/A,⚪ 中性觀察,0.52,N/A,2026-03,📉 獲利侵蝕,2025
0.68,3.11,59.7,捷迅,2643.TWO,4.62840334995585,62.9000015259,-949.2299999999999,203.85,-61.8,887.43,2.48%,⚪ 中性觀察,6.3,5.79%,2026-03,📉 獲利侵蝕,2025
-0.26,52.17,-0.02,沈氏,8921.TWO,0.0,16.5499992371,-954.56,-11.55,-52.94,901.62,N/A,⚪ 數據不足,-0.11,N/A,2026-03,📉 獲利侵蝕,2025
0.11,981.25,14.95,精英,2331.TW,4.807198139562982,18.7000007629,-955.5,58.35,-89.22,866.28,-0.28%,⚪ 中性觀察,1.41,9.91%,2026-03,📉 獲利侵蝕,2025
1.6,-34.78,-17.06,慧洋-KY,2637.TW,10.42311661506708,101.0,-961.5100000000001,145.35,766.67,1728.18,36.66%,⚪ 中性觀察,5.27,37.77%,2026-03,⚠️ 獲利稀釋,2025
-0.4,-129.63,-8.68,燁輝,2023.TW,0.0,13.8500003815,-963.75,-67.64999999999999,-150.0,813.75,-2.27%,⚪ 數據不足,-1.85,7.45%,2026-03,📉 獲利侵蝕,2025
-0.1,6.88,27.53,位速,3508.TWO,0.0,22.1000003815,-968.63,-55.05,74.36,1042.99,-34.06%,⚪ 數據不足,-1.51,1.54%,2026-03,⚠️ 獲利稀釋,2025
-0.48,9.52,5.58,寶德,3349.TWO,0.0,20.0,-979.9100000000001,-41.400000000000006,-700.0,279.91,-15.09%,⚪ 數據不足,-1.02,15.17%,2026-03,📉 獲利侵蝕,2025
-1.68,-8644.44,-11.17,英利-KY,2239.TW,0.0,19.3500003815,-980.3599999999999,-252.15000000000003,51.72,1032.08,-2.22%,⚪ 數據不足,-7.87,11.02%,2026-03,⚠️ 獲利稀釋,2025
0.23,-31.87,4.14,宏��,2353.TW,10.753424526883562,31.3999996185,-982.73,43.8,35.29,1018.02,2.51%,⚪ 中性觀察,1.26,11.56%,2026-03,⚠️ 獲利稀釋,2025
0.3,-26.77,-0.51,精星,8183.TWO,7.734806629834254,28.0,-983.26,54.300000000000004,130.77,1114.03,N/A,⚪ 中性觀察,2.39,N/A,2026-03,⚠️ 獲利稀釋,2025
-0.9,-259.36,-14.66,築間,7723.TWO,0.0,19.0499992371,-984.34,-171.60000000000002,-909.09,75.25,N/A,⚪ 數據不足,-6.69,N/A,2026-03,📉 獲利侵蝕,2025
0.17,-286.84,2.6,易飛網,2734.TWO,0.0,14.6000003815,-984.71,-44.7,151.52,1136.23,-0.44%,⚪ 數據不足,-1.42,15.72%,2026-03,🔄 轉虧為盈,2025
-0.06,58.56,14.78,彩晶,6116.TW,0.0,13.8500003815,-985.9300000000001,-27.599999999999998,76.0,1061.93,N/A,⚪ 數據不足,-0.75,N/A,2026-03,⚠️ 獲利稀釋,2025
-0.91,-1354.17,-12.26,來思達,8066.TWO,0.0,14.3000001907,-998.5899999999999,-118.8,-495.0,503.59,N/A,⚪ 數據不足,-3.49,N/A,2026-03,📉 獲利侵蝕,2025
1.0,-57.28,-21.83,豐藝,6189.TW,7.374608030893418,47.0499992371,-999.11,95.7,-24.24,974.87,N/A,⚪ 中性觀察,2.73,N/A,2026-03,📉 獲利侵蝕,2025
-1.15,-92.04,2.83,廣華-KY,1338.TW,0.0,14.6000003815,-999.97,-112.80000000000001,-753.85,246.12,-1.26%,⚪ 數據不足,-2.24,22.76%,2026-03,📉 獲利侵蝕,2025
-0.41,-38.16,-61.92,浩宇生醫,6872.TWO,0.0,22.5,-1002.0,-76.95,6.82,1008.82,N/A,⚪ 數據不足,-2.14,N/A,2026-03,⚠️ 獲利稀釋,2025
0.49,-45.83,-32.9,大展證,6020.TWO,17.89473650745614,20.3999996185,-1006.46,17.099999999999998,388.24,1394.7,N/A,❌ 暫避觀望,0.39,N/A,2026-03,⚠️ 獲利稀釋,2025
-0.45,-440.0,26.05,耀勝,3207.TWO,0.0,36.5,-1006.55,-7.800000000000001,-125.0,881.55,-13.20%,⚪ 數據不足,-0.82,11.52%,2026-03,📉 獲利侵蝕,2025
0.15,-31.22,6.13,瑞軒,2489.TW,15.719999694840004,39.2999992371,-1013.84,37.49999999999999,-53.13,960.71,0.67%,❌ 暫避觀望,1.22,9.15%,2026-03,📉 獲利侵蝕,2025
-0.32,189.47,-7.75,雲嘉南,3191.TWO,82.50000000000001,16.5,-1025.38,2.999999999999999,-700.0,325.38,-10.81%,❌ 暫避觀望,0.51,29.43%,2026-03,📉 獲利侵蝕,2025
0.24,88.24,58.82,德宏,5475.TWO,0.0,176.0,-1028.64,-6.6000000000000005,260.0,1288.64,N/A,⚪ 數據不足,-0.16,N/A,2026-03,🔄 轉虧為盈,2025
-0.32,25.0,22.72,晉弘,6796.TW,0.0,50.2000007629,-1029.28,-24.150000000000002,-900.0,129.28,N/A,⚪ 數據不足,0.2,N/A,2026-03,📉 獲利侵蝕,2025
0.96,-33.33,11.07,福懋科,8131.TW,22.519083969465647,59.0,-1037.25,39.300000000000004,182.35,1219.6,N/A,❌ 暫避觀望,1.36,N/A,2026-03,⚠️ 獲利稀釋,2025
0.72,-64.1,5.45,南茂,8150.TW,95.164833488022,86.5999984741,-1037.92,13.649999999999999,200.0,1237.92,N/A,❌ 暫避觀望,0.7,N/A,2026-03,⚠️ 獲利稀釋,2025
0.11,-15.09,0.36,福壽,1219.TW,12.93103448275862,11.25,-1043.77,13.05,10.0,1053.77,1.10%,⚪ 中性觀察,0.45,9.65%,2026-03,⚠️ 獲利稀釋,2025
0.16,-248.85,-7.42,霖宏,5464.TWO,0.0,89.0999984741,-1046.69,-131.54999999999998,-46.67,1000.02,N/A,⚪ 數據不足,-2.59,N/A,2026-03,🔄 轉虧為盈,2025
1.1,57.01,72.06,神達,3706.TW,6.414017681189894,78.6999969482,-1047.3000000000002,184.04999999999998,-0.9,1046.4,3.96%,⚪ 中性觀察,5.15,10.03%,2026-03,📉 獲利侵蝕,2025
0.44,8.0,-6.25,福懋油,1225.TW,6.268844412788944,24.9500007629,-1058.26,59.7,15.79,1074.05,5.38%,⚪ 中性觀察,1.62,10.74%,2026-03,⚠️ 獲利稀釋,2025
0.43,-300.0,-1.96,凌巨,8105.TW,0.0,14.5,-1063.26,-15.0,330.0,1393.26,N/A,⚪ 數據不足,-0.3,N/A,2026-03,🔄 轉虧為盈,2025
2.43,-17.53,-3.46,富邦媒,8454.TW,8.902616279069768,245.0,-1066.47,412.79999999999995,-28.74,1037.73,N/A,⚪ 中性觀察,11.29,N/A,2026-03,📉 獲利侵蝕,2025
0.24,66.15,4.86,倍微,6270.TWO,11.043306786259842,28.0499992371,-1067.95,38.1,20.0,1087.95,N/A,⚪ 中性觀察,1.08,N/A,2026-03,⚠️ 獲利稀釋,2025
-0.54,-140.0,55.97,興泰,1235.TW,50.82191571794521,37.0999984741,-1069.73,10.949999999999998,-542.86,526.87,-0.09%,❌ 暫避觀望,-0.03,27.19%,2026-03,📉 獲利侵蝕,2025
7.86,24.57,27.07,技嘉,2376.TW,7.016112584132164,344.0,-1069.81,735.45,69.03,1138.84,4.26%,⚪ 中性觀察,18.2,10.28%,2026-03,⚠️ 獲利稀釋,2025
0.15,71.43,-2.48,百容,2483.TW,14.15137632178899,30.8500003815,-1071.6,32.7,188.24,1259.84,-6.13%,⚪ 中性觀察,0.6,8.90%,2026-03,⚠️ 獲利稀釋,2025
-0.28,-116.18,-9.17,利勤,4426.TW,0.0,7.5599999428,-1083.04,-111.9,17.65,1100.69,N/A,⚪ 數據不足,-2.94,N/A,2026-03,⚠️ 獲利稀釋,2025
0.19,102.7,-6.4,大拓-KY,8455.TWO,124.21052832368423,23.6000003815,-1091.29,2.8499999999999996,157.58,1248.87,N/A,❌ 暫避觀望,0.02,N/A,2026-03,⚠️ 獲利稀釋,2025
-0.14,-21.74,-3.95,佳總,5355.TWO,0.0,5.9499998093,-1098.03,-38.1,-250.0,848.03,N/A,⚪ 數據不足,-1.12,N/A,2026-03,📉 獲利侵蝕,2025
0.16,-31.13,-0.68,東隆興,4401.TWO,8.88535019700637,13.9499998093,-1098.3000000000002,23.55,-5.88,1092.42,1.90%,⚪ 中性觀察,0.73,8.57%,2026-03,📉 獲利侵蝕,2025
-0.03,-47.37,-28.43,三商壽,2867.TW,46.190475282380945,9.6999998093,-1107.13,3.1500000000000004,-200.0,907.13,0.03%,❌ 暫避觀望,0.2,3.78%,2026-03,📉 獲利侵蝕,2025
0.27,25.0,-0.22,亞通,6179.TWO,27.301588512619055,34.4000015259,-1108.55,18.9,162.5,1271.05,N/A,❌ 暫避觀望,0.05,N/A,2026-03,⚠️ 獲利稀釋,2025
-0.76,8.37,9.49,金萬林-創,6645.TW,0.0,13.0,-1111.44,-98.39999999999999,8.54,1119.98,N/A,⚪ 數據不足,-2.41,N/A,2026-03,⚠️ 獲利稀釋,2025
0.0,-100.0,58.33,天方能源,3073.TWO,25.714286168452382,21.6000003815,-1111.49,12.6,-100.0,1011.49,-34.05%,❌ 暫避觀望,0.0,29.35%,2026-03,📉 獲利侵蝕,2025
-0.95,-147.12,-15.24,鴻碩,3092.TW,0.0,22.5,-1112.6,-204.29999999999998,21.49,1134.09,-21.28%,⚪ 數據不足,-5.14,1.51%,2026-03,⚠️ 獲利稀釋,2025
2.94,22.08,8.58,亞泰金屬,6727.TWO,30.436137071651096,488.5,-1116.22,240.74999999999994,135.2,1251.42,N/A,❌ 暫避觀望,6.8,N/A,2026-03,⚠️ 獲利稀釋,2025
0.73,22.78,9.01,好德,3114.TWO,6.4610390436147185,29.8500003815,-1119.13,69.3,140.0,1259.13,N/A,⚪ 中性觀察,2.22,N/A,2026-03,⚠️ 獲利稀釋,2025
-2.31,-8.26,11.23,博弘,6997.TWO,8.28258221680877,68.0,-1120.8700000000001,123.15,-260.42,860.45,N/A,⚪ 中性觀察,5.11,N/A,2026-03,📉 獲利侵蝕,2025
3.0,17.08,41.88,茂綸,6227.TWO,7.582089552238806,127.0,-1125.1100000000001,251.25,64.84,1189.95,N/A,⚪ 中性觀察,7.54,N/A,2026-03,⚠️ 獲利稀釋,2025
0.66,-43.36,-0.1,新興,2605.TW,12.819149477269505,36.1500015259,-1128.0299999999997,42.3,3200.0,4328.03,37.60%,⚪ 中性觀察,1.45,45.87%,2026-03,⚠️ 獲利稀釋,2025
-0.2,-39.68,-4.78,亞聚,1308.TW,0.0,14.1499996185,-1130.96,-60.300000000000004,50.0,1180.96,2.26%,⚪ 數據不足,-1.76,6.52%,2026-03,⚠️ 獲利稀釋,2025
0.22,-26.67,15.12,新光鋼,2031.TW,5.272397002070218,43.5499992371,-1132.16,123.89999999999999,120.75,1252.91,7.27%,⚪ 中性觀察,3.3,12.43%,2026-03,⚠️ 獲利稀釋,2025
-0.4,62.26,-25.98,光耀,3666.TWO,0.0,25.0,-1132.8500000000001,-121.05000000000001,46.58,1179.43,N/A,⚪ 數據不足,-3.45,N/A,2026-03,⚠️ 獲利稀釋,2025
-0.05,55.88,-16.11,南紡,1440.TW,0.0,13.25,-1137.15,-4.2,0.0,1137.15,-4.90%,⚪ 數據不足,-0.15,7.45%,2026-03,📉 獲利侵蝕,2025
-0.02,-245.95,85.08,永捷,4714.TWO,0.0,11.3999996185,-1138.98,-0.3000000000000011,-105.88,1033.1,-39.60%,⚪ 數據不足,-0.54,-12.82%,2026-03,📉 獲利侵蝕,2025
-0.04,-70.0,20.96,桂田文創,4806.TWO,0.0,9.029999733,-1141.0,-11.700000000000001,60.0,1201.0,-39.20%,⚪ 數據不足,-0.34,46.90%,2026-03,⚠️ 獲利稀釋,2025
0.14,-90.74,19.77,研通,6229.TWO,0.0,23.2999992371,-1150.45,-1.7999999999999996,40.0,1190.45,N/A,⚪ 數據不足,0.05,N/A,2026-03,⚠️ 獲利稀釋,2025
1.2,4.7,8.17,建��,3046.TW,4.966507323052632,51.9000015259,-1154.96,156.75,8.11,1163.07,N/A,⚪ 中性觀察,4.01,N/A,2026-03,⚠️ 獲利稀釋,2025
0.08,28.3,-0.95,榮星,1617.TW,0.0,17.6499996185,-1158.57,-1.3499999999999996,166.67,1325.24,N/A,⚪ 數據不足,0.68,N/A,2026-03,⚠️ 獲利稀釋,2025
1.42,51.64,38.99,必應,6625.TW,3.5948996101912702,73.3000030518,-1158.76,305.85,610.0,1768.76,N/A,⚪ 中性觀察,9.13,N/A,2026-03,⚠️ 獲利稀釋,2025
6.72,18.74,24.87,巨漢,6903.TWO,11.397345823575334,292.0,-1163.49,384.29999999999995,564.0,1727.49,N/A,⚪ 中性觀察,10.62,N/A,2026-03,⚠️ 獲利稀釋,2025
9.45,63.03,19.04,亞翔,6139.TW,10.991244527829894,703.0,-1166.03,959.4,149.34,1315.37,N/A,⚪ 中性觀察,30.51,N/A,2026-03,⚠️ 獲利稀釋,2025
1.07,-1750.0,-17.66,台化,1326.TW,0.0,67.5999984741,-1168.92,-31.499999999999993,1437.5,2606.42,-1.33%,⚪ 數據不足,-0.99,4.05%,2026-03,🔄 轉虧為盈,2025
-0.07,-134.48,10.06,華盈,3520.TWO,0.0,17.3500003815,-1174.03,-6.0,-450.0,724.03,N/A,⚪ 數據不足,-0.1,N/A,2026-03,📉 獲利侵蝕,2025
-0.82,-22.09,-14.6,江申,1525.TW,9.953703703703702,64.5,-1180.25,97.2,-202.5,977.75,6.22%,⚪ 中性觀察,3.21,20.24%,2026-03,📉 獲利侵蝕,2025
0.55,-407.14,13.3,晟鈦,3229.TW,0.0,66.9000015259,-1183.18,-13.799999999999999,685.71,1868.89,5.07%,⚪ 數據不足,-0.43,10.48%,2026-03,🔄 轉虧為盈,2025
-0.44,-24.07,18.08,安力-KY,5223.TWO,0.0,23.4500007629,-1190.26,-14.4,-780.0,410.26,N/A,⚪ 數據不足,-0.67,N/A,2026-03,📉 獲利侵蝕,2025
-1.45,-35.0,45.18,訊芯-KY,6451.TW,0.0,417.5,-1205.6899999999998,-52.05,-37.86,1167.83,N/A,⚪ 數據不足,0.26,N/A,2026-03,📉 獲利侵蝕,2025
-0.54,1502.33,4.63,大魯閣,1432.TW,3.0202019816767676,14.9499998093,-1212.83,74.25,-1180.0,32.83,-28.70%,⚪ 中性觀察,6.03,34.83%,2026-03,📉 獲利侵蝕,2025
0.35,-4.59,-0.55,金寶,2312.TW,11.017857279107144,30.8500003815,-1226.55,42.0,0.0,1226.55,1.66%,⚪ 中性觀察,1.05,5.36%,2026-03,📉 獲利侵蝕,2025
-0.3,-54.76,-0.23,中光電,5371.TWO,64.72868217054264,83.5,-1230.2,19.349999999999998,-700.0,530.2,N/A,❌ 暫避觀望,0.95,N/A,2026-03,📉 獲利侵蝕,2025
-0.81,-49.53,-9.54,由田,3455.TWO,121.95767195767198,230.5,-1236.95,28.349999999999994,-1257.14,-20.19,6.13%,❌ 暫避觀望,2.67,53.12%,2026-03,🏰 高護城河,2025
-0.43,-106.76,-68.65,藝舍-KY,2724.TWO,0.0,10.5,-1239.19,-16.200000000000003,-975.0,264.19,-24.14%,⚪ 數據不足,-0.2,16.85%,2026-03,📉 獲利侵蝕,2025
3.36,-14.2,4.48,力積電,6770.TW,0.0,70.6999969482,-1243.44,-19.050000000000004,1388.46,2631.9,N/A,⚪ 數據不足,-1.86,N/A,2026-03,🔄 轉虧為盈,2025
-0.2,-1277.78,-5.33,台富,1454.TW,0.0,12.4499998093,-1250.66,-39.0,-200.0,1050.66,N/A,⚪ 數據不足,-1.12,N/A,2026-03,📉 獲利侵蝕,2025
1.9,-72.78,22.83,擎亞,8096.TWO,21.772151898734176,86.0,-1252.29,59.25,75.93,1328.22,N/A,❌ 暫避觀望,0.89,N/A,2026-03,⚠️ 獲利稀釋,2025
0.13,-56.76,-11.09,榮科,4989.TW,0.0,60.0,-1261.81,-137.7,119.7,1381.51,N/A,⚪ 數據不足,-3.48,N/A,2026-03,🔄 轉虧為盈,2025
0.62,-130.48,2.17,承啟,2425.TW,0.0,36.2999992371,-1269.3000000000002,-31.049999999999997,87.88,1357.18,0.94%,⚪ 數據不足,-0.32,8.50%,2026-03,🔄 轉虧為盈,2025
1.43,34.08,51.01,根基,2546.TW,4.809052333804809,102.0,-1269.95,318.15000000000003,-6.54,1263.41,7.58%,⚪ 中性觀察,9.52,9.56%,2026-03,📉 獲利侵蝕,2025
-0.54,6600.0,16.55,建漢,3062.TW,5.964912169152047,20.3999996185,-1271.67,51.3,-124.0,1147.67,-12.63%,⚪ 中性觀察,0.68,1.56%,2026-03,📉 獲利侵蝕,2025
-0.27,173.02,19.21,新鉅科,3630.TWO,4.0580848322605965,25.8500003815,-1277.87,95.55,50.0,1327.87,-22.27%,⚪ 中性觀察,1.86,4.18%,2026-03,⚠️ 獲利稀釋,2025
-0.75,54.46,-10.68,桓鼎-KY,5543.TWO,0.0,27.5499992371,-1278.17,-97.8,-400.0,878.17,N/A,⚪ 數據不足,-2.52,N/A,2026-03,📉 獲利侵蝕,2025
0.23,19.51,16.5,和桐,1714.TW,11.499999853307692,14.9499998093,-1279.03,19.5,175.0,1454.03,8.91%,⚪ 中性觀察,0.5,14.20%,2026-03,⚠️ 獲利稀釋,2025
-0.15,-20.55,-31.79,蔚華科,3055.TW,0.0,159.5,-1295.4099999999999,-91.95000000000002,76.92,1372.33,-125.48%,⚪ 數據不足,-2.68,16.83%,2026-03,⚠️ 獲利稀釋,2025
1.73,-4.59,29.36,昇貿,3305.TW,11.312217194570136,100.0,-1299.87,132.6,39.17,1339.04,3.80%,⚪ 中性觀察,3.16,13.39%,2026-03,⚠️ 獲利稀釋,2025
2.83,-44.71,69.32,安馳,3528.TW,19.877751357408314,81.3000030518,-1299.92,61.349999999999994,40.1,1340.02,8.05%,❌ 暫避觀望,2.3,12.45%,2026-03,⚠️ 獲利稀釋,2025
0.05,134.62,26.06,佳龍,9955.TW,0.0,23.3500003815,-1305.47,-2.8499999999999983,141.67,1447.14,N/A,⚪ 數據不足,0.54,N/A,2026-03,⚠️ 獲利稀釋,2025
-0.52,-491.43,-8.7,和大,1536.TW,0.0,46.8499984741,-1336.75,-108.30000000000001,-40.54,1296.21,-18.43%,⚪ 數據不足,-2.74,-3.41%,2026-03,📉 獲利侵蝕,2025
-0.16,-17.44,10.43,福華,8085.TWO,0.0,14.0500001907,-1339.41,-34.05,40.74,1380.15,N/A,⚪ 數據不足,-1.01,N/A,2026-03,⚠️ 獲利稀釋,2025
-0.52,-145.21,10.78,福永生技,4183.TWO,0.0,13.5,-1351.07,-23.400000000000002,-1140.0,211.07,-6.40%,⚪ 數據不足,-0.33,13.67%,2026-03,📉 獲利侵蝕,2025
-1.37,-82.6,-24.55,山隆,2616.TW,0.0,13.3000001907,-1351.1200000000001,-224.55,11.76,1362.88,-10.37%,⚪ 數據不足,-6.25,7.55%,2026-03,⚠️ 獲利稀釋,2025
-0.2,120.0,43.43,陽程,3498.TWO,0.0,190.5,-1351.8899999999999,-19.8,81.37,1433.26,17.10%,⚪ 數據不足,0.48,41.15%,2026-03,⚠️ 獲利稀釋,2025
-0.99,-150.36,96.9,雲豹能源,6869.TW,0.0,63.5,-1352.31,-23.400000000000002,45.14,1397.45,N/A,⚪ 數據不足,-4.2,N/A,2026-03,⚠️ 獲利稀釋,2025
-0.36,-22.22,-21.87,中茂,5205.TWO,0.0,19.75,-1353.32,-50.25,-9.09,1344.23,N/A,⚪ 數據不足,-1.43,N/A,2026-03,📉 獲利侵蝕,2025
-0.45,9.68,59.22,銘旺科,2429.TW,0.0,30.5,-1353.8,-51.9,-114.29,1239.51,-24.63%,⚪ 數據不足,-1.4,4.20%,2026-03,📉 獲利侵蝕,2025
-0.21,32.41,12.25,達航科技,4577.TWO,0.0,84.4000015259,-1357.19,-39.599999999999994,73.75,1430.94,7.93%,⚪ 數據不足,-0.73,23.60%,2026-03,⚠️ 獲利稀釋,2025
1.95,-29.6,-22.72,倍力,6874.TWO,7.344572913403582,69.6999969482,-1360.3400000000001,142.35,76.85,1437.19,N/A,⚪ 中性觀察,3.16,N/A,2026-03,⚠️ 獲利稀釋,2025
-0.03,-96.0,-3.11,寶隆,1906.TW,0.0,10.8999996185,-1386.57,-8.25,-200.0,1186.57,7.26%,⚪ 數據不足,0.01,12.71%,2026-03,📉 獲利侵蝕,2025
1.17,18.73,18.17,精技,2414.TW,6.341757011179301,52.7000007629,-1400.22,124.65,42.68,1442.9,2.38%,⚪ 中性觀察,3.17,8.10%,2026-03,⚠️ 獲利稀釋,2025
-0.65,-47.75,0.0,鏵友益,6877.TWO,273.17073170731715,112.0,-1403.74,6.149999999999999,-1400.0,3.74,N/A,❌ 暫避觀望,0.59,N/A,2026-03,📉 獲利侵蝕,2025
