om,prev_rev_yoy,date,advice,name,prev_year,prev_eps,pe,prev_eps_yoy,eps_yoy,expansion,symbol,gm,price,rev_yoy,eps,est_price,status
N/A,28.02,2025-12,❌ 暫避觀望,愛普*,2025,3.03,79.11227154046999,-54.3,-20.47,-55.629999999999995,6531.TW,N/A,909.0,35.16,7.74,172.34999999999997,📉 獲利侵蝕
0.28%,-1.51,2025-12,❌ 暫避觀望,同致,2025,0.38,37.0075746015909,-70.99,-56.49,-55.64,3552.TWO,19.47%,48.8499984741,-0.85,0.67,19.8,🌑 雙重衰退
N/A,29.13,2025-12,⚪ 中性觀察,鑫傳,2025,1.53,8.793418368208409,-54.6,-36.41,-55.64999999999999,6856.TWO,N/A,48.0999984741,19.24,2.62,82.05000000000001,📉 獲利侵蝕
3.23%,-19.32,2025-12,❌ 暫避觀望,威致,2025,0.09,25.151515729545455,-89.16,-72.16,-55.66,2028.TW,5.49%,16.6000003815,-16.5,0.28,9.899999999999999,🌑 雙重衰退
N/A,26.46,2025-12,⚪ 中性觀察,迅得,2025,4.17,10.421052631578947,10.24,-29.85,-56.14,6438.TW,N/A,148.5,26.29,5.24,213.75,📉 獲利侵蝕
4.51%,-12.58,2025-12,❌ 暫避觀望,漢翔,2025,0.22,35.714285714285715,-87.21,-66.09,-56.21,2634.TW,8.73%,45.0,-9.88,0.78,18.9,🌑 雙重衰退
9.03%,-11.4,2025-12,❌ 暫避觀望,德微,2025,1.53,57.37976782752903,-74.8,-66.46,-56.57999999999999,3675.TWO,36.51%,346.0,-9.88,2.67,90.44999999999999,🌑 雙重衰退
2.48%,70.71,2025-12,⚪ 中性觀察,捷迅,2025,4.7,4.479237784329476,10.59,3.11,-56.59,2643.TWO,5.79%,65.8000030518,59.7,6.3,220.35,⚠️ 獲利稀釋
-4.89%,-10.77,2025-12,❌ 暫避觀望,燿華,2025,0.71,22.490706319702603,-59.32,-69.2,-56.870000000000005,2367.TW,8.85%,60.5,-12.33,0.68,40.35,🌑 雙重衰退
-3.62%,-16.36,2025-12,❌ 暫避觀望,新日興,2025,1.23,51.07991360691145,-77.26,-76.51,-56.970000000000006,3376.TW,11.53%,236.5,-19.54,1.63,69.45,🌑 雙重衰退
6.58%,-12.67,2025-12,⚪ 數據不足,精剛,2025,0.23,0.0,-86.86,-66.92,-56.980000000000004,1584.TWO,14.01%,0.0,-9.94,0.44,0.0,🌑 雙重衰退
4.03%,-25.07,2025-12,❌ 暫避觀望,健椿,2025,0.36,33.15789358954887,-87.84,-79.88,-57.36999999999999,4561.TWO,19.95%,44.0999984741,-22.51,0.66,19.950000000000003,🌑 雙重衰退
N/A,-27.61,2025-12,❌ 暫避觀望,北基,2025,0.12,34.82758752224137,-91.61,-72.09,-57.59,8927.TWO,N/A,20.2000007629,-14.5,0.35,8.700000000000001,🌑 雙重衰退
N/A,-78.07,2025-12,⚪ 數據不足,康全電訊,2025,-1.85,0.0,-124.6,-137.27,-58.02000000000001,8089.TWO,N/A,20.9500007629,-79.25,-3.09,-98.85,🌑 雙重衰退
-10.37%,-30.68,2025-12,⚪ 數據不足,山隆,2025,-4.41,0.0,-155.56,-82.6,-58.05,2616.TW,7.55%,13.6000003815,-24.55,-6.25,-227.10000000000002,🌑 雙重衰退
N/A,2.91,2025-12,⚪ 中性觀察,全達,2025,1.25,5.02638502298153,-37.5,-46.52,-58.150000000000006,8068.TWO,N/A,19.0499992371,11.63,1.23,56.85,📉 獲利侵蝕
1.41%,-2.97,2025-12,⚪ 中性觀察,謚源,2025,0.61,14.065420739018691,-70.24,-64.42,-58.410000000000004,2235.TWO,16.15%,30.1000003815,-6.01,0.95,32.1,🌑 雙重衰退
N/A,-14.73,2025-12,⚪ 數據不足,大洋-KY,2025,-3.04,0.0,-82.04,-73.66,-58.709999999999994,5907.TW,N/A,5.1399998665,-14.95,-4.55,-157.95,🌑 雙重衰退
-12.99%,6.79,2025-12,⚪ 數據不足,三顧,2025,-1.05,0.0,-52.17,-51.49,-58.730000000000004,3224.TWO,15.11%,37.0499992371,7.24,-1.53,-54.0,📉 獲利侵蝕
N/A,9.27,2025-12,⚪ 中性觀察,潤泰新,2025,2.68,2.5705329552246603,-49.41,-35.22,-58.78,9945.TW,N/A,24.6000003815,23.56,3.93,143.55,📉 獲利侵蝕
N/A,63.13,2025-12,⚪ 中性觀察,智通*,2025,2.9,13.382157123834885,160.91,-7.07,-58.910000000000004,8932.TWO,N/A,100.5,51.84,1.85,112.65,📉 獲利侵蝕
12.46%,1.51,2025-12,⚪ 中性觀察,寒舍,2025,1.01,7.089108759821783,-78.46,-56.22,-58.94,2739.TW,44.04%,35.7999992371,2.72,2.36,75.75,📉 獲利侵蝕
N/A,20.53,2025-12,⚪ 數據不足,矽科宏晟,2025,8.09,0.0,-22.06,-38.12,-59.14,6725.TWO,N/A,281.5,21.02,12.98,0.0,📉 獲利侵蝕
N/A,-10.3,2025-12,⚪ 中性觀察,永道-KY,2025,2.95,9.375000000000002,-62.28,-73.47,-59.17,6863.TW,N/A,99.0,-14.3,3.0,158.39999999999998,🌑 雙重衰退
N/A,8.42,2025-12,⚪ 數據不足,松川精密,2025,2.18,0.0,-56.66,-51.37,-59.239999999999995,7788.TW,N/A,246.0,7.87,3.63,0.0,📉 獲利侵蝕
20.25%,-5.44,2025-12,⚪ 數據不足,晶豪科,2025,-2.81,0.0,-300.0,-51.41,-59.489999999999995,3006.TW,32.33%,207.0,8.08,0.87,-76.05000000000001,🔄 轉虧為盈
7.44%,-17.2,2025-12,⚪ 中性觀察,裕隆,2025,0.77,10.339622497547168,-76.11,-75.14,-59.49,2201.TW,30.14%,27.3999996185,-15.65,0.93,39.75000000000001,🌑 雙重衰退
4.80%,-15.43,2025-12,⚪ 數據不足,先益,2025,-0.47,0.0,-204.44,-77.78,-59.69,3531.TWO,22.74%,23.5499992371,-18.09,0.3,-9.6,🔄 轉虧為盈
N/A,-6.65,2025-12,⚪ 中性觀察,威宏-KY,2025,3.46,3.244214008451716,-60.02,-62.99,-60.14,8442.TW,N/A,40.6500015259,-2.85,4.18,187.95,🌑 雙重衰退
N/A,17.51,2025-12,⚪ 數據不足,君曜,2025,1.53,0.0,-58.08,-47.4,-60.19,7770.TWO,N/A,43.0,12.79,3.0,0.0,📉 獲利侵蝕
-3.65%,9.9,2025-12,❌ 暫避觀望,晶宏,2025,0.05,112.58065008354838,-94.05,-54.31,-61.39,3141.TWO,38.56%,69.8000030518,7.08,0.54,9.3,📉 獲利侵蝕
5.94%,-23.85,2025-12,❌ 暫避觀望,炎洲,2025,0.25,19.933333079066667,-79.34,-79.17,-62.71,4306.TW,15.11%,14.9499998093,-16.46,0.26,11.25,🌑 雙重衰退
-413.94%,-78.14,2025-12,⚪ 數據不足,斐成,2025,-0.31,0.0,-122.4,-132.04,-63.019999999999996,3313.TWO,-74.40%,11.0500001907,-69.02,-0.35,-14.849999999999998,🌑 雙重衰退
-36.39%,-23.51,2025-12,⚪ 數據不足,三晃,2025,-1.12,0.0,-45.45,-85.86,-63.47,1721.TW,-19.76%,25.1499996185,-22.39,-1.84,-61.349999999999994,🌑 雙重衰退
N/A,7.39,2025-12,❌ 暫避觀望,立��,2025,0.05,190.0000049222581,-88.1,-58.24,-63.49,8111.TWO,N/A,58.9000015259,5.25,0.38,4.6499999999999995,📉 獲利侵蝕
-5.91%,26.64,2025-12,⚪ 數據不足,翔耀,2025,-2.11,0.0,-125.84,-48.37,-63.89,2438.TW,51.08%,22.3999996185,15.52,-2.38,-79.20000000000002,🏰 高護城河
N/A,121.07,2025-12,❌ 暫避觀望,宏碩系統,2025,2.61,22.30971128608924,99.24,41.57,-64.05000000000001,6895.TWO,N/A,170.0,105.62,3.61,114.3,⚠️ 獲利稀釋
N/A,-7.78,2025-12,⚪ 中性觀察,弘帆,2025,0.71,12.25882317037647,-89.32,-67.55,-64.07,8433.TWO,N/A,52.0999984741,-3.48,3.17,63.75,🌑 雙重衰退
6.07%,-7.45,2025-12,⚪ 數據不足,點晶,2025,-0.56,0.0,43.62,-74.29,-64.14,3288.TWO,71.52%,21.2000007629,-10.15,-0.64,-31.200000000000003,🏰 高護城河
N/A,30.86,2025-12,❌ 暫避觀望,振發,2025,0.39,20.691824859056606,-40.91,-47.47,-64.48,5426.TWO,N/A,32.9000015259,17.01,0.52,23.849999999999998,📉 獲利侵蝕
N/A,7.33,2025-12,❌ 暫避觀望,M31,2025,-0.69,521.875,-116.01,-44.41,-64.75,6643.TWO,N/A,501.0,20.34,1.69,14.399999999999999,🔄 轉虧為盈
3.53%,94.87,2025-12,⚪ 中性觀察,緯創,2025,6.43,7.64733395696913,44.39,43.19,-65.2,3231.TW,5.62%,163.5,108.39,9.04,320.7,⚠️ 獲利稀釋
N/A,41.93,2026-03,⚪ 中性觀察,宇瞻,2025,6.7,7.945516458569808,209.22,1919.44,-65.57999999999993,8271.TW,N/A,210.0,1985.02,14.54,396.44999999999993,⚠️ 獲利稀釋
1.25%,-28.19,2025-12,❌ 暫避觀望,永裕,2025,0.06,53.64864967972973,-97.63,-89.88,-65.97,1323.TW,15.09%,19.8500003815,-23.91,0.26,5.55,🌑 雙重衰退
5.53%,-1.45,2025-12,❌ 暫避觀望,志信,2025,0.39,277.99999236999975,-78.8,-68.29,-66.10000000000001,2611.TW,37.12%,13.8999996185,-2.19,0.52,0.7500000000000007,🌑 雙重衰退
-10.27%,-19.92,2025-12,⚪ 數據不足,台苯,2025,-0.94,0.0,-141.03,-90.28,-66.21000000000001,1310.TW,-7.37%,8.7399997711,-24.07,-1.37,-50.24999999999999,🌑 雙重衰退
-1.96%,-9.27,2025-12,❌ 暫避觀望,通嘉,2025,0.37,38.32167778818182,-78.11,-73.51,-66.27000000000001,3588.TW,31.63%,54.7999992371,-7.24,0.5,21.45,🌑 雙重衰退
N/A,7.47,2025-12,❌ 暫避觀望,系統電,2025,0.04,129.82456140350877,-90.7,-57.38,-66.51,5309.TWO,N/A,74.0,9.13,0.27,8.55,📉 獲利侵蝕
20.17%,-4.51,2025-12,❌ 暫避觀望,宇峻,2025,0.47,21.142857539194807,-86.34,-64.44,-66.53,3546.TWO,89.44%,81.4000015259,2.09,1.97,57.74999999999999,🏰 高護城河
-16.22%,27.6,2025-12,⚪ 數據不足,譁裕,2025,-1.36,0.0,-43.16,-47.93,-66.78999999999999,3419.TW,12.27%,13.6499996185,18.86,-1.79,-69.9,📉 獲利侵蝕
N/A,6.89,2025-12,⚪ 數據不足,康控-KY,2025,-1.51,0.0,-93.42,-55.46,-66.92,4943.TW,N/A,8.8500003815,11.46,-1.88,-90.6,📉 獲利侵蝕
38.48%,81.35,2025-12,❌ 暫避觀望,台特化,2025,2.69,31.222466960352424,174.49,60.92,-66.95,4772.TWO,48.92%,283.5,127.87,4.2,136.2,⚠️ 獲利稀釋
-4.33%,-6.05,2025-12,⚪ 數據不足,加百裕,2025,-1.58,0.0,-112.5,-76.19,-67.00999999999999,3323.TWO,11.17%,37.25,-9.18,-1.92,-79.35,🌑 雙重衰退
N/A,11.79,2025-12,❌ 暫避觀望,長華*,2025,1.49,16.426592586454298,-18.99,-54.79,-67.1,8070.TW,N/A,59.2999992371,12.31,1.02,54.14999999999999,📉 獲利侵蝕
N/A,16.32,2025-12,⚪ 數據不足,神盾,2025,-12.5,0.0,-126.04,-56.06,-67.17,6462.TWO,N/A,109.5,11.11,-17.51,-585.7500000000001,📉 獲利侵蝕
N/A,15.23,2025-12,⚪ 中性觀察,廣積,2025,1.33,12.22477046722477,-57.66,-63.86,-67.28,8050.TWO,N/A,53.2999992371,3.42,1.44,65.4,📉 獲利侵蝕
N/A,0.32,2025-12,❌ 暫避觀望,聚鼎,2025,0.98,26.267122242534246,-42.6,-69.96,-67.46,6224.TW,N/A,76.6999969482,-2.5,0.67,43.8,🌑 雙重衰退
3.21%,-19.51,2025-12,❌ 暫避觀望,泓瀚,2025,-0.01,246.78570883607148,-100.71,-85.43,-67.61000000000001,4741.TWO,33.55%,69.0999984741,-17.82,0.29,4.199999999999999,🔄 轉虧為盈
N/A,18.87,2025-12,⚪ 數據不足,萬旭,2025,0.14,0.0,-58.82,-45.45,-67.7,6134.TWO,N/A,34.1500015259,22.25,0.12,-1.5,📉 獲利侵蝕
-4.97%,-7.86,2025-12,⚪ 中性觀察,世德,2025,1.33,11.280602923898307,-77.02,-77.5,-67.86,2066.TWO,19.80%,59.9000015259,-9.64,1.34,79.64999999999999,🌑 雙重衰退
12.04%,-11.91,2025-12,❌ 暫避觀望,旭富,2025,0.57,18.68181748822727,-86.03,-79.87,-68.06,4119.TW,28.02%,41.0999984741,-11.81,0.9,33.0,🌑 雙重衰退
N/A,93.9,2025-12,❌ 暫避觀望,巨有科技,2025,1.4,50.264550264550266,53.85,29.56,-68.21,8227.TWO,N/A,190.0,97.77,2.06,56.699999999999996,⚠️ 獲利稀釋
0.82%,-2.33,2025-12,❌ 暫避觀望,哲固,2025,0.3,18.285714285714285,-77.78,-73.65,-68.60000000000001,3434.TWO,17.99%,32.0,-5.05,0.47,26.25,🌑 雙重衰退
N/A,26.01,2025-12,⚪ 數據不足,安國,2025,-2.42,0.0,-129.13,-37.72,-68.69,8054.TWO,N/A,102.5,30.97,-3.19,-115.05,📉 獲利侵蝕
N/A,-31.56,2025-12,⚪ 數據不足,高僑,2025,-0.37,0.0,-144.58,-95.24,-68.82,6234.TWO,N/A,43.5,-26.42,0.05,-11.850000000000001,🔄 轉虧為盈
-4.04%,-17.56,2025-12,⚪ 數據不足,台達化,2025,-0.93,0.0,-55.0,-91.07,-68.85,1309.TW,3.28%,15.25,-22.22,-1.07,-43.35,🌑 雙重衰退
N/A,0.67,2025-12,❌ 暫避觀望,南茂,2025,-0.01,202.79069057720932,-100.61,-64.1,-69.55,8150.TW,N/A,87.1999969482,5.45,0.7,6.449999999999999,🔄 轉虧為盈
N/A,-61.06,2025-12,⚪ 數據不足,國邑*,2025,-2.11,0.0,-35.26,-130.23,-70.36999999999999,6875.TWO,N/A,34.25,-59.86,-2.97,-113.39999999999999,🌑 雙重衰退
-6.17%,-36.55,2025-12,⚪ 數據不足,中鴻,2025,-1.1,0.0,-92.98,-108.06,-70.5,2014.TW,-3.67%,17.6499996185,-37.56,-1.29,-49.05,🌑 雙重衰退
N/A,-1.96,2025-12,❌ 暫避觀望,惠光,2025,0.27,21.71296366935185,-73.79,-74.77,-70.69,6508.TWO,N/A,23.4500007629,-4.08,0.27,16.200000000000003,🌑 雙重衰退
-7.54%,-13.54,2025-12,⚪ 中性觀察,加捷生醫,2025,0.2,13.953488372093023,-91.88,-80.37,-70.75,4109.TWO,24.70%,12.0,-9.62,0.43,12.9,🌑 雙重衰退
-4.13%,-5.85,2025-12,⚪ 中性觀察,台南,2025,0.77,6.0,-69.8,-81.13,-70.81,1473.TW,13.69%,21.0,-10.32,0.57,52.5,🌑 雙重衰退
-2289.99%,-26.19,2025-12,⚪ 數據不足,浩鼎,2025,-6.21,0.0,10.0,-77.68,-71.13000000000001,4174.TWO,-76.10%,28.6000003815,-6.55,-15.61,-423.0,🌑 雙重衰退
4.48%,-23.4,2025-12,❌ 暫避觀望,龍鋒,2025,-0.34,60.250000953625,-107.89,-95.68,-71.16000000000001,3226.TWO,15.90%,48.2000007629,-24.52,0.24,11.999999999999998,🔄 轉虧為盈
6.05%,-3.86,2025-12,❌ 暫避觀望,健和興,2025,0.5,32.10526315789474,-82.94,-74.48,-71.2,3003.TW,21.28%,61.0,-3.28,0.99,28.5,🌑 雙重衰退
N/A,-8.5,2025-12,❌ 暫避觀望,南良,2025,0.04,50.34482890172413,-94.81,-80.53,-71.57,5450.TWO,N/A,14.6000003815,-8.96,0.22,4.3500000000000005,🌑 雙重衰退
2.02%,-3.32,2025-12,❌ 暫避觀望,春雨,2025,0.25,21.1940295661194,-73.26,-81.05,-71.69,2012.TW,13.55%,14.1999998093,-9.36,0.2,10.05,🌑 雙重衰退
N/A,-4.94,2025-12,⚪ 中性觀察,關中,2025,0.48,12.103824928169399,-88.89,-77.08,-71.73,8941.TWO,N/A,44.2999992371,-5.35,1.16,54.900000000000006,🌑 雙重衰退
N/A,-5.87,2025-12,❌ 暫避觀望,茂迪,2025,0.28,33.57142906688311,-46.15,-77.05,-72.0,6244.TWO,N/A,25.8500003815,-5.05,0.14,11.550000000000002,🌑 雙重衰退
1.84%,8.05,2025-12,❌ 暫避觀望,兆利,2025,0.73,25.58139534883721,-87.97,-74.46,-72.66,3548.TWO,10.77%,99.0,-1.8,2.23,58.050000000000004,🌑 雙重衰退
0.74%,28.81,2025-12,❌ 暫避觀望,六方科-KY,2025,3.23,15.279091769157993,-51.13,-47.66,-72.85,4569.TW,15.14%,161.5,25.19,4.13,158.55,📉 獲利侵蝕
N/A,-99.58,2025-12,⚪ 數據不足,富旺,2025,-2.47,0.0,-255.35,-114.96,-73.02,6219.TWO,N/A,12.8000001907,-41.94,-0.76,-87.75,🌑 雙重衰退
-80.56%,17.54,2025-12,⚪ 數據不足,郡都開發,2025,-0.11,0.0,63.33,-44.44,-73.25,4402.TWO,15.04%,14.6499996185,28.81,-0.13,-5.1,📉 獲利侵蝕
N/A,137.08,2025-12,⚪ 數據不足,欣普羅,2025,-0.88,0.0,-41.94,50.0,-73.75,6560.TWO,N/A,38.2000007629,123.75,-0.16,-31.049999999999997,⚠️ 獲利稀釋
25.42%,35.48,2025-12,⚪ 中性觀察,台新新光金,2025,1.3,6.529411764705882,-27.12,-0.7,-74.55,2887.TW,60.04%,27.75,73.85,1.91,63.75,🏰 高護城河
-176.58%,-8.66,2025-12,❌ 暫避觀望,統懋,2025,0.32,56.3793116601724,-58.97,-85.71,-75.53,2434.TW,-37.47%,32.7000007629,-10.18,0.02,8.700000000000001,🌑 雙重衰退
7.11%,-3.85,2025-12,❌ 暫避觀望,萬在,2025,-0.09,490.6249999999999,-105.39,-74.4,-75.73,4543.TWO,25.17%,39.25,1.33,0.53,1.2000000000000002,🔄 轉虧為盈
N/A,17.91,2025-12,⚪ 中性觀察,金利食安,2025,0.58,14.269230182384618,-48.15,-69.73,-75.92,7743.TWO,N/A,18.5499992371,6.19,0.57,19.499999999999996,📉 獲利侵蝕
-15.74%,-11.73,2025-12,⚪ 數據不足,旭品,2025,-1.08,0.0,-74.19,-84.27,-75.97,3325.TWO,2.22%,12.8999996185,-8.3,-1.64,-58.05,🌑 雙重衰退
N/A,122.44,2025-12,⚪ 數據不足,漢達,2025,3.76,0.0,39.62,31.64,-76.53,6620.TWO,N/A,70.4000015259,108.17,4.85,0.0,⚠️ 獲利稀釋
50.09%,-6.43,2025-12,⚪ 中性觀察,材料*-KY,2025,4.94,1.19801975881471,-91.36,-92.76,-76.96000000000001,4763.TW,57.83%,42.3499984741,-15.8,6.1,530.25,🏰 高護城河
N/A,-2.61,2025-12,❌ 暫避觀望,弘凱,2025,0.64,21.222222646055556,-62.57,-79.59,-77.69,5244.TW,N/A,38.2000007629,-1.9,0.51,26.999999999999996,🌑 雙重衰退
N/A,372.94,2025-12,❌ 暫避觀望,長園科,2025,0.81,23.772455546646704,164.8,160.13,-77.71000000000001,8038.TWO,N/A,39.7000007629,237.84,0.92,25.05,⚠️ 獲利稀釋
N/A,0.33,2025-12,⚪ 數據不足,愛地雅,2025,-1.1,0.0,-266.67,-95.77,-78.58,8933.TWO,N/A,4.75,-17.19,-1.39,-51.45,🌑 雙重衰退
24.28%,5.78,2025-12,⚪ 中性觀察,國巨*,2025,8.22,14.722603411095863,-73.12,-69.45,-78.71000000000001,2327.TW,37.30%,751.0,9.26,11.51,765.1500000000001,📉 獲利侵蝕
N/A,-17.3,2025-12,❌ 暫避觀望,伍豐,2025,0.01,51.41509433962264,-99.59,-90.28,-78.74000000000001,8076.TWO,N/A,27.25,-11.54,0.14,7.95,🌑 雙重衰退
4.98%,25.99,2025-12,❌ 暫避觀望,愛山林,2025,0.68,20.562249302369477,-73.93,-77.63,-78.94,2540.TW,20.31%,51.2000007629,1.31,0.69,37.35,📉 獲利侵蝕
-116.55%,-47.7,2025-12,⚪ 數據不足,駿吉-KY,2025,-2.09,0.0,-44.76,-122.76,-79.17,1591.TWO,-25.13%,0.0,-43.59,-2.75,0.0,🌑 雙重衰退
-27.07%,-18.87,2025-12,❌ 暫避觀望,佳和,2025,-0.28,372.4999904625005,-128.57,-87.21,-79.33,1449.TW,0.84%,14.8999996185,-7.88,0.12,0.5999999999999993,🔄 轉虧為盈
N/A,-23.64,2025-12,⚪ 數據不足,美達科技,2025,-0.54,0.0,-131.03,-84.51,-79.7,6735.TWO,N/A,94.3000030518,-4.81,0.33,-10.649999999999999,🔄 轉虧為盈
N/A,-3.51,2025-12,❌ 暫避觀望,加高,2025,0.04,65.0704236097183,-97.71,-81.97,-79.82,8182.TWO,N/A,46.2000007629,-2.15,0.44,10.649999999999999,🌑 雙重衰退
N/A,56.34,2025-12,⚪ 數據不足,訊芯-KY,2025,-0.64,0.0,-672.73,-35.0,-80.18,6451.TW,N/A,600.0,45.18,0.26,-46.050000000000004,🔄 轉虧為盈
N/A,-2.24,2025-12,⚪ 中性觀察,可寧衛*,2025,10.47,1.1356932474884114,40.9,-87.79,-80.26,8422.TW,N/A,26.9500007629,-7.53,1.29,355.95,🌑 雙重衰退
9.53%,2.6,2025-12,⚪ 中性觀察,聯德控股-KY,2025,2.73,11.838624338624339,-45.51,-70.28,-80.72,4912.TW,22.10%,89.5,10.44,1.98,113.39999999999999,📉 獲利侵蝕
-1.55%,-33.96,2025-12,⚪ 數據不足,正文,2025,-0.45,0.0,-140.91,-116.56,-80.9,4906.TW,14.16%,43.7000007629,-35.66,-0.25,-20.55,🌑 雙重衰退
-14.81%,-17.29,2025-12,⚪ 數據不足,光罩,2025,-3.56,0.0,-394.25,-101.09,-80.94,2338.TW,5.40%,46.2999992371,-20.15,-4.88,-190.34999999999997,🌑 雙重衰退
N/A,10.79,2025-12,❌ 暫避觀望,今展科,2025,0.11,98.78787416393939,-90.83,-71.34,-81.64,6432.TWO,N/A,65.1999969482,10.3,0.48,9.899999999999999,📉 獲利侵蝕
N/A,-14.19,2025-12,⚪ 數據不足,亞矽,2025,-0.13,0.0,31.58,-92.31,-82.3,6113.TWO,N/A,24.6000003815,-10.01,-0.25,-5.1000000000000005,🌑 雙重衰退
0.14%,6.94,2025-12,⚪ 中性觀察,堤維西,2025,1.17,6.929223831392694,-73.56,-61.33,-82.68,1522.TW,15.03%,30.3500003815,21.35,1.72,65.7,📉 獲利侵蝕
7.12%,0.43,2025-12,⚪ 數據不足,聯嘉投控,2025,-0.29,0.0,-182.86,-80.0,-83.55,3717.TW,19.34%,21.4500007629,3.55,0.08,0.0,🔄 轉虧為盈
N/A,51.06,2025-12,⚪ 數據不足,嘉雨思-創,2025,0.21,0.0,-25.0,-55.26,-83.71,6921.TW,N/A,72.6999969482,28.45,0.35,0.0,📉 獲利侵蝕
N/A,32.38,2025-12,❌ 暫避觀望,達亞,2025,0.68,75.92592592592592,-4.23,-64.17,-83.75,6762.TWO,N/A,164.0,19.58,0.67,32.400000000000006,📉 獲利侵蝕
N/A,-6.12,2025-12,⚪ 中性觀察,禾昌,2025,0.62,13.533834586466167,-51.97,-91.2,-85.13,6158.TWO,N/A,18.0,-6.07,0.11,19.95,🌑 雙重衰退
11.05%,-5.31,2025-12,❌ 暫避觀望,中電,2025,0.1,58.69565217391305,-76.74,-94.0,-85.83,1611.TW,37.93%,13.5,-8.17,0.03,3.4499999999999997,🌑 雙重衰退
-16.08%,2.18,2025-12,⚪ 數據不足,州巧,2025,-1.16,0.0,-43.75,-84.96,-86.05999999999999,3543.TW,5.62%,33.9000015259,1.1,-2.24,-55.95,📉 獲利侵蝕
N/A,37.74,2025-12,❌ 暫避觀望,奈米醫材,2025,0.7,19.61218921102493,-59.52,-54.81,-86.35,6612.TWO,N/A,70.8000030518,31.54,1.09,54.150000000000006,📉 獲利侵蝕
-0.08%,-6.15,2025-12,❌ 暫避觀望,中華化,2025,0.03,3093.3334350600003,-93.18,-92.0,-86.54,1727.TW,11.85%,92.8000030518,-5.46,0.04,0.44999999999999996,🌑 雙重衰退
-25.24%,-10.09,2025-12,⚪ 數據不足,富采,2025,-2.62,0.0,-154.37,-95.74,-86.69999999999999,3714.TW,-2.65%,64.8000030518,-9.04,-3.69,-130.50000000000003,🌑 雙重衰退
4.89%,-9.76,2025-12,⚪ 數據不足,嘉晶,2025,-0.09,0.0,-110.98,-92.39,-87.14,3016.TW,11.81%,104.0,-5.25,0.07,-2.25,🔄 轉虧為盈
-22.36%,-14.16,2025-12,⚪ 數據不足,新晶投控,2025,-0.55,0.0,-13.64,-96.23,-88.05000000000001,3713.TWO,0.24%,16.1000003815,-8.18,-1.13,-27.9,🌑 雙重衰退
26.68%,9.02,2026-03,⚪ 中性觀察,亞信,2025,3.67,11.484290357529794,7.31,-14.16,-88.1,3169.TWO,54.20%,106.0,73.94,0.97,138.45000000000002,🏰 高護城河
6.52%,-11.44,2025-12,⚪ 數據不足,元創精密,2025,-0.62,0.0,-63.16,-92.45,-88.41,3685.TWO,22.32%,28.4500007629,-4.04,-1.02,-36.9,🌑 雙重衰退
-16.80%,-4.45,2025-12,⚪ 數據不足,單井,2025,0.43,0.0,-80.0,-96.99,-88.42999999999999,3490.TWO,19.24%,34.25,-8.56,0.05,-2.850000000000001,🌑 雙重衰退
-0.43%,-0.15,2025-12,❌ 暫避觀望,台榮,2025,0.13,8.466767299456532e+17,-87.62,-93.16,-88.78999999999999,1220.TW,8.16%,11.75,-4.37,0.08,2.0816681711721685e-16,🌑 雙重衰退
-3.10%,-3.65,2025-12,⚪ 數據不足,慶騰,2025,-0.53,0.0,-630.0,-91.3,-88.89999999999999,4534.TWO,15.20%,31.8500003815,-2.4,0.01,-18.3,🔄 轉虧為盈
1.48%,-1.02,2025-12,❌ 暫避觀望,建大,2025,0.06,72.91666666666666,-94.5,-90.0,-89.3,2106.TW,20.30%,17.5,-0.7,0.13,3.6,🌑 雙重衰退
N/A,-44.17,2025-12,⚪ 數據不足,申豐,2025,-0.19,0.0,-117.59,-141.41,-89.55,6582.TW,N/A,31.0499992371,-51.86,-0.41,-23.249999999999996,🌑 雙重衰退
N/A,-30.69,2025-12,⚪ 數據不足,佑華,2025,-1.97,0.0,-103.09,-121.74,-90.36999999999999,8024.TWO,N/A,12.3000001907,-31.37,-2.55,-97.19999999999999,🌑 雙重衰退
8.41%,27.0,2025-12,❌ 暫避觀望,映興,2025,0.12,51.50943252283019,-84.21,-74.05,-90.62,3597.TWO,25.04%,27.2999992371,16.57,0.34,7.95,📉 獲利侵蝕
-39.20%,46.84,2025-12,⚪ 數據不足,桂田文創,2025,-0.24,0.0,-4.35,-70.0,-90.96000000000001,4806.TWO,46.90%,9.9499998093,20.96,-0.34,-12.600000000000001,📉 獲利侵蝕
N/A,-20.75,2025-12,⚪ 數據不足,鑫創電子,2025,-1.03,0.0,-148.8,-106.78,-91.37,6680.TWO,N/A,54.5,-15.41,-0.29,-36.449999999999996,🌑 雙重衰退
N/A,-0.47,2025-12,⚪ 數據不足,冠好,2025,-0.43,0.0,-136.75,-91.14,-91.77,8354.TWO,N/A,16.75,0.63,0.14,-21.45,🔄 轉虧為盈
2.86%,87.19,2025-12,❌ 暫避觀望,智原,2025,2.01,23.218997361477573,-34.95,-29.75,-92.36,3035.TW,42.16%,176.0,62.61,2.81,113.7,📉 獲利侵蝕
N/A,3.65,2025-12,⚪ 數據不足,華祺,2025,-0.35,0.0,-128.23,-97.61,-92.62,5015.TWO,N/A,24.0,-4.99,0.06,-10.2,🔄 轉虧為盈
10.21%,40.54,2025-12,⚪ 數據不足,磐儀,2025,-0.05,0.0,-107.04,-63.43,-92.73,3594.TWO,41.27%,44.25,29.3,0.49,-2.6999999999999993,🔄 轉虧為盈
