name,prev_eps_yoy,prev_year,date,status,advice,prev_eps,eps,prev_rev_yoy,pe,est_price,symbol,price,gm,rev_yoy,expansion,om,eps_yoy
華擎,46.5,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,15.28,4.14,86.48,5.657614483493078,563.4,3515.TW,212.5,12.78%,764.68,-749.04,5.61%,15.64
聯茂,82.74,2025,2026-03,📉 獲利侵蝕,❌ 暫避觀望,4.16,0.87,12.66,37.524752475247524,151.5,6213.TW,379.0,N/A,746.88,-754.41,N/A,-7.53
佶優,-17.5,2025,2026-03,📉 獲利侵蝕,❌ 暫避觀望,0.33,0.01,-13.95,39.32098812530864,12.15,5452.TWO,31.8500003815,N/A,665.76,-754.65,N/A,-88.89
華榮,254.81,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,5.5,0.37,0.02,2.9664660361134993,174.45000000000002,1608.TW,34.5,9.17%,755.81,-755.81,6.96%,0.0
易華電,-9068.75,2025,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,-14.35,-0.65,-26.56,0.0,-309.9,6552.TW,30.0499992371,N/A,761.84,-756.0400000000001,N/A,5.8
興能高,-1120.0,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,-1.02,-0.35,-7.46,0.0,-35.699999999999996,6558.TW,30.1000003815,N/A,357.51,-757.51,N/A,-400.0
光環,34.88,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,-1.4,-0.32,19.09,0.0,-46.949999999999996,3234.TWO,123.0,8.38%,200.37,-757.51,-32.45%,-557.14
華泰,28.92,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,2.45,0.33,20.92,10.34000015258,75.0,2329.TW,51.7000007629,15.35%,802.5,-758.5,8.19%,44.0
律勝,-147.06,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,-0.84,-0.17,-22.74,0.0,-36.0,3354.TWO,26.1499996185,18.97%,746.08,-759.4100000000001,-79.87%,-13.33
千興,87.32,2025,2026-03,🔄 轉虧為盈,⚪ 數據不足,-0.18,0.47,-22.64,0.0,-12.6,2025.TW,12.6000003815,-19.82%,1022.77,-761.23,14.50%,261.54
燦星旅,-111.9,2025,2026-03,🔄 轉虧為盈,⚪ 數據不足,-0.15,0.75,-14.15,0.0,-2.2500000000000004,2719.TWO,24.1000003815,7.41%,1130.81,-762.06,2.54%,368.75
裕國,-54.96,2025,2026-03,📉 獲利侵蝕,❌ 暫避觀望,0.61,0.15,2.49,19.03225806451613,23.249999999999996,8905.TWO,29.5,N/A,746.36,-768.58,N/A,-22.22
三商,-49.63,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,0.71,0.03,-20.78,12.561983313471075,18.15,2905.TW,15.1999998093,15.31%,696.33,-769.0600000000001,0.88%,-72.73
華碩,41.92,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,59.99,13.19,25.86,4.47277878971868,2223.4500000000003,2357.TW,663.0,15.94%,746.92,-770.3199999999999,4.63%,-23.4
光洋科,-1.88,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,3.14,2.54,32.39,19.9290780141844,105.74999999999999,1785.TWO,140.5,16.83%,1094.24,-770.9100000000001,11.95%,323.33
隆銘綠能,-66.41,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,-2.16,-0.67,-45.66,0.0,-89.24999999999999,3018.TW,12.0500001907,-18.95%,368.34,-783.72,-73.69%,-415.38
兆勁,-691.67,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,-1.9,-0.51,-18.44,0.0,-75.45,2444.TW,12.3999996185,6.18%,601.5,-784.83,-17.38%,-183.33
精確,209.26,2025,2026-03,📉 獲利侵蝕,❌ 暫避觀望,1.7,0.02,65.48,21.077693853157896,59.849999999999994,3162.TWO,84.0999984741,11.59%,689.5,-785.5,1.68%,-96.0
廣越,-27.51,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,3.04,-0.04,17.91,12.939958592132506,72.45,4438.TW,62.5,8.43%,887.98,-791.15,-1.90%,96.83
南六,-178.42,2025,2026-03,🔄 轉虧為盈,⚪ 數據不足,-1.09,0.1,-1.5,0.0,-86.7,6504.TW,36.0,N/A,709.49,-792.54,N/A,-83.05
精成科,5.17,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,6.55,1.59,55.5,6.384947563232572,243.15,6191.TW,103.5,N/A,794.87,-792.95,N/A,1.92
正崴,-281.76,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,-6.62,-0.46,-3.44,0.0,-205.8,2392.TW,37.4000015259,-1.63%,529.36,-793.36,-10.82%,-264.0
伊雲谷,1.77,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,2.31,0.53,-1.67,13.174273858921163,72.3,6689.TW,63.5,N/A,787.01,-794.03,N/A,-7.02
昶昕,-4.98,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,2.1,1.02,12.79,19.537223033018112,74.55,8438.TW,97.0999984741,N/A,903.68,-795.52,N/A,108.16
中宇,-1.48,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,4.0,0.77,4.67,5.312831227370095,141.45,1535.TW,50.0999984741,12.18%,787.21,-799.71,5.96%,-12.5
虹揚-KY,163.4,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,1.23,-0.4,-13.43,17.157533724041095,21.9,6573.TW,25.0499992371,N/A,817.81,-801.14,N/A,16.67
東碩,-139.68,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,-7.65,-2.8,5.44,0.0,-260.85,3272.TWO,15.9499998093,2.51%,467.75,-802.6700000000001,-26.32%,-334.92
加百裕,-76.19,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,-1.92,-0.56,-9.18,0.0,-80.85000000000001,3323.TWO,35.0,11.17%,783.84,-803.4100000000001,-4.33%,-19.57
五福,10.36,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,10.01,3.44,14.38,3.9302929180571007,404.54999999999995,2745.TWO,106.0,N/A,783.73,-803.54,N/A,-19.81
正達,-106.98,2025,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,-2.86,-0.37,5.53,0.0,-105.75000000000001,3149.TW,86.1999969482,-12.37%,859.78,-807.22,-29.19%,52.56
東台,150.56,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,1.81,-0.65,-6.62,6.161137440758294,94.95,4526.TW,39.0,7.66%,253.23,-810.37,-21.47%,-557.14
汎銓,-156.8,2025,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,-0.71,-0.61,10.78,0.0,-47.85,6830.TW,424.0,N/A,846.82,-810.6500000000001,N/A,36.17
花王,-252.38,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,-0.78,-0.28,-13.36,0.0,-29.85,8906.TWO,28.3999996185,N/A,812.27,-820.27,N/A,-8.0
聯上發,-85.71,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,0.15,0.4,-43.28,13.812500238375,12.0,2537.TW,11.0500001907,N/A,894.76,-820.85,N/A,73.91
友達,327.5,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,0.9,-0.15,0.41,14.974489990561224,29.4,2409.TW,29.3500003815,10.73%,686.37,-821.25,-2.70%,-134.88
三聯,-0.48,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,4.18,1.26,21.03,8.824681535171402,153.14999999999998,5493.TWO,90.0999984741,N/A,817.65,-822.1999999999999,N/A,-4.55
信立,7.63,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,11.15,-0.48,164.26,1.5616484493903269,440.4,4303.TWO,45.8499984741,19.64%,718.73,-824.03,-12.85%,-105.3
唐榮,-114.55,2025,2026-03,🔄 轉虧為盈,⚪ 數據不足,-4.72,0.33,-21.22,0.0,-157.95000000000002,2035.TWO,27.8999996185,-14.72%,956.47,-829.4200000000001,-18.44%,127.05
佳和,-87.21,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,0.12,-0.23,-7.88,0.0,-5.55,1449.TW,14.25,0.84%,603.87,-831.65,-27.07%,-227.78
邁達特,203.33,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,1.82,0.17,18.84,12.20994496212707,54.300000000000004,6112.TW,44.2000007629,N/A,790.97,-834.3000000000001,N/A,-43.33
州巧,-84.96,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,-2.24,-0.16,1.1,0.0,-59.7,3543.TW,31.5499992371,5.62%,570.51,-837.1800000000001,-16.08%,-266.67
邦泰,-16.92,2025,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,-0.76,-0.09,-6.33,0.0,-26.55,8935.TWO,22.6499996185,N/A,898.78,-839.6899999999999,N/A,59.09
榮成,-39.29,2025,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,-0.39,-0.02,-6.47,0.0,-20.700000000000003,1909.TW,10.75,12.46%,920.0,-840.0,2.54%,80.0
百達-KY,-186.45,2025,2026-03,🔄 轉虧為盈,⚪ 數據不足,-6.81,0.19,423.12,0.0,-128.54999999999998,2236.TW,184.5,8.48%,765.22,-846.22,-4.13%,-81.0
宏�硌穈T,10.46,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,14.36,4.8,11.2,5.771248688352571,571.8,6811.TWO,220.0,N/A,866.43,-846.7299999999999,N/A,19.7
智晶,-56.67,2025,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,-4.9,-0.79,-13.73,0.0,-166.64999999999998,5245.TWO,26.1499996185,N/A,860.97,-847.33,N/A,13.64
巨鎧精密-創,20.75,2025,2026-03,🌑 雙重衰退,⚪ 數據不足,-0.84,-1.04,-24.51,0.0,-27.150000000000002,2254.TW,59.5999984741,-21.68%,-49.8,-850.2,-98.59%,-900.0
馬光-KY,-720.83,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,-1.55,-0.55,-3.34,0.0,-38.7,4139.TWO,24.75,N/A,768.82,-852.1500000000001,N/A,-83.33
零壹,30.86,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,6.53,1.77,34.73,6.272838002436053,246.3,3029.TW,103.0,14.31%,871.55,-855.0999999999999,6.54%,16.45
華經,30.21,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,1.25,0.3,19.94,13.546099561312055,42.300000000000004,2468.TW,38.2000007629,11.41%,868.43,-857.3199999999999,4.34%,11.11
春源,40.61,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,2.32,0.57,0.73,3.730570014075993,86.85,2010.TW,21.6000003815,10.75%,861.7,-859.9100000000001,7.04%,1.79
有益,-122.06,2025,2026-03,🔄 轉虧為盈,⚪ 數據不足,-0.15,0.05,-21.01,0.0,-7.199999999999999,9962.TWO,9.8000001907,N/A,802.76,-861.09,N/A,-58.33
欣雄,14.97,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,2.16,0.46,27.37,7.480988303060836,78.89999999999999,8908.TWO,39.3499984741,N/A,849.66,-861.1999999999999,N/A,-11.54
富威電力,328.87,2025,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,6.34,0.48,164.5,0.0,0.0,6994.TW,0.0,N/A,871.15,-864.17,N/A,6.98
帆宣,65.55,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,15.5,5.08,-15.01,14.43246019517206,584.0999999999999,6196.TW,562.0,N/A,879.38,-864.61,N/A,14.77
晶彩科,-255.07,2025,2026-03,🔄 轉虧為盈,⚪ 數據不足,-1.07,0.99,-31.12,0.0,-52.5,3535.TW,105.0,35.79%,1172.94,-866.69,12.45%,306.25
天宇,-275.59,2025,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,-5.17,-0.2,-66.93,0.0,-204.45,8171.TWO,20.7000007629,N/A,959.14,-868.8,N/A,90.34
大綜,-29.4,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,8.43,3.66,64.32,10.208711433756806,330.59999999999997,3147.TWO,225.0,13.87%,877.13,-873.74,5.75%,3.39
大東,-128.03,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,-0.45,-0.62,-6.83,0.0,-18.6,1441.TW,9.3599996567,-0.79%,663.94,-874.6500000000001,-10.66%,-210.71
鑫禾,-272.92,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,-1.68,-0.54,-0.19,0.0,-70.94999999999999,4999.TW,20.1000003815,N/A,623.3,-876.63,N/A,-253.33
東典光電,57.14,2025,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,-1.77,-0.08,27.54,0.0,-84.9,6588.TWO,81.0999984741,N/A,969.39,-880.8199999999999,N/A,88.57
建舜電,-15.66,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,-0.96,-0.64,6.3,0.0,-46.5,3322.TWO,13.6000003815,12.86%,635.46,-885.46,-5.35%,-250.0
潤泰材,48.0,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,1.85,0.42,8.31,4.314115459821074,75.45,8463.TW,21.7000007629,N/A,1065.47,-885.47,N/A,180.0
欣新網,6.89,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,3.63,0.74,21.07,8.553240917349536,129.60000000000002,2949.TWO,73.9000015259,11.53%,861.36,-889.79,2.34%,-28.43
光菱,1.86,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,2.19,0.94,25.77,8.333333333333334,75.6,8032.TWO,42.0,N/A,984.81,-892.9699999999999,N/A,91.84
友勁,48.0,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,-0.26,-0.18,52.32,0.0,-12.75,6142.TW,9.3199996948,N/A,633.91,-893.91,N/A,-260.0
安國,-37.72,2025,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,-3.19,-0.01,30.97,0.0,-104.69999999999999,8054.TWO,102.5,N/A,992.49,-894.01,N/A,98.48
鑫龍騰,81.45,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,4.05,2.24,79.14,2.4921630492685476,143.55,3188.TWO,23.8500003815,N/A,1815.36,-897.18,N/A,918.18
亞航,49.25,2025,2026-03,📉 獲利侵蝕,❌ 暫避觀望,1.0,0.09,4.89,21.26482183284585,37.95,2630.TW,53.7999992371,8.38%,863.6,-899.3100000000001,2.16%,-35.71
今皓,-5.88,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,-2.55,-0.73,-34.5,0.0,-82.64999999999999,3011.TW,13.3000001907,10.61%,891.37,-906.12,-45.08%,-14.75
澤米,-603.33,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,-1.52,-0.35,-20.15,0.0,-68.55000000000001,6742.TW,59.2999992371,N/A,629.73,-907.51,N/A,-277.78
旭軟,-138.3,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,-0.55,-0.18,-7.45,0.0,-33.9,3390.TWO,27.0,17.06%,551.38,-908.52,1.24%,-357.14
慧友,33.33,2025,2026-03,🔄 轉虧為盈,⚪ 數據不足,-0.6,0.33,9.99,0.0,-30.749999999999996,5484.TW,45.5,N/A,1065.26,-913.7,N/A,151.56
明基材,-283.87,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,-1.14,-0.64,-4.0,0.0,-26.1,8215.TW,28.75,N/A,391.62,-918.29,N/A,-526.67
倚天酷��-創,1.06,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,1.88,0.26,25.63,7.819444338472223,53.99999999999999,2432.TW,28.1499996185,14.91%,929.95,-921.62,7.25%,8.33
麗清,-95.34,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,0.11,-0.67,-8.52,0.0,-26.999999999999996,3346.TW,27.25,N/A,557.02,-925.02,N/A,-368.0
淳安,-128.95,2025,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,-0.22,-0.07,14.75,0.0,-14.7,6283.TW,23.3999996185,N/A,979.38,-926.05,N/A,53.33
美律,-37.71,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,5.36,1.03,6.01,7.7135462921397755,173.85,2439.TW,89.4000015259,11.63%,902.2,-928.82,3.86%,-26.62
松和,-12.28,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,1.5,0.36,0.57,6.89111725991404,52.35,5016.TWO,24.0499992371,N/A,919.31,-933.5999999999999,N/A,-14.29
安倉,9.24,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,2.03,0.42,14.56,5.523255813953489,64.49999999999999,5548.TWO,23.75,N/A,942.93,-937.93,N/A,5.0
志超,-17.45,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,2.27,0.3,3.73,6.220826126732495,83.55000000000001,8213.TW,34.6500015259,N/A,888.91,-942.04,N/A,-53.13
天剛,-82.78,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,0.52,0.06,-40.09,11.386363289590909,33.0,5310.TWO,25.0499992371,N/A,853.85,-942.09,N/A,-88.24
捷迅,3.11,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,6.3,0.68,59.7,4.525386313465784,203.85,2643.TWO,61.5,5.79%,887.43,-949.2299999999999,2.48%,-61.8
沈氏,52.17,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,-0.11,-0.26,-0.02,0.0,-11.55,8921.TWO,17.75,N/A,901.62,-954.56,N/A,-52.94
精英,981.25,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,1.41,0.11,14.95,5.282776153496144,58.35,2331.TW,20.5499992371,9.91%,866.28,-955.5,-0.28%,-89.22
慧洋-KY,-34.78,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,5.27,1.6,-17.06,8.152734778121776,145.35,2637.TW,79.0,37.77%,1728.18,-961.5100000000001,36.66%,766.67
燁輝,-129.63,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,-1.85,-0.4,-8.68,0.0,-67.64999999999999,2023.TW,13.6499996185,7.45%,813.75,-963.75,-2.27%,-150.0
位速,6.88,2025,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,-1.51,-0.1,27.53,0.0,-55.05,3508.TWO,17.5499992371,1.54%,1042.99,-968.63,-34.06%,74.36
寶德,9.52,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,-1.02,-0.48,5.58,0.0,-41.400000000000006,3349.TWO,23.2999992371,15.17%,279.91,-979.9100000000001,-15.09%,-700.0
英利-KY,-8644.44,2025,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,-7.87,-1.68,-11.17,0.0,-252.15000000000003,2239.TW,22.2000007629,11.02%,1032.08,-980.3599999999999,-2.22%,51.72
宏��,-31.87,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,1.26,0.23,4.14,10.95890410958904,43.8,2353.TW,32.0,11.56%,1018.02,-982.73,2.51%,35.29
精星,-26.77,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,2.39,0.3,-0.51,9.25414364640884,54.300000000000004,8183.TWO,33.5,N/A,1114.03,-983.26,N/A,130.77
築間,-259.36,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,-6.69,-0.9,-14.66,0.0,-171.60000000000002,7723.TWO,22.7000007629,N/A,75.25,-984.34,N/A,-909.09
易飛網,-286.84,2025,2026-03,🔄 轉虧為盈,⚪ 數據不足,-1.42,0.17,2.6,0.0,-44.7,2734.TWO,15.0500001907,15.72%,1136.23,-984.71,-0.44%,151.52
彩晶,58.56,2025,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,-0.75,-0.06,14.78,0.0,-27.599999999999998,6116.TW,17.1499996185,N/A,1061.93,-985.9300000000001,N/A,76.0
來思達,-1354.17,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,-3.49,-0.91,-12.26,0.0,-118.8,8066.TWO,15.0,N/A,503.59,-998.5899999999999,N/A,-495.0
豐藝,-57.28,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,2.73,1.0,-21.83,8.072100313479623,95.7,6189.TW,51.5,N/A,974.87,-999.11,N/A,-24.24
廣華-KY,-92.04,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,-2.24,-1.15,2.83,0.0,-112.80000000000001,1338.TW,17.4500007629,22.76%,246.12,-999.97,-1.26%,-753.85
浩宇生醫,-38.16,2025,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,-2.14,-0.41,-61.92,0.0,-76.95,6872.TWO,16.5,N/A,1008.82,-1002.0,N/A,6.82
大展證,-45.83,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.39,0.49,-32.9,19.912281370964916,17.099999999999998,6020.TWO,22.7000007629,N/A,1394.7,-1006.46,N/A,388.24
耀勝,-440.0,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,-0.82,-0.45,26.05,0.0,-7.800000000000001,3207.TWO,63.0,11.52%,881.55,-1006.55,-13.20%,-125.0
瑞軒,-31.22,2025,2026-03,📉 獲利侵蝕,❌ 暫避觀望,1.22,0.15,6.13,15.619999694840004,37.49999999999999,2489.TW,39.0499992371,9.15%,960.71,-1013.84,0.67%,-53.13
雲嘉南,189.47,2025,2026-03,📉 獲利侵蝕,❌ 暫避觀望,0.51,-0.32,-7.75,93.00000190750002,2.999999999999999,3191.TWO,18.6000003815,29.43%,325.38,-1025.38,-10.81%,-700.0
德宏,88.24,2025,2026-03,🔄 轉虧為盈,⚪ 數據不足,-0.16,0.24,58.82,0.0,-6.6000000000000005,5475.TWO,207.0,N/A,1288.64,-1028.64,N/A,260.0
晉弘,25.0,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,0.2,-0.32,22.72,0.0,-24.150000000000002,6796.TW,58.0,N/A,129.28,-1029.28,N/A,-900.0
福懋科,-33.33,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,1.36,0.96,11.07,30.15267175572519,39.300000000000004,8131.TW,79.0,N/A,1219.6,-1037.25,N/A,182.35
南茂,-64.1,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.7,0.72,5.45,119.7802197802198,13.649999999999999,8150.TW,109.0,N/A,1237.92,-1037.92,N/A,200.0
福壽,-15.09,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,0.45,0.11,0.36,14.13793125367816,13.05,1219.TW,12.3000001907,9.65%,1053.77,-1043.77,1.10%,10.0
霖宏,-248.85,2025,2026-03,🔄 轉虧為盈,⚪ 數據不足,-2.59,0.16,-7.42,0.0,-131.54999999999998,5464.TWO,101.0,N/A,1000.02,-1046.69,N/A,-46.67
神達,57.01,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,5.15,1.1,72.06,7.171964140179299,184.04999999999998,3706.TW,88.0,10.03%,1046.4,-1047.3000000000002,3.96%,-0.9
福懋油,8.0,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,1.62,0.44,-6.25,7.085427327361808,59.7,1225.TW,28.2000007629,10.74%,1074.05,-1058.26,5.38%,15.79
凌巨,-300.0,2025,2026-03,🔄 轉虧為盈,⚪ 數據不足,-0.3,0.43,-1.96,0.0,-15.0,8105.TW,20.5499992371,N/A,1393.26,-1063.26,N/A,330.0
富邦媒,-17.53,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,11.29,2.43,-3.46,9.865552325581397,412.79999999999995,8454.TW,271.5,N/A,1037.73,-1066.47,N/A,-28.74
倍微,66.15,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,1.08,0.24,4.86,13.89763749492126,38.1,6270.TWO,35.2999992371,N/A,1087.95,-1067.95,N/A,20.0
興泰,-140.0,2025,2026-03,📉 獲利侵蝕,❌ 暫避觀望,-0.03,-0.54,55.97,49.86301578890412,10.949999999999998,1235.TW,36.4000015259,27.19%,526.87,-1069.73,-0.09%,-542.86
技嘉,24.57,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,18.2,7.86,27.07,6.669386090148889,735.45,2376.TW,327.0,10.28%,1138.84,-1069.81,4.26%,69.03
百容,71.43,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.6,0.15,-2.48,30.091742419311927,32.7,2483.TW,65.5999984741,8.90%,1259.84,-1071.6,-6.13%,188.24
利勤,-116.18,2025,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,-2.94,-0.28,-9.17,0.0,-111.9,4426.TW,8.4600000381,N/A,1100.69,-1083.04,N/A,17.65
大拓-KY,102.7,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.02,0.19,-6.4,141.05262756368424,2.8499999999999996,8455.TWO,26.7999992371,N/A,1248.87,-1091.29,N/A,157.58
佳總,-21.74,2025,2026-03,📉 獲利侵蝕,⚪ 數據不足,-1.12,-0.14,-3.95,0.0,-38.1,5355.TWO,6.1900000572,N/A,848.03,-1098.03,N/A,-250.0
東隆興,-31.13,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,0.73,0.16,-0.68,9.490445616878981,23.55,4401.TWO,14.8999996185,8.57%,1092.42,-1098.3000000000002,1.90%,-5.88
三商壽,-47.37,2025,2026-03,📉 獲利侵蝕,❌ 暫避觀望,0.2,-0.03,-28.43,41.57142639142857,3.1500000000000004,2867.TW,8.7299995422,3.78%,907.13,-1107.13,0.03%,-200.0
亞通,25.0,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,0.05,0.27,-0.22,21.388889494365085,18.9,6179.TWO,26.9500007629,N/A,1271.05,-1108.55,N/A,162.5
金萬林-創,8.37,2025,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,-2.41,-0.76,9.49,0.0,-98.39999999999999,6645.TW,15.8999996185,N/A,1119.98,-1111.44,N/A,8.54
天方能源,-100.0,2025,2026-03,📉 獲利侵蝕,❌ 暫避觀望,0.0,0.0,58.33,26.01190521607143,12.6,3073.TWO,21.8500003815,29.35%,1011.49,-1111.49,-34.05%,-100.0
鴻碩,-147.12,2025,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,-5.14,-0.95,-15.24,0.0,-204.29999999999998,3092.TW,30.6000003815,1.51%,1134.09,-1112.6,-21.28%,21.49
亞泰金屬,22.08,2025,2026-03,⚠️ 獲利稀釋,❌ 暫避觀望,6.8,2.94,8.58,30.84112149532711,240.74999999999994,6727.TWO,495.0,N/A,1251.42,-1116.22,N/A,135.2
好德,22.78,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,2.22,0.73,9.01,9.1991341991342,69.3,3114.TWO,42.5,N/A,1259.13,-1119.13,N/A,140.0
博弘,-8.26,2025,2026-03,📉 獲利侵蝕,⚪ 中性觀察,5.11,-2.31,11.23,8.818514193166868,123.15,6997.TWO,72.4000015259,N/A,860.45,-1120.8700000000001,N/A,-260.42
茂綸,17.08,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,7.54,3.0,41.88,7.223880597014926,251.25,6227.TWO,121.0,N/A,1189.95,-1125.1100000000001,N/A,64.84
新興,-43.36,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,1.45,0.66,-0.1,10.585106518262412,42.3,2605.TW,29.8500003815,45.87%,4328.03,-1128.0299999999997,37.60%,3200.0
亞聚,-39.68,2025,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,-1.76,-0.2,-4.78,0.0,-60.300000000000004,1308.TW,15.1000003815,6.52%,1180.96,-1130.96,2.26%,50.0
新光鋼,-26.67,2025,2026-03,⚠️ 獲利稀釋,⚪ 中性觀察,3.3,0.22,15.12,4.654963772748184,123.89999999999999,2031.TW,38.4500007629,12.43%,1252.91,-1132.16,7.27%,120.75
光耀,62.26,2025,2026-03,⚠️ 獲利稀釋,⚪ 數據不足,-3.45,-0.4,-25.98,0.0,-121.05000000000001,3666.TWO,25.1499996185,N/A,1179.43,-1132.8500000000001,N/A,46.58
