advice,price,pe,date,expansion,om,symbol,name,rev_yoy,est_price,prev_eps,prev_rev_yoy,gm,prev_year,status,eps_yoy,prev_eps_yoy,eps
❌ 暫避觀望,13.5,19.85294117647059,2026-03,-642.47,N/A,5603.TWO,陸海,592.47,10.2,0.4,-25.37,N/A,2025,📉 獲利侵蝕,-50.0,-67.74,0.07
⚪ 中性觀察,73.5,4.939516129032258,2026-03,-642.88,N/A,5469.TW,瀚宇博,624.34,223.2,6.05,37.46,N/A,2025,📉 獲利侵蝕,-18.54,-3.06,1.23
⚪ 中性觀察,91.8000030518,5.300231123083141,2026-03,-643.52,N/A,8390.TWO,金益鼎,778.77,259.8,6.6,-6.1,N/A,2025,⚠️ 獲利稀釋,135.25,36.36,2.87
⚪ 數據不足,21.0499992371,0.0,2026-03,-646.11,-47.71%,3712.TW,永崴投控,337.51,-779.1,-22.85,21.99,-39.75%,2025,📉 獲利侵蝕,-308.6,-601.1,-1.94
⚪ 數據不足,4.4299998283,0.0,2026-03,-646.43,-65.33%,1337.TW,再生-KY,641.55,-63.15,-1.74,-18.82,-19.71%,2025,📉 獲利侵蝕,-4.88,-12.99,-0.43
⚪ 數據不足,29.7999992371,0.0,2026-03,-646.56,N/A,5487.TWO,通泰,146.56,-25.95,-0.53,-15.49,N/A,2025,📉 獲利侵蝕,-500.0,-381.82,-0.06
❌ 暫避觀望,1840.0,16.368650475936306,2026-03,-648.3,12.65%,2345.TW,智邦,710.88,1686.1499999999999,47.13,124.88,17.90%,2025,⚠️ 獲利稀釋,62.58,119.5,14.92
⚪ 中性觀察,22.2999992371,8.38345835981203,2026-03,-649.61,9.95%,2613.TW,中櫃,622.34,39.900000000000006,1.14,2.49,16.43%,2025,📉 獲利侵蝕,-27.27,35.9,0.18
❌ 暫避觀望,292.5,16.414141414141415,2026-03,-650.26,N/A,6239.TW,力成,707.03,267.3,7.48,2.2,N/A,2025,⚠️ 獲利稀釋,56.77,-18.46,2.5
❌ 暫避觀望,440.0,180.32786885245898,2026-03,-653.4399999999999,9.15%,3532.TW,台勝科,523.93,36.60000000000001,1.58,-0.7,11.65%,2025,📉 獲利侵蝕,-129.51,-52.84,-0.18
⚪ 數據不足,18.8500003815,0.0,2026-03,-654.71,N/A,6222.TWO,立軒,709.26,-14.399999999999999,-0.4,-0.4,N/A,2025,⚠️ 獲利稀釋,54.55,14.63,-0.06
⚪ 中性觀察,49.75,4.145833333333333,2026-03,-655.24,N/A,8924.TWO,大田,562.59,180.0,5.63,-0.11,N/A,2025,📉 獲利侵蝕,-92.65,-0.53,0.05
⚪ 數據不足,12.9499998093,0.0,2026-03,-655.4100000000001,2.74%,2024.TW,志聯,1088.74,-1.8,-0.06,-9.83,8.85%,2025,🔄 轉虧為盈,433.33,-137.5,0.16
⚪ 中性觀察,70.0999984741,8.345237913583334,2026-03,-655.55,N/A,6965.TW,中傑-KY,501.31,126.0,3.5,-19.7,N/A,2025,📉 獲利侵蝕,-154.24,-71.93,-0.64
⚪ 中性觀察,54.2000007629,9.26495739536752,2026-03,-655.78,N/A,9937.TW,全國,680.31,87.75,2.36,-6.2,N/A,2025,⚠️ 獲利稀釋,24.53,-1.26,0.66
⚪ 數據不足,18.0,0.0,2026-03,-656.32,-0.10%,1586.TWO,和勤,813.46,-16.05,-0.35,-10.57,14.13%,2025,🔄 轉虧為盈,157.14,-178.05,0.17
⚪ 中性觀察,38.4000015259,5.981308648894081,2026-03,-656.43,14.03%,2543.TW,皇昌,611.65,96.3,2.69,-4.77,16.97%,2025,📉 獲利侵蝕,-44.78,-44.58,0.37
⚪ 中性觀察,10.3500003815,3.556701162027491,2026-03,-657.2700000000001,N/A,3052.TW,夆典,613.94,43.650000000000006,1.1,28.59,N/A,2025,📉 獲利侵蝕,-43.33,12.94,0.19
⚪ 數據不足,24.2999992371,0.0,2026-03,-657.7399999999999,N/A,8087.TWO,麗升能源,1331.07,-35.699999999999996,-1.32,-67.66,N/A,2025,🔄 轉虧為盈,673.33,-328.07,0.86
❌ 暫避觀望,30.1499996185,53.83928503303571,2026-03,-658.28,N/A,1515.TW,力山,658.28,8.4,0.97,-11.15,N/A,2025,📉 獲利侵蝕,0.0,-44.89,0.07
⚪ 中性觀察,28.2999992371,11.791666348791667,2026-03,-661.22,7.02%,3379.TWO,彬台,317.47,36.0,2.12,82.32,13.52%,2025,📉 獲利侵蝕,-343.75,94.5,-0.39
⚪ 數據不足,8.3000001907,0.0,2026-03,-661.76,N/A,6616.TWO,特昇-KY,379.62,-23.849999999999998,-0.61,-11.73,N/A,2025,📉 獲利侵蝕,-282.14,55.88,-0.52
⚪ 數據不足,24.0499992371,0.0,2026-03,-663.27,N/A,8044.TWO,網家,709.1,-141.75,-4.62,-1.88,N/A,2025,⚠️ 獲利稀釋,45.83,-12.0,-0.39
⚪ 數據不足,16.0,0.0,2026-03,-663.83,-35.14%,4564.TW,元翎,678.12,-71.7,-1.86,-3.72,-20.30%,2025,⚠️ 獲利稀釋,14.29,-4.02,-0.3
⚪ 中性觀察,41.5499992371,5.060901246906212,2026-03,-663.86,N/A,6697.TWO,東捷資訊,655.72,123.15,3.04,13.17,N/A,2025,📉 獲利侵蝕,-8.14,16.48,0.79
⚪ 數據不足,32.0,0.0,2026-03,-668.17,-12.99%,3224.TWO,三顧,783.17,-50.55,-1.53,7.24,15.11%,2025,🔄 轉虧為盈,115.0,-51.49,0.03
⚪ 數據不足,19.9500007629,0.0,2026-03,-671.02,N/A,8089.TWO,康全電訊,-28.98,-111.45,-3.09,-79.25,N/A,2025,🌑 雙重衰退,-700.0,-137.27,-0.96
⚪ 中性觀察,72.9000015259,7.043478408299516,2026-03,-672.1500000000001,N/A,5388.TW,中磊,669.21,155.25,4.04,-4.91,N/A,2025,📉 獲利侵蝕,-2.94,-47.82,1.01
⚪ 數據不足,374.0,0.0,2026-03,-672.54,N/A,6426.TW,統新,904.68,-43.50000000000001,-0.78,47.74,N/A,2025,🔄 轉虧為盈,232.14,78.21,0.74
❌ 暫避觀望,287.5,67.96690307328606,2026-03,-674.13,N/A,8227.TWO,巨有科技,910.97,63.449999999999996,2.06,97.77,N/A,2025,⚠️ 獲利稀釋,236.84,29.56,0.64
⚪ 中性觀察,89.8000030518,5.488997741552568,2026-03,-675.07,8.34%,2535.TW,達欣工,852.07,245.39999999999998,6.5,50.25,12.33%,2025,⚠️ 獲利稀釋,177.0,24.8,2.88
⚪ 數據不足,8.3199996948,0.0,2026-03,-676.72,-20.80%,3058.TW,立德,719.14,-30.299999999999994,-1.44,0.46,2.21%,2025,⚠️ 獲利稀釋,42.42,25.52,-0.19
❌ 暫避觀望,114.5,70.24539877300614,2026-03,-676.8800000000001,N/A,6199.TWO,天品,1454.66,24.45,0.31,178.46,N/A,2025,⚠️ 獲利稀釋,777.78,-48.33,1.22
⚪ 中性觀察,14.5,6.5610859728506785,2026-03,-677.79,33.56%,1457.TW,宜進,620.65,33.15,1.18,-12.15,6.94%,2025,📉 獲利侵蝕,-57.14,29.85,0.2
⚪ 數據不足,31.3500003815,0.0,2026-03,-678.29,N/A,6541.TW,泰福-KY,702.91,-234.45,-6.13,1056.27,N/A,2025,⚠️ 獲利稀釋,24.62,32.78,-1.47
⚪ 數據不足,10.5,0.0,2026-03,-679.3100000000001,N/A,6109.TWO,亞元,720.34,-44.85,-0.94,8.46,N/A,2025,⚠️ 獲利稀釋,41.03,43.03,-0.24
⚪ 中性觀察,245.0,8.01177240026161,2026-03,-679.6700000000001,N/A,5439.TWO,高技,760.6,458.7,13.74,130.83,N/A,2025,⚠️ 獲利稀釋,80.93,291.45,3.51
❌ 暫避觀望,1505.0,62.65611990008326,2026-03,-679.8199999999999,N/A,8996.TW,高力,1024.34,360.3,9.07,64.37,N/A,2025,⚠️ 獲利稀釋,344.52,38.43,6.54
⚪ 數據不足,14.1999998093,0.0,2026-03,-680.59,-22.36%,3713.TWO,新晶投控,411.36,-33.15,-1.13,-8.18,0.24%,2025,📉 獲利侵蝕,-269.23,-96.23,-0.22
⚪ 數據不足,16.5499992371,0.0,2026-03,-681.1400000000001,-10.81%,3372.TWO,典範,772.57,-46.650000000000006,-1.22,21.56,-2.87%,2025,⚠️ 獲利稀釋,91.43,-15.09,-0.03
⚪ 中性觀察,194.5,8.463881636205397,2026-03,-682.48,N/A,6278.TW,台表科,657.13,344.7,9.39,10.13,N/A,2025,📉 獲利侵蝕,-25.35,-5.53,2.17
❌ 暫避觀望,12.9499998093,28.77777735400001,2026-03,-683.0400000000001,N/A,6246.TWO,臺龍,604.09,6.749999999999997,1.14,6.56,N/A,2025,📉 獲利侵蝕,-78.95,186.36,-0.68
⚪ 中性觀察,64.6999969482,6.676986269164085,2026-03,-684.76,N/A,2015.TW,豐興,697.11,145.35000000000002,3.88,-15.54,N/A,2025,⚠️ 獲利稀釋,12.35,-8.92,0.91
⚪ 數據不足,17.25,0.0,2026-03,-685.3199999999999,N/A,6210.TWO,慶生,733.42,-123.00000000000001,-3.1,19.24,N/A,2025,⚠️ 獲利稀釋,48.1,15.99,-0.41
❌ 暫避觀望,80.0,47.90419161676647,2026-03,-689.1800000000001,1.84%,3548.TWO,兆利,430.36,25.049999999999997,2.23,-1.8,10.77%,2025,📉 獲利侵蝕,-258.82,-74.46,-1.35
❌ 暫避觀望,25.2000007629,63.000001907249995,2026-03,-689.51,-0.53%,3516.TWO,亞帝歐,722.84,6.0,0.27,-14.0,13.94%,2025,⚠️ 獲利稀釋,33.33,-15.15,0.08
⚪ 數據不足,16.8999996185,0.0,2026-03,-690.11,-9.40%,4716.TWO,大立,837.33,-43.199999999999996,-0.87,-7.94,13.88%,2025,🔄 轉虧為盈,147.22,-188.3,0.17
⚪ 數據不足,14.3500003815,0.0,2026-03,-697.3399999999999,N/A,5546.TW,永固-KY,766.91,-67.35000000000001,-2.13,-30.78,N/A,2025,⚠️ 獲利稀釋,69.57,-1352.94,-0.28
❌ 暫避觀望,387.5,17.153607791057986,2026-03,-699.9399999999999,13.68%,3211.TWO,順達,789.66,338.85,9.05,-4.98,20.14%,2025,⚠️ 獲利稀釋,89.72,-48.92,2.05
⚪ 數據不足,174.5,0.0,2026-03,-700.27,-0.95%,3362.TWO,先進光,415.08,-59.85,-1.08,0.9,18.28%,2025,📉 獲利侵蝕,-285.19,-140.6,-0.5
⚪ 中性觀察,47.75,13.642857142857142,2026-03,-701.1,4.05%,2328.TW,廣宇,563.0,52.5,1.56,-0.23,12.48%,2025,📉 獲利侵蝕,-138.1,-22.0,-0.16
⚪ 中性觀察,51.0999984741,5.02952740886811,2026-03,-704.92,3.72%,3694.TW,海華,734.79,152.4,4.03,23.39,15.30%,2025,⚠️ 獲利稀釋,29.87,45.42,1.02
⚪ 中性觀察,153.0,8.239095315024233,2026-03,-705.43,2.63%,2377.TW,微星,923.54,278.55,6.8,16.34,11.11%,2025,⚠️ 獲利稀釋,218.11,-15.42,4.04
⚪ 中性觀察,24.2000007629,5.931372736004902,2026-03,-705.89,4.08%,2069.TW,運錩,758.27,61.2,1.62,-5.8,10.04%,2025,⚠️ 獲利稀釋,52.38,20.0,0.64
⚪ 中性觀察,632.0,10.688313884660916,2026-03,-708.18,N/A,6691.TW,洋基工程,734.55,886.95,24.76,47.13,N/A,2025,⚠️ 獲利稀釋,26.37,28.04,7.19
⚪ 中性觀察,69.5,3.0549450549450547,2026-03,-710.79,N/A,5511.TWO,德昌,831.66,341.25,10.64,17.97,N/A,2025,⚠️ 獲利稀釋,120.87,41.49,2.54
⚪ 中性觀察,32.0999984741,9.171428135457143,2026-03,-712.44,N/A,5013.TWO,強新,705.12,52.5,1.45,-2.6,N/A,2025,📉 獲利侵蝕,-7.32,-12.65,0.38
⚪ 中性觀察,52.7000007629,4.0569669563433415,2026-03,-713.19,2.43%,2204.TW,中華,714.94,194.84999999999997,5.47,-18.22,10.06%,2025,⚠️ 獲利稀釋,1.75,-25.55,1.18
⚪ 中性觀察,29.0,9.385113268608414,2026-03,-716.22,-0.90%,3447.TW,展達,666.22,46.349999999999994,1.6,42.87,6.63%,2025,📉 獲利侵蝕,-50.0,32.5,0.17
⚪ 數據不足,20.2000007629,0.0,2026-03,-716.53,N/A,6512.TWO,啟發電,116.53,-26.55,-0.78,-8.12,N/A,2025,📉 獲利侵蝕,-600.0,17.02,-0.28
⚪ 數據不足,344.0,0.0,2026-03,-716.5799999999999,N/A,7792.TWO,安葆,701.78,0.0,8.72,30.49,N/A,2025,📉 獲利侵蝕,-14.8,11.79,1.71
⚪ 數據不足,59.7000007629,0.0,2026-03,-717.25,N/A,6823.TWO,濾能,645.92,-220.04999999999998,-7.92,42.15,N/A,2025,📉 獲利侵蝕,-71.33,-3.84,-2.46
⚪ 中性觀察,35.2999992371,4.514066398606138,2026-03,-717.65,N/A,5538.TW,東明-KY,777.65,117.30000000000001,3.02,1.51,N/A,2025,⚠️ 獲利稀釋,60.0,5.59,1.12
❌ 暫避觀望,14.1999998093,30.869564802826083,2026-03,-718.33,2.02%,2012.TW,春雨,496.11,6.9,0.2,-9.36,13.55%,2025,📉 獲利侵蝕,-222.22,-81.05,-0.12
⚪ 中性觀察,234.0,14.561294337274424,2026-03,-719.0600000000001,N/A,6285.TW,啟��,742.22,241.05,6.41,0.03,N/A,2025,⚠️ 獲利稀釋,23.16,-11.22,2.36
⚪ 數據不足,38.5,0.0,2026-03,-720.11,-1.55%,4906.TW,正文,398.68,-27.599999999999998,-0.25,-35.66,14.16%,2025,📉 獲利侵蝕,-321.43,-116.56,-0.32
⚪ 中性觀察,41.2999992371,10.455696009392405,2026-03,-720.39,5.11%,2355.TW,敬鵬,739.62,59.25,1.6,-3.51,13.97%,2025,⚠️ 獲利稀釋,19.23,-43.86,0.62
❌ 暫避觀望,28.5,17.70186335403727,2026-03,-723.98,1.75%,3296.TW,勝德,287.62,24.15,0.61,-1.66,19.21%,2025,📉 獲利侵蝕,-436.36,22.0,-0.37
⚪ 數據不足,24.5,0.0,2026-03,-725.34,-3.96%,3550.TW,聯穎,890.97,-32.55,-1.18,3.23,15.39%,2025,🔄 轉虧為盈,165.63,51.74,0.21
⚪ 數據不足,32.25,0.0,2026-03,-726.94,-3.10%,4534.TWO,慶騰,839.44,-15.600000000000001,0.01,-2.4,15.20%,2025,⚠️ 獲利稀釋,112.5,-91.3,0.02
❌ 暫避觀望,118.5,18.96,2026-03,-728.09,3.42%,3715.TW,定穎投控,551.01,93.75,2.7,9.37,17.76%,2025,📉 獲利侵蝕,-177.08,-30.16,-0.74
⚪ 數據不足,11.0500001907,0.0,2026-03,-729.7800000000001,-16.22%,3419.TW,譁裕,753.59,-68.39999999999999,-1.79,18.86,12.27%,2025,⚠️ 獲利稀釋,23.81,-47.93,-0.32
⚪ 數據不足,11.25,0.0,2026-03,-730.0799999999999,N/A,8101.TW,華冠,771.53,-124.94999999999997,-3.15,166.89,N/A,2025,⚠️ 獲利稀釋,41.45,63.58,-0.95
⚪ 數據不足,16.5499992371,0.0,2026-03,-732.2700000000001,-32.66%,4513.TWO,福裕,842.07,-58.949999999999996,-1.79,-15.54,8.95%,2025,🔄 轉虧為盈,109.8,-265.31,0.05
❌ 暫避觀望,27.7999992371,17.26708027149068,2026-03,-734.68,3.76%,2103.TW,台橡,767.18,24.150000000000002,0.54,-1.98,10.06%,2025,⚠️ 獲利稀釋,32.5,-48.08,0.53
⚪ 中性觀察,24.2000007629,0.6043956234490508,2026-03,-735.33,-91.14%,4523.TWO,永彰,827.48,600.6000000000001,22.26,-7.15,-8.90%,2025,⚠️ 獲利稀釋,92.15,1562.0,-0.15
⚪ 數據不足,20.0,0.0,2026-03,-738.5500000000001,N/A,5547.TWO,久舜,684.6,0.0,3.06,-0.03,N/A,2025,📉 獲利侵蝕,-53.95,42.99,0.37
⚪ 數據不足,64.4000015259,0.0,2026-03,-740.03,N/A,8431.TWO,匯鑽科,581.06,-120.89999999999998,-3.88,2.63,N/A,2025,📉 獲利侵蝕,-158.97,-404.84,-1.04
⚪ 中性觀察,537.0,9.979557703029178,2026-03,-740.52,N/A,5434.TW,崇越,779.62,807.15,21.81,18.57,N/A,2025,⚠️ 獲利稀釋,39.1,13.53,6.86
⚪ 數據不足,27.0499992371,0.0,2026-03,-742.45,0.98%,1528.TW,恩德,342.45,-24.6,-0.35,-23.83,31.45%,2025,📉 獲利侵蝕,-400.0,56.79,-0.15
⚪ 數據不足,32.5999984741,0.0,2026-03,-743.43,N/A,1321.TW,大洋,918.43,-36.45,-1.25,-23.24,N/A,2025,🔄 轉虧為盈,175.0,-265.75,0.16
❌ 暫避觀望,19.7999992371,17.678570747410717,2026-03,-743.86,-11.28%,3002.TW,歐格,543.86,16.799999999999997,0.36,16.76,17.03%,2025,📉 獲利侵蝕,-200.0,620.0,-0.01
⚪ 數據不足,23.9500007629,0.0,2026-03,-745.92,N/A,6140.TWO,訊達,751.63,-54.15,-1.93,26.96,N/A,2025,🔄 轉虧為盈,5.71,-287.38,0.37
⚪ 數據不足,19.7999992371,0.0,2026-03,-747.45,N/A,2462.TW,良得電,652.21,-3.3,0.27,-0.31,N/A,2025,📉 獲利侵蝕,-95.24,-81.88,0.01
⚪ 中性觀察,213.0,5.6709265175718855,2026-03,-749.04,5.61%,3515.TW,華擎,764.68,563.4,15.28,86.48,12.78%,2025,⚠️ 獲利稀釋,15.64,46.5,4.14
❌ 暫避觀望,542.0,53.663366336633665,2026-03,-754.41,N/A,6213.TW,聯茂,746.88,151.5,4.16,12.66,N/A,2025,📉 獲利侵蝕,-7.53,82.74,0.87
❌ 暫避觀望,27.8999996185,34.44444397345679,2026-03,-754.65,N/A,5452.TWO,佶優,665.76,12.15,0.33,-13.95,N/A,2025,📉 獲利侵蝕,-88.89,-17.5,0.01
⚪ 中性觀察,35.8499984741,3.082545010670679,2026-03,-755.81,6.96%,1608.TW,華榮,755.81,174.45000000000002,5.5,0.02,9.17%,2025,📉 獲利侵蝕,0.0,254.81,0.37
⚪ 數據不足,24.5,0.0,2026-03,-756.0400000000001,N/A,6552.TW,易華電,761.84,-309.9,-14.35,-26.56,N/A,2025,⚠️ 獲利稀釋,5.8,-9068.75,-0.65
⚪ 數據不足,24.1000003815,0.0,2026-03,-757.51,N/A,6558.TW,興能高,357.51,-35.699999999999996,-1.02,-7.46,N/A,2025,📉 獲利侵蝕,-400.0,-1120.0,-0.35
⚪ 數據不足,178.5,0.0,2026-03,-757.51,-32.45%,3234.TWO,光環,200.37,-46.949999999999996,-1.4,19.09,8.38%,2025,📉 獲利侵蝕,-557.14,34.88,-0.32
⚪ 中性觀察,44.0,8.8,2026-03,-758.5,8.19%,2329.TW,華泰,802.5,75.0,2.45,20.92,15.35%,2025,⚠️ 獲利稀釋,44.0,28.92,0.33
⚪ 數據不足,30.3999996185,0.0,2026-03,-759.4100000000001,-79.87%,3354.TWO,律勝,746.08,-36.0,-0.84,-22.74,18.97%,2025,📉 獲利侵蝕,-13.33,-147.06,-0.17
⚪ 數據不足,12.3999996185,0.0,2026-03,-761.23,14.50%,2025.TW,千興,1022.77,-12.6,-0.18,-22.64,-19.82%,2025,🔄 轉虧為盈,261.54,87.32,0.47
⚪ 數據不足,19.6499996185,0.0,2026-03,-762.06,2.54%,2719.TWO,燦星旅,1130.81,-2.2500000000000004,-0.15,-14.15,7.41%,2025,🔄 轉虧為盈,368.75,-111.9,0.75
❌ 暫避觀望,35.25,22.74193548387097,2026-03,-768.58,N/A,8905.TWO,裕國,746.36,23.249999999999996,0.61,2.49,N/A,2025,📉 獲利侵蝕,-22.22,-54.96,0.15
❌ 暫避觀望,18.75,15.495867768595042,2026-03,-769.0600000000001,0.88%,2905.TW,三商,696.33,18.15,0.71,-20.78,15.31%,2025,📉 獲利侵蝕,-72.73,-49.63,0.03
⚪ 中性觀察,946.0,6.381973959387437,2026-03,-770.3199999999999,4.63%,2357.TW,華碩,746.92,2223.4500000000003,59.99,25.86,15.94%,2025,📉 獲利侵蝕,-23.4,41.92,13.19
⚪ 中性觀察,97.4000015259,13.815603053319151,2026-03,-770.9100000000001,11.95%,1785.TWO,光洋科,1094.24,105.74999999999999,3.14,32.39,16.83%,2025,⚠️ 獲利稀釋,323.33,-1.88,2.54
⚪ 數據不足,12.0,0.0,2026-03,-783.72,-73.69%,3018.TW,隆銘綠能,368.34,-89.24999999999999,-2.16,-45.66,-18.95%,2025,📉 獲利侵蝕,-415.38,-66.41,-0.67
⚪ 數據不足,13.8500003815,0.0,2026-03,-784.83,-17.38%,2444.TW,兆勁,601.5,-75.45,-1.9,-18.44,6.18%,2025,📉 獲利侵蝕,-183.33,-691.67,-0.51
❌ 暫避觀望,76.0,19.047619047619047,2026-03,-785.5,1.68%,3162.TWO,精確,689.5,59.849999999999994,1.7,65.48,11.59%,2025,📉 獲利侵蝕,-96.0,209.26,0.02
⚪ 中性觀察,56.2999992371,11.65631454184265,2026-03,-791.15,-1.90%,4438.TW,廣越,887.98,72.45,3.04,17.91,8.43%,2025,⚠️ 獲利稀釋,96.83,-27.51,-0.04
⚪ 數據不足,37.5999984741,0.0,2026-03,-792.54,N/A,6504.TW,南六,709.49,-86.7,-1.09,-1.5,N/A,2025,🔄 轉虧為盈,-83.05,-178.42,0.1
⚪ 中性觀察,83.1999969482,5.132633988167797,2026-03,-792.95,N/A,6191.TW,精成科,794.87,243.15,6.55,55.5,N/A,2025,⚠️ 獲利稀釋,1.92,5.17,1.59
⚪ 數據不足,44.5499992371,0.0,2026-03,-793.36,-10.82%,2392.TW,正崴,529.36,-205.8,-6.62,-3.44,-1.63%,2025,📉 獲利侵蝕,-264.0,-281.76,-0.46
⚪ 中性觀察,65.4000015259,13.568465046867221,2026-03,-794.03,N/A,6689.TW,伊雲谷,787.01,72.3,2.31,-1.67,N/A,2025,📉 獲利侵蝕,-7.02,1.77,0.53
⚪ 中性觀察,69.0,13.883299798792757,2026-03,-795.52,N/A,8438.TW,昶昕,903.68,74.55,2.1,12.79,N/A,2025,⚠️ 獲利稀釋,108.16,-4.98,1.02
⚪ 中性觀察,45.9500007629,4.87274663445387,2026-03,-799.71,5.96%,1535.TW,中宇,787.21,141.45,4.0,4.67,12.18%,2025,📉 獲利侵蝕,-12.5,-1.48,0.77
⚪ 中性觀察,16.5,11.301369863013699,2026-03,-801.14,N/A,6573.TW,虹揚-KY,817.81,21.9,1.23,-13.43,N/A,2025,⚠️ 獲利稀釋,16.67,163.4,-0.4
⚪ 數據不足,14.0,0.0,2026-03,-802.6700000000001,-26.32%,3272.TWO,東碩,467.75,-260.85,-7.65,5.44,2.51%,2025,📉 獲利侵蝕,-334.92,-139.68,-2.8
⚪ 數據不足,27.8500003815,0.0,2026-03,-803.4100000000001,-4.33%,3323.TWO,加百裕,783.84,-80.85000000000001,-1.92,-9.18,11.17%,2025,📉 獲利侵蝕,-19.57,-76.19,-0.56
⚪ 中性觀察,84.0999984741,3.1182795133147945,2026-03,-803.54,N/A,2745.TWO,五福,783.73,404.54999999999995,10.01,14.38,N/A,2025,📉 獲利侵蝕,-19.81,10.36,3.44
⚪ 數據不足,65.0999984741,0.0,2026-03,-807.22,-29.19%,3149.TW,正達,859.78,-105.75000000000001,-2.86,5.53,-12.37%,2025,⚠️ 獲利稀釋,52.56,-106.98,-0.37
⚪ 中性觀察,32.5999984741,5.150078747883096,2026-03,-810.37,-21.47%,4526.TW,東台,253.23,94.95,1.81,-6.62,7.66%,2025,📉 獲利侵蝕,-557.14,150.56,-0.65
⚪ 數據不足,553.0,0.0,2026-03,-810.6500000000001,N/A,6830.TW,汎銓,846.82,-47.85,-0.71,10.78,N/A,2025,⚠️ 獲利稀釋,36.17,-156.8,-0.61
⚪ 數據不足,30.0,0.0,2026-03,-820.27,N/A,8906.TWO,花王,812.27,-29.85,-0.78,-13.36,N/A,2025,📉 獲利侵蝕,-8.0,-252.38,-0.28
⚪ 中性觀察,11.3500003815,14.187500476874998,2026-03,-820.85,N/A,2537.TW,聯上發,894.76,12.0,0.15,-43.28,N/A,2025,⚠️ 獲利稀釋,73.91,-85.71,0.4
❌ 暫避觀望,33.3499984741,17.01530534392857,2026-03,-821.25,-2.70%,2409.TW,友達,686.37,29.4,0.9,0.41,10.73%,2025,📉 獲利侵蝕,-134.88,327.5,-0.15
⚪ 中性觀察,91.5,8.961802154750245,2026-03,-822.1999999999999,N/A,5493.TWO,三聯,817.65,153.14999999999998,4.18,21.03,N/A,2025,📉 獲利侵蝕,-4.55,-0.48,1.26
⚪ 中性觀察,35.2000007629,1.1989101077282016,2026-03,-824.03,-12.85%,4303.TWO,信立,718.73,440.4,11.15,164.26,19.64%,2025,📉 獲利侵蝕,-105.3,7.63,-0.48
⚪ 數據不足,26.5,0.0,2026-03,-829.4200000000001,-18.44%,2035.TWO,唐榮,956.47,-157.95000000000002,-4.72,-21.22,-14.72%,2025,🔄 轉虧為盈,127.05,-114.55,0.33
⚪ 數據不足,12.5500001907,0.0,2026-03,-831.65,-27.07%,1449.TW,佳和,603.87,-5.55,0.12,-7.88,0.84%,2025,📉 獲利侵蝕,-227.78,-87.21,-0.23
⚪ 中性觀察,49.0,13.535911602209945,2026-03,-834.3000000000001,N/A,6112.TW,邁達特,790.97,54.300000000000004,1.82,18.84,N/A,2025,📉 獲利侵蝕,-43.33,203.33,0.17
⚪ 數據不足,45.0499992371,0.0,2026-03,-837.1800000000001,-16.08%,3543.TW,州巧,570.51,-59.7,-2.24,1.1,5.62%,2025,📉 獲利侵蝕,-266.67,-84.96,-0.16
⚪ 數據不足,17.6000003815,0.0,2026-03,-839.6899999999999,N/A,8935.TWO,邦泰,898.78,-26.55,-0.76,-6.33,N/A,2025,⚠️ 獲利稀釋,59.09,-16.92,-0.09
⚪ 數據不足,10.1499996185,0.0,2026-03,-840.0,2.54%,1909.TW,榮成,920.0,-20.700000000000003,-0.39,-6.47,12.46%,2025,⚠️ 獲利稀釋,80.0,-39.29,-0.02
⚪ 數據不足,109.0,0.0,2026-03,-846.22,-4.13%,2236.TW,百達-KY,765.22,-128.54999999999998,-6.81,423.12,8.48%,2025,🔄 轉虧為盈,-81.0,-186.45,0.19
⚪ 中性觀察,256.5,6.72875131164743,2026-03,-846.7299999999999,N/A,6811.TWO,宏�硌穈T,866.43,571.8,14.36,11.2,N/A,2025,⚠️ 獲利稀釋,19.7,10.46,4.8
⚪ 數據不足,20.6499996185,0.0,2026-03,-847.33,N/A,5245.TWO,智晶,860.97,-166.64999999999998,-4.9,-13.73,N/A,2025,⚠️ 獲利稀釋,13.64,-56.67,-0.79
⚪ 數據不足,78.8000030518,0.0,2026-03,-850.2,-98.59%,2254.TW,巨鎧精密-創,-49.8,-27.150000000000002,-0.84,-24.51,-21.68%,2025,🌑 雙重衰退,-900.0,20.75,-1.04
⚪ 數據不足,40.75,0.0,2026-03,-852.1500000000001,N/A,4139.TWO,馬光-KY,768.82,-38.7,-1.55,-3.34,N/A,2025,📉 獲利侵蝕,-83.33,-720.83,-0.55
⚪ 中性觀察,121.0,7.3690621193666255,2026-03,-855.0999999999999,6.54%,3029.TW,零壹,871.55,246.3,6.53,34.73,14.31%,2025,⚠️ 獲利稀釋,16.45,30.86,1.77
❌ 暫避觀望,46.5499992371,16.507091928049643,2026-03,-857.3199999999999,4.34%,2468.TW,華經,868.43,42.300000000000004,1.25,19.94,11.41%,2025,⚠️ 獲利稀釋,11.11,30.21,0.3
⚪ 中性觀察,21.7999992371,3.7651121307599307,2026-03,-859.9100000000001,7.04%,2010.TW,春源,861.7,86.85,2.32,0.73,10.75%,2025,⚠️ 獲利稀釋,1.79,40.61,0.57
⚪ 數據不足,10.0,0.0,2026-03,-861.09,N/A,9962.TWO,有益,802.76,-7.199999999999999,-0.15,-21.01,N/A,2025,🔄 轉虧為盈,-58.33,-122.06,0.05
