status,date,prev_rev_yoy,advice,prev_eps,eps,expansion,name,prev_year,pe,eps_yoy,rev_yoy,prev_eps_yoy,om,gm,price,symbol,est_price
📉 獲利侵蝕,2025-12,15.23,⚪ 中性觀察,1.33,1.44,-67.28,廣積,2025,12.54587173461009,-63.86,3.42,-57.66,N/A,N/A,54.7000007629,8050.TWO,65.4
🌑 雙重衰退,2025-12,0.32,❌ 暫避觀望,0.98,0.67,-67.46,聚鼎,2025,28.972602217157537,-69.96,-2.5,-42.6,N/A,N/A,84.5999984741,6224.TW,43.8
🔄 轉虧為盈,2025-12,-19.51,❌ 暫避觀望,-0.01,0.29,-67.61000000000001,泓瀚,2025,227.50000272464288,-85.43,-17.82,-100.71,3.21%,33.55%,63.7000007629,4741.TWO,4.199999999999999
📉 獲利侵蝕,2025-12,18.87,⚪ 數據不足,0.14,0.12,-67.7,萬旭,2025,0.0,-45.45,22.25,-58.82,N/A,N/A,32.0499992371,6134.TWO,-1.5
🌑 雙重衰退,2025-12,-7.86,⚪ 中性觀察,1.33,1.34,-67.86,世德,2025,10.847457339755179,-77.5,-9.64,-77.02,-4.97%,19.80%,57.5999984741,2066.TWO,79.64999999999999
🌑 雙重衰退,2025-12,-11.91,❌ 暫避觀望,0.57,0.9,-68.06,旭富,2025,18.772726925954544,-79.87,-11.81,-86.03,12.04%,28.02%,41.2999992371,4119.TW,33.0
⚠️ 獲利稀釋,2025-12,93.9,❌ 暫避觀望,1.4,2.06,-68.21,巨有科技,2025,65.87301587301587,29.56,97.77,53.85,N/A,N/A,249.0,8227.TWO,56.699999999999996
🌑 雙重衰退,2025-12,-2.33,❌ 暫避觀望,0.3,0.47,-68.60000000000001,哲固,2025,16.685714721657142,-73.65,-5.05,-77.78,0.82%,17.99%,29.2000007629,3434.TWO,26.25
📉 獲利侵蝕,2025-12,26.01,⚪ 數據不足,-2.42,-3.19,-68.69,安國,2025,0.0,-37.72,30.97,-129.13,N/A,N/A,116.0,8054.TWO,-115.05
🔄 轉虧為盈,2025-12,-31.56,⚪ 數據不足,-0.37,0.05,-68.82,高僑,2025,0.0,-95.24,-26.42,-144.58,N/A,N/A,50.2999992371,6234.TWO,-11.850000000000001
🌑 雙重衰退,2025-12,-17.56,⚪ 數據不足,-0.93,-1.07,-68.85,台達化,2025,0.0,-91.07,-22.22,-55.0,-4.04%,3.28%,15.6499996185,1309.TW,-43.35
🔄 轉虧為盈,2025-12,0.67,❌ 暫避觀望,-0.01,0.7,-69.55,南茂,2025,201.8604722134884,-64.1,5.45,-100.61,N/A,N/A,86.8000030518,8150.TW,6.449999999999999
🌑 雙重衰退,2025-12,-61.06,⚪ 數據不足,-2.11,-2.97,-70.36999999999999,國邑*,2025,0.0,-130.23,-59.86,-35.26,N/A,N/A,37.6500015259,6875.TWO,-113.39999999999999
🌑 雙重衰退,2025-12,-36.55,⚪ 數據不足,-1.1,-1.29,-70.5,中鴻,2025,0.0,-108.06,-37.56,-92.98,-6.17%,-3.67%,18.8500003815,2014.TW,-49.05
🌑 雙重衰退,2025-12,-1.96,❌ 暫避觀望,0.27,0.27,-70.69,惠光,2025,22.129629276388886,-74.77,-4.08,-73.79,N/A,N/A,23.8999996185,6508.TWO,16.200000000000003
🌑 雙重衰退,2025-12,-13.54,⚪ 中性觀察,0.2,0.43,-70.75,加捷生醫,2025,13.08139534883721,-80.37,-9.62,-91.88,-7.54%,24.70%,11.25,4109.TWO,12.9
🌑 雙重衰退,2025-12,-5.85,⚪ 中性觀察,0.77,0.57,-70.81,台南,2025,5.7714287894,-81.13,-10.32,-69.8,-4.13%,13.69%,20.2000007629,1473.TW,52.5
🌑 雙重衰退,2025-12,-26.19,⚪ 數據不足,-6.21,-15.61,-71.13000000000001,浩鼎,2025,0.0,-77.68,-6.55,10.0,-2289.99%,-76.10%,30.3500003815,4174.TWO,-423.0
🔄 轉虧為盈,2025-12,-23.4,❌ 暫避觀望,-0.34,0.24,-71.16000000000001,龍鋒,2025,49.68750000000001,-95.68,-24.52,-107.89,4.48%,15.90%,39.75,3226.TWO,11.999999999999998
🌑 雙重衰退,2025-12,-3.86,❌ 暫避觀望,0.5,0.99,-71.2,健和興,2025,32.10526315789474,-74.48,-3.28,-82.94,6.05%,21.28%,61.0,3003.TW,28.5
🌑 雙重衰退,2025-12,-8.5,❌ 暫避觀望,0.04,0.22,-71.57,南良,2025,44.31034614310344,-80.53,-8.96,-94.81,N/A,N/A,12.8500003815,5450.TWO,4.3500000000000005
🌑 雙重衰退,2025-12,-3.32,❌ 暫避觀望,0.25,0.2,-71.69,春雨,2025,22.388059701492537,-81.05,-9.36,-73.26,2.02%,13.55%,15.0,2012.TW,10.05
🌑 雙重衰退,2025-12,-4.94,⚪ 中性觀察,0.48,1.16,-71.73,關中,2025,12.09016393442623,-77.08,-5.35,-88.89,N/A,N/A,44.25,8941.TWO,54.900000000000006
🌑 雙重衰退,2025-12,-5.87,❌ 暫避觀望,0.28,0.14,-72.0,茂迪,2025,39.80519430974025,-77.05,-5.05,-46.15,N/A,N/A,30.6499996185,6244.TWO,11.550000000000002
🌑 雙重衰退,2025-12,8.05,⚪ 數據不足,0.73,2.23,-72.66,兆利,2025,0.0,-74.46,-1.8,-87.97,1.84%,10.77%,0.0,3548.TWO,0.0
📉 獲利侵蝕,2025-12,28.81,❌ 暫避觀望,3.23,4.13,-72.85,六方科-KY,2025,18.164616840113528,-47.66,25.19,-51.13,0.74%,15.14%,192.0,4569.TW,158.55
🌑 雙重衰退,2025-12,-99.58,⚪ 數據不足,-2.47,-0.76,-73.02,富旺,2025,0.0,-114.96,-41.94,-255.35,N/A,N/A,11.6999998093,6219.TWO,-87.75
📉 獲利侵蝕,2025-12,17.54,⚪ 數據不足,-0.11,-0.13,-73.25,郡都開發,2025,0.0,-44.44,28.81,63.33,-80.56%,15.04%,12.0,4402.TWO,-5.1
⚠️ 獲利稀釋,2025-12,137.08,⚪ 數據不足,-0.88,-0.16,-73.75,欣普羅,2025,0.0,50.0,123.75,-41.94,N/A,N/A,38.75,6560.TWO,-31.049999999999997
🏰 高護城河,2025-12,35.48,⚪ 中性觀察,1.3,1.91,-74.55,台新新光金,2025,5.4823527616705885,-0.7,73.85,-27.12,25.42%,60.04%,23.2999992371,2887.TW,63.75
🌑 雙重衰退,2025-12,-8.66,❌ 暫避觀望,0.32,0.02,-75.53,統懋,2025,51.72413793103448,-85.71,-10.18,-58.97,-176.58%,-37.47%,30.0,2434.TW,8.700000000000001
🔄 轉虧為盈,2025-12,-3.85,⚪ 數據不足,-0.09,0.53,-75.73,萬在,2025,0.0,-74.4,1.33,-105.39,7.11%,25.17%,0.0,4543.TWO,0.0
📉 獲利侵蝕,2025-12,17.91,⚪ 中性觀察,0.58,0.57,-75.92,金利食安,2025,14.615384615384617,-69.73,6.19,-48.15,N/A,N/A,19.0,7743.TWO,19.499999999999996
🌑 雙重衰退,2025-12,-11.73,⚪ 數據不足,-1.08,-1.64,-75.97,旭品,2025,0.0,-84.27,-8.3,-74.19,-15.74%,2.22%,12.3999996185,3325.TWO,-58.05
⚠️ 獲利稀釋,2025-12,122.44,⚪ 數據不足,3.76,4.85,-76.53,漢達,2025,0.0,31.64,108.17,39.62,N/A,N/A,72.1999969482,6620.TWO,0.0
🏰 高護城河,2025-12,-6.43,⚪ 中性觀察,4.94,6.1,-76.96000000000001,材料*-KY,2025,1.2178217605968884,-92.76,-15.8,-91.36,50.09%,57.83%,43.0499992371,4763.TW,530.25
🌑 雙重衰退,2025-12,-2.61,❌ 暫避觀望,0.64,0.51,-77.69,弘凱,2025,22.472222646055556,-79.59,-1.9,-62.57,N/A,N/A,40.4500007629,5244.TW,26.999999999999996
⚠️ 獲利稀釋,2025-12,372.94,❌ 暫避觀望,0.81,0.92,-77.71000000000001,長園科,2025,24.730538465329342,160.13,237.84,164.8,N/A,N/A,41.2999992371,8038.TWO,25.05
🌑 雙重衰退,2025-12,0.33,⚪ 數據不足,-1.1,-1.39,-78.58,愛地雅,2025,0.0,-95.77,-17.19,-266.67,N/A,N/A,4.4000000954,8933.TWO,-51.45
📉 獲利侵蝕,2025-12,5.78,⚪ 中性觀察,8.22,11.51,-78.71000000000001,國巨*,2025,13.54636345814546,-69.45,9.26,-73.12,24.28%,37.30%,691.0,2327.TW,765.1500000000001
🌑 雙重衰退,2025-12,-17.3,❌ 暫避觀望,0.01,0.14,-78.74000000000001,伍豐,2025,45.00000071981132,-90.28,-11.54,-99.59,N/A,N/A,23.8500003815,8076.TWO,7.95
📉 獲利侵蝕,2025-12,25.99,❌ 暫避觀望,0.68,0.69,-78.94,愛山林,2025,21.4859437751004,-77.63,1.31,-73.93,4.98%,20.31%,53.5,2540.TW,37.35
🌑 雙重衰退,2025-12,-47.7,⚪ 數據不足,-2.09,-2.75,-79.17,駿吉-KY,2025,0.0,-122.76,-43.59,-44.76,-116.55%,-25.13%,0.0,1591.TWO,0.0
🔄 轉虧為盈,2025-12,-18.87,❌ 暫避觀望,-0.28,0.12,-79.33,佳和,2025,309.99999046250036,-87.21,-7.88,-128.57,-27.07%,0.84%,12.3999996185,1449.TW,0.5999999999999993
🔄 轉虧為盈,2025-12,-23.64,⚪ 數據不足,-0.54,0.33,-79.7,美達科技,2025,0.0,-84.51,-4.81,-131.03,N/A,N/A,110.5,6735.TWO,-10.649999999999999
🌑 雙重衰退,2025-12,-3.51,❌ 暫避觀望,0.04,0.44,-79.82,加高,2025,64.0140855815493,-81.97,-2.15,-97.71,N/A,N/A,45.4500007629,8182.TWO,10.649999999999999
🔄 轉虧為盈,2025-12,56.34,⚪ 數據不足,-0.64,0.26,-80.18,訊芯-KY,2025,0.0,-35.0,45.18,-672.73,N/A,N/A,576.0,6451.TW,-46.050000000000004
🌑 雙重衰退,2025-12,-2.24,⚪ 中性觀察,10.47,1.29,-80.26,可寧衛*,2025,1.160977633253266,-87.79,-7.53,40.9,N/A,N/A,27.5499992371,8422.TW,355.95
📉 獲利侵蝕,2025-12,2.6,⚪ 中性觀察,2.73,1.98,-80.72,聯德控股-KY,2025,14.55026455026455,-70.28,10.44,-45.51,9.53%,22.10%,110.0,4912.TW,113.39999999999999
🌑 雙重衰退,2025-12,-33.96,⚪ 數據不足,-0.45,-0.25,-80.9,正文,2025,0.0,-116.56,-35.66,-140.91,-1.55%,14.16%,44.2999992371,4906.TW,-20.55
🌑 雙重衰退,2025-12,-17.29,⚪ 數據不足,-3.56,-4.88,-80.94,光罩,2025,0.0,-101.09,-20.15,-394.25,-14.81%,5.40%,57.0999984741,2338.TW,-190.34999999999997
📉 獲利侵蝕,2025-12,10.79,❌ 暫避觀望,0.11,0.48,-81.64,今展科,2025,86.51514920318182,-71.34,10.3,-90.83,N/A,N/A,57.0999984741,6432.TWO,9.899999999999999
🌑 雙重衰退,2025-12,-14.19,⚪ 數據不足,-0.13,-0.25,-82.3,亞矽,2025,0.0,-92.31,-10.01,31.58,N/A,N/A,27.2000007629,6113.TWO,-5.1000000000000005
📉 獲利侵蝕,2025-12,6.94,⚪ 中性觀察,1.17,1.72,-82.68,堤維西,2025,6.666666840844749,-61.33,21.35,-73.56,0.14%,15.03%,29.2000007629,1522.TW,65.7
🔄 轉虧為盈,2025-12,0.43,⚪ 數據不足,-0.29,0.08,-83.55,聯嘉投控,2025,0.0,-80.0,3.55,-182.86,7.12%,19.34%,22.9500007629,3717.TW,0.0
📉 獲利侵蝕,2025-12,51.06,⚪ 數據不足,0.21,0.35,-83.71,嘉雨思-創,2025,0.0,-55.26,28.45,-25.0,N/A,N/A,78.0,6921.TW,0.0
📉 獲利侵蝕,2025-12,32.38,❌ 暫避觀望,0.68,0.67,-83.75,達亞,2025,87.03703703703704,-64.17,19.58,-4.23,N/A,N/A,188.0,6762.TWO,32.400000000000006
🌑 雙重衰退,2025-12,-6.12,⚪ 中性觀察,0.62,0.11,-85.13,禾昌,2025,13.57142799781955,-91.2,-6.07,-51.97,N/A,N/A,18.0499992371,6158.TWO,19.95
🌑 雙重衰退,2025-12,-5.31,❌ 暫避觀望,0.1,0.03,-85.83,中電,2025,49.5652157326087,-94.0,-8.17,-76.74,11.05%,37.93%,11.3999996185,1611.TW,3.4499999999999997
📉 獲利侵蝕,2025-12,2.18,⚪ 數據不足,-1.16,-2.24,-86.05999999999999,州巧,2025,0.0,-84.96,1.1,-43.75,-16.08%,5.62%,36.0999984741,3543.TW,-55.95
📉 獲利侵蝕,2025-12,37.74,❌ 暫避觀望,0.7,1.09,-86.35,奈米醫材,2025,19.778393774487533,-54.81,31.54,-59.52,N/A,N/A,71.4000015259,6612.TWO,54.150000000000006
🌑 雙重衰退,2025-12,-6.15,❌ 暫避觀望,0.03,0.04,-86.54,中華化,2025,3483.3333333333335,-92.0,-5.46,-93.18,-0.08%,11.85%,104.5,1727.TW,0.44999999999999996
🌑 雙重衰退,2025-12,-10.09,⚪ 數據不足,-2.62,-3.69,-86.69999999999999,富采,2025,0.0,-95.74,-9.04,-154.37,-25.24%,-2.65%,79.6999969482,3714.TW,-130.50000000000003
🔄 轉虧為盈,2025-12,-9.76,⚪ 數據不足,-0.09,0.07,-87.14,嘉晶,2025,0.0,-92.39,-5.25,-110.98,4.89%,11.81%,133.0,3016.TW,-2.25
🌑 雙重衰退,2025-12,-14.16,⚪ 數據不足,-0.55,-1.13,-88.05000000000001,新晶投控,2025,0.0,-96.23,-8.18,-13.64,-22.36%,0.24%,12.9499998093,3713.TWO,-27.9
🏰 高護城河,2026-03,9.02,⚪ 中性觀察,3.67,0.97,-88.1,亞信,2025,13.163596966413866,-14.16,73.94,7.31,26.68%,54.20%,121.5,3169.TWO,138.45000000000002
🌑 雙重衰退,2025-12,-11.44,⚪ 數據不足,-0.62,-1.02,-88.41,元創精密,2025,0.0,-92.45,-4.04,-63.16,6.52%,22.32%,29.75,3685.TWO,-36.9
🌑 雙重衰退,2025-12,-4.45,⚪ 數據不足,0.43,0.05,-88.42999999999999,單井,2025,0.0,-96.99,-8.56,-80.0,-16.80%,19.24%,41.9500007629,3490.TWO,-2.850000000000001
🌑 雙重衰退,2025-12,-0.15,❌ 暫避觀望,0.13,0.08,-88.78999999999999,台榮,2025,8.538825168394181e+17,-93.16,-4.37,-87.62,-0.43%,8.16%,11.8500003815,1220.TW,2.0816681711721685e-16
🔄 轉虧為盈,2025-12,-3.65,⚪ 數據不足,-0.53,0.01,-88.89999999999999,慶騰,2025,0.0,-91.3,-2.4,-630.0,-3.10%,15.20%,26.6499996185,4534.TWO,-18.3
🌑 雙重衰退,2025-12,-1.02,❌ 暫避觀望,0.06,0.13,-89.3,建大,2025,69.37499841041667,-90.0,-0.7,-94.5,1.48%,20.30%,16.6499996185,2106.TW,3.6
🌑 雙重衰退,2025-12,-44.17,⚪ 數據不足,-0.19,-0.41,-89.55,申豐,2025,0.0,-141.41,-51.86,-117.59,N/A,N/A,30.6000003815,6582.TW,-23.249999999999996
🌑 雙重衰退,2025-12,-30.69,⚪ 數據不足,-1.97,-2.55,-90.36999999999999,佑華,2025,0.0,-121.74,-31.37,-103.09,N/A,N/A,12.8500003815,8024.TWO,-97.19999999999999
📉 獲利侵蝕,2025-12,27.0,❌ 暫避觀望,0.12,0.34,-90.62,映興,2025,52.07547241792452,-74.05,16.57,-84.21,8.41%,25.04%,27.6000003815,3597.TWO,7.95
📉 獲利侵蝕,2025-12,46.84,⚪ 數據不足,-0.24,-0.34,-90.96000000000001,桂田文創,2025,0.0,-70.0,20.96,-4.35,-39.20%,46.90%,10.0,4806.TWO,-12.600000000000001
🌑 雙重衰退,2025-12,-20.75,⚪ 數據不足,-1.03,-0.29,-91.37,鑫創電子,2025,0.0,-106.78,-15.41,-148.8,N/A,N/A,57.0,6680.TWO,-36.449999999999996
🔄 轉虧為盈,2025-12,-0.47,⚪ 數據不足,-0.43,0.14,-91.77,冠好,2025,0.0,-91.14,0.63,-136.75,N/A,N/A,16.5,8354.TWO,-21.45
📉 獲利侵蝕,2025-12,87.19,❌ 暫避觀望,2.01,2.81,-92.36,智原,2025,28.82585751978892,-29.75,62.61,-34.95,2.86%,42.16%,218.5,3035.TW,113.7
🔄 轉虧為盈,2025-12,3.65,⚪ 數據不足,-0.35,0.06,-92.62,華祺,2025,0.0,-97.61,-4.99,-128.23,N/A,N/A,24.2000007629,5015.TWO,-10.2
🔄 轉虧為盈,2025-12,40.54,⚪ 數據不足,-0.05,0.49,-92.73,磐儀,2025,0.0,-63.43,29.3,-107.04,10.21%,41.27%,52.0,3594.TWO,-2.6999999999999993
🔄 轉虧為盈,2025-12,-6.91,⚪ 數據不足,-0.15,0.01,-92.89,寶隆,2025,0.0,-96.0,-3.11,-650.0,7.26%,12.71%,10.5,1906.TW,-7.95
🌑 雙重衰退,2025-12,-21.78,❌ 暫避觀望,0.44,-1.53,-93.03999999999999,橘子,2025,95.24390057829271,-112.99,-19.95,-96.54,N/A,N/A,39.0499992371,6180.TWO,6.149999999999999
🌑 雙重衰退,2025-12,-14.97,⚪ 數據不足,-3.6,-4.72,-93.33,唐榮,2025,0.0,-114.55,-21.22,-181.25,-18.44%,-14.72%,28.3500003815,2035.TWO,-181.2
📉 獲利侵蝕,2025-12,-0.77,⚪ 數據不足,0.02,0.04,-93.45,鈺德,2025,0.0,-92.73,0.72,-96.92,-1.07%,27.89%,12.75,3050.TW,-0.30000000000000027
📉 獲利侵蝕,2025-12,80.92,⚪ 中性觀察,5.92,8.43,-93.72,大綜,2025,8.576642335766424,-29.4,64.32,10.24,5.75%,13.87%,188.0,3147.TWO,328.79999999999995
🔄 轉虧為盈,2025-12,0.54,⚪ 數據不足,-0.22,0.08,-94.11,台嘉碩,2025,0.0,-91.75,2.36,-130.14,4.08%,22.57%,60.2000007629,3221.TWO,-1.6500000000000001
📉 獲利侵蝕,2025-12,5.73,⚪ 數據不足,-2.0,-2.24,-94.87,廣華-KY,2025,0.0,-92.04,2.83,-254.55,-1.26%,22.76%,15.6999998093,1338.TW,-97.5
📉 獲利侵蝕,2025-12,25.43,❌ 暫避觀望,0.58,0.89,-95.61,擎亞,2025,39.77635782747604,-72.78,22.83,-80.2,N/A,N/A,124.5,8096.TWO,46.949999999999996
📉 獲利侵蝕,2025-12,5.67,❌ 暫避觀望,0.05,0.1,-95.76,邑錡,2025,242.92682554658535,-93.2,2.56,-95.69,N/A,N/A,99.5999984741,7402.TWO,6.15
🌑 雙重衰退,2025-12,-14.79,⚪ 數據不足,-0.47,-0.15,-97.75,燦星旅,2025,0.0,-111.9,-14.15,-124.87,2.54%,7.41%,26.0,2719.TWO,-11.1
📉 獲利侵蝕,2025-12,-1.08,❌ 暫避觀望,0.64,0.06,-97.91,大井泵浦,2025,24.420601513261804,-97.61,0.3,-75.94,N/A,N/A,56.9000015259,6982.TWO,34.95
📉 獲利侵蝕,2025-12,13.39,❌ 暫避觀望,0.04,0.2,-99.11999999999999,協易機,2025,99.26470588235296,-87.1,12.02,-96.64,-4.87%,23.68%,33.75,4533.TWO,5.1
🔄 轉虧為盈,2025-12,17.21,❌ 暫避觀望,-0.1,0.04,-100.55000000000001,進泰電子,2025,110.00000000000003,-94.87,5.68,37.5,-2.95%,20.16%,27.5,3465.TWO,3.749999999999999
🌑 雙重衰退,2025-12,0.11,⚪ 數據不足,-0.55,-1.19,-100.82,欣技,2025,0.0,-108.77,-7.95,12.7,N/A,N/A,16.2999992371,6160.TWO,-33.300000000000004
📉 獲利侵蝕,2025-12,4.39,❌ 暫避觀望,0.03,0.03,-101.02,群創,2025,233.80951654333333,-96.3,4.72,109.38,-2.06%,9.08%,49.0999984741,3481.TW,3.15
🌑 雙重衰退,2025-12,-20.17,⚪ 數據不足,-0.23,-0.15,-101.05,有益,2025,0.0,-122.06,-21.01,-141.07,N/A,N/A,9.6999998093,9962.TWO,-6.15
📉 獲利侵蝕,2025-12,31.33,⚪ 數據不足,-1.45,-1.65,-102.49,旭暉應材,2025,0.0,-72.63,29.86,-51.58,N/A,N/A,34.7999992371,6698.TW,-67.35000000000001
⚠️ 獲利稀釋,2025-12,300.12,⚪ 數據不足,-2.53,-3.15,-103.30999999999999,華冠,2025,0.0,63.58,166.89,66.4,N/A,N/A,13.8999996185,8101.TW,-136.64999999999998
📉 獲利侵蝕,2025-12,26.11,❌ 暫避觀望,0.16,0.09,-103.47999999999999,星宇航空,2025,23.604650275697672,-79.55,23.93,-73.33,1.56%,13.18%,20.2999992371,2646.TW,12.900000000000002
📉 獲利侵蝕,2025-12,-10.4,⚪ 數據不足,-1.59,-0.93,-103.62,鈦昇,2025,0.0,-93.62,10.0,-355.88,N/A,N/A,250.5,8027.TWO,-72.00000000000001
🔄 轉虧為盈,2025-12,15.96,⚪ 數據不足,-0.24,0.04,-106.02,泰藝,2025,0.0,-90.0,16.02,-196.0,N/A,N/A,67.9000015259,8289.TWO,-7.800000000000001
🌑 雙重衰退,2025-12,-2.76,⚪ 數據不足,-1.02,-1.49,-106.06,正能量智能,2025,0.0,-109.86,-3.8,-15.91,N/A,N/A,17.1000003815,5348.TWO,-55.949999999999996
🔄 轉虧為盈,2025-12,-22.96,❌ 暫避觀望,-0.09,0.39,-107.44,晶呈科技,2025,1399.9999999999998,-86.55,20.89,-103.78,4.95%,16.79%,462.0,4768.TWO,4.950000000000001
📉 獲利侵蝕,2025-12,10.25,⚪ 中性觀察,-2.24,-0.67,-107.8,永新-KY,2025,10.707434418681055,-106.38,1.42,-129.31,9.33%,28.78%,44.6500015259,4557.TW,62.55
🌑 雙重衰退,2025-12,-23.23,⚪ 數據不足,-1.06,-1.72,-108.54000000000002,上亞科技,2025,0.0,-129.33,-20.79,-1077.78,N/A,N/A,22.25,6130.TWO,-58.35
🌑 雙重衰退,2025-12,-20.28,⚪ 數據不足,-0.44,-0.27,-108.75999999999999,萬國通,2025,0.0,-126.47,-17.71,-150.0,N/A,N/A,10.8000001907,9950.TWO,-13.35
🔄 轉虧為盈,2025-12,2.29,⚪ 數據不足,-0.46,0.02,-109.23,隆中,2025,0.0,-99.01,10.22,-120.18,N/A,N/A,47.5,6542.TWO,-8.25
🔄 轉虧為盈,2025-12,23.03,⚪ 數據不足,-0.02,0.05,-110.50999999999999,研通,2025,0.0,-90.74,19.77,-103.57,N/A,N/A,27.6000003815,6229.TWO,-2.399999999999999
📉 獲利侵蝕,2025-12,11.56,⚪ 數據不足,-4.54,-5.61,-111.63,濱川,2025,0.0,-106.61,5.02,-163.13,-23.08%,-3.81%,52.9000015259,1569.TWO,-226.35
📉 獲利侵蝕,2025-12,0.72,⚪ 數據不足,-2.24,-2.86,-112.51,正達,2025,0.0,-106.98,5.53,-272.73,-29.19%,-12.37%,65.0,3149.TW,-111.9
🏰 高護城河,2026-03,1.32,❌ 暫避觀望,12.0,3.56,-112.84,台灣精銳,2025,24.98291182501709,-14.42,98.42,-15.13,30.40%,51.18%,731.0,4583.TW,438.9
📉 獲利侵蝕,2025-12,54.47,❌ 暫避觀望,0.27,2.3,-114.03,安馳,2025,27.92682880307927,-44.71,69.32,-91.89,8.05%,12.45%,91.5999984741,3528.TW,49.199999999999996
📉 獲利侵蝕,2025-12,166.67,⚪ 中性觀察,1.68,2.32,-114.13,鴻準,2025,10.663175998970331,-8.3,105.83,-11.58,2.17%,4.22%,61.0999984741,2354.TW,85.95
📉 獲利侵蝕,2025-12,8.86,⚪ 數據不足,-0.13,-0.06,-114.85,凱衛,2025,0.0,-102.22,12.63,-115.29,N/A,N/A,28.75,5201.TWO,-17.700000000000003
📉 獲利侵蝕,2025-12,51.38,⚪ 中性觀察,3.44,0.51,-115.5,大研生醫*,2025,2.2407406936419756,-76.4,39.1,209.41,N/A,N/A,18.1499996185,7780.TW,121.5
🌑 雙重衰退,2025-12,-3.42,⚪ 數據不足,-2.59,-3.0,-117.14,建通,2025,0.0,-117.65,-0.51,-247.95,-6.88%,3.88%,32.75,2460.TW,-108.3
🌑 雙重衰退,2025-12,-6.79,⚪ 數據不足,-0.36,-0.78,-117.39,星雲,2025,0.0,-122.86,-5.47,-140.0,N/A,N/A,44.5999984741,8047.TWO,-20.25
⚠️ 獲利稀釋,2025-12,44251.78,⚪ 中性觀察,3.39,3.65,-117.88000000000001,皇普,2025,2.2328628647681454,12.42,130.3,525.0,10.37%,15.63%,22.1499996185,2528.TW,148.8
🌑 雙重衰退,2025-12,-11.3,❌ 暫避觀望,0.19,-0.22,-119.3,鈺寶-創,2025,76.15384321961538,-131.88,-12.58,-73.61,-42.60%,40.07%,19.7999992371,3150.TW,3.9000000000000004
🌑 雙重衰退,2025-12,-6.3,⚪ 數據不足,-1.4,-1.85,-120.94999999999999,燁輝,2025,0.0,-129.63,-8.68,-243.9,-2.27%,7.45%,13.9499998093,2023.TW,-64.05000000000001
📉 獲利侵蝕,2025-12,26.14,⚪ 數據不足,-0.19,-1.05,-120.96000000000001,泰茂,2025,0.0,-118.67,2.29,-103.85,-8.09%,2.81%,28.6499996185,2230.TWO,-18.75
🌑 雙重衰退,2025-12,-3.74,⚪ 數據不足,-0.26,-0.45,-121.2,大東,2025,0.0,-128.03,-6.83,-110.79,-10.66%,-0.79%,9.3800001144,1441.TW,-0.8999999999999991
🌑 雙重衰退,2025-12,-11.54,❌ 暫避觀望,0.0,-0.81,-122.12,美吉吉-KY,2025,181.25000000000009,-140.21,-18.09,-100.0,N/A,N/A,14.5,8466.TW,1.1999999999999993
🌑 雙重衰退,2025-12,-6.81,⚪ 數據不足,-0.21,-0.34,-122.50999999999999,艾笛森,2025,0.0,-132.32,-9.81,-127.78,-2.51%,21.48%,0.0,3591.TW,0.0
🌑 雙重衰退,2025-12,-2.54,⚪ 數據不足,-0.17,-0.36,-122.71,仲琦,2025,0.0,-125.0,-2.29,-325.0,3.08%,21.56%,32.2999992371,2419.TW,-12.750000000000002
🌑 雙重衰退,2025-12,-25.38,⚪ 數據不足,-0.51,-0.33,-123.04,偉全,2025,0.0,-150.77,-27.73,-221.43,-24.47%,-4.05%,12.0,1465.TW,-18.3
🌑 雙重衰退,2025-12,-18.16,⚪ 數據不足,-1.8,-0.93,-123.62000000000002,九齊,2025,0.0,-135.36,-11.74,-174.07,N/A,N/A,57.2000007629,6494.TWO,-74.4
🌑 雙重衰退,2025-12,-25.84,⚪ 數據不足,-0.71,-0.84,-124.32000000000001,律勝,2025,0.0,-147.06,-22.74,-102.86,-79.87%,18.97%,33.75,3354.TWO,-35.699999999999996
📉 獲利侵蝕,2025-12,2.32,⚪ 數據不足,-0.07,-0.08,-125.91,鑫科,2025,0.0,-117.39,8.52,-128.0,-0.74%,2.83%,91.6999969482,3663.TWO,-1.2000000000000002
🌑 雙重衰退,2025-12,1.12,⚪ 數據不足,-0.57,-0.61,-126.51000000000002,力新,2025,0.0,-134.86,-8.35,-126.76,N/A,N/A,11.75,5202.TWO,-33.3
🌑 雙重衰退,2025-12,-18.65,⚪ 數據不足,-0.06,-1.63,-127.19000000000001,為升,2025,0.0,-148.96,-21.77,-103.64,-15.73%,23.65%,105.5,2231.TW,-19.8
🌑 雙重衰退,2025-12,-7.46,⚪ 數據不足,-0.14,-0.06,-127.67,志聯,2025,0.0,-137.5,-9.83,-380.0,2.74%,8.85%,14.25,2024.TW,-3.75
🌑 雙重衰退,2025-12,-12.06,⚪ 數據不足,-5.75,-4.83,-130.45999999999998,程泰,2025,0.0,-142.57,-12.11,-269.21,-2.95%,19.66%,47.5,1583.TW,-399.0
🌑 雙重衰退,2025-12,-10.98,⚪ 數據不足,-0.72,-0.55,-130.85000000000002,旭軟,2025,0.0,-138.3,-7.45,-158.97,1.24%,17.06%,28.3999996185,3390.TWO,-30.0
🌑 雙重衰退,2025-12,-17.54,⚪ 數據不足,-4.31,-5.14,-131.88,鴻碩,2025,0.0,-147.12,-15.24,-174.52,-21.28%,1.51%,30.2999992371,3092.TW,-208.2
