股票代碼,訊號日期,訊號收盤,買入日期,買入價格,賣出日期,賣出價格,獲利%,raw_pnl,狀態,股票標的
2014.TW,2026-01-07,17.2,2026-01-08,17.5,2026-01-21,16.45,-6.00%,-0.059999956405714275,交易結束,2014.TW 中鴻
2014.TW,2026-01-26,17.05,2026-01-27,17.45,2026-02-09,18.3,4.87%,0.04871051215121775,交易結束,2014.TW 中鴻
2014.TW,2026-03-20,19.6,2026-03-23,20.0,2026-03-31,18.35,-8.25%,-0.08249998092500004,交易結束,2014.TW 中鴻
2438.TW,2026-01-23,24.1,2026-01-26,24.0,2026-01-30,22.05,-8.13%,-0.08125003178750001,交易結束,2438.TW 翔耀
2438.TW,2026-03-18,22.7,2026-03-19,22.7,2026-03-25,23.2,2.20%,0.022026430977798935,交易結束,2438.TW 翔耀
2438.TW,2026-03-31,23.65,2026-04-01,24.05,2026-04-07,22.5,-6.44%,-0.06444903477206522,交易結束,2438.TW 翔耀
2231.TW,2026-01-19,102.5,2026-01-20,102.5,2026-01-26,97.5,-4.88%,-0.04878048780487805,交易結束,2231.TW 為升
2231.TW,2026-03-26,114.0,2026-03-27,112.5,持股中,118.0,4.89%,0.04888888888888889,續抱中,2231.TW 為升
8442.TW,2026-01-09,72.3,2026-01-12,72.3,2026-01-19,71.0,-1.80%,-0.01798067768916421,交易結束,8442.TW 威宏-KY
8442.TW,2026-01-27,70.8,2026-01-28,70.7,2026-01-29,70.5,-0.28%,-0.0028288112706218067,交易結束,8442.TW 威宏-KY
8054.TWO,2026-01-30,137.5,2026-02-02,135.5,2026-02-03,128.5,-5.17%,-0.05166051660516605,交易結束,8054.TWO 安國
8054.TWO,2026-02-05,134.5,2026-02-06,140.5,2026-02-09,133.0,-5.34%,-0.05338078291814947,交易結束,8054.TWO 安國
3680.TWO,2026-01-02,371.0,2026-01-05,395.5,2026-01-30,414.0,4.68%,0.04677623261694058,交易結束,3680.TWO 家登
00666R.TW,2026-03-23,9.49,2026-03-24,9.35,2026-04-02,9.32,-0.32%,-0.0032086294626638714,交易結束,00666R.TW 富邦�琤肭磪齯�1
4171.TWO,2026-01-27,22.65,2026-01-28,22.8,2026-02-05,21.45,-5.92%,-0.05921046137595002,交易結束,4171.TWO 瑞基
4171.TWO,2026-04-01,19.55,2026-04-02,19.9,2026-04-08,18.95,-4.77%,-0.04773863687498947,交易結束,4171.TWO 瑞基
6541.TW,2026-01-29,55.8,2026-01-30,55.3,2026-02-03,51.4,-7.05%,-0.07052437188070604,交易結束,6541.TW 泰福-KY
3150.TW,2026-01-05,21.5,2026-01-06,22.05,2026-01-14,20.0,-9.30%,-0.09297049015996312,交易結束,3150.TW 鈺寶-創
4154.TWO,2026-01-16,16.2,2026-01-19,16.2,2026-01-22,14.6,-9.88%,-0.09876545099085422,交易結束,4154.TWO 樂威科-KY
7738.TWO,2026-03-19,200.5,2026-03-20,200.5,2026-03-25,188.0,-6.23%,-0.06234413965087282,交易結束,7738.TWO 東聯互動
1904.TW,2026-02-10,18.35,2026-02-11,18.4,2026-03-03,18.3,-0.54%,-0.005434803449640137,交易結束,1904.TW 正隆
1904.TW,2026-03-26,20.15,2026-03-27,20.5,2026-04-02,18.8,-8.29%,-0.08292686648292684,交易結束,1904.TW 正隆
5371.TWO,2026-01-21,96.7,2026-01-22,99.0,2026-01-28,94.6,-4.44%,-0.04444445985757571,交易結束,5371.TWO 中光電
3541.TWO,2026-01-09,26.25,2026-01-12,26.45,2026-02-11,26.05,-1.51%,-0.01512293059594392,交易結束,3541.TWO 西柏
00939.TW,2026-01-02,14.68,2026-01-05,14.68,2026-02-02,15.2,3.51%,0.03508438464705503,交易結束,00939.TW 統一台灣高息動能
00939.TW,2026-02-23,15.93,2026-02-24,15.98,2026-03-05,15.7,-1.74%,-0.01735886582448717,交易結束,00939.TW 統一台灣高息動能
3062.TW,2026-02-24,26.9,2026-02-25,27.4,2026-02-26,26.15,-4.56%,-0.045620438591394065,交易結束,3062.TW 建漢
3062.TW,2026-03-30,30.7,2026-03-31,30.7,持股中,29.9,-2.61%,-0.026058668551134895,續抱中,3062.TW 建漢
4711.TWO,2026-01-14,15.75,2026-01-15,15.8,2026-01-23,15.5,-1.90%,-0.018987353612602037,交易結束,4711.TWO 永純
4571.TW,2026-01-14,171.5,2026-01-15,170.0,2026-01-22,172.0,1.18%,0.011764705882352941,交易結束,4571.TW 鈞興-KY
4571.TW,2026-01-26,180.0,2026-01-27,182.0,2026-02-05,179.0,-1.65%,-0.016483516483516484,交易結束,4571.TW 鈞興-KY
9929.TW,2026-03-18,12.45,2026-03-19,12.5,2026-03-27,11.85,-5.20%,-0.05199996948000006,交易結束,9929.TW 秋雨
7770.TWO,2026-01-02,69.6,2026-01-05,69.5,2026-01-08,58.2,-16.26%,-0.16258991708057557,交易結束,7770.TWO 君曜
6488.TWO,2026-01-06,433.0,2026-01-07,439.0,2026-01-30,502.0,14.35%,0.14350797266514806,交易結束,6488.TWO 環球晶
6488.TWO,2026-03-18,481.0,2026-03-19,476.0,2026-03-24,450.0,-5.46%,-0.0546218487394958,交易結束,6488.TWO 環球晶
2115.TW,2026-01-19,26.95,2026-01-20,27.15,2026-01-26,25.2,-7.18%,-0.07182316327810451,交易結束,2115.TW 六暉-KY
4142.TW,2026-03-23,18.35,2026-03-24,18.5,2026-04-08,18.3,-1.08%,-0.01081085204864866,交易結束,4142.TW 國光生
5388.TW,2026-01-05,81.0,2026-01-06,81.6,2026-01-07,79.6,-2.45%,-0.02450980437989596,交易結束,5388.TW 中磊
5388.TW,2026-04-02,79.8,2026-04-07,79.8,持股中,82.6,3.51%,0.035087660591722775,續抱中,5388.TW 中磊
3419.TW,2026-01-07,13.3,2026-01-08,13.3,2026-01-28,14.35,7.89%,0.07894738163494233,交易結束,3419.TW 譁裕
3419.TW,2026-02-03,15.0,2026-02-04,15.0,2026-02-09,14.7,-2.00%,-0.020000012713333366,交易結束,3419.TW 譁裕
4147.TWO,2026-04-02,57.1,2026-04-07,56.0,持股中,56.7,1.25%,0.012500013623214226,續抱中,4147.TWO 中裕
6547.TWO,2026-03-23,54.5,2026-03-24,59.9,持股中,59.3,-1.00%,-0.010016732446001117,續抱中,6547.TWO 高端疫苗
4166.TWO,2026-01-05,28.0,2026-01-06,28.65,2026-01-16,27.5,-4.01%,-0.04013960327445931,交易結束,4166.TWO 友霖
6101.TWO,2026-01-22,40.6,2026-01-23,40.1,2026-02-05,39.6,-1.25%,-0.012468828404643025,交易結束,6101.TWO 寬魚國際
6101.TWO,2026-03-25,38.8,2026-03-26,38.8,2026-04-01,38.45,-0.90%,-0.009020579409324913,交易結束,6101.TWO 寬魚國際
1528.TW,2026-01-15,25.8,2026-01-16,27.6,2026-01-28,28.8,4.35%,0.043478218804821014,交易結束,1528.TW 恩德
2344.TW,2026-01-05,95.5,2026-01-06,95.8,2026-01-16,102.0,6.47%,0.06471812892164101,交易結束,2344.TW 華邦電
2344.TW,2026-01-27,114.9,2026-01-28,119.87,2026-02-04,104.45,-12.86%,-0.12863071994382166,交易結束,2344.TW 華邦電
8917.TWO,2026-02-10,57.7,2026-02-11,56.7,2026-02-23,56.7,0.00%,0.0,交易結束,8917.TWO 欣泰
8917.TWO,2026-03-04,60.8,2026-03-05,64.8,2026-03-12,56.3,-13.12%,-0.1311728921973236,交易結束,8917.TWO 欣泰
7788.TW,2026-01-21,142.5,2026-01-22,145.0,2026-02-05,174.0,20.00%,0.2,交易結束,7788.TW 松川精密
7788.TW,2026-02-26,189.0,2026-03-02,180.0,2026-03-03,182.0,1.11%,0.011111111111111112,交易結束,7788.TW 松川精密
3684.TWO,2026-02-26,67.5,2026-03-02,68.3,2026-03-06,60.4,-11.57%,-0.11566619579663112,交易結束,3684.TWO 榮昌
1460.TW,2026-02-06,6.82,2026-02-09,6.86,2026-02-26,6.79,-1.02%,-0.010204106448651775,交易結束,1460.TW 宏遠
00735.TW,2026-01-05,55.81,2026-01-06,55.17,2026-02-03,62.65,13.56%,0.13558811409507118,交易結束,00735.TW 國泰臺韓科技
00735.TW,2026-02-23,73.5,2026-02-24,69.9,2026-03-05,69.2,-1.00%,-0.010014371422304297,交易結束,00735.TW 國泰臺韓科技
6222.TWO,2026-03-19,21.0,2026-03-20,21.0,2026-04-01,20.5,-2.38%,-0.023809523809523808,交易結束,6222.TWO 立軒
3227.TWO,2026-01-23,216.5,2026-01-26,216.5,2026-01-30,207.5,-4.16%,-0.04157043879907621,交易結束,3227.TWO 原相
2460.TW,2026-01-02,22.1,2026-01-05,23.0,2026-01-14,22.6,-1.74%,-0.0173912877608696,交易結束,2460.TW 建通
2460.TW,2026-02-11,26.35,2026-02-23,28.5,2026-03-05,25.9,-9.12%,-0.09122808356140348,交易結束,2460.TW 建通
2460.TW,2026-04-07,26.55,2026-04-08,27.4,持股中,27.4,0.00%,0.0,續抱中,2460.TW 建通
7781.TWO,2026-01-22,10.3,2026-01-23,10.3,2026-02-06,19.65,90.78%,0.9077669179309562,交易結束,7781.TWO 昕力資*
7781.TWO,2026-03-18,30.05,2026-03-19,29.45,2026-03-30,28.05,-4.75%,-0.04753825091793103,交易結束,7781.TWO 昕力資*
4168.TWO,2026-01-16,27.85,2026-01-19,28.1,2026-02-03,27.55,-1.96%,-0.019572994196900433,交易結束,4168.TWO 醣聯
2357.TW,2026-02-25,525.0,2026-02-26,530.0,2026-03-05,510.0,-3.77%,-0.03773584905660377,交易結束,2357.TW 華碩
2801.TW,2026-02-23,21.65,2026-02-24,21.8,2026-03-03,20.9,-4.13%,-0.04128438761907607,交易結束,2801.TW 彰銀
7718.TWO,2026-03-19,55.0,2026-03-20,55.5,2026-03-25,47.1,-15.14%,-0.1513513788450451,交易結束,7718.TWO 友鋮
00864B.TWO,2026-03-09,46.51,2026-03-10,46.51,2026-03-27,46.6,0.19%,0.001935071078220062,交易結束,00864B.TWO 中信美國公債0-1
00864B.TWO,2026-03-31,46.97,2026-04-01,46.88,2026-04-08,46.65,-0.49%,-0.0049061334675716065,交易結束,00864B.TWO 中信美國公債0-1
5291.TWO,2026-01-05,31.0,2026-01-06,33.2,2026-01-20,37.0,11.45%,0.11445780571626939,交易結束,5291.TWO 邑昇
5291.TWO,2026-01-26,42.2,2026-01-27,44.45,2026-01-30,36.9,-16.99%,-0.16985374819839302,交易結束,5291.TWO 邑昇
5291.TWO,2026-02-25,48.6,2026-02-26,53.4,2026-03-11,51.0,-4.49%,-0.04494384751535927,交易結束,5291.TWO 邑昇
5291.TWO,2026-03-23,68.5,2026-03-24,75.0,2026-04-07,71.1,-5.20%,-0.05200002034533327,交易結束,5291.TWO 邑昇
6109.TWO,2026-02-04,12.95,2026-02-05,13.1,2026-02-10,11.85,-9.54%,-0.09541984454941446,交易結束,6109.TWO 亞元
6725.TWO,2026-03-25,294.0,2026-03-26,294.0,2026-04-01,264.5,-10.03%,-0.10034013605442177,交易結束,6725.TWO 矽科宏晟
8455.TWO,2026-01-08,23.85,2026-01-09,23.35,2026-01-16,22.65,-3.00%,-0.029978618910627638,交易結束,8455.TWO 大拓-KY
3040.TW,2026-02-02,55.4,2026-02-03,55.0,2026-02-05,50.9,-7.45%,-0.07454542680181814,交易結束,3040.TW 遠見
4130.TWO,2026-01-05,29.44,2026-01-06,29.54,2026-01-19,31.35,6.13%,0.061287152232382285,交易結束,4130.TWO 健亞
3205.TWO,2026-01-29,52.2,2026-01-30,52.0,2026-02-02,48.1,-7.50%,-0.0750000293442308,交易結束,3205.TWO 佰研
3205.TWO,2026-03-27,56.5,2026-03-30,58.0,持股中,60.2,3.79%,0.03793104763620684,續抱中,3205.TWO 佰研
2439.TW,2026-01-14,109.5,2026-01-15,109.0,2026-01-26,107.0,-1.83%,-0.01834862385321101,交易結束,2439.TW 美律
2371.TW,2026-01-15,37.9,2026-01-16,38.6,2026-01-28,39.55,2.46%,0.024611419703486296,交易結束,2371.TW 大同
6894.TWO,2026-01-02,226.5,2026-01-05,228.5,2026-01-16,230.5,0.88%,0.0087527352297593,交易結束,6894.TWO 衛司特
6894.TWO,2026-02-23,253.12,2026-02-24,263.87,2026-03-30,340.0,28.85%,0.28850438606877066,交易結束,6894.TWO 衛司特
6125.TWO,2026-01-07,74.7,2026-01-08,76.0,2026-01-09,70.5,-7.24%,-0.07236842105263158,交易結束,6125.TWO 廣運
6220.TWO,2026-01-19,26.15,2026-01-20,26.2,2026-03-13,37.0,41.22%,0.41221369933672397,交易結束,6220.TWO 岳豐
4911.TWO,2026-04-02,41.5,2026-04-07,44.05,持股中,38.5,-12.60%,-0.12599317442043578,續抱中,4911.TWO 德英
1809.TW,2026-01-07,19.35,2026-01-08,19.3,2026-01-30,25.05,29.79%,0.2979274729165217,交易結束,1809.TW 中釉
1809.TW,2026-03-18,29.55,2026-03-19,32.5,2026-03-25,28.0,-13.85%,-0.13846153846153847,交易結束,1809.TW 中釉
7737.TWO,2026-02-04,40.45,2026-02-05,40.45,2026-02-09,40.45,0.00%,0.0,交易結束,7737.TWO 凱鈿
7737.TWO,2026-03-26,39.95,2026-03-27,39.1,2026-03-30,38.2,-2.30%,-0.023017845174499514,交易結束,7737.TWO 凱鈿
2342.TW,2026-01-06,32.9,2026-01-07,36.15,2026-01-27,35.4,-2.07%,-0.020746887091073994,交易結束,2342.TW 茂矽
6922.TWO,2026-02-11,164.0,2026-02-23,167.0,2026-03-04,157.0,-5.99%,-0.059880239520958084,交易結束,6922.TWO 宸曜
8255.TWO,2026-01-21,129.0,2026-01-22,130.0,2026-02-02,129.0,-0.77%,-0.007692307692307693,交易結束,8255.TWO 朋程
6612.TWO,2026-01-15,85.2,2026-01-16,84.2,2026-01-26,81.3,-3.44%,-0.03444173398467072,交易結束,6612.TWO 奈米醫材
8299.TWO,2026-01-28,2285.0,2026-01-29,2345.0,2026-02-04,1985.0,-15.35%,-0.1535181236673774,交易結束,8299.TWO 群聯
1609.TW,2026-01-20,42.55,2026-01-21,42.55,2026-02-02,40.95,-3.76%,-0.037602785026725524,交易結束,1609.TW 大亞
6144.TWO,2026-01-30,20.3,2026-02-02,22.3,2026-02-04,19.05,-14.57%,-0.14573991529977495,交易結束,6144.TWO 得利影
1440.TW,2026-01-26,13.95,2026-01-27,14.2,2026-02-02,13.5,-4.93%,-0.04929576188033108,交易結束,1440.TW 南紡
5269.TW,2026-01-09,1400.0,2026-01-12,1480.0,2026-01-19,1300.0,-12.16%,-0.12162162162162163,交易結束,5269.TW 祥碩
2069.TW,2026-01-28,20.3,2026-01-29,20.55,2026-02-04,19.5,-5.11%,-0.05109485528371119,交易結束,2069.TW 運錩
3555.TWO,2026-01-28,93.1,2026-01-29,92.8,2026-02-09,109.5,18.00%,0.17995685774792733,交易結束,3555.TWO 博士旺
3555.TWO,2026-02-26,141.5,2026-03-02,133.0,2026-03-05,113.0,-15.04%,-0.15037593984962405,交易結束,3555.TWO 博士旺
3555.TWO,2026-03-16,178.0,2026-03-17,177.0,2026-03-25,160.0,-9.60%,-0.096045197740113,交易結束,3555.TWO 博士旺
3551.TWO,2026-01-13,211.0,2026-01-14,214.5,2026-01-16,210.0,-2.10%,-0.02097902097902098,交易結束,3551.TWO 世禾
5285.TW,2026-01-06,50.7,2026-01-07,51.2,2026-01-09,49.75,-2.83%,-0.028320326978406626,交易結束,5285.TW 界霖
3570.TWO,2026-01-14,171.5,2026-01-15,171.5,2026-02-02,173.5,1.17%,0.011661807580174927,交易結束,3570.TWO 大塚
3570.TWO,2026-02-23,184.0,2026-02-24,184.0,2026-03-04,179.0,-2.72%,-0.02717391304347826,交易結束,3570.TWO 大塚
1301.TW,2026-01-08,41.7,2026-01-09,42.55,2026-01-22,42.3,-0.59%,-0.005875440763393037,交易結束,1301.TW 台塑
1301.TW,2026-01-23,44.4,2026-01-26,44.9,2026-02-03,45.0,0.22%,0.0022271374321070985,交易結束,1301.TW 台塑
1301.TW,2026-02-25,53.4,2026-02-26,53.0,2026-03-02,53.7,1.32%,0.01320756156415088,交易結束,1301.TW 台塑
3207.TWO,2026-01-06,75.2,2026-01-07,75.8,2026-01-21,76.2,0.53%,0.0052769641199967255,交易結束,3207.TWO 耀勝
6470.TWO,2026-01-08,43.85,2026-01-09,44.0,2026-01-13,41.1,-6.59%,-0.06590912558863642,交易結束,6470.TWO 宇智
6470.TWO,2026-01-21,45.35,2026-01-22,49.85,2026-02-06,53.5,7.32%,0.07321969182800261,交易結束,6470.TWO 宇智
6202.TW,2026-01-21,40.2,2026-01-22,40.35,2026-02-03,44.75,10.90%,0.10904589076315062,交易結束,6202.TW 盛群
6202.TW,2026-02-10,53.7,2026-02-11,55.4,2026-03-05,58.7,5.96%,0.059566771590380097,交易結束,6202.TW 盛群
1101.TW,2026-01-12,24.95,2026-01-13,25.4,2026-02-03,26.1,2.76%,0.02755908557140904,交易結束,1101.TW 台泥
3067.TWO,2026-03-06,18.75,2026-03-09,17.0,2026-03-10,17.85,5.00%,0.05000002244117643,交易結束,3067.TWO 全域
3504.TW,2026-02-24,60.7,2026-02-25,62.1,2026-03-05,60.8,-2.09%,-0.020933965683464294,交易結束,3504.TW 揚明光
2903.TW,2026-02-04,23.0,2026-02-05,22.9,2026-02-25,22.85,-0.22%,-0.0021833728311335485,交易結束,2903.TW 遠百
4939.TWO,2026-01-15,40.3,2026-01-16,40.6,2026-01-28,42.0,3.45%,0.03448279750042618,交易結束,4939.TWO 亞電
4939.TWO,2026-03-13,33.8,2026-03-16,33.9,2026-03-17,32.55,-3.98%,-0.039823074573273436,交易結束,4939.TWO 亞電
6669.TW,2026-02-25,4060.0,2026-02-26,4200.0,2026-03-10,4045.0,-3.69%,-0.036904761904761905,交易結束,6669.TW 緯穎
3567.TWO,2026-01-15,26.6,2026-01-16,26.7,2026-01-29,29.15,9.18%,0.09176025414217613,交易結束,3567.TWO 逸昌
3567.TWO,2026-03-18,26.9,2026-03-19,26.9,2026-03-20,26.8,-0.37%,-0.0037174863501197785,交易結束,3567.TWO 逸昌
6239.TW,2026-01-05,201.5,2026-01-06,199.0,2026-01-26,250.0,25.63%,0.2562814070351759,交易結束,6239.TW 力成
9907.TW,2026-02-25,19.5,2026-02-26,19.35,2026-03-09,18.5,-4.39%,-0.04392766742850616,交易結束,9907.TW 統一實
6830.TW,2026-01-12,189.0,2026-01-13,192.5,2026-01-14,180.0,-6.49%,-0.06493506493506493,交易結束,6830.TW 汎銓
6830.TW,2026-02-02,183.5,2026-02-03,189.0,2026-03-16,333.0,76.19%,0.7619047619047619,交易結束,6830.TW 汎銓
6830.TW,2026-03-31,467.5,2026-04-01,505.0,持股中,640.0,26.73%,0.26732673267326734,續抱中,6830.TW 汎銓
00891.TW,2026-01-02,19.77,2026-01-05,20.05,2026-02-03,23.24,15.88%,0.15883780176766454,交易結束,00891.TW 中信關鍵半導體
3010.TW,2026-01-26,121.0,2026-01-27,122.0,2026-02-03,124.0,1.64%,0.01639344262295082,交易結束,3010.TW 華立
2640.TWO,2026-03-16,145.0,2026-03-17,146.0,2026-04-08,173.5,18.84%,0.18835616438356165,交易結束,2640.TWO 大車隊
1419.TW,2026-01-19,75.5,2026-01-20,75.9,2026-02-02,72.6,-4.35%,-0.04347830020364232,交易結束,1419.TW 新紡
6412.TW,2026-02-04,92.5,2026-02-05,91.7,2026-03-02,89.0,-2.94%,-0.029443806303779758,交易結束,6412.TW 群電
6412.TW,2026-03-04,97.1,2026-03-05,95.0,2026-03-06,92.1,-3.05%,-0.030526331851578898,交易結束,6412.TW 群電
4720.TW,2026-01-02,16.6,2026-01-05,18.25,2026-01-14,17.3,-5.21%,-0.05205483632328768,交易結束,4720.TW 德淵
6616.TWO,2026-01-08,10.85,2026-01-09,11.1,2026-01-16,10.05,-9.46%,-0.09459460853262663,交易結束,6616.TWO 特昇-KY
6616.TWO,2026-03-19,10.15,2026-03-20,10.35,2026-03-23,10.0,-3.38%,-0.03381646073420478,交易結束,6616.TWO 特昇-KY
6616.TWO,2026-03-26,10.15,2026-03-27,10.2,2026-04-02,9.96,-2.35%,-0.023529389773240556,交易結束,6616.TWO 特昇-KY
3019.TW,2026-01-21,146.0,2026-01-22,150.0,2026-02-03,152.0,1.33%,0.013333333333333334,交易結束,3019.TW 亞光
3217.TWO,2026-01-13,165.5,2026-01-14,166.5,2026-01-22,162.0,-2.70%,-0.02702702702702703,交易結束,3217.TWO 優群
3545.TW,2026-01-06,53.4,2026-01-07,54.2,2026-01-14,52.4,-3.32%,-0.03321031755837349,交易結束,3545.TW 敦泰
3545.TW,2026-01-19,56.8,2026-01-20,56.0,2026-01-30,54.3,-3.04%,-0.030357156480357084,交易結束,3545.TW 敦泰
3492.TWO,2026-01-26,27.15,2026-01-27,27.35,2026-01-30,25.5,-6.76%,-0.06764169490657011,交易結束,3492.TWO 長盛
3492.TWO,2026-03-12,26.5,2026-03-13,25.4,2026-03-20,24.3,-4.33%,-0.04330710228038034,交易結束,3492.TWO 長盛
6134.TWO,2026-01-12,29.5,2026-01-13,29.55,2026-01-28,31.65,7.11%,0.0710660045893826,交易結束,6134.TWO 萬旭
4534.TWO,2026-01-15,16.35,2026-01-16,17.0,2026-02-03,22.4,31.76%,0.317647036382353,交易結束,4534.TWO 慶騰
4534.TWO,2026-03-02,31.1,2026-03-03,30.6,2026-03-10,27.35,-10.62%,-0.10620914900265391,交易結束,4534.TWO 慶騰
6655.TW,2026-02-11,128.5,2026-02-23,130.0,2026-03-10,124.5,-4.23%,-0.04230769230769231,交易結束,6655.TW 科定
2458.TW,2026-03-04,122.84,2026-03-05,126.22,2026-03-20,132.51,4.98%,0.04980844156254611,交易結束,2458.TW 義隆
1597.TW,2026-01-14,78.7,2026-01-15,78.1,2026-01-30,83.0,6.27%,0.06274009758815761,交易結束,1597.TW 直得
2432.TW,2026-03-10,27.0,2026-03-11,27.0,2026-03-24,27.05,0.19%,0.0018518235962962874,交易結束,2432.TW 倚天酷��-創
6462.TWO,2026-04-01,107.5,2026-04-02,108.0,2026-04-08,103.5,-4.17%,-0.041666666666666664,交易結束,6462.TWO 神盾
3687.TWO,2026-01-02,84.2,2026-01-05,84.9,2026-01-06,82.0,-3.42%,-0.03415785010339849,交易結束,3687.TWO 歐買尬
3687.TWO,2026-01-13,84.1,2026-01-14,84.8,2026-01-16,83.5,-1.53%,-0.015330224115745595,交易結束,3687.TWO 歐買尬
3687.TWO,2026-03-23,73.2,2026-03-24,74.1,2026-03-27,68.0,-8.23%,-0.08232116868709684,交易結束,3687.TWO 歐買尬
6899.TWO,2026-01-15,54.5,2026-01-16,53.5,2026-01-19,53.5,0.00%,0.0,交易結束,6899.TWO 創為精密
3147.TWO,2026-01-21,167.0,2026-01-22,171.5,2026-02-02,165.0,-3.79%,-0.037900874635568516,交易結束,3147.TWO 大綜
3147.TWO,2026-03-02,193.5,2026-03-03,199.5,2026-03-10,183.5,-8.02%,-0.08020050125313283,交易結束,3147.TWO 大綜
00665L.TW,2026-01-06,11.63,2026-01-07,11.57,2026-01-09,11.16,-3.54%,-0.03543646138420121,交易結束,00665L.TW 富邦�琤肭磪囓�2
00665L.TW,2026-01-13,11.67,2026-01-14,11.66,2026-01-20,11.3,-3.09%,-0.030874756553300797,交易結束,00665L.TW 富邦�琤肭磪囓�2
2328.TW,2026-01-16,51.0,2026-01-19,51.1,2026-01-30,52.8,3.33%,0.03326811768618056,交易結束,2328.TW 廣宇
9926.TW,2026-03-04,52.4,2026-03-05,53.4,2026-03-06,50.4,-5.62%,-0.056179773675567105,交易結束,9926.TW 新海
9926.TW,2026-03-09,57.2,2026-03-10,51.5,2026-03-12,51.3,-0.39%,-0.0038835099592232367,交易結束,9926.TW 新海
1439.TW,2026-01-07,29.1,2026-01-08,29.0,2026-01-09,30.2,4.14%,0.04137933665172415,交易結束,1439.TW 雋揚
4915.TW,2026-01-07,79.0,2026-01-08,79.0,2026-01-09,79.0,0.00%,0.0,交易結束,4915.TW 致伸
4915.TW,2026-02-06,80.8,2026-02-09,82.5,2026-03-03,78.0,-5.45%,-0.05454545454545454,交易結束,4915.TW 致伸
0052.TW,2026-01-06,41.1,2026-01-07,41.1,2026-02-03,43.47,5.77%,0.05766430254476789,交易結束,0052.TW 富邦科技
6901.TW,2026-01-09,16.95,2026-01-12,17.0,2026-01-23,17.45,2.65%,0.02647063311176472,交易結束,6901.TW 鑽石投資
6901.TW,2026-01-26,18.55,2026-01-27,18.55,2026-01-29,17.85,-3.77%,-0.03773578891582932,交易結束,6901.TW 鑽石投資
1447.TW,2026-01-26,5.72,2026-01-27,6.29,2026-02-03,5.43,-13.67%,-0.13672498232261088,交易結束,1447.TW 力鵬
1447.TW,2026-03-18,5.6,2026-03-19,5.54,2026-03-23,5.24,-5.42%,-0.05415165936158461,交易結束,1447.TW 力鵬
4702.TWO,2026-01-14,10.3,2026-01-15,10.3,2026-01-28,10.0,-2.91%,-0.02912623156753671,交易結束,4702.TWO 中美實
4702.TWO,2026-03-19,10.25,2026-03-20,10.45,2026-03-25,10.2,-2.39%,-0.023923445412650818,交易結束,4702.TWO 中美實
5234.TW,2026-01-02,381.5,2026-01-05,401.5,2026-01-13,357.5,-10.96%,-0.1095890410958904,交易結束,5234.TW 達興材料
5234.TW,2026-02-11,382.06,2026-02-23,391.4,2026-03-03,390.42,-0.25%,-0.0025125613528866916,交易結束,5234.TW 達興材料
2740.TWO,2026-01-22,30.45,2026-01-23,30.45,2026-02-23,42.15,38.42%,0.3842364686327094,交易結束,2740.TWO 天蔥
1805.TW,2026-03-23,12.0,2026-03-24,11.7,2026-03-27,10.85,-7.26%,-0.07264952492771493,交易結束,1805.TW 寶徠
2634.TW,2026-01-08,54.9,2026-01-09,55.6,2026-01-28,55.3,-0.54%,-0.005395669878295812,交易結束,2634.TW 漢翔
5487.TWO,2026-04-01,27.95,2026-04-02,27.45,2026-04-07,27.4,-0.18%,-0.001821535264493633,交易結束,5487.TWO 通泰
00936.TW,2026-01-02,16.08,2026-01-05,16.13,2026-02-02,17.0,5.35%,0.053517794139214404,交易結束,00936.TW 台新永續高息中小
00936.TW,2026-02-23,17.44,2026-02-24,17.5,2026-03-04,17.13,-2.11%,-0.021097097880741652,交易結束,00936.TW 台新永續高息中小
4549.TWO,2026-04-02,97.0,2026-04-07,106.0,持股中,107.0,0.94%,0.009433962264150943,續抱中,4549.TWO 桓達
6834.TW,2026-01-02,29.75,2026-01-05,30.7,2026-01-08,28.6,-6.84%,-0.06840391951839253,交易結束,6834.TW 天二科技
6834.TW,2026-01-12,32.8,2026-01-13,32.4,2026-01-27,34.6,6.79%,0.06790113717869291,交易結束,6834.TW 天二科技
2363.TW,2026-01-19,52.0,2026-01-20,51.4,2026-02-02,51.9,0.97%,0.009727626170362163,交易結束,2363.TW 矽統
6692.TWO,2026-04-07,32.35,2026-04-08,32.4,持股中,32.4,0.00%,0.0,續抱中,6692.TWO 進能服
8096.TWO,2026-01-26,53.1,2026-01-27,56.0,2026-02-09,63.2,12.86%,0.1285714421946428,交易結束,8096.TWO 擎亞
8096.TWO,2026-03-13,75.7,2026-03-16,76.7,2026-04-01,90.6,18.12%,0.18122558121205004,交易結束,8096.TWO 擎亞
6510.TWO,2026-01-21,2980.0,2026-01-22,3120.0,2026-02-25,3765.0,20.67%,0.20673076923076922,交易結束,6510.TWO 精測
3645.TW,2026-01-19,63.7,2026-01-20,62.6,2026-01-30,66.6,6.39%,0.06389776513580842,交易結束,3645.TW 達邁
3645.TW,2026-03-10,75.5,2026-03-11,79.5,2026-03-23,75.0,-5.66%,-0.05660377358490566,交易結束,3645.TW 達邁
2414.TW,2026-02-26,43.1,2026-03-02,43.1,2026-03-05,41.35,-4.06%,-0.04060324969736656,交易結束,2414.TW 精技
2414.TW,2026-03-11,43.4,2026-03-12,43.4,2026-03-24,43.55,0.35%,0.0034561683393141422,交易結束,2414.TW 精技
