rev_yoy,gm,om,prev_year,prev_rev_yoy,date,advice,prev_eps_yoy,name,eps,status,est_price,eps_yoy,pe,prev_eps,expansion,symbol,price
557.02,N/A,N/A,2025,-8.52,2026-03,⚪ 數據不足,-95.34,麗清,-0.67,📉 獲利侵蝕,-26.999999999999996,-368.0,0.0,0.11,-925.02,3346.TW,23.7000007629
979.38,N/A,N/A,2025,14.75,2026-03,⚪ 數據不足,-128.95,淳安,-0.07,⚠️ 獲利稀釋,-14.7,53.33,0.0,-0.22,-926.05,6283.TW,24.0
902.2,11.63%,3.86%,2025,6.01,2026-03,⚪ 中性觀察,-37.71,美律,1.03,📉 獲利侵蝕,173.85,-26.62,7.972390123028473,5.36,-928.82,2439.TW,92.4000015259
919.31,N/A,N/A,2025,0.57,2026-03,⚪ 中性觀察,-12.28,松和,0.36,📉 獲利侵蝕,52.35,-14.29,7.191977186676217,1.5,-933.5999999999999,5016.TWO,25.1000003815
942.93,N/A,N/A,2025,14.56,2026-03,⚪ 中性觀察,9.24,安倉,0.42,⚠️ 獲利稀釋,64.49999999999999,5.0,5.546511716627908,2.03,-937.93,5548.TWO,23.8500003815
888.91,N/A,N/A,2025,3.73,2026-03,⚪ 中性觀察,-17.45,志超,0.3,📉 獲利侵蝕,83.55000000000001,-53.13,6.678635684542189,2.27,-942.04,8213.TW,37.2000007629
853.85,N/A,N/A,2025,-40.09,2026-03,⚪ 中性觀察,-82.78,天剛,0.06,📉 獲利侵蝕,33.0,-88.24,11.045454198681817,0.52,-942.09,5310.TWO,24.2999992371
887.43,5.79%,2.48%,2025,59.7,2026-03,⚪ 中性觀察,3.11,捷迅,0.68,📉 獲利侵蝕,203.85,-61.8,4.9080203788226635,6.3,-949.2299999999999,2643.TWO,66.6999969482
901.62,N/A,N/A,2025,-0.02,2026-03,⚪ 數據不足,52.17,沈氏,-0.26,📉 獲利侵蝕,-11.55,-52.94,0.0,-0.11,-954.56,8921.TWO,18.2000007629
866.28,9.91%,-0.28%,2025,14.95,2026-03,⚪ 中性觀察,981.25,精英,0.11,📉 獲利侵蝕,58.35,-89.22,5.758354657712082,1.41,-955.5,2331.TW,22.3999996185
1728.18,37.77%,36.66%,2025,-17.06,2026-03,⚪ 中性觀察,-34.78,慧洋-KY,1.6,⚠️ 獲利稀釋,145.35,766.67,7.987616256542828,5.27,-961.5100000000001,2637.TW,77.4000015259
813.75,7.45%,-2.27%,2025,-8.68,2026-03,⚪ 數據不足,-129.63,燁輝,-0.4,📉 獲利侵蝕,-67.64999999999999,-150.0,0.0,-1.85,-963.75,2023.TW,13.9499998093
1042.99,1.54%,-34.06%,2025,27.53,2026-03,⚪ 數據不足,6.88,位速,-0.1,⚠️ 獲利稀釋,-55.05,74.36,0.0,-1.51,-968.63,3508.TWO,18.7999992371
279.91,15.17%,-15.09%,2025,5.58,2026-03,⚪ 數據不足,9.52,寶德,-0.48,📉 獲利侵蝕,-41.400000000000006,-700.0,0.0,-1.02,-979.9100000000001,3349.TWO,18.25
1032.08,11.02%,-2.22%,2025,-11.17,2026-03,⚪ 數據不足,-8644.44,英利-KY,-1.68,⚠️ 獲利稀釋,-252.15000000000003,51.72,0.0,-7.87,-980.3599999999999,2239.TW,22.7000007629
1018.02,11.56%,2.51%,2025,4.14,2026-03,⚪ 中性觀察,-31.87,宏��,0.23,⚠️ 獲利稀釋,43.8,35.29,11.780822440376713,1.26,-982.73,2353.TW,34.4000015259
1114.03,N/A,N/A,2025,-0.51,2026-03,⚪ 中性觀察,-26.77,精星,0.3,⚠️ 獲利稀釋,54.300000000000004,130.77,8.991712496436465,2.39,-983.26,8183.TWO,32.5499992371
75.25,N/A,N/A,2025,-14.66,2026-03,⚪ 數據不足,-259.36,築間,-0.9,📉 獲利侵蝕,-171.60000000000002,-909.09,0.0,-6.69,-984.34,7723.TWO,23.7999992371
1136.23,15.72%,-0.44%,2025,2.6,2026-03,⚪ 數據不足,-286.84,易飛網,0.17,🔄 轉虧為盈,-44.7,151.52,0.0,-1.42,-984.71,2734.TWO,15.4499998093
1061.93,N/A,N/A,2025,14.78,2026-03,⚪ 數據不足,58.56,彩晶,-0.06,⚠️ 獲利稀釋,-27.599999999999998,76.0,0.0,-0.75,-985.9300000000001,6116.TW,18.7999992371
503.59,N/A,N/A,2025,-12.26,2026-03,⚪ 數據不足,-1354.17,來思達,-0.91,📉 獲利侵蝕,-118.8,-495.0,0.0,-3.49,-998.5899999999999,8066.TWO,15.5500001907
974.87,N/A,N/A,2025,-21.83,2026-03,⚪ 中性觀察,-57.28,豐藝,1.0,📉 獲利侵蝕,95.7,-24.24,8.60501591315047,2.73,-999.11,6189.TW,54.9000015259
246.12,22.76%,-1.26%,2025,2.83,2026-03,⚪ 數據不足,-92.04,廣華-KY,-1.15,📉 獲利侵蝕,-112.80000000000001,-753.85,0.0,-2.24,-999.97,1338.TW,17.2000007629
1008.82,N/A,N/A,2025,-61.92,2026-03,⚪ 數據不足,-38.16,浩宇生醫,-0.41,⚠️ 獲利稀釋,-76.95,6.82,0.0,-2.14,-1002.0,6872.TWO,17.8999996185
1394.7,N/A,N/A,2025,-32.9,2026-03,❌ 暫避觀望,-45.83,大展證,0.49,⚠️ 獲利稀釋,17.099999999999998,388.24,19.999999330789475,0.39,-1006.46,6020.TWO,22.7999992371
881.55,11.52%,-13.20%,2025,26.05,2026-03,⚪ 數據不足,-440.0,耀勝,-0.45,📉 獲利侵蝕,-7.800000000000001,-125.0,0.0,-0.82,-1006.55,3207.TWO,68.4000015259
960.71,9.15%,0.67%,2025,6.13,2026-03,❌ 暫避觀望,-31.22,瑞軒,0.15,📉 獲利侵蝕,37.49999999999999,-53.13,19.260000610360006,1.22,-1013.84,2489.TW,48.1500015259
325.38,29.43%,-10.81%,2025,-7.75,2026-03,❌ 暫避觀望,189.47,雲嘉南,-0.32,📉 獲利侵蝕,2.999999999999999,-700.0,96.75000190750002,0.51,-1025.38,3191.TWO,19.3500003815
1288.64,N/A,N/A,2025,58.82,2026-03,⚪ 數據不足,88.24,德宏,0.24,🔄 轉虧為盈,-6.6000000000000005,260.0,0.0,-0.16,-1028.64,5475.TWO,252.0
129.28,N/A,N/A,2025,22.72,2026-03,⚪ 數據不足,25.0,晉弘,-0.32,📉 獲利侵蝕,-24.150000000000002,-900.0,0.0,0.2,-1029.28,6796.TW,59.2999992371
1219.6,N/A,N/A,2025,11.07,2026-03,❌ 暫避觀望,-33.33,福懋科,0.96,⚠️ 獲利稀釋,39.300000000000004,182.35,28.96946623125954,1.36,-1037.25,8131.TW,75.9000015259
1237.92,N/A,N/A,2025,5.45,2026-03,❌ 暫避觀望,-64.1,南茂,0.72,⚠️ 獲利稀釋,13.649999999999999,200.0,114.28571428571429,0.7,-1037.92,8150.TW,104.0
1053.77,9.65%,1.10%,2025,0.36,2026-03,⚪ 中性觀察,-15.09,福壽,0.11,⚠️ 獲利稀釋,13.05,10.0,14.4827590591954,0.45,-1043.77,1219.TW,12.6000003815
1000.02,N/A,N/A,2025,-7.42,2026-03,⚪ 數據不足,-248.85,霖宏,0.16,🔄 轉虧為盈,-131.54999999999998,-46.67,0.0,-2.59,-1046.69,5464.TWO,73.6999969482
1046.4,10.03%,3.96%,2025,72.06,2026-03,⚪ 中性觀察,57.01,神達,1.1,📉 獲利侵蝕,184.04999999999998,-0.9,7.082314712787286,5.15,-1047.3000000000002,3706.TW,86.9000015259
1074.05,10.74%,5.38%,2025,-6.25,2026-03,⚪ 中性觀察,8.0,福懋油,0.44,⚠️ 獲利稀釋,59.7,15.79,8.103015075376884,1.62,-1058.26,1225.TW,32.25
1393.26,N/A,N/A,2025,-1.96,2026-03,⚪ 數據不足,-300.0,凌巨,0.43,🔄 轉虧為盈,-15.0,330.0,0.0,-0.3,-1063.26,8105.TW,21.8999996185
1037.73,N/A,N/A,2025,-3.46,2026-03,⚪ 中性觀察,-17.53,富邦媒,2.43,📉 獲利侵蝕,412.79999999999995,-28.74,12.390988372093025,11.29,-1066.47,8454.TW,341.0
1087.95,N/A,N/A,2025,4.86,2026-03,⚪ 中性觀察,66.15,倍微,0.24,⚠️ 獲利稀釋,38.1,20.0,13.838583277913386,1.08,-1067.95,6270.TWO,35.1500015259
526.87,27.19%,-0.09%,2025,55.97,2026-03,❌ 暫避觀望,-140.0,興泰,-0.54,📉 獲利侵蝕,10.949999999999998,-542.86,51.57534455602741,-0.03,-1069.73,1235.TW,37.6500015259
1138.84,10.28%,4.26%,2025,27.07,2026-03,⚪ 中性觀察,24.57,技嘉,7.86,⚠️ 獲利稀釋,735.45,69.03,7.016112584132164,18.2,-1069.81,2376.TW,344.0
1259.84,8.90%,-6.13%,2025,-2.48,2026-03,❌ 暫避觀望,71.43,百容,0.15,⚠️ 獲利稀釋,32.7,188.24,18.18807409444954,0.6,-1071.6,2483.TW,39.6500015259
1100.69,N/A,N/A,2025,-9.17,2026-03,⚪ 數據不足,-116.18,利勤,-0.28,⚠️ 獲利稀釋,-111.9,17.65,0.0,-2.94,-1083.04,4426.TW,7.9800000191
1248.87,N/A,N/A,2025,-6.4,2026-03,❌ 暫避觀望,102.7,大拓-KY,0.19,⚠️ 獲利稀釋,2.8499999999999996,157.58,163.68421253421053,0.02,-1091.29,8455.TWO,31.1000003815
848.03,N/A,N/A,2025,-3.95,2026-03,⚪ 數據不足,-21.74,佳總,-0.14,📉 獲利侵蝕,-38.1,-250.0,0.0,-1.12,-1098.03,5355.TWO,6.8699998856
1092.42,8.57%,1.90%,2025,-0.68,2026-03,⚪ 中性觀察,-31.13,東隆興,0.16,📉 獲利侵蝕,23.55,-5.88,8.980891962738852,0.73,-1098.3000000000002,4401.TWO,14.1000003815
907.13,3.78%,0.03%,2025,-28.43,2026-03,❌ 暫避觀望,-47.37,三商壽,-0.03,📉 獲利侵蝕,3.1500000000000004,-200.0,41.619046529047615,0.2,-1107.13,2867.TW,8.7399997711
1271.05,N/A,N/A,2025,-0.22,2026-03,❌ 暫避觀望,25.0,亞通,0.27,⚠️ 獲利稀釋,18.9,162.5,21.269840664365084,0.05,-1108.55,6179.TWO,26.7999992371
1119.98,N/A,N/A,2025,9.49,2026-03,⚪ 數據不足,8.37,金萬林-創,-0.76,⚠️ 獲利稀釋,-98.39999999999999,8.54,0.0,-2.41,-1111.44,6645.TW,15.3500003815
1011.49,29.35%,-34.05%,2025,58.33,2026-03,❌ 暫避觀望,-100.0,天方能源,0.0,📉 獲利侵蝕,12.6,-100.0,25.238096146309527,0.0,-1111.49,3073.TWO,21.2000007629
1134.09,1.51%,-21.28%,2025,-15.24,2026-03,⚪ 數據不足,-147.12,鴻碩,-0.95,⚠️ 獲利稀釋,-204.29999999999998,21.49,0.0,-5.14,-1112.6,3092.TW,31.2999992371
1251.42,N/A,N/A,2025,8.58,2026-03,❌ 暫避觀望,22.08,亞泰金屬,2.94,⚠️ 獲利稀釋,240.74999999999994,135.2,27.975077881619942,6.8,-1116.22,6727.TWO,449.0
1259.13,N/A,N/A,2025,9.01,2026-03,⚪ 中性觀察,22.78,好德,0.73,⚠️ 獲利稀釋,69.3,140.0,10.335497835497835,2.22,-1119.13,3114.TWO,47.75
860.45,N/A,N/A,2025,11.23,2026-03,⚪ 中性觀察,-8.26,博弘,-2.31,📉 獲利侵蝕,123.15,-260.42,9.135200974421437,5.11,-1120.8700000000001,6997.TWO,75.0
1189.95,N/A,N/A,2025,41.88,2026-03,⚪ 中性觀察,17.08,茂綸,3.0,⚠️ 獲利稀釋,251.25,64.84,7.2835820895522385,7.54,-1125.1100000000001,6227.TWO,122.0
4328.03,45.87%,37.60%,2025,-0.1,2026-03,⚪ 中性觀察,-43.36,新興,0.66,⚠️ 獲利稀釋,42.3,3200.0,10.99290780141844,1.45,-1128.0299999999997,2605.TW,31.0
1180.96,6.52%,2.26%,2025,-4.78,2026-03,⚪ 數據不足,-39.68,亞聚,-0.2,⚠️ 獲利稀釋,-60.300000000000004,50.0,0.0,-1.76,-1130.96,1308.TW,13.9499998093
1252.91,12.43%,7.27%,2025,15.12,2026-03,⚪ 中性觀察,-26.67,新光鋼,0.22,⚠️ 獲利稀釋,123.89999999999999,120.75,4.727602813208233,3.3,-1132.16,2031.TW,39.0499992371
1179.43,N/A,N/A,2025,-25.98,2026-03,⚪ 數據不足,62.26,光耀,-0.4,⚠️ 獲利稀釋,-121.05000000000001,46.58,0.0,-3.45,-1132.8500000000001,3666.TWO,25.8999996185
1137.15,7.45%,-4.90%,2025,-16.11,2026-03,⚪ 數據不足,55.88,南紡,-0.05,📉 獲利侵蝕,-4.2,0.0,0.0,-0.15,-1137.15,1440.TW,13.3000001907
1033.1,-12.82%,-39.60%,2025,85.08,2026-03,⚪ 數據不足,-245.95,永捷,-0.02,📉 獲利侵蝕,-0.3000000000000011,-105.88,0.0,-0.54,-1138.98,4714.TWO,13.0500001907
1201.0,46.90%,-39.20%,2025,20.96,2026-03,⚪ 數據不足,-70.0,桂田文創,-0.04,⚠️ 獲利稀釋,-11.700000000000001,60.0,0.0,-0.34,-1141.0,4806.TWO,10.25
1190.45,N/A,N/A,2025,19.77,2026-03,⚪ 數據不足,-90.74,研通,0.14,⚠️ 獲利稀釋,-1.7999999999999996,40.0,0.0,0.05,-1150.45,6229.TWO,27.75
1163.07,N/A,N/A,2025,8.17,2026-03,⚪ 中性觀察,4.7,建��,1.2,⚠️ 獲利稀釋,156.75,8.11,5.43540662555981,4.01,-1154.96,3046.TW,56.7999992371
1325.24,N/A,N/A,2025,-0.95,2026-03,⚪ 數據不足,28.3,榮星,0.08,⚠️ 獲利稀釋,-1.3499999999999996,166.67,0.0,0.68,-1158.57,1617.TW,16.2000007629
1768.76,N/A,N/A,2025,38.99,2026-03,⚪ 中性觀察,51.64,必應,1.42,⚠️ 獲利稀釋,305.85,610.0,3.884256839048553,9.13,-1158.76,6625.TW,79.1999969482
1727.49,N/A,N/A,2025,24.87,2026-03,❌ 暫避觀望,18.74,巨漢,6.72,⚠️ 獲利稀釋,384.29999999999995,564.0,15.339578454332555,10.62,-1163.49,6903.TWO,393.0
1315.37,N/A,N/A,2025,19.04,2026-03,⚪ 中性觀察,63.03,亞翔,9.45,⚠️ 獲利稀釋,959.4,149.34,12.867417135709818,30.51,-1166.03,6139.TW,823.0
2606.42,4.05%,-1.33%,2025,-17.66,2026-03,⚪ 數據不足,-1750.0,台化,1.07,🔄 轉虧為盈,-31.499999999999993,1437.5,0.0,-0.99,-1168.92,1326.TW,54.2000007629
724.03,N/A,N/A,2025,10.06,2026-03,⚪ 數據不足,-134.48,華盈,-0.07,📉 獲利侵蝕,-6.0,-450.0,0.0,-0.1,-1174.03,3520.TWO,17.1000003815
977.75,20.24%,6.22%,2025,-14.6,2026-03,⚪ 中性觀察,-22.09,江申,-0.82,📉 獲利侵蝕,97.2,-202.5,10.185185185185185,3.21,-1180.25,1525.TW,66.0
1868.89,10.48%,5.07%,2025,13.3,2026-03,⚪ 數據不足,-407.14,晟鈦,0.55,🔄 轉虧為盈,-13.799999999999999,685.71,0.0,-0.43,-1183.18,3229.TW,45.75
410.26,N/A,N/A,2025,18.08,2026-03,⚪ 數據不足,-24.07,安力-KY,-0.44,📉 獲利侵蝕,-14.4,-780.0,0.0,-0.67,-1190.26,5223.TWO,25.6000003815
1167.83,N/A,N/A,2025,45.18,2026-03,⚪ 數據不足,-35.0,訊芯-KY,-1.45,📉 獲利侵蝕,-52.05,-37.86,0.0,0.26,-1205.6899999999998,6451.TW,561.0
32.83,34.83%,-28.70%,2025,4.63,2026-03,⚪ 中性觀察,1502.33,大魯閣,-0.54,📉 獲利侵蝕,74.25,-1180.0,3.5555556326262625,6.03,-1212.83,1432.TW,17.6000003815
1226.55,5.36%,1.66%,2025,-0.55,2026-03,⚪ 中性觀察,-4.59,金寶,0.35,📉 獲利侵蝕,42.0,0.0,12.678571428571429,1.05,-1226.55,2312.TW,35.5
530.2,N/A,N/A,2025,-0.23,2026-03,❌ 暫避觀望,-54.76,中光電,-0.3,📉 獲利侵蝕,19.349999999999998,-700.0,54.26356589147288,0.95,-1230.2,5371.TWO,70.0
-20.19,53.12%,6.13%,2025,-9.54,2026-03,❌ 暫避觀望,-49.53,由田,-0.81,🏰 高護城河,28.349999999999994,-1257.14,128.04232804232805,2.67,-1236.95,3455.TWO,242.0
264.19,16.85%,-24.14%,2025,-68.65,2026-03,⚪ 數據不足,-106.76,藝舍-KY,-0.43,📉 獲利侵蝕,-16.200000000000003,-975.0,0.0,-0.2,-1239.19,2724.TWO,12.3500003815
2631.9,N/A,N/A,2025,4.48,2026-03,⚪ 數據不足,-14.2,力積電,3.36,🔄 轉虧為盈,-19.050000000000004,1388.46,0.0,-1.86,-1243.44,6770.TW,74.1999969482
1050.66,N/A,N/A,2025,-5.33,2026-03,⚪ 數據不足,-1277.78,台富,-0.2,📉 獲利侵蝕,-39.0,-200.0,0.0,-1.12,-1250.66,1454.TW,12.8500003815
1328.22,N/A,N/A,2025,22.83,2026-03,❌ 暫避觀望,-72.78,擎亞,1.9,⚠️ 獲利稀釋,59.25,75.93,39.36708860759494,0.89,-1252.29,8096.TWO,155.5
1381.51,N/A,N/A,2025,-11.09,2026-03,⚪ 數據不足,-56.76,榮科,0.13,🔄 轉虧為盈,-137.7,119.7,0.0,-3.48,-1261.81,4989.TW,85.5
1357.18,8.50%,0.94%,2025,2.17,2026-03,⚪ 數據不足,-130.48,承啟,0.62,🔄 轉虧為盈,-31.049999999999997,87.88,0.0,-0.32,-1269.3000000000002,2425.TW,39.4000015259
1263.41,9.56%,7.58%,2025,51.01,2026-03,⚪ 中性觀察,34.08,根基,1.43,📉 獲利侵蝕,318.15000000000003,-6.54,4.545026003107025,9.52,-1269.95,2546.TW,96.4000015259
1147.67,1.56%,-12.63%,2025,16.55,2026-03,⚪ 中性觀察,6600.0,建漢,-0.54,📉 獲利侵蝕,51.3,-124.0,7.5877195213157895,0.68,-1271.67,3062.TW,25.9500007629
1327.87,4.18%,-22.27%,2025,19.21,2026-03,⚪ 中性觀察,173.02,新鉅科,-0.27,⚠️ 獲利稀釋,95.55,50.0,5.463108200486657,1.86,-1277.87,3630.TWO,34.7999992371
878.17,N/A,N/A,2025,-10.68,2026-03,⚪ 數據不足,54.46,桓鼎-KY,-0.75,📉 獲利侵蝕,-97.8,-400.0,0.0,-2.52,-1278.17,5543.TWO,29.4500007629
1454.03,14.20%,8.91%,2025,16.5,2026-03,❌ 暫避觀望,19.51,和桐,0.23,⚠️ 獲利稀釋,19.5,175.0,15.653846447307691,0.5,-1279.03,1714.TW,20.3500003815
1372.33,16.83%,-125.48%,2025,-31.79,2026-03,⚪ 數據不足,-20.55,蔚華科,-0.15,⚠️ 獲利稀釋,-91.95000000000002,76.92,0.0,-2.68,-1295.4099999999999,3055.TW,91.0999984741
1339.04,13.39%,3.80%,2025,29.36,2026-03,❌ 暫避觀望,-4.59,昇貿,1.73,⚠️ 獲利稀釋,132.6,39.17,16.5158371040724,3.16,-1299.87,3305.TW,146.0
1340.02,12.45%,8.05%,2025,69.32,2026-03,❌ 暫避觀望,-44.71,安馳,2.83,⚠️ 獲利稀釋,61.349999999999994,40.1,27.017114914425427,2.3,-1299.92,3528.TW,110.5
1447.14,N/A,N/A,2025,26.06,2026-03,⚪ 數據不足,134.62,佳龍,0.05,⚠️ 獲利稀釋,-2.8499999999999983,141.67,0.0,0.54,-1305.47,9955.TW,26.9500007629
1296.21,-3.41%,-18.43%,2025,-8.7,2026-03,⚪ 數據不足,-491.43,和大,-0.52,📉 獲利侵蝕,-108.30000000000001,-40.54,0.0,-2.74,-1336.75,1536.TW,48.7000007629
1380.15,N/A,N/A,2025,10.43,2026-03,⚪ 數據不足,-17.44,福華,-0.16,⚠️ 獲利稀釋,-34.05,40.74,0.0,-1.01,-1339.41,8085.TWO,12.8999996185
211.07,13.67%,-6.40%,2025,10.78,2026-03,⚪ 數據不足,-145.21,福永生技,-0.52,📉 獲利侵蝕,-23.400000000000002,-1140.0,0.0,-0.33,-1351.07,4183.TWO,14.0
1362.88,7.55%,-10.37%,2025,-24.55,2026-03,⚪ 數據不足,-82.6,山隆,-1.37,⚠️ 獲利稀釋,-224.55,11.76,0.0,-6.25,-1351.1200000000001,2616.TW,13.8500003815
1433.26,41.15%,17.10%,2025,43.43,2026-03,⚪ 數據不足,120.0,陽程,-0.2,⚠️ 獲利稀釋,-19.8,81.37,0.0,0.48,-1351.8899999999999,3498.TWO,123.0
1397.45,N/A,N/A,2025,96.9,2026-03,⚪ 數據不足,-150.36,雲豹能源,-0.99,⚠️ 獲利稀釋,-23.400000000000002,45.14,0.0,-4.2,-1352.31,6869.TW,77.3000030518
1344.23,N/A,N/A,2025,-21.87,2026-03,⚪ 數據不足,-22.22,中茂,-0.36,📉 獲利侵蝕,-50.25,-9.09,0.0,-1.43,-1353.32,5205.TWO,24.8999996185
1239.51,4.20%,-24.63%,2025,59.22,2026-03,⚪ 數據不足,9.68,銘旺科,-0.45,📉 獲利侵蝕,-51.9,-114.29,0.0,-1.4,-1353.8,2429.TW,38.5499992371
1430.94,23.60%,7.93%,2025,12.25,2026-03,⚪ 數據不足,32.41,達航科技,-0.21,⚠️ 獲利稀釋,-39.599999999999994,73.75,0.0,-0.73,-1357.19,4577.TWO,87.4000015259
1437.19,N/A,N/A,2025,-22.72,2026-03,⚪ 中性觀察,-29.6,倍力,1.95,⚠️ 獲利稀釋,142.35,76.85,8.967333875036882,3.16,-1360.3400000000001,6874.TWO,85.0999984741
1186.57,12.71%,7.26%,2025,-3.11,2026-03,⚪ 數據不足,-96.0,寶隆,-0.03,📉 獲利侵蝕,-8.25,-200.0,0.0,0.01,-1386.57,1906.TW,11.4499998093
1442.9,8.10%,2.38%,2025,18.17,2026-03,⚪ 中性觀察,18.73,精技,1.17,⚠️ 獲利稀釋,124.65,42.68,7.557159956329723,3.17,-1400.22,2414.TW,62.7999992371
3.74,N/A,N/A,2025,0.0,2026-03,❌ 暫避觀望,-47.75,鏵友益,-0.65,📉 獲利侵蝕,6.149999999999999,-1400.0,315.85365853658544,0.59,-1403.74,6877.TWO,129.5
1417.06,N/A,N/A,2025,-59.56,2026-03,⚪ 數據不足,-433.33,元晶,-0.2,⚠️ 獲利稀釋,-135.45,13.04,0.0,-6.24,-1404.02,6443.TW,39.3499984741
123.71,N/A,N/A,2025,19.38,2026-03,⚪ 數據不足,-394.74,常珵,-0.72,📉 獲利侵蝕,-53.699999999999996,-1283.33,0.0,-1.14,-1407.04,8097.TWO,60.2999992371
1474.18,9.08%,-2.06%,2025,4.72,2026-03,❌ 暫避觀望,-96.3,群創,0.2,⚠️ 獲利稀釋,4.3500000000000005,66.67,222.06897077896548,0.03,-1407.51,3481.TW,64.4000015259
1337.58,8.16%,-0.43%,2025,-4.37,2026-03,⚪ 數據不足,-93.16,台榮,-0.17,📉 獲利侵蝕,-1.05,-70.0,0.0,0.08,-1407.58,1220.TW,11.6999998093
1436.78,N/A,N/A,2025,-26.42,2026-03,⚪ 數據不足,-95.24,高僑,0.23,⚠️ 獲利稀釋,-11.25,21.05,0.0,0.05,-1415.73,6234.TWO,45.0999984741
1515.35,15.30%,3.04%,2025,1.81,2026-03,❌ 暫避觀望,-52.74,台肥,0.19,⚠️ 獲利稀釋,41.85,90.0,17.258065063046594,0.95,-1425.35,1722.TW,48.1500015259
1469.21,8.77%,5.39%,2025,-2.3,2026-03,⚪ 中性觀察,1.84,華立,2.47,⚠️ 獲利稀釋,317.7,27.32,6.185080264400378,8.84,-1441.89,3010.TW,131.0
1466.61,8.73%,4.51%,2025,-9.88,2026-03,❌ 暫避觀望,-66.09,漢翔,0.28,⚠️ 獲利稀釋,19.35,12.0,36.58914787821705,0.78,-1454.61,2634.TW,47.2000007629
320.49,N/A,N/A,2025,32.68,2026-03,⚪ 數據不足,-1744.48,森崴能源,-6.73,📉 獲利侵蝕,-1955.4,-1135.38,0.0,-60.0,-1455.8700000000001,6806.TW,3.2400000095
465.92,-8.18%,-26.63%,2025,-17.32,2026-03,⚪ 數據不足,-1292.86,淘帝-KY,-0.22,📉 獲利侵蝕,-35.849999999999994,-1000.0,0.0,-1.68,-1465.92,2929.TW,6.0
1421.55,7.59%,-1.94%,2025,-5.19,2026-03,⚪ 數據不足,-632.0,海德威,-0.09,📉 獲利侵蝕,-62.699999999999996,-50.0,0.0,-1.33,-1471.55,3268.TWO,21.8500003815
317.07,20.85%,1.19%,2025,9.25,2026-03,❌ 暫避觀望,-26.97,其陽,-0.32,📉 獲利侵蝕,17.55,-1166.67,40.811965811965806,0.65,-1483.74,3564.TWO,47.75
1501.41,5.61%,2.63%,2025,18.67,2026-03,❌ 暫避觀望,-33.61,弘憶股,1.03,📉 獲利侵蝕,43.050000000000004,-1.9,21.88153283522648,1.74,-1503.3100000000002,3312.TW,62.7999992371
1203.48,N/A,N/A,2025,-9.24,2026-03,⚪ 數據不足,-28.57,康那香,-0.52,📉 獲利侵蝕,-74.85000000000001,-308.0,0.0,-2.43,-1511.48,9919.TW,14.0
1493.25,-29.22%,-33.95%,2025,-23.43,2026-03,⚪ 數據不足,-9.8,燁興,-0.45,📉 獲利侵蝕,-78.0,-18.42,0.0,-2.24,-1511.67,2007.TW,7.3899998665
1526.05,N/A,N/A,2025,-33.25,2026-03,⚪ 數據不足,-15.31,綠河-KY,-3.3,⚠️ 獲利稀釋,-311.84999999999997,7.08,0.0,-10.06,-1518.97,8444.TWO,4.5999999046
1549.58,-26.90%,-63.96%,2025,-89.32,2026-03,⚪ 數據不足,-112.33,新復興,0.05,🔄 轉虧為盈,-71.10000000000001,25.0,0.0,-1.25,-1524.58,4909.TWO,49.8499984741
1686.17,N/A,N/A,2025,-11.24,2026-03,⚪ 數據不足,-88.24,谷崧,0.03,⚠️ 獲利稀釋,-4.3500000000000005,108.82,0.0,0.02,-1577.3500000000001,3607.TW,16.8500003815
1403.29,-7.37%,-10.27%,2025,-24.07,2026-03,⚪ 數據不足,-90.28,台苯,-0.94,📉 獲利侵蝕,-59.25,-176.47,0.0,-1.37,-1579.76,1310.TW,9.2600002289
1551.34,N/A,N/A,2025,-5.97,2026-03,⚪ 數據不足,-940.0,宅配通,-0.75,📉 獲利侵蝕,-42.300000000000004,-50.0,0.0,-1.04,-1601.34,2642.TW,21.0499992371
1419.09,N/A,N/A,2025,-4.58,2026-03,⚪ 數據不足,-269.57,GIS-KY,-0.61,📉 獲利侵蝕,-27.900000000000002,-185.71,0.0,-0.79,-1604.8,6456.TW,76.4000015259
4257.65,N/A,N/A,2025,-22.64,2026-03,⚪ 中性觀察,-23.95,達麗,3.53,⚠️ 獲利稀釋,103.49999999999999,2621.43,7.304348047231885,3.84,-1636.2199999999998,6177.TW,50.4000015259
1623.81,6.67%,4.30%,2025,7.45,2026-03,⚪ 中性觀察,26.8,新建,0.25,📉 獲利侵蝕,36.449999999999996,-16.67,5.493827317489712,1.23,-1640.48,2516.TW,13.3500003815
1790.08,N/A,N/A,2025,-2.37,2026-03,⚪ 中性觀察,11.76,資拓宏宇,0.16,⚠️ 獲利稀釋,53.550000000000004,134.04,11.45658306047619,2.08,-1656.04,6614.TW,40.9000015259
1730.48,16.55%,-1.35%,2025,11.55,2026-03,⚪ 數據不足,85.65,全球傳動,-0.19,⚠️ 獲利稀釋,-33.0,72.46,0.0,-0.66,-1658.02,4540.TW,61.2000007629
1550.22,5.75%,-72.91%,2025,-34.37,2026-03,⚪ 數據不足,-25.0,首利,-0.03,📉 獲利侵蝕,-0.9,-112.0,0.0,0.03,-1662.22,1471.TW,10.9499998093
1697.41,N/A,N/A,2025,-0.38,2026-03,⚪ 數據不足,-8.77,台康生技,-0.47,⚠️ 獲利稀釋,-99.9,9.8,0.0,-2.51,-1687.6100000000001,6589.TW,46.4500007629
