symbol,om,price,gm,date,advice,eps,pe,prev_eps,eps_yoy,prev_year,prev_rev_yoy,status,est_price,name,prev_eps_yoy,rev_yoy,expansion
6643.TWO,N/A,472.0,N/A,2025-12,❌ 暫避觀望,1.69,491.6666666666667,-0.69,-44.41,2025,7.33,🔄 轉虧為盈,14.399999999999999,M31,-116.01,20.34,-64.75
3231.TW,3.53%,156.0,5.62%,2025-12,⚪ 中性觀察,9.04,7.296538821328345,6.43,43.19,2025,94.87,⚠️ 獲利稀釋,320.7,緯創,44.39,108.39,-65.2
8271.TW,N/A,202.5,N/A,2026-03,⚪ 中性觀察,14.54,7.661748013620887,6.7,1919.44,2025,41.93,⚠️ 獲利稀釋,396.44999999999993,宇瞻,209.22,1985.02,-65.57999999999993
1323.TW,1.25%,19.7999992371,15.09%,2025-12,❌ 暫避觀望,0.26,53.513511451621625,0.06,-89.88,2025,-28.19,🌑 雙重衰退,5.55,永裕,-97.63,-23.91,-65.97
2611.TW,5.53%,13.8000001907,37.12%,2025-12,❌ 暫避觀望,0.52,276.00000381399974,0.39,-68.29,2025,-1.45,🌑 雙重衰退,0.7500000000000007,志信,-78.8,-2.19,-66.10000000000001
1310.TW,-10.27%,8.5399999619,-7.37%,2025-12,⚪ 數據不足,-1.37,0.0,-0.94,-90.28,2025,-19.92,🌑 雙重衰退,-50.24999999999999,台苯,-141.03,-24.07,-66.21000000000001
3588.TW,-1.96%,57.4000015259,31.63%,2025-12,❌ 暫避觀望,0.5,40.13986120692308,0.37,-73.51,2025,-9.27,🌑 雙重衰退,21.45,通嘉,-78.11,-7.24,-66.27000000000001
5309.TWO,N/A,69.6999969482,N/A,2025-12,❌ 暫避觀望,0.27,122.28069640035086,0.04,-57.38,2025,7.47,📉 獲利侵蝕,8.55,系統電,-90.7,9.13,-66.51
3546.TWO,20.17%,82.0,89.44%,2025-12,❌ 暫避觀望,1.97,21.2987012987013,0.47,-64.44,2025,-4.51,🏰 高護城河,57.74999999999999,宇峻,-86.34,2.09,-66.53
3419.TW,-16.22%,14.4499998093,12.27%,2025-12,⚪ 數據不足,-1.79,0.0,-1.36,-47.93,2025,27.6,📉 獲利侵蝕,-69.9,譁裕,-43.16,18.86,-66.78999999999999
4943.TW,N/A,9.0600004196,N/A,2025-12,⚪ 數據不足,-1.88,0.0,-1.51,-55.46,2025,6.89,📉 獲利侵蝕,-90.6,康控-KY,-93.42,11.46,-66.92
4772.TWO,38.48%,273.0,48.92%,2025-12,❌ 暫避觀望,4.2,30.066079295154186,2.69,60.92,2025,81.35,⚠️ 獲利稀釋,136.2,台特化,174.49,127.87,-66.95
3323.TWO,-4.33%,34.0499992371,11.17%,2025-12,⚪ 數據不足,-1.92,0.0,-1.58,-76.19,2025,-6.05,🌑 雙重衰退,-79.35,加百裕,-112.5,-9.18,-67.00999999999999
8070.TW,N/A,57.2999992371,N/A,2025-12,❌ 暫避觀望,1.02,15.872575965955683,1.49,-54.79,2025,11.79,📉 獲利侵蝕,54.14999999999999,長華*,-18.99,12.31,-67.1
6462.TWO,N/A,110.5,N/A,2025-12,⚪ 數據不足,-17.51,0.0,-12.5,-56.06,2025,16.32,📉 獲利侵蝕,-585.7500000000001,神盾,-126.04,11.11,-67.17
8050.TWO,N/A,57.7000007629,N/A,2025-12,⚪ 中性觀察,1.44,13.233945129105503,1.33,-63.86,2025,15.23,📉 獲利侵蝕,65.4,廣積,-57.66,3.42,-67.28
6224.TW,N/A,76.3000030518,N/A,2025-12,❌ 暫避觀望,0.67,26.13013803143836,0.98,-69.96,2025,0.32,🌑 雙重衰退,43.8,聚鼎,-42.6,-2.5,-67.46
4741.TWO,3.21%,78.0,33.55%,2025-12,❌ 暫避觀望,0.29,278.5714285714286,-0.01,-85.43,2025,-19.51,🔄 轉虧為盈,4.199999999999999,泓瀚,-100.71,-17.82,-67.61000000000001
6134.TWO,N/A,35.5,N/A,2025-12,⚪ 數據不足,0.12,0.0,0.14,-45.45,2025,18.87,📉 獲利侵蝕,-1.5,萬旭,-58.82,22.25,-67.7
2066.TWO,-4.97%,60.7999992371,19.80%,2025-12,⚪ 中性觀察,1.34,11.450094018286254,1.33,-77.5,2025,-7.86,🌑 雙重衰退,79.64999999999999,世德,-77.02,-9.64,-67.86
4119.TW,12.04%,41.5999984741,28.02%,2025-12,❌ 暫避觀望,0.9,18.909090215499997,0.57,-79.87,2025,-11.91,🌑 雙重衰退,33.0,旭富,-86.03,-11.81,-68.06
8227.TWO,N/A,178.0,N/A,2025-12,❌ 暫避觀望,2.06,47.089947089947096,1.4,29.56,2025,93.9,⚠️ 獲利稀釋,56.699999999999996,巨有科技,53.85,97.77,-68.21
3434.TWO,0.82%,30.2999992371,17.99%,2025-12,❌ 暫避觀望,0.47,17.314285278342858,0.3,-73.65,2025,-2.33,🌑 雙重衰退,26.25,哲固,-77.78,-5.05,-68.60000000000001
8054.TWO,N/A,99.6999969482,N/A,2025-12,⚪ 數據不足,-3.19,0.0,-2.42,-37.72,2025,26.01,📉 獲利侵蝕,-115.05,安國,-129.13,30.97,-68.69
6234.TWO,N/A,43.0999984741,N/A,2025-12,⚪ 數據不足,0.05,0.0,-0.37,-95.24,2025,-31.56,🔄 轉虧為盈,-11.850000000000001,高僑,-144.58,-26.42,-68.82
1309.TW,-4.04%,15.0500001907,3.28%,2025-12,⚪ 數據不足,-1.07,0.0,-0.93,-91.07,2025,-17.56,🌑 雙重衰退,-43.35,台達化,-55.0,-22.22,-68.85
8150.TW,N/A,97.0,N/A,2025-12,❌ 暫避觀望,0.7,225.58139534883725,-0.01,-64.1,2025,0.67,🔄 轉虧為盈,6.449999999999999,南茂,-100.61,5.45,-69.55
6875.TWO,N/A,35.0499992371,N/A,2025-12,⚪ 數據不足,-2.97,0.0,-2.11,-130.23,2025,-61.06,🌑 雙重衰退,-113.39999999999999,國邑*,-35.26,-59.86,-70.36999999999999
2014.TW,-6.17%,18.0,-3.67%,2025-12,⚪ 數據不足,-1.29,0.0,-1.1,-108.06,2025,-36.55,🌑 雙重衰退,-49.05,中鴻,-92.98,-37.56,-70.5
6508.TWO,N/A,23.3999996185,N/A,2025-12,❌ 暫避觀望,0.27,21.666666313425925,0.27,-74.77,2025,-1.96,🌑 雙重衰退,16.200000000000003,惠光,-73.79,-4.08,-70.69
4109.TWO,-7.54%,12.1999998093,24.70%,2025-12,⚪ 中性觀察,0.43,14.18604628988372,0.2,-80.37,2025,-13.54,🌑 雙重衰退,12.9,加捷生醫,-91.88,-9.62,-70.75
1473.TW,-4.13%,20.5,13.69%,2025-12,⚪ 中性觀察,0.57,5.857142857142857,0.77,-81.13,2025,-5.85,🌑 雙重衰退,52.5,台南,-69.8,-10.32,-70.81
4174.TWO,-2289.99%,28.1000003815,-76.10%,2025-12,⚪ 數據不足,-15.61,0.0,-6.21,-77.68,2025,-26.19,🌑 雙重衰退,-423.0,浩鼎,10.0,-6.55,-71.13000000000001
3226.TWO,4.48%,48.7000007629,15.90%,2025-12,❌ 暫避觀望,0.24,60.875000953625,-0.34,-95.68,2025,-23.4,🔄 轉虧為盈,11.999999999999998,龍鋒,-107.89,-24.52,-71.16000000000001
3003.TW,6.05%,63.9000015259,21.28%,2025-12,❌ 暫避觀望,0.99,33.63157975047368,0.5,-74.48,2025,-3.86,🌑 雙重衰退,28.5,健和興,-82.94,-3.28,-71.2
5450.TWO,N/A,15.3000001907,N/A,2025-12,❌ 暫避觀望,0.22,52.75862134724137,0.04,-80.53,2025,-8.5,🌑 雙重衰退,4.3500000000000005,南良,-94.81,-8.96,-71.57
2012.TW,2.02%,14.25,13.55%,2025-12,❌ 暫避觀望,0.2,21.268656716417908,0.25,-81.05,2025,-3.32,🌑 雙重衰退,10.05,春雨,-73.26,-9.36,-71.69
8941.TWO,N/A,42.7999992371,N/A,2025-12,⚪ 中性觀察,1.16,11.69398886259563,0.48,-77.08,2025,-4.94,🌑 雙重衰退,54.900000000000006,關中,-88.89,-5.35,-71.73
6244.TWO,N/A,31.1000003815,N/A,2025-12,❌ 暫避觀望,0.14,40.389610885064926,0.28,-77.05,2025,-5.87,🌑 雙重衰退,11.550000000000002,茂迪,-46.15,-5.05,-72.0
3548.TWO,1.84%,91.5,10.77%,2025-12,❌ 暫避觀望,2.23,23.643410852713178,0.73,-74.46,2025,8.05,🌑 雙重衰退,58.050000000000004,兆利,-87.97,-1.8,-72.66
4569.TW,0.74%,167.5,15.14%,2025-12,❌ 暫避觀望,4.13,15.846736045411541,3.23,-47.66,2025,28.81,📉 獲利侵蝕,158.55,六方科-KY,-51.13,25.19,-72.85
6219.TWO,N/A,13.1000003815,N/A,2025-12,⚪ 數據不足,-0.76,0.0,-2.47,-114.96,2025,-99.58,🌑 雙重衰退,-87.75,富旺,-255.35,-41.94,-73.02
4402.TWO,-80.56%,16.3999996185,15.04%,2025-12,⚪ 數據不足,-0.13,0.0,-0.11,-44.44,2025,17.54,📉 獲利侵蝕,-5.1,郡都開發,63.33,28.81,-73.25
6560.TWO,N/A,37.0,N/A,2025-12,⚪ 數據不足,-0.16,0.0,-0.88,50.0,2025,137.08,⚠️ 獲利稀釋,-31.049999999999997,欣普羅,-41.94,123.75,-73.75
2887.TW,25.42%,30.2000007629,60.04%,2025-12,⚪ 中性觀察,1.91,7.105882532447059,1.3,-0.7,2025,35.48,🏰 高護城河,63.75,台新新光金,-27.12,73.85,-74.55
2434.TW,-176.58%,32.5,-37.47%,2025-12,❌ 暫避觀望,0.02,56.03448275862068,0.32,-85.71,2025,-8.66,🌑 雙重衰退,8.700000000000001,統懋,-58.97,-10.18,-75.53
4543.TWO,7.11%,37.0999984741,25.17%,2025-12,❌ 暫避觀望,0.53,463.74998092624986,-0.09,-74.4,2025,-3.85,🔄 轉虧為盈,1.2000000000000002,萬在,-105.39,1.33,-75.73
7743.TWO,N/A,19.0499992371,N/A,2025-12,⚪ 中性觀察,0.57,14.653845567000001,0.58,-69.73,2025,17.91,📉 獲利侵蝕,19.499999999999996,金利食安,-48.15,6.19,-75.92
3325.TWO,-15.74%,12.5500001907,2.22%,2025-12,⚪ 數據不足,-1.64,0.0,-1.08,-84.27,2025,-11.73,🌑 雙重衰退,-58.05,旭品,-74.19,-8.3,-75.97
6620.TWO,N/A,68.0,N/A,2025-12,⚪ 數據不足,4.85,0.0,3.76,31.64,2025,122.44,⚠️ 獲利稀釋,0.0,漢達,39.62,108.17,-76.53
4763.TW,50.09%,44.4500007629,57.83%,2025-12,⚪ 中性觀察,6.1,1.2574257641555868,4.94,-92.76,2025,-6.43,🏰 高護城河,530.25,材料*-KY,-91.36,-15.8,-76.96000000000001
5244.TW,N/A,37.1500015259,N/A,2025-12,❌ 暫避觀望,0.51,20.638889736611116,0.64,-79.59,2025,-2.61,🌑 雙重衰退,26.999999999999996,弘凱,-62.57,-1.9,-77.69
8038.TWO,N/A,41.4000015259,N/A,2025-12,❌ 暫避觀望,0.92,24.79042007538922,0.81,160.13,2025,372.94,⚠️ 獲利稀釋,25.05,長園科,164.8,237.84,-77.71000000000001
8933.TWO,N/A,4.4600000381,N/A,2025-12,⚪ 數據不足,-1.39,0.0,-1.1,-95.77,2025,0.33,🌑 雙重衰退,-51.45,愛地雅,-266.67,-17.19,-78.58
2327.TW,24.28%,855.0,37.30%,2025-12,❌ 暫避觀望,11.51,16.761419329543227,8.22,-69.45,2025,5.78,📉 獲利侵蝕,765.1500000000001,國巨*,-73.12,9.26,-78.71000000000001
8076.TWO,N/A,26.8500003815,N/A,2025-12,❌ 暫避觀望,0.14,50.66037807830188,0.01,-90.28,2025,-17.3,🌑 雙重衰退,7.95,伍豐,-99.59,-11.54,-78.74000000000001
2540.TW,4.98%,53.0,20.31%,2025-12,❌ 暫避觀望,0.69,21.285140562248994,0.68,-77.63,2025,25.99,📉 獲利侵蝕,37.35,愛山林,-73.93,1.31,-78.94
1591.TWO,-116.55%,0.0,-25.13%,2025-12,⚪ 數據不足,-2.75,0.0,-2.09,-122.76,2025,-47.7,🌑 雙重衰退,0.0,駿吉-KY,-44.76,-43.59,-79.17
1449.TW,-27.07%,14.3500003815,0.84%,2025-12,❌ 暫避觀望,0.12,358.75000953750043,-0.28,-87.21,2025,-18.87,🔄 轉虧為盈,0.5999999999999993,佳和,-128.57,-7.88,-79.33
6735.TWO,N/A,91.8000030518,N/A,2025-12,⚪ 數據不足,0.33,0.0,-0.54,-84.51,2025,-23.64,🔄 轉虧為盈,-10.649999999999999,美達科技,-131.03,-4.81,-79.7
8182.TWO,N/A,53.5999984741,N/A,2025-12,❌ 暫避觀望,0.44,75.49295559732394,0.04,-81.97,2025,-3.51,🌑 雙重衰退,10.649999999999999,加高,-97.71,-2.15,-79.82
6451.TW,N/A,502.0,N/A,2025-12,⚪ 數據不足,0.26,0.0,-0.64,-35.0,2025,56.34,🔄 轉虧為盈,-46.050000000000004,訊芯-KY,-672.73,45.18,-80.18
8422.TW,N/A,29.0,N/A,2025-12,⚪ 中性觀察,1.29,1.2220817530552044,10.47,-87.79,2025,-2.24,🌑 雙重衰退,355.95,可寧衛*,40.9,-7.53,-80.26
4912.TW,9.53%,90.8000030518,22.10%,2025-12,⚪ 中性觀察,1.98,12.010582414259261,2.73,-70.28,2025,2.6,📉 獲利侵蝕,113.39999999999999,聯德控股-KY,-45.51,10.44,-80.72
4906.TW,-1.55%,44.2000007629,14.16%,2025-12,⚪ 數據不足,-0.25,0.0,-0.45,-116.56,2025,-33.96,🌑 雙重衰退,-20.55,正文,-140.91,-35.66,-80.9
2338.TW,-14.81%,49.0,5.40%,2025-12,⚪ 數據不足,-4.88,0.0,-3.56,-101.09,2025,-17.29,🌑 雙重衰退,-190.34999999999997,光罩,-394.25,-20.15,-80.94
6432.TWO,N/A,70.0999984741,N/A,2025-12,❌ 暫避觀望,0.48,106.21211890015154,0.11,-71.34,2025,10.79,📉 獲利侵蝕,9.899999999999999,今展科,-90.83,10.3,-81.64
6113.TWO,N/A,27.25,N/A,2025-12,⚪ 數據不足,-0.25,0.0,-0.13,-92.31,2025,-14.19,🌑 雙重衰退,-5.1000000000000005,亞矽,31.58,-10.01,-82.3
1522.TW,0.14%,31.0499992371,15.03%,2025-12,⚪ 中性觀察,1.72,7.0890409217123285,1.17,-61.33,2025,6.94,📉 獲利侵蝕,65.7,堤維西,-73.56,21.35,-82.68
3717.TW,7.12%,20.25,19.34%,2025-12,⚪ 數據不足,0.08,0.0,-0.29,-80.0,2025,0.43,🔄 轉虧為盈,0.0,聯嘉投控,-182.86,3.55,-83.55
6921.TW,N/A,69.6999969482,N/A,2025-12,⚪ 數據不足,0.35,0.0,0.21,-55.26,2025,51.06,📉 獲利侵蝕,0.0,嘉雨思-創,-25.0,28.45,-83.71
6762.TWO,N/A,0.0,N/A,2025-12,⚪ 數據不足,0.67,0.0,0.68,-64.17,2025,32.38,📉 獲利侵蝕,0.0,達亞,-4.23,19.58,-83.75
6158.TWO,N/A,17.4500007629,N/A,2025-12,⚪ 中性觀察,0.11,13.120301325488724,0.62,-91.2,2025,-6.12,🌑 雙重衰退,19.95,禾昌,-51.97,-6.07,-85.13
1611.TW,11.05%,13.5,37.93%,2025-12,❌ 暫避觀望,0.03,58.69565217391305,0.1,-94.0,2025,-5.31,🌑 雙重衰退,3.4499999999999997,中電,-76.74,-8.17,-85.83
3543.TW,-16.08%,31.5,5.62%,2025-12,⚪ 數據不足,-2.24,0.0,-1.16,-84.96,2025,2.18,📉 獲利侵蝕,-55.95,州巧,-43.75,1.1,-86.05999999999999
6612.TWO,N/A,73.3000030518,N/A,2025-12,❌ 暫避觀望,1.09,20.3047099866482,0.7,-54.81,2025,37.74,📉 獲利侵蝕,54.150000000000006,奈米醫材,-59.52,31.54,-86.35
1727.TW,-0.08%,85.4000015259,11.85%,2025-12,❌ 暫避觀望,0.04,2846.66671753,0.03,-92.0,2025,-6.15,🌑 雙重衰退,0.44999999999999996,中華化,-93.18,-5.46,-86.54
3714.TW,-25.24%,64.4000015259,-2.65%,2025-12,⚪ 數據不足,-3.69,0.0,-2.62,-95.74,2025,-10.09,🌑 雙重衰退,-130.50000000000003,富采,-154.37,-9.04,-86.69999999999999
3016.TW,4.89%,114.0,11.81%,2025-12,⚪ 數據不足,0.07,0.0,-0.09,-92.39,2025,-9.76,🔄 轉虧為盈,-2.25,嘉晶,-110.98,-5.25,-87.14
3713.TWO,-22.36%,16.2000007629,0.24%,2025-12,⚪ 數據不足,-1.13,0.0,-0.55,-96.23,2025,-14.16,🌑 雙重衰退,-27.9,新晶投控,-13.64,-8.18,-88.05000000000001
3169.TWO,26.68%,107.0,54.20%,2026-03,⚪ 中性觀察,0.97,11.592632719393283,3.67,-14.16,2025,9.02,🏰 高護城河,138.45000000000002,亞信,7.31,73.94,-88.1
3685.TWO,6.52%,30.7999992371,22.32%,2025-12,⚪ 數據不足,-1.02,0.0,-0.62,-92.45,2025,-11.44,🌑 雙重衰退,-36.9,元創精密,-63.16,-4.04,-88.41
3490.TWO,-16.80%,32.2000007629,19.24%,2025-12,⚪ 數據不足,0.05,0.0,0.43,-96.99,2025,-4.45,🌑 雙重衰退,-2.850000000000001,單井,-80.0,-8.56,-88.42999999999999
1220.TW,-0.43%,11.6499996185,8.16%,2025-12,❌ 暫避觀望,0.08,8.394709430518884e+17,0.13,-93.16,2025,-0.15,🌑 雙重衰退,2.0816681711721685e-16,台榮,-87.62,-4.37,-88.78999999999999
4534.TWO,-3.10%,33.0,15.20%,2025-12,⚪ 數據不足,0.01,0.0,-0.53,-91.3,2025,-3.65,🔄 轉虧為盈,-18.3,慶騰,-630.0,-2.4,-88.89999999999999
2106.TW,1.48%,18.0499992371,20.30%,2025-12,❌ 暫避觀望,0.13,75.20833015458332,0.06,-90.0,2025,-1.02,🌑 雙重衰退,3.6,建大,-94.5,-0.7,-89.3
6582.TW,N/A,31.5,N/A,2025-12,⚪ 數據不足,-0.41,0.0,-0.19,-141.41,2025,-44.17,🌑 雙重衰退,-23.249999999999996,申豐,-117.59,-51.86,-89.55
8024.TWO,N/A,12.1000003815,N/A,2025-12,⚪ 數據不足,-2.55,0.0,-1.97,-121.74,2025,-30.69,🌑 雙重衰退,-97.19999999999999,佑華,-103.09,-31.37,-90.36999999999999
3597.TWO,8.41%,27.4500007629,25.04%,2025-12,❌ 暫避觀望,0.34,51.79245426962264,0.12,-74.05,2025,27.0,📉 獲利侵蝕,7.95,映興,-84.21,16.57,-90.62
4806.TWO,-39.20%,10.25,46.90%,2025-12,⚪ 數據不足,-0.34,0.0,-0.24,-70.0,2025,46.84,📉 獲利侵蝕,-12.600000000000001,桂田文創,-4.35,20.96,-90.96000000000001
6680.TWO,N/A,54.2999992371,N/A,2025-12,⚪ 數據不足,-0.29,0.0,-1.03,-106.78,2025,-20.75,🌑 雙重衰退,-36.449999999999996,鑫創電子,-148.8,-15.41,-91.37
8354.TWO,N/A,16.5,N/A,2025-12,⚪ 數據不足,0.14,0.0,-0.43,-91.14,2025,-0.47,🔄 轉虧為盈,-21.45,冠好,-136.75,0.63,-91.77
3035.TW,2.86%,184.0,42.16%,2025-12,❌ 暫避觀望,2.81,24.274406332453825,2.01,-29.75,2025,87.19,📉 獲利侵蝕,113.7,智原,-34.95,62.61,-92.36
5015.TWO,N/A,23.8500003815,N/A,2025-12,⚪ 數據不足,0.06,0.0,-0.35,-97.61,2025,3.65,🔄 轉虧為盈,-10.2,華祺,-128.23,-4.99,-92.62
3594.TWO,10.21%,45.4500007629,41.27%,2025-12,⚪ 數據不足,0.49,0.0,-0.05,-63.43,2025,40.54,🔄 轉虧為盈,-2.6999999999999993,磐儀,-107.04,29.3,-92.73
1906.TW,7.26%,11.1999998093,12.71%,2025-12,⚪ 數據不足,0.01,0.0,-0.15,-96.0,2025,-6.91,🔄 轉虧為盈,-7.95,寶隆,-650.0,-3.11,-92.89
6180.TWO,N/A,44.5999984741,N/A,2025-12,❌ 暫避觀望,-1.53,108.78048408317075,0.44,-112.99,2025,-21.78,🌑 雙重衰退,6.149999999999999,橘子,-96.54,-19.95,-93.03999999999999
2035.TWO,-18.44%,27.5,-14.72%,2025-12,⚪ 數據不足,-4.72,0.0,-3.6,-114.55,2025,-14.97,🌑 雙重衰退,-181.2,唐榮,-181.25,-21.22,-93.33
3050.TW,-1.07%,12.9499998093,27.89%,2025-12,⚪ 數據不足,0.04,0.0,0.02,-92.73,2025,-0.77,📉 獲利侵蝕,-0.30000000000000027,鈺德,-96.92,0.72,-93.45
3147.TWO,5.75%,338.0,13.87%,2025-12,❌ 暫避觀望,8.43,15.419708029197082,5.92,-29.4,2025,80.92,📉 獲利侵蝕,328.79999999999995,大綜,10.24,64.32,-93.72
3221.TWO,4.08%,60.4000015259,22.57%,2025-12,⚪ 數據不足,0.08,0.0,-0.22,-91.75,2025,0.54,🔄 轉虧為盈,-1.6500000000000001,台嘉碩,-130.14,2.36,-94.11
1338.TW,-1.26%,16.7000007629,22.76%,2025-12,⚪ 數據不足,-2.24,0.0,-2.0,-92.04,2025,5.73,📉 獲利侵蝕,-97.5,廣華-KY,-254.55,2.83,-94.87
8096.TWO,N/A,132.5,N/A,2025-12,❌ 暫避觀望,0.89,42.33226837060703,0.58,-72.78,2025,25.43,📉 獲利侵蝕,46.949999999999996,擎亞,-80.2,22.83,-95.61
7402.TWO,N/A,89.6999969482,N/A,2025-12,❌ 暫避觀望,0.1,218.7804803614634,0.05,-93.2,2025,5.67,📉 獲利侵蝕,6.15,邑錡,-95.69,2.56,-95.76
2719.TWO,2.54%,24.7999992371,7.41%,2025-12,⚪ 數據不足,-0.15,0.0,-0.47,-111.9,2025,-14.79,🌑 雙重衰退,-11.1,燦星旅,-124.87,-14.15,-97.75
6982.TWO,N/A,58.5999984741,N/A,2025-12,❌ 暫避觀望,0.06,25.150213937381974,0.64,-97.61,2025,-1.08,📉 獲利侵蝕,34.95,大井泵浦,-75.94,0.3,-97.91
4533.TWO,-4.87%,30.75,23.68%,2025-12,❌ 暫避觀望,0.2,90.44117647058825,0.04,-87.1,2025,13.39,📉 獲利侵蝕,5.1,協易機,-96.64,12.02,-99.11999999999999
3465.TWO,-2.95%,32.0999984741,20.16%,2025-12,❌ 暫避觀望,0.04,128.39999389640002,-0.1,-94.87,2025,17.21,🔄 轉虧為盈,3.749999999999999,進泰電子,37.5,5.68,-100.55000000000001
6160.TWO,N/A,16.6000003815,N/A,2025-12,⚪ 數據不足,-1.19,0.0,-0.55,-108.77,2025,0.11,🌑 雙重衰退,-33.300000000000004,欣技,12.7,-7.95,-100.82
3481.TW,-2.06%,48.5499992371,9.08%,2025-12,❌ 暫避觀望,0.03,231.19047255761907,0.03,-96.3,2025,4.39,📉 獲利侵蝕,3.15,群創,109.38,4.72,-101.02
9962.TWO,N/A,9.8500003815,N/A,2025-12,⚪ 數據不足,-0.15,0.0,-0.23,-122.06,2025,-20.17,🌑 雙重衰退,-6.15,有益,-141.07,-21.01,-101.05
6698.TW,N/A,38.2999992371,N/A,2025-12,⚪ 數據不足,-1.65,0.0,-1.45,-72.63,2025,31.33,📉 獲利侵蝕,-67.35000000000001,旭暉應材,-51.58,29.86,-102.49
8101.TW,N/A,15.0500001907,N/A,2025-12,⚪ 數據不足,-3.15,0.0,-2.53,63.58,2025,300.12,⚠️ 獲利稀釋,-136.64999999999998,華冠,66.4,166.89,-103.30999999999999
2646.TW,1.56%,20.6000003815,13.18%,2025-12,❌ 暫避觀望,0.09,23.95348881569767,0.16,-79.55,2025,26.11,📉 獲利侵蝕,12.900000000000002,星宇航空,-73.33,23.93,-103.47999999999999
8027.TWO,N/A,232.5,N/A,2025-12,⚪ 數據不足,-0.93,0.0,-1.59,-93.62,2025,-10.4,📉 獲利侵蝕,-72.00000000000001,鈦昇,-355.88,10.0,-103.62
8289.TWO,N/A,68.0,N/A,2025-12,⚪ 數據不足,0.04,0.0,-0.24,-90.0,2025,15.96,🔄 轉虧為盈,-7.800000000000001,泰藝,-196.0,16.02,-106.02
5348.TWO,N/A,16.4500007629,N/A,2025-12,⚪ 數據不足,-1.49,0.0,-1.02,-109.86,2025,-2.76,🌑 雙重衰退,-55.949999999999996,正能量智能,-15.91,-3.8,-106.06
4768.TWO,4.95%,385.5,16.79%,2025-12,❌ 暫避觀望,0.39,1168.181818181818,-0.09,-86.55,2025,-22.96,🔄 轉虧為盈,4.950000000000001,晶呈科技,-103.78,20.89,-107.44
4557.TW,9.33%,46.75,28.78%,2025-12,⚪ 中性觀察,-0.67,11.211031175059953,-2.24,-106.38,2025,10.25,📉 獲利侵蝕,62.55,永新-KY,-129.31,1.42,-107.8
6130.TWO,N/A,24.75,N/A,2025-12,⚪ 數據不足,-1.72,0.0,-1.06,-129.33,2025,-23.23,🌑 雙重衰退,-58.35,上亞科技,-1077.78,-20.79,-108.54000000000002
9950.TWO,N/A,10.75,N/A,2025-12,⚪ 數據不足,-0.27,0.0,-0.44,-126.47,2025,-20.28,🌑 雙重衰退,-13.35,萬國通,-150.0,-17.71,-108.75999999999999
6542.TWO,N/A,47.2000007629,N/A,2025-12,⚪ 數據不足,0.02,0.0,-0.46,-99.01,2025,2.29,🔄 轉虧為盈,-8.25,隆中,-120.18,10.22,-109.23
6229.TWO,N/A,26.3500003815,N/A,2025-12,⚪ 數據不足,0.05,0.0,-0.02,-90.74,2025,23.03,🔄 轉虧為盈,-2.399999999999999,研通,-103.57,19.77,-110.50999999999999
1569.TWO,-23.08%,48.5499992371,-3.81%,2025-12,⚪ 數據不足,-5.61,0.0,-4.54,-106.61,2025,11.56,📉 獲利侵蝕,-226.35,濱川,-163.13,5.02,-111.63
3149.TW,-29.19%,83.0,-12.37%,2025-12,⚪ 數據不足,-2.86,0.0,-2.24,-106.98,2025,0.72,📉 獲利侵蝕,-111.9,正達,-272.73,5.53,-112.51
4583.TW,30.40%,618.0,51.18%,2026-03,❌ 暫避觀望,3.56,21.120984278879018,12.0,-14.42,2025,1.32,🏰 高護城河,438.9,台灣精銳,-15.13,98.42,-112.84
3528.TW,8.05%,119.5,12.45%,2025-12,❌ 暫避觀望,2.3,36.4329268292683,0.27,-44.71,2025,54.47,📉 獲利侵蝕,49.199999999999996,安馳,-91.89,69.32,-114.03
2354.TW,2.17%,57.0,4.22%,2025-12,⚪ 中性觀察,2.32,9.947643979057592,1.68,-8.3,2025,166.67,📉 獲利侵蝕,85.95,鴻準,-11.58,105.83,-114.13
5201.TWO,N/A,28.7999992371,N/A,2025-12,⚪ 數據不足,-0.06,0.0,-0.13,-102.22,2025,8.86,📉 獲利侵蝕,-17.700000000000003,凱衛,-115.29,12.63,-114.85
7780.TW,N/A,18.7999992371,N/A,2025-12,⚪ 中性觀察,0.51,2.3209875601358028,3.44,-76.4,2025,51.38,📉 獲利侵蝕,121.5,大研生醫*,209.41,39.1,-115.5
2460.TW,-6.88%,31.5499992371,3.88%,2025-12,⚪ 數據不足,-3.0,0.0,-2.59,-117.65,2025,-3.42,🌑 雙重衰退,-108.3,建通,-247.95,-0.51,-117.14
8047.TWO,N/A,51.5,N/A,2025-12,⚪ 數據不足,-0.78,0.0,-0.36,-122.86,2025,-6.79,🌑 雙重衰退,-20.25,星雲,-140.0,-5.47,-117.39
2528.TW,10.37%,22.5,15.63%,2025-12,⚪ 中性觀察,3.65,2.2681451612903225,3.39,12.42,2025,44251.78,⚠️ 獲利稀釋,148.8,皇普,525.0,130.3,-117.88000000000001
3150.TW,-42.60%,18.3500003815,40.07%,2025-12,❌ 暫避觀望,-0.22,70.57692454423076,0.19,-131.88,2025,-11.3,🌑 雙重衰退,3.9000000000000004,鈺寶-創,-73.61,-12.58,-119.3
