=== 明日扣抵生死線報告 (20260306) ===
        代號 最佳MA     今日收盤     明日扣抵  安全邊際%                  操作建議
  8277.TWO MA20     8.80    10.35 -14.98       ❄️ 弱勢：扣抵過高，均線下彎
  3265.TWO MA20   127.00   149.50 -15.05       ❄️ 弱勢：扣抵過高，均線下彎
   8996.TW MA10   749.00   883.00 -15.18       ❄️ 弱勢：扣抵過高，均線下彎
   2211.TW MA60   100.50   118.50 -15.19       ❄️ 弱勢：扣抵過高，均線下彎
  8069.TWO MA20   153.50   181.00 -15.19       ❄️ 弱勢：扣抵過高，均線下彎
   1721.TW MA20    16.70    19.70 -15.23       ❄️ 弱勢：扣抵過高，均線下彎
  3379.TWO MA10    37.50    44.25 -15.25       ❄️ 弱勢：扣抵過高，均線下彎
   5269.TW MA20  1165.00  1375.00 -15.27       ❄️ 弱勢：扣抵過高，均線下彎
  6236.TWO MA20    21.60    25.55 -15.46       ❄️ 弱勢：扣抵過高，均線下彎
  7781.TWO  MA5    16.10    19.05 -15.49       ❄️ 弱勢：扣抵過高，均線下彎
  6510.TWO MA10  3370.00  3990.00 -15.54       ❄️ 弱勢：扣抵過高，均線下彎
  3260.TWO MA10   262.00   310.50 -15.62       ❄️ 弱勢：扣抵過高，均線下彎
  5439.TWO MA20   262.00   310.50 -15.62       ❄️ 弱勢：扣抵過高，均線下彎
   6472.TW MA60   462.00   548.00 -15.69       ❄️ 弱勢：扣抵過高，均線下彎
 00686R.TW MA60     1.44     1.71 -15.79       ❄️ 弱勢：扣抵過高，均線下彎
 00676R.TW MA60     7.99     9.49 -15.81       ❄️ 弱勢：扣抵過高，均線下彎
  6160.TWO MA20    15.65    18.60 -15.86       ❄️ 弱勢：扣抵過高，均線下彎
  3465.TWO MA20    41.60    49.50 -15.96       ❄️ 弱勢：扣抵過高，均線下彎
 00664R.TW MA60     2.35     2.80 -16.07       ❄️ 弱勢：扣抵過高，均線下彎
  4192.TWO MA20    20.10    23.95 -16.08       ❄️ 弱勢：扣抵過高，均線下彎
   5469.TW MA20    86.70   103.50 -16.23       ❄️ 弱勢：扣抵過高，均線下彎
  3609.TWO MA20    31.85    38.10 -16.40       ❄️ 弱勢：扣抵過高，均線下彎
   1338.TW MA60    17.05    20.40 -16.42       ❄️ 弱勢：扣抵過高，均線下彎
   6863.TW MA20    96.50   115.50 -16.45       ❄️ 弱勢：扣抵過高，均線下彎
   3032.TW MA20    63.40    75.90 -16.47       ❄️ 弱勢：扣抵過高，均線下彎
   2241.TW MA20    28.00    33.55 -16.54       ❄️ 弱勢：扣抵過高，均線下彎
  8234.TWO MA20    63.50    76.10 -16.56       ❄️ 弱勢：扣抵過高，均線下彎
  6735.TWO MA20    57.00    68.50 -16.79       ❄️ 弱勢：扣抵過高，均線下彎
   2354.TW MA60    54.00    64.90 -16.80       ❄️ 弱勢：扣抵過高，均線下彎
   1522.TW MA60    40.90    49.20 -16.87       ❄️ 弱勢：扣抵過高，均線下彎
   6235.TW MA60    49.70    59.90 -17.03       ❄️ 弱勢：扣抵過高，均線下彎
   4916.TW MA20    57.20    69.00 -17.10       ❄️ 弱勢：扣抵過高，均線下彎
   6426.TW  MA5   146.50   177.00 -17.23       ❄️ 弱勢：扣抵過高，均線下彎
  7714.TWO MA20   136.00   164.50 -17.33       ❄️ 弱勢：扣抵過高，均線下彎
   2352.TW MA60    23.30    28.20 -17.38       ❄️ 弱勢：扣抵過高，均線下彎
   1436.TW MA60    53.80    65.20 -17.48       ❄️ 弱勢：扣抵過高，均線下彎
  4510.TWO MA20    41.40    50.20 -17.53       ❄️ 弱勢：扣抵過高，均線下彎
  6469.TWO MA60    85.70   104.00 -17.60       ❄️ 弱勢：扣抵過高，均線下彎
   2239.TW MA20    24.40    29.65 -17.71       ❄️ 弱勢：扣抵過高，均線下彎
   6176.TW MA60    99.00   120.50 -17.84       ❄️ 弱勢：扣抵過高，均線下彎
   4968.TW MA60   115.00   140.00 -17.86       ❄️ 弱勢：扣抵過高，均線下彎
  6418.TWO MA20    30.55    37.25 -17.99       ❄️ 弱勢：扣抵過高，均線下彎
   2408.TW MA20   234.50   286.00 -18.01       ❄️ 弱勢：扣抵過高，均線下彎
   3694.TW MA20    55.00    67.10 -18.03       ❄️ 弱勢：扣抵過高，均線下彎
   9921.TW MA20    76.90    93.90 -18.10       ❄️ 弱勢：扣抵過高，均線下彎
   2357.TW MA60   500.00   611.00 -18.17       ❄️ 弱勢：扣抵過高，均線下彎
   4943.TW MA60    12.15    14.85 -18.18       ❄️ 弱勢：扣抵過高，均線下彎
   2314.TW MA60    19.35    23.70 -18.35       ❄️ 弱勢：扣抵過高，均線下彎
   1442.TW MA60    27.15    33.25 -18.35       ❄️ 弱勢：扣抵過高，均線下彎
   2610.TW MA10    18.60    22.80 -18.42       ❄️ 弱勢：扣抵過高，均線下彎
   6209.TW  MA5    53.10    65.20 -18.56       ❄️ 弱勢：扣抵過高，均線下彎
  3625.TWO MA60    16.65    20.45 -18.58       ❄️ 弱勢：扣抵過高，均線下彎
  3078.TWO MA60    58.20    71.60 -18.72       ❄️ 弱勢：扣抵過高，均線下彎
   5243.TW MA20    72.10    89.00 -18.99       ❄️ 弱勢：扣抵過高，均線下彎
   2302.TW MA20    16.80    20.80 -19.23       ❄️ 弱勢：扣抵過高，均線下彎
 00665L.TW MA60     9.27    11.50 -19.39       ❄️ 弱勢：扣抵過高，均線下彎
  3085.TWO MA60    12.25    15.20 -19.41       ❄️ 弱勢：扣抵過高，均線下彎
   3040.TW MA20    38.70    48.05 -19.46       ❄️ 弱勢：扣抵過高，均線下彎
  3663.TWO MA20    53.50    66.50 -19.55       ❄️ 弱勢：扣抵過高，均線下彎
  6173.TWO MA20    62.00    77.10 -19.58       ❄️ 弱勢：扣抵過高，均線下彎
   8478.TW MA60   159.00   198.00 -19.70       ❄️ 弱勢：扣抵過高，均線下彎
  5347.TWO MA20   116.00   145.00 -20.00       ❄️ 弱勢：扣抵過高，均線下彎
   1605.TW MA20    32.15    40.20 -20.02       ❄️ 弱勢：扣抵過高，均線下彎
   6770.TW  MA5    61.40    76.80 -20.05       ❄️ 弱勢：扣抵過高，均線下彎
   1504.TW MA60    70.80    88.60 -20.09       ❄️ 弱勢：扣抵過高，均線下彎
   9914.TW MA20    69.90    87.60 -20.21       ❄️ 弱勢：扣抵過高，均線下彎
   2439.TW MA60    82.70   104.00 -20.48       ❄️ 弱勢：扣抵過高，均線下彎
 00753L.TW MA20    10.28    12.94 -20.56       ❄️ 弱勢：扣抵過高，均線下彎
   2466.TW MA20    48.10    60.70 -20.76       ❄️ 弱勢：扣抵過高，均線下彎
   3257.TW MA20    56.00    70.80 -20.90       ❄️ 弱勢：扣抵過高，均線下彎
   5203.TW MA10    60.50    76.60 -21.02       ❄️ 弱勢：扣抵過高，均線下彎
   3041.TW MA20    22.30    28.25 -21.06       ❄️ 弱勢：扣抵過高，均線下彎
   2451.TW MA20   199.00   252.50 -21.19       ❄️ 弱勢：扣抵過高，均線下彎
   2374.TW MA20    70.00    88.99 -21.34       ❄️ 弱勢：扣抵過高，均線下彎
   6906.TW MA60    69.90    89.00 -21.46       ❄️ 弱勢：扣抵過高，均線下彎
 00674R.TW MA60     4.82     6.14 -21.50       ❄️ 弱勢：扣抵過高，均線下彎
  4973.TWO MA20    40.50    51.60 -21.51       ❄️ 弱勢：扣抵過高，均線下彎
  7709.TWO MA10    53.50    68.30 -21.67       ❄️ 弱勢：扣抵過高，均線下彎
  5371.TWO MA20    79.80   102.00 -21.76       ❄️ 弱勢：扣抵過高，均線下彎
  3664.TWO MA20    12.15    15.55 -21.86       ❄️ 弱勢：扣抵過高，均線下彎
  6603.TWO MA20    23.05    29.65 -22.26       ❄️ 弱勢：扣抵過高，均線下彎
  3552.TWO MA20    46.80    60.40 -22.52       ❄️ 弱勢：扣抵過高，均線下彎
  6125.TWO MA20    58.20    75.30 -22.71       ❄️ 弱勢：扣抵過高，均線下彎
   6533.TW MA20   189.50   245.50 -22.81       ❄️ 弱勢：扣抵過高，均線下彎
   3013.TW MA60    98.20   127.50 -22.98       ❄️ 弱勢：扣抵過高，均線下彎
   2442.TW MA60    18.90    24.65 -23.33       ❄️ 弱勢：扣抵過高，均線下彎
  6629.TWO MA60   101.00   131.84 -23.39       ❄️ 弱勢：扣抵過高，均線下彎
   2329.TW MA20    49.35    64.50 -23.49       ❄️ 弱勢：扣抵過高，均線下彎
  3466.TWO MA60    35.95    47.00 -23.51       ❄️ 弱勢：扣抵過高，均線下彎
   4763.TW MA60    42.50    55.60 -23.56       ❄️ 弱勢：扣抵過高，均線下彎
   1795.TW MA10   255.00   334.00 -23.65       ❄️ 弱勢：扣抵過高，均線下彎
  8472.TWO MA60    56.00    73.50 -23.81       ❄️ 弱勢：扣抵過高，均線下彎
   3016.TW MA20    54.10    71.10 -23.91       ❄️ 弱勢：扣抵過高，均線下彎
  6219.TWO MA60    14.95    19.65 -23.92       ❄️ 弱勢：扣抵過高，均線下彎
  4966.TWO MA60   501.00   659.00 -23.98       ❄️ 弱勢：扣抵過高，均線下彎
   6282.TW MA20    44.45    58.80 -24.40       ❄️ 弱勢：扣抵過高，均線下彎
   1736.TW MA60   123.00   163.00 -24.54       ❄️ 弱勢：扣抵過高，均線下彎
   2468.TW MA60    33.00    43.75 -24.57       ❄️ 弱勢：扣抵過高，均線下彎
   6191.TW MA60    96.90   128.50 -24.59       ❄️ 弱勢：扣抵過高，均線下彎
  6140.TWO MA60    21.80    29.00 -24.83       ❄️ 弱勢：扣抵過高，均線下彎
   6988.TW MA10    14.20    18.95 -25.07       ❄️ 弱勢：扣抵過高，均線下彎
   6887.TW MA60    46.45    62.30 -25.44       ❄️ 弱勢：扣抵過高，均線下彎
   5258.TW MA60    48.35    65.20 -25.84       ❄️ 弱勢：扣抵過高，均線下彎
  5314.TWO MA60    80.60   111.00 -27.39       ❄️ 弱勢：扣抵過高，均線下彎
  4154.TWO MA60    11.25    15.60 -27.88       ❄️ 弱勢：扣抵過高，均線下彎
  7810.TWO MA20   182.00   253.50 -28.21       ❄️ 弱勢：扣抵過高，均線下彎
  6485.TWO MA20    77.80   108.50 -28.29       ❄️ 弱勢：扣抵過高，均線下彎
   9910.TW MA60    92.30   129.00 -28.45       ❄️ 弱勢：扣抵過高，均線下彎
   8131.TW MA20    60.70    85.30 -28.84       ❄️ 弱勢：扣抵過高，均線下彎
  6265.TWO MA20    33.45    47.30 -29.28       ❄️ 弱勢：扣抵過高，均線下彎
  7719.TWO MA60    42.10    60.40 -30.30       ❄️ 弱勢：扣抵過高，均線下彎
  5508.TWO MA60    52.40    76.00 -31.05       ❄️ 弱勢：扣抵過高，均線下彎
  8489.TWO MA20    25.80    37.60 -31.38       ❄️ 弱勢：扣抵過高，均線下彎
  5321.TWO MA60    25.65    38.60 -33.55       ❄️ 弱勢：扣抵過高，均線下彎
  6884.TWO MA60    35.40    54.00 -34.44       ❄️ 弱勢：扣抵過高，均線下彎
  2726.TWO MA60    10.10    15.60 -35.26       ❄️ 弱勢：扣抵過高，均線下彎
  6785.TWO MA60   167.00   258.00 -35.27       ❄️ 弱勢：扣抵過高，均線下彎
   6890.TW MA60   181.50   280.50 -35.29       ❄️ 弱勢：扣抵過高，均線下彎
  8102.TWO MA60    50.00    77.30 -35.32       ❄️ 弱勢：扣抵過高，均線下彎
   8110.TW MA20    52.50    83.00 -36.75       ❄️ 弱勢：扣抵過高，均線下彎
  4416.TWO MA60    20.60    33.20 -37.95       ❄️ 弱勢：扣抵過高，均線下彎
   2429.TW MA60    51.50    85.90 -40.05       ❄️ 弱勢：扣抵過高，均線下彎
   1589.TW MA60     9.09    17.55 -48.21       ❄️ 弱勢：扣抵過高，均線下彎
  2230.TWO MA60    30.65   103.00 -70.24       ❄️ 弱勢：扣抵過高，均線下彎
