eps_yoy,advice,prev_year,price,prev_eps,prev_rev_yoy,pe,expansion,gm,name,om,symbol,status,rev_yoy,eps,prev_eps_yoy,est_price,date
180.0,⚪ 中性觀察,2025,20.7999992371,1.85,8.31,4.135188715129225,-885.47,N/A,潤泰材,N/A,8463.TW,⚠️ 獲利稀釋,1065.47,0.42,48.0,75.45,2026-03
-28.43,⚪ 中性觀察,2025,62.7999992371,3.63,21.07,7.268518430219907,-889.79,11.53%,欣新網,2.34%,2949.TWO,📉 獲利侵蝕,861.36,0.74,6.89,129.60000000000002,2026-03
91.84,⚪ 中性觀察,2025,37.9000015259,2.19,25.77,7.519841572599207,-892.9699999999999,N/A,光菱,N/A,8032.TWO,⚠️ 獲利稀釋,984.81,0.94,1.86,75.6,2026-03
-260.0,⚪ 數據不足,2025,9.6300001144,-0.26,52.32,0.0,-893.91,N/A,友勁,N/A,6142.TW,📉 獲利侵蝕,633.91,-0.18,48.0,-12.75,2026-03
98.48,⚪ 數據不足,2025,84.9000015259,-3.19,30.97,0.0,-894.01,N/A,安國,N/A,8054.TWO,⚠️ 獲利稀釋,992.49,-0.01,-37.72,-104.69999999999999,2026-03
918.18,⚪ 中性觀察,2025,23.0499992371,4.05,79.14,2.408568363333333,-897.18,N/A,鑫龍騰,N/A,3188.TWO,⚠️ 獲利稀釋,1815.36,2.24,81.45,143.55,2026-03
-35.71,❌ 暫避觀望,2025,48.2999992371,1.0,4.89,19.09090878936759,-899.3100000000001,8.38%,亞航,2.16%,2630.TW,📉 獲利侵蝕,863.6,0.09,49.25,37.95,2026-03
-14.75,⚪ 數據不足,2025,11.4499998093,-2.55,-34.5,0.0,-906.12,10.61%,今皓,-45.08%,3011.TW,📉 獲利侵蝕,891.37,-0.73,-5.88,-82.64999999999999,2026-03
-277.78,⚪ 數據不足,2025,44.0999984741,-1.52,-20.15,0.0,-907.51,N/A,澤米,N/A,6742.TW,📉 獲利侵蝕,629.73,-0.35,-603.33,-68.55000000000001,2026-03
-357.14,⚪ 數據不足,2025,22.8500003815,-0.55,-7.45,0.0,-908.52,17.06%,旭軟,1.24%,3390.TWO,📉 獲利侵蝕,551.38,-0.18,-138.3,-33.9,2026-03
151.56,⚪ 數據不足,2025,45.3499984741,-0.6,9.99,0.0,-913.7,N/A,慧友,N/A,5484.TW,🔄 轉虧為盈,1065.26,0.33,33.33,-30.749999999999996,2026-03
-526.67,⚪ 數據不足,2025,25.5499992371,-1.14,-4.0,0.0,-918.29,N/A,明基材,N/A,8215.TW,📉 獲利侵蝕,391.62,-0.64,-283.87,-26.1,2026-03
8.33,⚪ 中性觀察,2025,28.2999992371,1.88,25.63,7.861110899194445,-921.62,14.91%,倚天酷��-創,7.25%,2432.TW,⚠️ 獲利稀釋,929.95,0.26,1.06,53.99999999999999,2026-03
-368.0,⚪ 數據不足,2025,20.8500003815,0.11,-8.52,0.0,-925.02,N/A,麗清,N/A,3346.TW,📉 獲利侵蝕,557.02,-0.67,-95.34,-26.999999999999996,2026-03
53.33,⚪ 數據不足,2025,20.1499996185,-0.22,14.75,0.0,-926.05,N/A,淳安,N/A,6283.TW,⚠️ 獲利稀釋,979.38,-0.07,-128.95,-14.7,2026-03
-26.62,⚪ 中性觀察,2025,82.3000030518,5.36,6.01,7.100949357359793,-928.82,11.63%,美律,3.86%,2439.TW,📉 獲利侵蝕,902.2,1.03,-37.71,173.85,2026-03
-14.29,⚪ 中性觀察,2025,24.3999996185,1.5,0.57,6.991403902148997,-933.5999999999999,N/A,松和,N/A,5016.TWO,📉 獲利侵蝕,919.31,0.36,-12.28,52.35,2026-03
5.0,⚪ 中性觀察,2025,20.2999992371,2.03,14.56,4.720930055139536,-937.93,N/A,安倉,N/A,5548.TWO,⚠️ 獲利稀釋,942.93,0.42,9.24,64.49999999999999,2026-03
-53.13,⚪ 中性觀察,2025,30.7000007629,2.27,3.73,5.511669795852782,-942.04,N/A,志超,N/A,8213.TW,📉 獲利侵蝕,888.91,0.3,-17.45,83.55000000000001,2026-03
-88.24,⚪ 中性觀察,2025,25.0,0.52,-40.09,11.363636363636363,-942.09,N/A,天剛,N/A,5310.TWO,📉 獲利侵蝕,853.85,0.06,-82.78,33.0,2026-03
-61.8,⚪ 中性觀察,2025,63.4000015259,6.3,59.7,4.665195108601913,-949.2299999999999,5.79%,捷迅,2.48%,2643.TWO,📉 獲利侵蝕,887.43,0.68,3.11,203.85,2026-03
-52.94,⚪ 數據不足,2025,17.2000007629,-0.11,-0.02,0.0,-954.56,N/A,沈氏,N/A,8921.TWO,📉 獲利侵蝕,901.62,-0.26,52.17,-11.55,2026-03
-89.22,⚪ 中性觀察,2025,19.9500007629,1.41,14.95,5.1285349004884315,-955.5,9.91%,精英,-0.28%,2331.TW,📉 獲利侵蝕,866.28,0.11,981.25,58.35,2026-03
766.67,⚪ 中性觀察,2025,88.0999984741,5.27,-17.06,9.09184710775026,-961.5100000000001,37.77%,慧洋-KY,36.66%,2637.TW,⚠️ 獲利稀釋,1728.18,1.6,-34.78,145.35,2026-03
-150.0,⚪ 數據不足,2025,13.8999996185,-1.85,-8.68,0.0,-963.75,7.45%,燁輝,-2.27%,2023.TW,📉 獲利侵蝕,813.75,-0.4,-129.63,-67.64999999999999,2026-03
74.36,⚪ 數據不足,2025,16.8500003815,-1.51,27.53,0.0,-968.63,1.54%,位速,-34.06%,3508.TWO,⚠️ 獲利稀釋,1042.99,-0.1,6.88,-55.05,2026-03
-700.0,⚪ 數據不足,2025,23.25,-1.02,5.58,0.0,-979.9100000000001,15.17%,寶德,-15.09%,3349.TWO,📉 獲利侵蝕,279.91,-0.48,9.52,-41.400000000000006,2026-03
51.72,⚪ 數據不足,2025,19.5,-7.87,-11.17,0.0,-980.3599999999999,11.02%,英利-KY,-2.22%,2239.TW,⚠️ 獲利稀釋,1032.08,-1.68,-8644.44,-252.15000000000003,2026-03
35.29,⚪ 中性觀察,2025,31.0,1.26,4.14,10.616438356164384,-982.73,11.56%,宏��,2.51%,2353.TW,⚠️ 獲利稀釋,1018.02,0.23,-31.87,43.8,2026-03
130.77,⚪ 中性觀察,2025,30.2999992371,2.39,-0.51,8.370165535110496,-983.26,N/A,精星,N/A,8183.TWO,⚠️ 獲利稀釋,1114.03,0.3,-26.77,54.300000000000004,2026-03
-909.09,⚪ 數據不足,2025,21.9500007629,-6.69,-14.66,0.0,-984.34,N/A,築間,N/A,7723.TWO,📉 獲利侵蝕,75.25,-0.9,-259.36,-171.60000000000002,2026-03
151.52,⚪ 數據不足,2025,15.1000003815,-1.42,2.6,0.0,-984.71,15.72%,易飛網,-0.44%,2734.TWO,🔄 轉虧為盈,1136.23,0.17,-286.84,-44.7,2026-03
76.0,⚪ 數據不足,2025,14.8999996185,-0.75,14.78,0.0,-985.9300000000001,N/A,彩晶,N/A,6116.TW,⚠️ 獲利稀釋,1061.93,-0.06,58.56,-27.599999999999998,2026-03
-495.0,⚪ 數據不足,2025,14.8500003815,-3.49,-12.26,0.0,-998.5899999999999,N/A,來思達,N/A,8066.TWO,📉 獲利侵蝕,503.59,-0.91,-1354.17,-118.8,2026-03
-24.24,⚪ 中性觀察,2025,49.0499992371,2.73,-21.83,7.688087654717869,-999.11,N/A,豐藝,N/A,6189.TW,📉 獲利侵蝕,974.87,1.0,-57.28,95.7,2026-03
-753.85,⚪ 數據不足,2025,15.4499998093,-2.24,2.83,0.0,-999.97,22.76%,廣華-KY,-1.26%,1338.TW,📉 獲利侵蝕,246.12,-1.15,-92.04,-112.80000000000001,2026-03
6.82,⚪ 數據不足,2025,16.0,-2.14,-61.92,0.0,-1002.0,N/A,浩宇生醫,N/A,6872.TWO,⚠️ 獲利稀釋,1008.82,-0.41,-38.16,-76.95,2026-03
388.24,❌ 暫避觀望,2025,20.5499992371,0.39,-32.9,18.02631512026316,-1006.46,N/A,大展證,N/A,6020.TWO,⚠️ 獲利稀釋,1394.7,0.49,-45.83,17.099999999999998,2026-03
-125.0,⚪ 數據不足,2025,42.4000015259,-0.82,26.05,0.0,-1006.55,11.52%,耀勝,-13.20%,3207.TWO,📉 獲利侵蝕,881.55,-0.45,-440.0,-7.800000000000001,2026-03
-53.13,⚪ 中性觀察,2025,33.4000015259,1.22,6.13,13.360000610360004,-1013.84,9.15%,瑞軒,0.67%,2489.TW,📉 獲利侵蝕,960.71,0.15,-31.22,37.49999999999999,2026-03
-700.0,❌ 暫避觀望,2025,18.5499992371,0.51,-7.75,92.74999618550002,-1025.38,29.43%,雲嘉南,-10.81%,3191.TWO,📉 獲利侵蝕,325.38,-0.32,189.47,2.999999999999999,2026-03
260.0,⚪ 數據不足,2025,125.0,-0.16,58.82,0.0,-1028.64,N/A,德宏,N/A,5475.TWO,🔄 轉虧為盈,1288.64,0.24,88.24,-6.6000000000000005,2026-03
-900.0,⚪ 數據不足,2025,59.7999992371,0.2,22.72,0.0,-1029.28,N/A,晉弘,N/A,6796.TW,📉 獲利侵蝕,129.28,-0.32,25.0,-24.150000000000002,2026-03
182.35,❌ 暫避觀望,2025,64.5999984741,1.36,11.07,24.656487967213742,-1037.25,N/A,福懋科,N/A,8131.TW,⚠️ 獲利稀釋,1219.6,0.96,-33.33,39.300000000000004,2026-03
200.0,❌ 暫避觀望,2025,92.9000015259,0.7,5.45,102.08791376472527,-1037.92,N/A,南茂,N/A,8150.TW,⚠️ 獲利稀釋,1237.92,0.72,-64.1,13.649999999999999,2026-03
10.0,⚪ 中性觀察,2025,10.8000001907,0.45,0.36,12.413793322643677,-1043.77,9.65%,福壽,1.10%,1219.TW,⚠️ 獲利稀釋,1053.77,0.11,-15.09,13.05,2026-03
-46.67,⚪ 數據不足,2025,61.7000007629,-2.59,-7.42,0.0,-1046.69,N/A,霖宏,N/A,5464.TWO,🔄 轉虧為盈,1000.02,0.16,-248.85,-131.54999999999998,2026-03
-0.9,⚪ 中性觀察,2025,92.9000015259,5.15,72.06,7.571312267799511,-1047.3000000000002,10.03%,神達,3.96%,3706.TW,📉 獲利侵蝕,1046.4,1.1,57.01,184.04999999999998,2026-03
15.79,⚪ 中性觀察,2025,25.0,1.62,-6.25,6.281407035175879,-1058.26,10.74%,福懋油,5.38%,1225.TW,⚠️ 獲利稀釋,1074.05,0.44,8.0,59.7,2026-03
330.0,⚪ 數據不足,2025,16.6499996185,-0.3,-1.96,0.0,-1063.26,N/A,凌巨,N/A,8105.TW,🔄 轉虧為盈,1393.26,0.43,-300.0,-15.0,2026-03
-28.74,⚪ 中性觀察,2025,274.5,11.29,-3.46,9.974563953488374,-1066.47,N/A,富邦媒,N/A,8454.TW,📉 獲利侵蝕,1037.73,2.43,-17.53,412.79999999999995,2026-03
20.0,⚪ 中性觀察,2025,30.3999996185,1.08,4.86,11.968503786811024,-1067.95,N/A,倍微,N/A,6270.TWO,⚠️ 獲利稀釋,1087.95,0.24,66.15,38.1,2026-03
-542.86,❌ 暫避觀望,2025,36.5499992371,-0.03,55.97,50.06849210561645,-1069.73,27.19%,興泰,-0.09%,1235.TW,📉 獲利侵蝕,526.87,-0.54,-140.0,10.949999999999998,2026-03
69.03,⚪ 中性觀察,2025,349.5,18.2,27.07,7.128288802773811,-1069.81,10.28%,技嘉,4.26%,2376.TW,⚠️ 獲利稀釋,1138.84,7.86,24.57,735.45,2026-03
188.24,❌ 暫避觀望,2025,35.8499984741,0.6,-2.48,16.444953428486237,-1071.6,8.90%,百容,-6.13%,2483.TW,⚠️ 獲利稀釋,1259.84,0.15,71.43,32.7,2026-03
17.65,⚪ 數據不足,2025,7.9200000763,-2.94,-9.17,0.0,-1083.04,N/A,利勤,N/A,4426.TW,⚠️ 獲利稀釋,1100.69,-0.28,-116.18,-111.9,2026-03
157.58,❌ 暫避觀望,2025,24.7000007629,0.02,-6.4,130.0000040152632,-1091.29,N/A,大拓-KY,N/A,8455.TWO,⚠️ 獲利稀釋,1248.87,0.19,102.7,2.8499999999999996,2026-03
-250.0,⚪ 數據不足,2025,6.0799999237,-1.12,-3.95,0.0,-1098.03,N/A,佳總,N/A,5355.TWO,📉 獲利侵蝕,848.03,-0.14,-21.74,-38.1,2026-03
-5.88,⚪ 中性觀察,2025,14.3500003815,0.73,-0.68,9.140127631528662,-1098.3000000000002,8.57%,東隆興,1.90%,4401.TWO,📉 獲利侵蝕,1092.42,0.16,-31.13,23.55,2026-03
-200.0,❌ 暫避觀望,2025,9.6999998093,0.2,-28.43,46.190475282380945,-1107.13,3.78%,三商壽,0.03%,2867.TW,📉 獲利侵蝕,907.13,-0.03,-47.37,3.1500000000000004,2026-03
162.5,❌ 暫避觀望,2025,27.8999996185,0.05,-0.22,22.142856840079368,-1108.55,N/A,亞通,N/A,6179.TWO,⚠️ 獲利稀釋,1271.05,0.27,25.0,18.9,2026-03
8.54,⚪ 數據不足,2025,13.3000001907,-2.41,9.49,0.0,-1111.44,N/A,金萬林-創,N/A,6645.TW,⚠️ 獲利稀釋,1119.98,-0.76,8.37,-98.39999999999999,2026-03
-100.0,❌ 暫避觀望,2025,22.1000003815,0.0,58.33,26.309524263690477,-1111.49,29.35%,天方能源,-34.05%,3073.TWO,📉 獲利侵蝕,1011.49,0.0,-100.0,12.6,2026-03
21.49,⚪ 數據不足,2025,23.6000003815,-5.14,-15.24,0.0,-1112.6,1.51%,鴻碩,-21.28%,3092.TW,⚠️ 獲利稀釋,1134.09,-0.95,-147.12,-204.29999999999998,2026-03
135.2,❌ 暫避觀望,2025,388.0,6.8,8.58,24.17445482866044,-1116.22,N/A,亞泰金屬,N/A,6727.TWO,⚠️ 獲利稀釋,1251.42,2.94,22.08,240.74999999999994,2026-03
140.0,⚪ 中性觀察,2025,37.5,2.22,9.01,8.116883116883116,-1119.13,N/A,好德,N/A,3114.TWO,⚠️ 獲利稀釋,1259.13,0.73,22.78,69.3,2026-03
-260.42,⚪ 中性觀察,2025,70.9000015259,5.11,11.23,8.63581017367844,-1120.8700000000001,N/A,博弘,N/A,6997.TWO,📉 獲利侵蝕,860.45,-2.31,-8.26,123.15,2026-03
64.84,⚪ 中性觀察,2025,125.0,7.54,41.88,7.462686567164179,-1125.1100000000001,N/A,茂綸,N/A,6227.TWO,⚠️ 獲利稀釋,1189.95,3.0,17.08,251.25,2026-03
3200.0,⚪ 中性觀察,2025,33.0999984741,1.45,-0.1,11.737588111382978,-1128.0299999999997,45.87%,新興,37.60%,2605.TW,⚠️ 獲利稀釋,4328.03,0.66,-43.36,42.3,2026-03
50.0,⚪ 數據不足,2025,13.6499996185,-1.76,-4.78,0.0,-1130.96,6.52%,亞聚,2.26%,1308.TW,⚠️ 獲利稀釋,1180.96,-0.2,-39.68,-60.300000000000004,2026-03
120.75,⚪ 中性觀察,2025,46.5,3.3,15.12,5.62953995157385,-1132.16,12.43%,新光鋼,7.27%,2031.TW,⚠️ 獲利稀釋,1252.91,0.22,-26.67,123.89999999999999,2026-03
46.58,⚪ 數據不足,2025,25.0499992371,-3.45,-25.98,0.0,-1132.8500000000001,N/A,光耀,N/A,3666.TWO,⚠️ 獲利稀釋,1179.43,-0.4,62.26,-121.05000000000001,2026-03
0.0,⚪ 數據不足,2025,13.5,-0.15,-16.11,0.0,-1137.15,7.45%,南紡,-4.90%,1440.TW,📉 獲利侵蝕,1137.15,-0.05,55.88,-4.2,2026-03
-105.88,⚪ 數據不足,2025,10.5500001907,-0.54,85.08,0.0,-1138.98,-12.82%,永捷,-39.60%,4714.TWO,📉 獲利侵蝕,1033.1,-0.02,-245.95,-0.3000000000000011,2026-03
60.0,⚪ 數據不足,2025,10.3000001907,-0.34,20.96,0.0,-1141.0,46.90%,桂田文創,-39.20%,4806.TWO,⚠️ 獲利稀釋,1201.0,-0.04,-70.0,-11.700000000000001,2026-03
40.0,⚪ 數據不足,2025,23.5499992371,0.05,19.77,0.0,-1150.45,N/A,研通,N/A,6229.TWO,⚠️ 獲利稀釋,1190.45,0.14,-90.74,-1.7999999999999996,2026-03
8.11,⚪ 中性觀察,2025,59.0999984741,4.01,8.17,5.655502246325359,-1154.96,N/A,建��,N/A,3046.TW,⚠️ 獲利稀釋,1163.07,1.2,4.7,156.75,2026-03
166.67,⚪ 數據不足,2025,18.9500007629,0.68,-0.95,0.0,-1158.57,N/A,榮星,N/A,1617.TW,⚠️ 獲利稀釋,1325.24,0.08,28.3,-1.3499999999999996,2026-03
610.0,⚪ 中性觀察,2025,77.0999984741,9.13,38.99,3.781265251304561,-1158.76,N/A,必應,N/A,6625.TW,⚠️ 獲利稀釋,1768.76,1.42,51.64,305.85,2026-03
564.0,⚪ 中性觀察,2025,315.0,10.62,24.87,12.295081967213116,-1163.49,N/A,巨漢,N/A,6903.TWO,⚠️ 獲利稀釋,1727.49,6.72,18.74,384.29999999999995,2026-03
149.34,⚪ 中性觀察,2025,808.0,30.51,19.04,12.632895559724828,-1166.03,N/A,亞翔,N/A,6139.TW,⚠️ 獲利稀釋,1315.37,9.45,63.03,959.4,2026-03
1437.5,⚪ 數據不足,2025,58.7999992371,-0.99,-17.66,0.0,-1168.92,4.05%,台化,-1.33%,1326.TW,🔄 轉虧為盈,2606.42,1.07,-1750.0,-31.499999999999993,2026-03
-450.0,⚪ 數據不足,2025,18.5499992371,-0.1,10.06,0.0,-1174.03,N/A,華盈,N/A,3520.TWO,📉 獲利侵蝕,724.03,-0.07,-134.48,-6.0,2026-03
-202.5,⚪ 中性觀察,2025,68.4000015259,3.21,-14.6,10.55555579103395,-1180.25,20.24%,江申,6.22%,1525.TW,📉 獲利侵蝕,977.75,-0.82,-22.09,97.2,2026-03
685.71,⚪ 數據不足,2025,50.9000015259,-0.43,13.3,0.0,-1183.18,10.48%,晟鈦,5.07%,3229.TW,🔄 轉虧為盈,1868.89,0.55,-407.14,-13.799999999999999,2026-03
-780.0,⚪ 數據不足,2025,23.75,-0.67,18.08,0.0,-1190.26,N/A,安力-KY,N/A,5223.TWO,📉 獲利侵蝕,410.26,-0.44,-24.07,-14.4,2026-03
-37.86,⚪ 數據不足,2025,456.0,0.26,45.18,0.0,-1205.6899999999998,N/A,訊芯-KY,N/A,6451.TW,📉 獲利侵蝕,1167.83,-1.45,-35.0,-52.05,2026-03
-1180.0,⚪ 中性觀察,2025,15.3000001907,6.03,4.63,3.0909091294343436,-1212.83,34.83%,大魯閣,-28.70%,1432.TW,📉 獲利侵蝕,32.83,-0.54,1502.33,74.25,2026-03
0.0,⚪ 中性觀察,2025,32.5,1.05,-0.55,11.607142857142858,-1226.55,5.36%,金寶,1.66%,2312.TW,📉 獲利侵蝕,1226.55,0.35,-4.59,42.0,2026-03
-700.0,❌ 暫避觀望,2025,85.5999984741,0.95,-0.23,66.35658796441862,-1230.2,N/A,中光電,N/A,5371.TWO,📉 獲利侵蝕,530.2,-0.3,-54.76,19.349999999999998,2026-03
-1257.14,❌ 暫避觀望,2025,205.5,2.67,-9.54,108.73015873015875,-1236.95,53.12%,由田,6.13%,3455.TWO,🏰 高護城河,-20.19,-0.81,-49.53,28.349999999999994,2026-03
-975.0,⚪ 數據不足,2025,0.0,-0.2,-68.65,0.0,-1239.19,16.85%,藝舍-KY,-24.14%,2724.TWO,📉 獲利侵蝕,264.19,-0.43,-106.76,0.0,2026-03
1388.46,⚪ 數據不足,2025,67.5999984741,-1.86,4.48,0.0,-1243.44,N/A,力積電,N/A,6770.TW,🔄 轉虧為盈,2631.9,3.36,-14.2,-19.050000000000004,2026-03
-200.0,⚪ 數據不足,2025,12.75,-1.12,-5.33,0.0,-1250.66,N/A,台富,N/A,1454.TW,📉 獲利侵蝕,1050.66,-0.2,-1277.78,-39.0,2026-03
75.93,❌ 暫避觀望,2025,123.0,0.89,22.83,31.139240506329113,-1252.29,N/A,擎亞,N/A,8096.TWO,⚠️ 獲利稀釋,1328.22,1.9,-72.78,59.25,2026-03
119.7,⚪ 數據不足,2025,67.5,-3.48,-11.09,0.0,-1261.81,N/A,榮科,N/A,4989.TW,🔄 轉虧為盈,1381.51,0.13,-56.76,-137.7,2026-03
87.88,⚪ 數據不足,2025,49.5499992371,-0.32,2.17,0.0,-1269.3000000000002,8.50%,承啟,0.94%,2425.TW,🔄 轉虧為盈,1357.18,0.62,-130.48,-31.049999999999997,2026-03
-6.54,⚪ 中性觀察,2025,92.5999984741,9.52,51.01,4.365865086001886,-1269.95,9.56%,根基,7.58%,2546.TW,📉 獲利侵蝕,1263.41,1.43,34.08,318.15000000000003,2026-03
-124.0,⚪ 中性觀察,2025,20.8999996185,0.68,16.55,6.1111109995614035,-1271.67,1.56%,建漢,-12.63%,3062.TW,📉 獲利侵蝕,1147.67,-0.54,6600.0,51.3,2026-03
50.0,⚪ 中性觀察,2025,25.9500007629,1.86,19.21,4.0737834792621666,-1277.87,4.18%,新鉅科,-22.27%,3630.TWO,⚠️ 獲利稀釋,1327.87,-0.27,173.02,95.55,2026-03
-400.0,⚪ 數據不足,2025,26.2999992371,-2.52,-10.68,0.0,-1278.17,N/A,桓鼎-KY,N/A,5543.TWO,📉 獲利侵蝕,878.17,-0.75,54.46,-97.8,2026-03
175.0,⚪ 中性觀察,2025,16.6499996185,0.5,16.5,12.807692014230769,-1279.03,14.20%,和桐,8.91%,1714.TW,⚠️ 獲利稀釋,1454.03,0.23,19.51,19.5,2026-03
76.92,⚪ 數據不足,2025,113.5,-2.68,-31.79,0.0,-1295.4099999999999,16.83%,蔚華科,-125.48%,3055.TW,⚠️ 獲利稀釋,1372.33,-0.15,-20.55,-91.95000000000002,2026-03
39.17,⚪ 中性觀察,2025,115.0,3.16,29.36,13.009049773755656,-1299.87,13.39%,昇貿,3.80%,3305.TW,⚠️ 獲利稀釋,1339.04,1.73,-4.59,132.6,2026-03
40.1,❌ 暫避觀望,2025,90.0999984741,2.3,69.32,22.029339480220052,-1299.92,12.45%,安馳,8.05%,3528.TW,⚠️ 獲利稀釋,1340.02,2.83,-44.71,61.349999999999994,2026-03
141.67,⚪ 數據不足,2025,24.5499992371,0.54,26.06,0.0,-1305.47,N/A,佳龍,N/A,9955.TW,⚠️ 獲利稀釋,1447.14,0.05,134.62,-2.8499999999999983,2026-03
-40.54,⚪ 數據不足,2025,51.5999984741,-2.74,-8.7,0.0,-1336.75,-3.41%,和大,-18.43%,1536.TW,📉 獲利侵蝕,1296.21,-0.52,-491.43,-108.30000000000001,2026-03
40.74,⚪ 數據不足,2025,11.3500003815,-1.01,10.43,0.0,-1339.41,N/A,福華,N/A,8085.TWO,⚠️ 獲利稀釋,1380.15,-0.16,-17.44,-34.05,2026-03
-1140.0,⚪ 數據不足,2025,14.75,-0.33,10.78,0.0,-1351.07,13.67%,福永生技,-6.40%,4183.TWO,📉 獲利侵蝕,211.07,-0.52,-145.21,-23.400000000000002,2026-03
11.76,⚪ 數據不足,2025,13.3999996185,-6.25,-24.55,0.0,-1351.1200000000001,7.55%,山隆,-10.37%,2616.TW,⚠️ 獲利稀釋,1362.88,-1.37,-82.6,-224.55,2026-03
81.37,⚪ 數據不足,2025,125.0,0.48,43.43,0.0,-1351.8899999999999,41.15%,陽程,17.10%,3498.TWO,⚠️ 獲利稀釋,1433.26,-0.2,120.0,-19.8,2026-03
45.14,⚪ 數據不足,2025,70.1999969482,-4.2,96.9,0.0,-1352.31,N/A,雲豹能源,N/A,6869.TW,⚠️ 獲利稀釋,1397.45,-0.99,-150.36,-23.400000000000002,2026-03
-9.09,⚪ 數據不足,2025,21.8500003815,-1.43,-21.87,0.0,-1353.32,N/A,中茂,N/A,5205.TWO,📉 獲利侵蝕,1344.23,-0.36,-22.22,-50.25,2026-03
-114.29,⚪ 數據不足,2025,31.3999996185,-1.4,59.22,0.0,-1353.8,4.20%,銘旺科,-24.63%,2429.TW,📉 獲利侵蝕,1239.51,-0.45,9.68,-51.9,2026-03
73.75,⚪ 數據不足,2025,78.5,-0.73,12.25,0.0,-1357.19,23.60%,達航科技,7.93%,4577.TWO,⚠️ 獲利稀釋,1430.94,-0.21,32.41,-39.599999999999994,2026-03
76.85,⚪ 中性觀察,2025,79.8000030518,3.16,-22.72,8.408851744130665,-1360.3400000000001,N/A,倍力,N/A,6874.TWO,⚠️ 獲利稀釋,1437.19,1.95,-29.6,142.35,2026-03
-200.0,⚪ 數據不足,2025,11.0500001907,0.01,-3.11,0.0,-1386.57,12.71%,寶隆,7.26%,1906.TW,📉 獲利侵蝕,1186.57,-0.03,-96.0,-8.25,2026-03
42.68,⚪ 中性觀察,2025,56.7000007629,3.17,18.17,6.823104784945848,-1400.22,8.10%,精技,2.38%,2414.TW,⚠️ 獲利稀釋,1442.9,1.17,18.73,124.65,2026-03
-1400.0,❌ 暫避觀望,2025,127.5,0.59,0.0,310.97560975609764,-1403.74,N/A,鏵友益,N/A,6877.TWO,📉 獲利侵蝕,3.74,-0.65,-47.75,6.149999999999999,2026-03
13.04,⚪ 數據不足,2025,27.0499992371,-6.24,-59.56,0.0,-1404.02,N/A,元晶,N/A,6443.TW,⚠️ 獲利稀釋,1417.06,-0.2,-433.33,-135.45,2026-03
-1283.33,⚪ 數據不足,2025,51.2999992371,-1.14,19.38,0.0,-1407.04,N/A,常珵,N/A,8097.TWO,📉 獲利侵蝕,123.71,-0.72,-394.74,-53.699999999999996,2026-03
66.67,❌ 暫避觀望,2025,52.2999992371,0.03,4.72,180.34482495551723,-1407.51,9.08%,群創,-2.06%,3481.TW,⚠️ 獲利稀釋,1474.18,0.2,-96.3,4.3500000000000005,2026-03
-70.0,⚪ 數據不足,2025,11.1499996185,0.08,-4.37,0.0,-1407.58,8.16%,台榮,-0.43%,1220.TW,📉 獲利侵蝕,1337.58,-0.17,-93.16,-1.05,2026-03
21.05,⚪ 數據不足,2025,37.4500007629,0.05,-26.42,0.0,-1415.73,N/A,高僑,N/A,6234.TWO,⚠️ 獲利稀釋,1436.78,0.23,-95.24,-11.25,2026-03
90.0,❌ 暫避觀望,2025,46.0999984741,0.95,1.81,16.523296944121864,-1425.35,15.30%,台肥,3.04%,1722.TW,⚠️ 獲利稀釋,1515.35,0.19,-52.74,41.85,2026-03
27.32,⚪ 中性觀察,2025,122.5,8.84,-2.3,5.783758262511804,-1441.89,8.77%,華立,5.39%,3010.TW,⚠️ 獲利稀釋,1469.21,2.47,1.84,317.7,2026-03
12.0,❌ 暫避觀望,2025,61.0,0.78,-9.88,47.286821705426355,-1454.61,8.73%,漢翔,4.51%,2634.TW,⚠️ 獲利稀釋,1466.61,0.28,-66.09,19.35,2026-03
-1135.38,⚪ 數據不足,2025,3.5099999905,-60.0,32.68,0.0,-1455.8700000000001,N/A,森崴能源,N/A,6806.TW,📉 獲利侵蝕,320.49,-6.73,-1744.48,-1955.4,2026-03
-1000.0,⚪ 數據不足,2025,5.4899997711,-1.68,-17.32,0.0,-1465.92,-8.18%,淘帝-KY,-26.63%,2929.TW,📉 獲利侵蝕,465.92,-0.22,-1292.86,-35.849999999999994,2026-03
-50.0,⚪ 數據不足,2025,20.4500007629,-1.33,-5.19,0.0,-1471.55,7.59%,海德威,-1.94%,3268.TWO,📉 獲利侵蝕,1421.55,-0.09,-632.0,-62.699999999999996,2026-03
-1166.67,❌ 暫避觀望,2025,48.0999984741,0.65,9.25,41.11110980692307,-1483.74,20.85%,其陽,1.19%,3564.TWO,📉 獲利侵蝕,317.07,-0.32,-26.97,17.55,2026-03
-1.9,❌ 暫避觀望,2025,50.5,1.74,18.67,17.59581881533101,-1503.3100000000002,5.61%,弘憶股,2.63%,3312.TW,📉 獲利侵蝕,1501.41,1.03,-33.61,43.050000000000004,2026-03
-308.0,⚪ 數據不足,2025,13.9499998093,-2.43,-9.24,0.0,-1511.48,N/A,康那香,N/A,9919.TW,📉 獲利侵蝕,1203.48,-0.52,-28.57,-74.85000000000001,2026-03
